munic,pe
CAMPOS DOS GOYTACAZES-RJ,"25.840.912,75"
CARAPEBUS-RJ,"133.378,61"
MACAE-RJ,"9.421.366,40"
QUISSAMA-RJ,"1.347.271,90"
RIO DAS OSTRAS-RJ,"13.672.482,02"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,"22,76"
CABO FRIO-RJ,"160,94"
CASIMIRO DE ABREU-RJ,
COARI-AM,"398.780,09"
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,"110.182,12"
AREIA BRANCA-RN,"30.392,16"
