munic,pe
CAMPOS DOS GOYTACAZES-RJ,"47.867.220,23"
CARAPEBUS-RJ,"470.351,83"
MACAE-RJ,"14.748.350,44"
QUISSAMA-RJ,"3.942.502,75"
RIO DAS OSTRAS-RJ,"22.243.924,80"
SÃO JOÃO DA BARRA-RJ,
ARMACAO DOS BUZIOS-RJ,"328.575,54"
CABO FRIO-RJ,"2.044.754,13"
CASIMIRO DE ABREU-RJ,"480.102,58"
COARI-AM,"810.821,35"
PRESIDENTE KENNEDY-ES,
JAGUARÉ-ES,"264.952,86"
MOSSORO-RN,-
AREIA BRANCA-RN,-
