munic,pe
ARMACAO DOS BUZIOS-RJ,"918.717,97"
CABO FRIO-RJ,"5.710.464,01"
CAMPOS DOS GOYTACAZES-RJ,"64.844.467,36"
CARAPEBUS-RJ,"393.775,61"
CASIMIRO DE ABREU-RJ,"1.279.831,45"
MACAE-RJ,"19.220.784,20"
QUISSAMA-RJ,"3.716.952,20"
RIO DAS OSTRAS-RJ,"30.279.832,19"
JAGUARE-ES,"345.856,46"
COARI-AM,"1.521.992,57"
