munic,pe
ARMACAO DOS BUZIOS-RJ,"1.051.941,14"
CABO FRIO-RJ,"6.454.598,60"
CAMPOS DOS GOYTACAZES-RJ,"80.499.960,89"
CARAPEBUS-RJ,"407.835,04"
CASIMIRO DE ABREU-RJ,"1.441.426,22"
MACAE-RJ,"24.323.187,36"
QUISSAMA-RJ,"4.222.109,63"
RIO DAS OSTRAS-RJ,"38.207.321,29"
JAGUARE-ES,"427.110,58"
COARI-AM,"1.732.313,22"
PRESIDENTE KENNEDY-ES,"165.553,47"
SAO JOAO DA BARRA-RJ,"347.759,47"
AREIA BRANCA-RN,"123.764,12"
MOSSORO-RN,"411.176,64"
