munic,pe
CAMPOS DOS GOYTACAZES-RJ,"16.922.781,72"
CARAPEBUS-RJ,"171.633,78"
MACAE-RJ,"5.461.778,38"
QUISSAMA-RJ,"1.733.691,64"
RIO DAS OSTRAS-RJ,"7.926.272,15"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,-
CABO FRIO-RJ,-
CASIMIRO DE ABREU-RJ,
COARI-AM,"1,31"
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,
AREIA BRANCA-RN,
