munic,pe
CAMPOS DOS GOYTACAZES-RJ,"16.686.886,27"
CARAPEBUS-RJ,"85.088,44"
MACAE-RJ,"6.017.680,90"
QUISSAMA-RJ,"859.487,65"
RIO DAS OSTRAS-RJ,"8.732.983,13"
SÃO JOÃO DA BARRA-RJ,"88.228,75"
ARMACAO DOS BUZIOS-RJ,-
CABO FRIO-RJ,-
CASIMIRO DE ABREU-RJ,
COARI-AM,"372.163,57"
PRESIDENTE KENNEDY-ES,"24.361,28"
JAGUARÉ-ES,-
MOSSORO-RN,
AREIA BRANCA-RN,
