munic,pe
ARMACAO DOS BUZIOS-RJ,"712.504,11"
CABO FRIO-RJ,"4.496.595,28"
CAMPOS DOS GOYTACAZES-RJ,"47.057.455,10"
CARAPEBUS-RJ,"331.626,63"
CASIMIRO DE ABREU-RJ,"992.671,54"
MACAE-RJ,"12.568.627,43"
QUISSAMA-RJ,"3.363.427,40"
RIO DAS OSTRAS-RJ,"20.243.546,66"
JAGUARE-ES,"267.024,90"
COARI-AM,"930.373,40"
PRESIDENTE KENNEDY-ES,"280.378,62"
SAO JOAO DA BARRA-RJ,"588.959,68"
AREIA BRANCA-RN,"120.558,32"
MOSSORO-RN,"464.230,90"
