munic,pe
CAMPOS DOS GOYTACAZES-RJ,"21.398.897,69"
CARAPEBUS-RJ,"196.671,14"
MACAE-RJ,"7.077.507,11"
QUISSAMA-RJ,"1.986.596,67"
RIO DAS OSTRAS-RJ,"10.271.024,87"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,-
CABO FRIO-RJ,-
CASIMIRO DE ABREU-RJ,
COARI-AM,"475.843,99"
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,"43.114,41"
AREIA BRANCA-RN,"13.436,50"
