munic,pe
CAMPOS DOS GOYTACAZES-RJ,"15.794.477,85"
CARAPEBUS-RJ,"161.914,25"
MACAE-RJ,"5.083.137,57"
QUISSAMA-RJ,"1.635.513,64"
RIO DAS OSTRAS-RJ,"7.376.778,95"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,-
CABO FRIO-RJ,-
CASIMIRO DE ABREU-RJ,
COARI-AM,-
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,
AREIA BRANCA-RN,
