munic,pe
ARMACAO DOS BUZIOS-RJ,"727.126,64"
CABO FRIO-RJ,"4.473.530,45"
CAMPOS DOS GOYTACAZES-RJ,"56.809.897,28"
CARAPEBUS-RJ,"477.825,18"
CASIMIRO DE ABREU-RJ,"980.224,09"
MACAE-RJ,"15.370.089,29"
QUISSAMA-RJ,"4.324.749,29"
RIO DAS OSTRAS-RJ,"24.304.926,76"
JAGUARE-ES,"109.320,20"
COARI-AM,"1.231.313,73"
PRESIDENTE KENNEDY-ES,"527.290,04"
SAO JOAO DA BARRA-RJ,"1.107.618,59"
AREIA BRANCA-RN,"159.738,78"
MOSSORO-RN,"788.267,32"
POJUCA-BA,"67.515,71"
