munic,pe
CAMPOS DOS GOYTACAZES-RJ,"8.588.696,90"
CARAPEBUS-RJ,"124.021,01"
MACAE-RJ,"2.461.842,94"
QUISSAMA-RJ,"1.252.749,85"
RIO DAS OSTRAS-RJ,"3.572.689,28"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,-
CABO FRIO-RJ,-
CASIMIRO DE ABREU-RJ,
COARI-AM,-
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,
AREIA BRANCA-RN,
