munic,pe
CAMPOS DOS GOYTACAZES-RJ,"13.150.444,40"
CARAPEBUS-RJ,"130.476,26"
MACAE-RJ,"4.268.614,37"
QUISSAMA-RJ,"1.317.954,98"
RIO DAS OSTRAS-RJ,"6.194.722,08"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,-
CABO FRIO-RJ,-
CASIMIRO DE ABREU-RJ,
COARI-AM,-
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,
AREIA BRANCA-RN,
