munic,pe
ARMACAO DOS BUZIOS-RJ,"819.370,77"
CABO FRIO-RJ,"5.006.999,55"
CAMPOS DOS GOYTACAZES-RJ,"60.039.019,89"
CARAPEBUS-RJ,"508.357,71"
CASIMIRO DE ABREU-RJ,"1.084.866,07"
MACAE-RJ,"16.103.290,30"
QUISSAMA-RJ,"4.905.452,95"
RIO DAS OSTRAS-RJ,"25.502.063,76"
JAGUARE-ES,"199.591,24"
COARI-AM,"1.248.262,19"
PRESIDENTE KENNEDY-ES,"409.397,06"
SAO JOAO DA BARRA-RJ,"859.974,12"
AREIA BRANCA-RN,"145.852,27"
MOSSORO-RN,"617.447,13"
