munic,pe
CAMPOS DOS GOYTACAZES-RJ,"37.110.653,19"
CARAPEBUS-RJ,"253.137,12"
MACAE-RJ,"11.346.159,33"
QUISSAMA-RJ,"2.561.312,06"
RIO DAS OSTRAS-RJ,"17.378.673,25"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,"363.114,38"
CABO FRIO-RJ,"2.294.257,57"
CASIMIRO DE ABREU-RJ,"519.534,26"
COARI-AM,"541.337,29"
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,"153.183,18"
MOSSORO-RN,-
AREIA BRANCA-RN,-
