munic,pe
ARMACAO DOS BUZIOS-RJ,"663.981,02"
CABO FRIO-RJ,"4.418.874,31"
CAMPOS DOS GOYTACAZES-RJ,"57.763.290,74"
CARAPEBUS-RJ,"448.326,06"
CASIMIRO DE ABREU-RJ,"910.534,06"
MACAE-RJ,"16.336.347,75"
QUISSAMA-RJ,"3.934.533,23"
RIO DAS OSTRAS-RJ,"25.540.403,73"
JAGUARE-ES,"84.195,88"
COARI-AM,"1.541.828,82"
PRESIDENTE KENNEDY-ES,"452.479,88"
SAO JOAO DA BARRA-RJ,"950.473,33"
AREIA BRANCA-RN,"166.320,05"
MOSSORO-RN,"1.035.982,91"
POJUCA-BA,"345.788,11"
