munic,pe
ARMACAO DOS BUZIOS-RJ,"669.489,52"
CABO FRIO-RJ,"4.249.674,65"
CAMPOS DOS GOYTACAZES-RJ,"64.217.049,05"
CARAPEBUS-RJ,"481.221,16"
CASIMIRO DE ABREU-RJ,"944.791,46"
MACAE-RJ,"18.441.624,77"
QUISSAMA-RJ,"4.122.556,03"
RIO DAS OSTRAS-RJ,"28.660.346,40"
JAGUARE-ES,"46.628,41"
COARI-AM,"1.847.255,71"
PRESIDENTE KENNEDY-ES,"638.664,09"
SAO JOAO DA BARRA-RJ,"1.341.569,45"
AREIA BRANCA-RN,"209.274,02"
MOSSORO-RN,"1.363.505,38"
POJUCA-BA,"328.837,16"
