munic,pe
CAMPOS DOS GOYTACAZES-RJ,"18.097.812,32"
CARAPEBUS-RJ,"126.141,58"
MACAE-RJ,"6.253.545,41"
QUISSAMA-RJ,"1.274.169,88"
RIO DAS OSTRAS-RJ,"9.120.919,71"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,"12.408,64"
CABO FRIO-RJ,"84.050,33"
CASIMIRO DE ABREU-RJ,"29.051,38"
COARI-AM,-
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,"1.233,74"
MOSSORO-RN,-
AREIA BRANCA-RN,-
