munic,pe
CAMPOS DOS GOYTACAZES-RJ,"25.647.757,42"
CARAPEBUS-RJ,"143.438,39"
MACAE-RJ,"8.710.046,64"
QUISSAMA-RJ,"1.448.886,84"
RIO DAS OSTRAS-RJ,"12.956.549,85"
SÃO JOÃO DA BARRA-RJ,"- 112.856,28"
ARMACAO DOS BUZIOS-RJ,"727.503,55"
CABO FRIO-RJ,"186.743,20"
CASIMIRO DE ABREU-RJ,"241.536,26"
COARI-AM,"- 97.592,08"
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,-
AREIA BRANCA-RN,-
