munic,pe
CAMPOS DOS GOYTACAZES-RJ,"24.623.007,55"
CARAPEBUS-RJ,"245.030,87"
MACAE-RJ,"7.986.491,57"
QUISSAMA-RJ,"2.475.083,61"
RIO DAS OSTRAS-RJ,"11.590.200,34"
SÃO JOÃO DA BARRA-RJ,-
ARMACAO DOS BUZIOS-RJ,-
CABO FRIO-RJ,-
CASIMIRO DE ABREU-RJ,
COARI-AM,-
PRESIDENTE KENNEDY-ES,-
JAGUARÉ-ES,-
MOSSORO-RN,
AREIA BRANCA-RN,
