ANADIA,,,AL,,,,,"495,78",,,,,-,,,,,,,"495,78",,,,,,,,"3.357,31",,,,,,,,,,
ATALAIA,,,AL,,,,,"640,38",,,,,-,,,,,,,"640,38",,,,,,,,"4.336,55",,,,,,,,,,
BARRA DE SANTO ANTONIO,,,AL,,,,,"433,80",,,,,-,,,,,,,"433,80",,,,,,,,"2.937,66",,,,,,,,,,
BARRA DE SAO MIGUEL,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
BOCA DA MATA,,,AL,,,,,"557,75",,,,,-,,,,,,,"557,75",,,,,,,,"3.776,99",,,,,,,,,,
BRANQUINHA,,,AL,,,,,"433,80",,,,,-,,,,,,,"433,80",,,,,,,,"2.937,66",,,,,,,,,,
CAJUEIRO,,,AL,,,,,"516,43",,,,,-,,,,,,,"516,43",,,,,,,,"3.497,20",,,,,,,,,,
CAMPESTRE,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
CAMPO ALEGRE,,,AL,,,,,"640,38",,,,,-,,,,,,,"640,38",,,,,,,,"4.336,55",,,,,,,,,,
CAPELA,,,AL,,,,,"516,43",,,,,-,,,,,,,"516,43",,,,,,,,"3.497,20",,,,,,,,,,
CHA PRETA,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
COLONIA LEOPOLDINA,,,AL,,,,,"495,78",,,,,-,,,,,,,"495,78",,,,,,,,"3.357,31",,,,,,,,,,
COQUEIRO SECO,,,AL,,,,,"775,16",,,,,"233,49",,,,,,,"1.008,65",,,,,,,,"6.171,19",,,,,,,,,,
CORURIPE,,,AL,,,,,"777.255,31",,,,,"41.748,27",,,,,,,"819.003,58",,,,,,,,"4.914.303,74",,,,,,,,,,
FELIZ DESERTO,,,AL,,,,,"14.994,93",,,,,"20.552,43",,,,,,,"35.547,36",,,,,,,,"239.800,41",,,,,,,,,,
FLEXEIRAS,,,AL,,,,,"433,80",,,,,-,,,,,,,"433,80",,,,,,,,"3.010,86",,,,,,,,,,
IBATEGUARA,,,AL,,,,,"475,12",,,,,-,,,,,,,"475,12",,,,,,,,"3.217,43",,,,,,,,,,
IGREJA NOVA,,,AL,,,,,"537,09",,,,,-,,,,,,,"537,09",,,,,,,,"3.637,09",,,,,,,,,,
JACUIPE,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
JAPARATINGA,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
JEQUIA DA PRAIA,,,AL,,,,,"5.429,69",,,,,"2.089,59",,,,,,,"7.519,28",,,,,,,,"45.277,98",,,,,,,,,,
JOAQUIM GOMES,,,AL,,,,,"537,09",,,,,-,,,,,,,"537,09",,,,,,,,"3.637,09",,,,,,,,,,
JUNDIA,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
JUNQUEIRO,,,AL,,,,,"537,09",,,,,-,,,,,,,"537,09",,,,,,,,"3.637,09",,,,,,,,,,
MACEIO,,,AL,,,,,"68.014,59",,,,,"11.236,38",,,,,,,"79.250,97",,,,,,,,"456.367,76",,,,,,,,,,
MARAGOGI,,,AL,,,,,"537,09",,,,,-,,,,,,,"537,09",,,,,,,,"3.637,09",,,,,,,,,,
MARECHAL DEODORO,,,AL,,,,,"122.891,14",,,,,"88.721,68",,,,,,,"211.612,82",,,,,,,,"1.309.497,26",,,,,,,,,,
MATRIZ DE CAMARAGIBE,,,AL,,,,,"557,75",,,,,-,,,,,,,"557,75",,,,,,,,"3.703,77",,,,,,,,,,
MESSIAS,,,AL,,,,,"433,80",,,,,-,,,,,,,"433,80",,,,,,,,"2.937,66",,,,,,,,,,
MURICI,,,AL,,,,,"557,75",,,,,-,,,,,,,"557,75",,,,,,,,"3.776,99",,,,,,,,,,
NOVO LINO,,,AL,,,,,"433,80",,,,,-,,,,,,,"433,80",,,,,,,,"2.937,66",,,,,,,,,,
PARIPUEIRA,,,AL,,,,,"413,15",,,,,"5.021,80",,,,,,,"5.434,95",,,,,,,,"34.875,05",,,,,,,,,,
PASSO DE CAMARAGIBE,,,AL,,,,,"454,46",,,,,-,,,,,,,"454,46",,,,,,,,"3.077,54",,,,,,,,,,
PENEDO,,,AL,,,,,"681,69",,,,,-,,,,,,,"681,69",,,,,,,,"4.616,32",,,,,,,,,,
PIACABUCU,,,AL,,,,,"495,78",,,,,-,,,,,,,"495,78",,,,,,,,"3.357,31",,,,,,,,,,
PILAR,,,AL,,,,,"132.128,76",,,,,"84.849,97",,,,,,,"216.978,73",,,,,,,,"1.126.451,65",,,,,,,,,,
PINDOBA,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
PORTO CALVO,,,AL,,,,,"537,09",,,,,-,,,,,,,"537,09",,,,,,,,"3.637,09",,,,,,,,,,
PORTO DE PEDRAS,,,AL,,,,,"433,80",,,,,-,,,,,,,"433,80",,,,,,,,"2.937,66",,,,,,,,,,
PORTO REAL DO COLEGIO,,,AL,,,,,"516,43",,,,,-,,,,,,,"516,43",,,,,,,,"3.497,20",,,,,,,,,,
RIO LARGO,,,AL,,,,,"3.410,83",,,,,"1.760,29",,,,,,,"5.171,12",,,,,,,,"38.256,37",,,,,,,,,,
ROTEIRO,,,AL,,,,,"627,42",,,,,"138,20",,,,,,,"765,62",,,,,,,,"4.751,32",,,,,,,,,,
SANTA LUZIA DO NORTE,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
SANTANA DO MUNDAU,,,AL,,,,,"433,80",,,,,-,,,,,,,"433,80",,,,,,,,"2.937,66",,,,,,,,,,
SAO JOSE DA LAJE,,,AL,,,,,"537,09",,,,,-,,,,,,,"537,09",,,,,,,,"3.637,09",,,,,,,,,,
SAO LUIS DO QUITUNDE,,,AL,,,,,"578,41",,,,,-,,,,,,,"578,41",,,,,,,,"3.916,88",,,,,,,,,,
SAO MIGUEL DOS CAMPOS,,,AL,,,,,"167.956,74",,,,,"92.512,72",,,,,,,"260.469,46",,,,,,,,"1.715.975,52",,,,,,,,,,
SAO MIGUEL DOS MILAGRES,,,AL,,,,,"413,15",,,,,-,,,,,,,"413,15",,,,,,,,"2.797,77",,,,,,,,,,
SATUBA,,,AL,,,,,"30.936,42",,,,,"19.660,86",,,,,,,"50.597,28",,,,,,,,"379.307,53",,,,,,,,,,
TEOTONIO VILELA,,,AL,,,,,"619,72",,,,,-,,,,,,,"619,72",,,,,,,,"4.196,66",,,,,,,,,,
UNIAO DOS PALMARES,,,AL,,,,,"681,69",,,,,-,,,,,,,"681,69",,,,,,,,"4.616,32",,,,,,,,,,
VICOSA,,,AL,,,,,"557,75",,,,,-,,,,,,,"557,75",,,,,,,,"3.776,99",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL ALAGOAS,,,,,,,,"1.344.851,11",,,,,"368.525,68",,,,,,,"1.713.376,79",,,,,,,,"10.406.587,59",,,,,,,,,,
ANAMA,,,AM,,,,,-,,,,,"1.796,77",,,,,,,"1.796,77",,,,,,,,"10.782,95",,,,,,,,,,
ANORI,,,AM,,,,,-,,,,,"1.796,77",,,,,,,"1.796,77",,,,,,,,"10.782,95",,,,,,,,,,
AUTAZES,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
BERURI,,,AM,,,,,-,,,,,"1.796,77",,,,,,,"1.796,77",,,,,,,,"10.782,95",,,,,,,,,,
CAREIRO DA VARZEA,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
CAREIRO,,,AM,,,,,-,,,,,"1.796,77",,,,,,,"1.796,77",,,,,,,,"10.782,95",,,,,,,,,,
COARI,,,AM,,,,,"1.449.284,55",,,,,"1.347.896,14",,,,,,,"2.797.180,69",,,,,,,,"16.145.671,49",,,,,,,,,,
CODAJAS,,,AM,,,,,-,,,,,"1.796,77",,,,,,,"1.796,77",,,,,,,,"10.782,95",,,,,,,,,,
IRANDUBA,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
ITACOATIARA,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
ITAPIRANGA,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
MANACAPURU,,,AM,,,,,-,,,,,"1.796,77",,,,,,,"1.796,77",,,,,,,,"10.782,95",,,,,,,,,,
MANAQUIRI,,,AM,,,,,-,,,,,"1.796,77",,,,,,,"1.796,77",,,,,,,,"10.782,95",,,,,,,,,,
MANAUS,,,AM,,,,,"812.425,00",,,,,"62.947,17",,,,,,,"875.372,17",,,,,,,,"4.453.689,10",,,,,,,,,,
PARINTINS,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
SILVES,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
URUCARA,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
URUCURITUBA,,,AM,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
TOTAL AMAZONAS,,,,,,,,"2.261.709,55",,,,,"1.468.058,18",,,,,,,"3.729.767,73",,,,,,,,"20.923.022,81",,,,,,,,,,
LARANJAL DO JARI,,,AP,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
MACAPA,,,AP,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
MAZAGAO,,,AP,,,,,-,,,,,"4.959,72",,,,,,,"4.959,72",,,,,,,,"27.575,73",,,,,,,,,,
TOTAL AMAPA,,,,,,,,-,,,,,"14.879,16",,,,,,,"14.879,16",,,,,,,,"82.727,19",,,,,,,,,,
ACAJUTIBA,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
ADUSTINA,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
AGUA FRIA,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
AIQUARA,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
ALAGOINHAS,,,BA,,,,,"229.343,55",,,,,"121.250,25",,,,,,,"350.593,80",,,,,,,,"2.026.158,64",,,,,,,,,,
AMARGOSA,,,BA,,,,,"79,01",,,,,-,,,,,,,"79,01",,,,,,,,"566,11",,,,,,,,,,
AMELIA RODRIGUES,,,BA,,,,,"76,18",,,,,-,,,,,,,"76,18",,,,,,,,"545,89",,,,,,,,,,
ANAGE,,,BA,,,,,"79,01",,,,,-,,,,,,,"79,01",,,,,,,,"599,37",,,,,,,,,,
ANGUERA,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
ANTAS,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
ANTONIO CARDOSO,,,BA,,,,,"59,26",,,,,-,,,,,,,"59,26",,,,,,,,"424,58",,,,,,,,,,
APORA,,,BA,,,,,"67,72",,,,,-,,,,,,,"67,72",,,,,,,,"485,23",,,,,,,,,,
APUAREMA,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
ARACAS,,,BA,,,,,"180.513,57",,,,,"79.727,13",,,,,,,"260.240,70",,,,,,,,"1.577.044,76",,,,,,,,,,
ARACI,,,BA,,,,,"87,48",,,,,-,,,,,,,"87,48",,,,,,,,"626,78",,,,,,,,,,
ARAMARI,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
ARATUIPE,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
BAIXA GRANDE,,,BA,,,,,"73,37",,,,,-,,,,,,,"73,37",,,,,,,,"525,67",,,,,,,,,,
BANZAE,,,BA,,,,,"59,26",,,,,-,,,,,,,"59,26",,,,,,,,"424,58",,,,,,,,,,
BARRA DO CHOCA,,,BA,,,,,"87,48",,,,,-,,,,,,,"87,48",,,,,,,,"626,78",,,,,,,,,,
BARROCAS,,,BA,,,,,"62,08",,,,,-,,,,,,,"62,08",,,,,,,,"444,80",,,,,,,,,,
BELO CAMPO,,,BA,,,,,"67,72",,,,,-,,,,,,,"67,72",,,,,,,,"485,23",,,,,,,,,,
BIRITINGA,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
BOA NOVA,,,BA,,,,,"73,37",,,,,-,,,,,,,"73,37",,,,,,,,"525,67",,,,,,,,,,
BOA VISTA DO TUPIM,,,BA,,,,,"70,54",,,,,-,,,,,,,"70,54",,,,,,,,"505,46",,,,,,,,,,
BOM JESUS DA SERRA,,,BA,,,,,"59,26",,,,,-,,,,,,,"59,26",,,,,,,,"424,58",,,,,,,,,,
BREJOES,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
CAATIBA,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
CABACEIRAS DO PARAGUACU,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
CACHOEIRA,,,BA,,,,,"79,01",,,,,-,,,,,,,"79,01",,,,,,,,"566,11",,,,,,,,,,
CAEM,,,BA,,,,,"62,08",,,,,-,,,,,,,"62,08",,,,,,,,"444,80",,,,,,,,,,
CAETANOS,,,BA,,,,,"62,08",,,,,-,,,,,,,"62,08",,,,,,,,"444,80",,,,,,,,,,
CAMACARI,,,BA,,,,,"112,87",,,,,-,,,,,,,"112,87",,,,,,,,"2.610,34",,,,,,,,,,
CANDEAL,,,BA,,,,,"59,26",,,,,-,,,,,,,"59,26",,,,,,,,"424,58",,,,,,,,,,
CANDEIAS,,,BA,,,,,"161.590,08",,,,,"163.933,16",,,,,,,"325.523,24",,,,,,,,"2.181.729,55",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANDIDO SALES,,,BA,,,,,"79,01",,,,,-,,,,,,,"79,01",,,,,,,,"566,11",,,,,,,,,,
CANSANCAO,,,BA,,,,,"79,01",,,,,-,,,,,,,"79,01",,,,,,,,"566,11",,,,,,,,,,
CANUDOS,,,BA,,,,,"62,08",,,,,-,,,,,,,"62,08",,,,,,,,"444,80",,,,,,,,,,
CAPELA DO ALTO ALEGRE,,,BA,,,,,"59,26",,,,,-,,,,,,,"59,26",,,,,,,,"424,58",,,,,,,,,,
CAPIM GROSSO,,,BA,,,,,"73,37",,,,,-,,,,,,,"73,37",,,,,,,,"525,67",,,,,,,,,,
CARDEAL DA SILVA,,,BA,,,,,"39.669,63",,,,,"25.550,51",,,,,,,"65.220,14",,,,,,,,"434.508,14",,,,,,,,,,
CASTRO ALVES,,,BA,,,,,"76,18",,,,,-,,,,,,,"76,18",,,,,,,,"545,89",,,,,,,,,,
CATU,,,BA,,,,,"172.983,30",,,,,"88.871,01",,,,,,,"261.854,31",,,,,,,,"1.539.472,00",,,,,,,,,,
CICERO DANTAS,,,BA,,,,,"79,01",,,,,-,,,,,,,"79,01",,,,,,,,"566,11",,,,,,,,,,
CIPO,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
CONCEICAO DA FEIRA,,,BA,,,,,"67,72",,,,,-,,,,,,,"67,72",,,,,,,,"485,23",,,,,,,,,,
CONCEICAO DO ALMEIDA,,,BA,,,,,"70,54",,,,,-,,,,,,,"70,54",,,,,,,,"505,46",,,,,,,,,,
CONCEICAO DO COITE,,,BA,,,,,"93,12",,,,,-,,,,,,,"93,12",,,,,,,,"667,21",,,,,,,,,,
CONCEICAO DO JACUIPE,,,BA,,,,,"76,18",,,,,-,,,,,,,"76,18",,,,,,,,"545,89",,,,,,,,,,
CONDE,,,BA,,,,,"182,06",,,,,"70,10",,,,,,,"252,16",,,,,,,,"5.311,01",,,,,,,,,,
CORACAO DE MARIA,,,BA,,,,,"73,37",,,,,-,,,,,,,"73,37",,,,,,,,"525,67",,,,,,,,,,
CORONEL JOAO SA,,,BA,,,,,"70,54",,,,,-,,,,,,,"70,54",,,,,,,,"505,46",,,,,,,,,,
CRAVOLANDIA,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
CRISOPOLIS,,,BA,,,,,"70,54",,,,,-,,,,,,,"70,54",,,,,,,,"505,46",,,,,,,,,,
CRUZ DAS ALMAS,,,BA,,,,,"90,29",,,,,-,,,,,,,"90,29",,,,,,,,"646,98",,,,,,,,,,
DARIO MEIRA,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
DIAS D'AVILA,,,BA,,,,,"930,34",,,,,"354,00",,,,,,,"1.284,34",,,,,,,,"8.682,20",,,,,,,,,,
DOM MACEDO COSTA,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
ELISIO MEDRADO,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
ENCRUZILHADA,,,BA,,,,,"81,83",,,,,-,,,,,,,"81,83",,,,,,,,"586,33",,,,,,,,,,
ENTRE RIOS,,,BA,,,,,"165.954,46",,,,,"100.816,48",,,,,,,"266.770,94",,,,,,,,"1.625.140,75",,,,,,,,,,
ESPLANADA,,,BA,,,,,"289.036,18",,,,,"170.281,69",,,,,,,"459.317,87",,,,,,,,"2.819.760,67",,,,,,,,,,
EUCLIDES DA CUNHA,,,BA,,,,,"90,29",,,,,-,,,,,,,"90,29",,,,,,,,"646,98",,,,,,,,,,
FATIMA,,,BA,,,,,"70,54",,,,,-,,,,,,,"70,54",,,,,,,,"505,46",,,,,,,,,,
FEIRA DE SANTANA,,,BA,,,,,"112,87",,,,,-,,,,,,,"112,87",,,,,,,,"808,74",,,,,,,,,,
GAVIAO,,,BA,,,,,"56,43",,,,,-,,,,,,,"56,43",,,,,,,,"404,36",,,,,,,,,,
GLORIA,,,BA,,,,,"64,90",,,,,-,,,,,,,"64,90",,,,,,,,"465,02",,,,,,,,,,
GOVERNADOR MANGABEIRA,,,BA,,,,,"67,72",,,,,-,,,,,,,"67,72",,,,,,,,"485,23",,,,,,,,,,
HELIOPOLIS,,,BA,,,,,"62,08",,,,,-,,,,,,,"62,08",,,,,,,,"444,80",,,,,,,,,,
IACU,,,BA,,,,,"79,01",,,,,-,,,,,,,"79,01",,,,,,,,"566,11",,,,,,,,,,
