RIO LARGO-AL,,,,AL,,,,"14.700,70",,,,,,,,,"8.682,36",,,,,,,"23.383,06",,,,,,,,"97.061,08",,,,,,
ROTEIRO-AL,,,,AL,,,,"957,21",,,,,,,,,"132,81",,,,,,,"1.090,02",,,,,,,,"10.171,47",,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,"751,31",,,,,,,,,-,,,,,,,"751,31",,,,,,,,"5.991,30",,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,"788,88",,,,,,,,,-,,,,,,,"788,88",,,,,,,,"6.290,88",,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,"976,71",,,,,,,,,-,,,,,,,"976,71",,,,,,,,"7.788,70",,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,"1.051,84",,,,,,,,,-,,,,,,,"1.051,84",,,,,,,,"8.387,84",,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,"218.392,94",,,,,,,,,"131.840,54",,,,,,,"350.233,48",,,,,,,,"3.704.925,75",,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,"751,31",,,,,,,,,-,,,,,,,"751,31",,,,,,,,"5.991,30",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATUBA-AL,,,,AL,,,,"27.326,31",,,,,,,,,"17.092,42",,,,,,,"44.418,73",,,,,,,,"650.886,05",,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,"1.126,97",,,,,,,,,-,,,,,,,"1.126,97",,,,,,,,"8.986,98",,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,"1.239,67",,,,,,,,,-,,,,,,,"1.239,67",,,,,,,,"9.885,67",,,,,,
VICOSA-AL,,,,AL,,,,"1.014,27",,,,,,,,,-,,,,,,,"1.014,27",,,,,,,,"8.088,26",,,,,,
TOTAL ALAGOAS,,,,,,,,"1.448.702,85",,,,,,,,,"578.163,56",,,,,,,"2.026.866,41",,,,,,,,"23.376.369,57",,,,,,
ANAMA-AM,,,,AM,,,,-,,,,,,,,,"2.582,88",,,,,,,"2.582,88",,,,,,,,"24.815,39",,,,,,
ANORI-AM,,,,AM,,,,-,,,,,,,,,"2.582,88",,,,,,,"2.582,88",,,,,,,,"24.815,39",,,,,,
AUTAZES-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
BERURI-AM,,,,AM,,,,-,,,,,,,,,"2.582,88",,,,,,,"2.582,88",,,,,,,,"24.815,39",,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
CAREIRO-AM,,,,AM,,,,-,,,,,,,,,"2.582,88",,,,,,,"2.582,88",,,,,,,,"24.815,39",,,,,,
COARI-AM,,,,AM,,,,"2.140.864,20",,,,,,,,,"1.962.807,29",,,,,,,"4.103.671,49",,,,,,,,"37.547.252,94",,,,,,
CODAJAS-AM,,,,AM,,,,-,,,,,,,,,"2.582,88",,,,,,,"2.582,88",,,,,,,,"24.815,39",,,,,,
IRANDUBA-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
ITACOATIARA-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
ITAPIRANGA-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
MANACAPURU-AM,,,,AM,,,,-,,,,,,,,,"2.582,88",,,,,,,"2.582,88",,,,,,,,"24.815,39",,,,,,
MANAQUIRI-AM,,,,AM,,,,-,,,,,,,,,"2.582,88",,,,,,,"2.582,88",,,,,,,,"24.815,39",,,,,,
MANAUS-AM,,,,AM,,,,"870.761,07",,,,,,,,,"78.391,83",,,,,,,"949.152,90",,,,,,,,"9.943.097,24",,,,,,
PARINTINS-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
SILVES-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
URUCARA-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
URUCURITUBA-AM,,,,AM,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
TOTAL AMAZONAS,,,,,,,,"3.011.625,27",,,,,,,,,"2.117.815,46",,,,,,,"5.129.440,73",,,,,,,,"48.232.310,92",,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
MACAPA-AP,,,,AP,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
MAZAGAO-AP,,,,AP,,,,-,,,,,,,,,"6.504,02",,,,,,,"6.504,02",,,,,,,,"63.139,22",,,,,,
TOTAL AMAPA,,,,,,,,-,,,,,,,,,"19.512,06",,,,,,,"19.512,06",,,,,,,,"189.417,67",,,,,,
ACAJUTIBA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
ADUSTINA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
AGUA FRIA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
AIQUARA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ALAGOINHAS-BA,,,,BA,,,,"322.124,77",,,,,,,,,"158.671,70",,,,,,,"480.796,47",,,,,,,,"4.550.248,31",,,,,,
AMARGOSA-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,"109,49",,,,,,,,,-,,,,,,,"109,49",,,,,,,,"1.082,15",,,,,,
ANAGE-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.155,50",,,,,,
ANGUERA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ANTAS-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
APORA-BA,,,,BA,,,,"97,33",,,,,,,,,-,,,,,,,"97,33",,,,,,,,"961,89",,,,,,
APUAREMA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ARACAS-BA,,,,BA,,,,"241.113,23",,,,,,,,,"110.554,24",,,,,,,"351.667,47",,,,,,,,"3.417.546,36",,,,,,
ARACI-BA,,,,BA,,,,"125,71",,,,,,,,,-,,,,,,,"125,71",,,,,,,,"1.242,47",,,,,,
ARAMARI-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ARATUIPE-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
BAIXA GRANDE-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
BANZAE-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,"125,71",,,,,,,,,-,,,,,,,"125,71",,,,,,,,"1.242,47",,,,,,
BARROCAS-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
BELO CAMPO-BA,,,,BA,,,,"97,33",,,,,,,,,-,,,,,,,"97,33",,,,,,,,"961,89",,,,,,
BIRITINGA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
BOA NOVA-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,"101,38",,,,,,,,,-,,,,,,,"101,38",,,,,,,,"1.001,99",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
BREJOES-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
CAATIBA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
CACHOEIRA-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
CAEM-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
CAETANOS-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
CAMACARI-BA,,,,BA,,,,"162,21",,,,,,,,,-,,,,,,,"162,21",,,,,,,,"3.404,80",,,,,,
CANDEAL-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
CANDEIAS-BA,,,,BA,,,,"237.785,27",,,,,,,,,"254.959,98",,,,,,,"492.745,25",,,,,,,,"4.904.668,20",,,,,,
CANDIDO SALES-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
CANSANCAO-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
CANUDOS-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
CAPIM GROSSO-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,"70.289,53",,,,,,,,,"53.472,29",,,,,,,"123.761,82",,,,,,,,"1.106.072,55",,,,,,
CASTRO ALVES-BA,,,,BA,,,,"109,49",,,,,,,,,-,,,,,,,"109,49",,,,,,,,"1.082,15",,,,,,
CATU-BA,,,,BA,,,,"224.877,62",,,,,,,,,"118.240,39",,,,,,,"343.118,01",,,,,,,,"3.411.040,31",,,,,,
CICERO DANTAS-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
CIPO-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,"97,33",,,,,,,,,-,,,,,,,"97,33",,,,,,,,"961,89",,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,"101,38",,,,,,,,,-,,,,,,,"101,38",,,,,,,,"1.001,99",,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,"133,82",,,,,,,,,-,,,,,,,"133,82",,,,,,,,"1.322,63",,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,"109,49",,,,,,,,,-,,,,,,,"109,49",,,,,,,,"1.082,15",,,,,,
CONDE-BA,,,,BA,,,,"147,65",,,,,,,,,"27,22",,,,,,,"174,87",,,,,,,,"6.281,49",,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,"101,38",,,,,,,,,-,,,,,,,"101,38",,,,,,,,"1.001,99",,,,,,
CRAVOLANDIA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
CRISOPOLIS-BA,,,,BA,,,,"101,38",,,,,,,,,-,,,,,,,"101,38",,,,,,,,"1.001,99",,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,"129,77",,,,,,,,,-,,,,,,,"129,77",,,,,,,,"1.282,55",,,,,,
DARIO MEIRA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
DIAS D'AVILA-BA,,,,BA,,,,"125,71",,,,,,,,,-,,,,,,,"125,71",,,,,,,,"13.420,25",,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ENCRUZILHADA-BA,,,,BA,,,,"117,60",,,,,,,,,-,,,,,,,"117,60",,,,,,,,"1.162,31",,,,,,
ENTRE RIOS-BA,,,,BA,,,,"243.260,23",,,,,,,,,"156.884,81",,,,,,,"400.145,04",,,,,,,,"3.716.626,74",,,,,,
ESPLANADA-BA,,,,BA,,,,"515.101,79",,,,,,,,,"325.654,83",,,,,,,"840.756,62",,,,,,,,"6.773.988,18",,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,"129,77",,,,,,,,,-,,,,,,,"129,77",,,,,,,,"1.282,55",,,,,,
FATIMA-BA,,,,BA,,,,"101,38",,,,,,,,,-,,,,,,,"101,38",,,,,,,,"1.001,99",,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,"162,21",,,,,,,,,-,,,,,,,"162,21",,,,,,,,"1.603,20",,,,,,
GAVIAO-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
GLORIA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,"97,33",,,,,,,,,-,,,,,,,"97,33",,,,,,,,"961,89",,,,,,
HELIOPOLIS-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
IACU-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
IBIQUERA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ICHU-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
INHAMBUPE-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
IPECAETA-BA,,,,BA,,,,"101,38",,,,,,,,,-,,,,,,,"101,38",,,,,,,,"1.001,99",,,,,,
IPIRA-BA,,,,BA,,,,"133,82",,,,,,,,,-,,,,,,,"133,82",,,,,,,,"1.322,63",,,,,,
IRAJUBA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
IRARA-BA,,,,BA,,,,"109,49",,,,,,,,,-,,,,,,,"109,49",,,,,,,,"1.082,15",,,,,,
ITABERABA-BA,,,,BA,,,,"133,82",,,,,,,,,-,,,,,,,"133,82",,,,,,,,"1.322,63",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAGI-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
ITAMBE-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
ITANAGRA-BA,,,,BA,,,,"85.818,91",,,,,,,,,"11.342,19",,,,,,,"97.161,10",,,,,,,,"1.106.888,89",,,,,,
ITAPARICA-BA,,,,BA,,,,"2.805,66",,,,,,,,,"118.630,46",,,,,,,"121.436,12",,,,,,,,"1.363.001,96",,,,,,
ITAPETINGA-BA,,,,BA,,,,"133,82",,,,,,,,,-,,,,,,,"133,82",,,,,,,,"1.322,63",,,,,,
ITAPICURU-BA,,,,BA,,,,"109,49",,,,,,,,,-,,,,,,,"109,49",,,,,,,,"1.082,15",,,,,,
ITAQUARA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
ITARANTIM-BA,,,,BA,,,,"97,33",,,,,,,,,-,,,,,,,"97,33",,,,,,,,"950,81",,,,,,
ITATIM-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
ITIRUCU-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
ITIUBA-BA,,,,BA,,,,"117,60",,,,,,,,,-,,,,,,,"117,60",,,,,,,,"1.162,31",,,,,,
JACOBINA-BA,,,,BA,,,,"141,93",,,,,,,,,-,,,,,,,"141,93",,,,,,,,"1.402,79",,,,,,
JAGUAQUARA-BA,,,,BA,,,,"125,71",,,,,,,,,-,,,,,,,"125,71",,,,,,,,"1.242,47",,,,,,
JAGUARIPE-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
JANDAIRA-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
JEQUIE-BA,,,,BA,,,,"162,21",,,,,,,,,-,,,,,,,"162,21",,,,,,,,"1.603,20",,,,,,
JEREMOABO-BA,,,,BA,,,,"117,60",,,,,,,,,-,,,,,,,"117,60",,,,,,,,"1.162,31",,,,,,
JIQUIRICA-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
JITAUNA-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
LAJE-BA,,,,BA,,,,"101,38",,,,,,,,,-,,,,,,,"101,38",,,,,,,,"1.001,99",,,,,,
LAJEDINHO-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
LAMARAO-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,"154,10",,,,,,,,,-,,,,,,,"154,10",,,,,,,,"1.523,02",,,,,,
MACAJUBA-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
MACARANI-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
MADRE DE DEUS-BA,,,,BA,,,,"671.108,69",,,,,,,,,"540.559,60",,,,,,,"1.211.668,29",,,,,,,,"16.869.380,16",,,,,,
MAIQUINIQUE-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
MAIRI-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
MANOEL VITORINO-BA,,,,BA,,,,"97,33",,,,,,,,,-,,,,,,,"97,33",,,,,,,,"961,89",,,,,,
MARACAS-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
MARAGOGIPE-BA,,,,BA,,,,"125,71",,,,,,,,,-,,,,,,,"125,71",,,,,,,,"1.242,47",,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
MATA DE SAO JOAO-BA,,,,BA,,,,"168.183,11",,,,,,,,,"74.164,71",,,,,,,"242.347,82",,,,,,,,"2.418.344,43",,,,,,
MIGUEL CALMON-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
MILAGRES-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
MIRANTE-BA,,,,BA,,,,"89,21",,,,,,,,,-,,,,,,,"89,21",,,,,,,,"881,74",,,,,,
MONTE SANTO-BA,,,,BA,,,,"129,77",,,,,,,,,-,,,,,,,"129,77",,,,,,,,"1.282,55",,,,,,
MUNDO NOVO-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
MURITIBA-BA,,,,BA,,,,"113,55",,,,,,,,,-,,,,,,,"113,55",,,,,,,,"1.122,24",,,,,,
MUTUIPE-BA,,,,BA,,,,"105,44",,,,,,,,,-,,,,,,,"105,44",,,,,,,,"1.042,07",,,,,,
NAZARE-BA,,,,BA,,,,"109,49",,,,,,,,,-,,,,,,,"109,49",,,,,,,,"1.082,15",,,,,,
NORDESTINA-BA,,,,BA,,,,"85,16",,,,,,,,,-,,,,,,,"85,16",,,,,,,,"841,66",,,,,,
NOVA CANAA-BA,,,,BA,,,,"93,27",,,,,,,,,-,,,,,,,"93,27",,,,,,,,"921,82",,,,,,
NOVA FATIMA-BA,,,,BA,,,,"81,10",,,,,,,,,-,,,,,,,"81,10",,,,,,,,"801,57",,,,,,
