ANADIA-AL,,,,,AL,,,,"831,61",,,,,,-,,,,,"831,61",,,,,,,"8.560,79",,,,,,,,,
ATALAIA-AL,,,,,AL,,,,"1.074,16",,,,,,-,,,,,"1.074,16",,,,,,,"11.057,70",,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,AL,,,,"727,66",,,,,,-,,,,,"727,66",,,,,,,"7.490,70",,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,AL,,,,"693,01",,,,,,-,,,,,"693,01",,,,,,,"7.133,98",,,,,,,,,
BOCA DA MATA-AL,,,,,AL,,,,"935,56",,,,,,-,,,,,"935,56",,,,,,,"9.630,91",,,,,,,,,
BRANQUINHA-AL,,,,,AL,,,,"727,66",,,,,,-,,,,,"727,66",,,,,,,"7.490,70",,,,,,,,,
CAJUEIRO-AL,,,,,AL,,,,"866,26",,,,,,-,,,,,"866,26",,,,,,,"8.917,53",,,,,,,,,
CAMPESTRE-AL,,,,,AL,,,,"693,01",,,,,,-,,,,,"693,01",,,,,,,"7.133,98",,,,,,,,,
CAMPO ALEGRE-AL,,,,,AL,,,,"1.074,16",,,,,,-,,,,,"1.074,16",,,,,,,"11.057,70",,,,,,,,,
CAPELA-AL,,,,,AL,,,,"866,26",,,,,,-,,,,,"866,26",,,,,,,"8.917,53",,,,,,,,,
CHAPRETA-AL,,,,,AL,,,,"693,01",,,,,,-,,,,,"693,01",,,,,,,"7.133,98",,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,AL,,,,"831,61",,,,,,-,,,,,"831,61",,,,,,,"8.560,79",,,,,,,,,
COQUEIRO SECO-AL,,,,,AL,,,,"1.320,88",,,,,,"404,98",,,,,"1.725,86",,,,,,,"23.962,44",,,,,,,,,
CORURIPE-AL,,,,,AL,,,,"1.255.446,50",,,,,,"72.123,73",,,,,"1.327.570,23",,,,,,,"13.199.387,09",,,,,,,,,
FELIZ DESERTO-AL,,,,,AL,,,,"25.152,21",,,,,,"34.474,25",,,,,"59.626,46",,,,,,,"613.811,35",,,,,,,,,
FLEXEIRAS-AL,,,,,AL,,,,"727,66",,,,,,-,,,,,"727,66",,,,,,,"7.490,70",,,,,,,,,
IBATEGUARA-AL,,,,,AL,,,,"796,96",,,,,,-,,,,,"796,96",,,,,,,"8.204,10",,,,,,,,,
IGREJA NOVA-AL,,,,,AL,,,,"900,91",,,,,,-,,,,,"900,91",,,,,,,"9.274,19",,,,,,,,,
JACUIPE-AL,,,,,AL,,,,"693,01",,,,,,-,,,,,"693,01",,,,,,,"7.133,98",,,,,,,,,
JAPARATINGA-AL,,,,,AL,,,,"693,01",,,,,,-,,,,,"693,01",,,,,,,"7.133,98",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,AL,,,,"4.350,78",,,,,,"1.507,15",,,,,"5.857,93",,,,,,,"46.541,77",,,,,,,,,
JOAQUIM GOMES-AL,,,,,AL,,,,"900,91",,,,,,-,,,,,"900,91",,,,,,,"9.274,19",,,,,,,,,
JUNDIA-AL,,,,,AL,,,,"693,01",,,,,,-,,,,,"693,01",,,,,,,"7.133,98",,,,,,,,,
JUNQUEIRO-AL,,,,,AL,,,,"900,91",,,,,,-,,,,,"900,91",,,,,,,"9.274,19",,,,,,,,,
MACEIO-AL,,,,,AL,,,,"94.359,92",,,,,,"18.112,37",,,,,"112.472,29",,,,,,,"1.125.661,51",,,,,,,,,
MARAGOGI-AL,,,,,AL,,,,"900,91",,,,,,-,,,,,"900,91",,,,,,,"9.274,19",,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,,"149.411,92",,,,,,"114.127,71",,,,,"263.539,63",,,,,,,"2.865.009,59",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,,"935,56",,,,,,-,,,,,"935,56",,,,,,,"9.630,91",,,,,,,,,
MESSIAS-AL,,,,,AL,,,,"727,66",,,,,,-,,,,,"727,66",,,,,,,"7.490,70",,,,,,,,,
MURICI-AL,,,,,AL,,,,"935,56",,,,,,-,,,,,"935,56",,,,,,,"9.630,91",,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,"727,66",,,,,,-,,,,,"727,66",,,,,,,"7.490,70",,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,"693,01",,,,,,"7.707,01",,,,,"8.400,02",,,,,,,"93.461,79",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"762,31",,,,,,-,,,,,"762,31",,,,,,,"7.847,41",,,,,,,,,
PENEDO-AL,,,,,AL,,,,"1.143,46",,,,,,-,,,,,"1.143,46",,,,,,,"11.771,12",,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"831,61",,,,,,-,,,,,"831,61",,,,,,,"8.560,79",,,,,,,,,
PILAR-AL,,,,,AL,,,,"194.819,81",,,,,,"125.032,99",,,,,"319.852,80",,,,,,,"3.698.547,75",,,,,,,,,
PINDOBA-AL,,,,,AL,,,,"693,01",,,,,,-,,,,,"693,01",,,,,,,"7.133,98",,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,"900,91",,,,,,-,,,,,"900,91",,,,,,,"9.274,19",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,"727,66",,,,,,-,,,,,"727,66",,,,,,,"7.490,70",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,"866,26",,,,,,-,,,,,"866,26",,,,,,,"8.917,53",,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,"11.495,08",,,,,,-,,,,,"18.171,87",,,,,,,"209.605,70",,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,"1.057,94",,,,,,-,,,,,"1.293,32",,,,,,,"9.194,83",,,,,,,,,
