SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,"661,19",,,,,,,-,,,,,,"661,19",,,,,,"1.318,86",,,,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,,"32.724,59",,,,,,,"21.107,36",,,,,,"53.831,95",,,,,,"94.678,32",,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,"1.024,84",,,,,,,-,,,,,,"1.024,84",,,,,,"2.044,23",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,"1.090,96",,,,,,,-,,,,,,"1.090,96",,,,,,"2.176,12",,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,"892,60",,,,,,,-,,,,,,"892,60",,,,,,"1.780,46",,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"4.954.652,09",,,,,,,"525.140,52",,,,,,"5.479.792,61",,,,,,"10.627.223,16",,,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,-,,,,,,,"3.992,85",,,,,,"3.992,85",,,,,,"7.673,45",,,,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,,-,,,,,,,"3.992,85",,,,,,"3.992,85",,,,,,"7.673,45",,,,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,,-,,,,,,,"3.992,85",,,,,,"3.992,85",,,,,,"7.673,45",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,-,,,,,,,"3.992,85",,,,,,"3.992,85",,,,,,"7.673,45",,,,,,,,,,,,
COARI-AM,,,,,,,,,AM,,,"3.223.997,27",,,,,,,"3.132.102,58",,,,,,"6.356.099,85",,,,,,"12.341.465,02",,,,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,-,,,,,,,"3.992,85",,,,,,"3.992,85",,,,,,"7.673,45",,,,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,-,,,,,,,"3.992,85",,,,,,"3.992,85",,,,,,"7.673,45",,,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,-,,,,,,,"3.992,85",,,,,,"3.992,85",,,,,,"7.673,45",,,,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,,"1.971.458,14",,,,,,,"150.569,94",,,,,,"2.122.028,08",,,,,,"4.113.292,44",,,,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,,"264.555,40",,,,,,,"146.458,45",,,,,,"411.013,85",,,,,,"807.310,59",,,,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"5.460.010,81",,,,,,,"3.561.250,70",,,,,,"9.021.261,51",,,,,,"17.513.983,53",,,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,-,,,,,,,"11.574,42",,,,,,"11.574,42",,,,,,"22.022,37",,,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,,"34.723,26",,,,,,"34.723,26",,,,,,"66.067,11",,,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,"472.128,62",,,,,,,"265.393,14",,,,,,"737.521,76",,,,,,"1.444.558,58",,,,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,"1.694,15",,,,,,,-,,,,,,"1.694,15",,,,,,"3.362,51",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
APORA-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,,"455.260,50",,,,,,,"248.380,49",,,,,,"703.640,99",,,,,,"1.340.481,80",,,,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,,"1.869,41",,,,,,,-,,,,,,"1.869,41",,,,,,"3.710,36",,,,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.514,21",,,,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,"1.285,22",,,,,,,-,,,,,,"1.285,22",,,,,,"2.550,87",,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,"1.694,15",,,,,,,-,,,,,,"1.694,15",,,,,,"3.362,51",,,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,"1.460,48",,,,,,,-,,,,,,"1.460,48",,,,,,"2.898,72",,,,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,"1.694,15",,,,,,,-,,,,,,"1.694,15",,,,,,"3.362,51",,,,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,"1.285,22",,,,,,,-,,,,,,"1.285,22",,,,,,"2.550,87",,,,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,,"40.362,36",,,,,,,"458.249,13",,,,,,"498.611,49",,,,,,"987.985,47",,,,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,"1.635,74",,,,,,,-,,,,,,"1.635,74",,,,,,"3.246,57",,,,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,"2.381,74",,,,,,,"18,88",,,,,,"2.400,62",,,,,,"4.759,50",,,,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,"1.694,15",,,,,,,-,,,,,,"1.694,15",,,,,,"3.362,51",,,,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,"1.694,15",,,,,,,-,,,,,,"1.694,15",,,,,,"3.362,51",,,,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,"329.922,53",,,,,,,"459.538,78",,,,,,"789.461,31",,,,,,"1.501.485,42",,,,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,"1.694,15",,,,,,,-,,,,,,"1.694,15",,,,,,"3.362,51",,,,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,"168.566,50",,,,,,,"43.228,67",,,,,,"211.795,17",,,,,,"413.851,71",,,,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
CATU-BA,,,,,,,,,BA,,,"364.677,85",,,,,,,"200.753,53",,,,,,"565.431,38",,,,,,"1.122.584,06",,,,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,"1.694,15",,,,,,,-,,,,,,"1.694,15",,,,,,"3.362,51",,,,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,"1.927,83",,,,,,,-,,,,,,"1.927,83",,,,,,"3.826,31",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,"1.635,74",,,,,,,-,,,,,,"1.635,74",,,,,,"3.246,57",,,,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,,"3.679,78",,,,,,,"1.393,77",,,,,,"5.073,55",,,,,,"9.422,70",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,"1.927,83",,,,,,,-,,,,,,"1.927,83",,,,,,"3.826,31",,,,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,"1.285,22",,,,,,,-,,,,,,"1.285,22",,,,,,"2.550,87",,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,"1.986,25",,,,,,,-,,,,,,"1.986,25",,,,,,"3.942,26",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,"435.130,64",,,,,,,"281.479,93",,,,,,"716.610,57",,,,,,"1.374.427,00",,,,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,"723.424,37",,,,,,,"500.938,66",,,,,,"1.224.363,03",,,,,,"2.360.546,21",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,"1.927,83",,,,,,,-,,,,,,"1.927,83",,,,,,"3.826,31",,,,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,"2.161,51",,,,,,,-,,,,,,"2.161,51",,,,,,"4.290,11",,,,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,,"1.402,06",,,,,,,-,,,,,,"1.402,06",,,,,,"2.782,77",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,"2.336,77",,,,,,,-,,,,,,"2.336,77",,,,,,"4.637,96",,,,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,"1.226,80",,,,,,,-,,,,,,"1.226,80",,,,,,"2.434,92",,,,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,,"1.635,74",,,,,,,-,,,,,,"1.635,74",,,,,,"3.246,57",,,,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,"1.460,48",,,,,,,-,,,,,,"1.460,48",,,,,,"2.898,72",,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,"1.285,22",,,,,,,-,,,,,,"1.285,22",,,,,,"2.550,87",,,,,,,,,,,,
IACU-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,"1.518,90",,,,,,,-,,,,,,"1.518,90",,,,,,"3.014,67",,,,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,,"1.460,48",,,,,,,-,,,,,,"1.460,48",,,,,,"2.898,72",,,,,,,,,,,,
ICHU-BA,,,,,,,,,BA,,,"1.168,38",,,,,,,-,,,,,,"1.168,38",,,,,,"2.318,97",,,,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,,"1.285,22",,,,,,,-,,,,,,"1.285,22",,,,,,"2.550,87",,,,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,,"1.577,32",,,,,,,-,,,,,,"1.577,32",,,,,,"3.130,62",,,,,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,,"2.336,77",,,,,,,-,,,,,,"2.336,77",,,,,,"4.637,96",,,,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,"1.949,82",,,,,,,"100,60",,,,,,"2.050,42",,,,,,"4.630,97",,,,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,"1.343,64",,,,,,,-,,,,,,"1.343,64",,,,,,"2.666,82",,,,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,,"1.810,99",,,,,,,-,,,,,,"1.810,99",,,,,,"3.594,41",,,,,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,,"1.927,83",,,,,,,-,,,,,,"1.927,83",,,,,,"3.826,31",,,,,,,,,,,,
