MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,,"914,50",,,,,,,,-,,,,,,"914,50",,,,,,,,,"2.731,90",,,,,,,,,,,
MESSIAS-AL,,,,AL,,,,,"711,28",,,,,,,,-,,,,,,"711,28",,,,,,,,,"2.124,82",,,,,,,,,,,
MURICI-AL,,,,AL,,,,,"914,50",,,,,,,,-,,,,,,"914,50",,,,,,,,,"2.731,90",,,,,,,,,,,
NOVOLINO-AL,,,,AL,,,,,"711,28",,,,,,,,-,,,,,,"711,28",,,,,,,,,"2.124,82",,,,,,,,,,,
PARIPUEIRA-AL,,,,AL,,,,,"677,41",,,,,,,,"7.378,79",,,,,,"8.056,20",,,,,,,,,"22.279,77",,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,,"745,15",,,,,,,,-,,,,,,"745,15",,,,,,,,,"2.226,00",,,,,,,,,,,
PENEDO-AL,,,,AL,,,,,"1.117,72",,,,,,,,-,,,,,,"1.117,72",,,,,,,,,"3.339,00",,,,,,,,,,,
PIACABUCU-AL,,,,AL,,,,,"812,89",,,,,,,,-,,,,,,"812,89",,,,,,,,,"2.428,36",,,,,,,,,,,
PILAR-AL,,,,AL,,,,,"217.743,58",,,,,,,,"139.832,91",,,,,,"357.576,49",,,,,,,,,"948.977,60",,,,,,,,,,,
PINDOBA-AL,,,,AL,,,,,"677,41",,,,,,,,-,,,,,,"677,41",,,,,,,,,"2.023,63",,,,,,,,,,,
PORTO CALVO-AL,,,,AL,,,,,"880,63",,,,,,,,-,,,,,,"880,63",,,,,,,,,"2.630,72",,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,,"711,28",,,,,,,,-,,,,,,"711,28",,,,,,,,,"2.124,82",,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,,"846,76",,,,,,,,-,,,,,,"846,76",,,,,,,,,"2.529,55",,,,,,,,,,,
RIO LARGO-AL,,,,AL,,,,,"13.351,29",,,,,,,,"7.890,65",,,,,,"21.241,94",,,,,,,,,"60.899,66",,,,,,,,,,,
ROTEIRO-AL,,,,AL,,,,,"808,15",,,,,,,,"84,32",,,,,,"892,47",,,,,,,,,"2.699,50",,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,,"677,41",,,,,,,,-,,,,,,"677,41",,,,,,,,,"2.023,63",,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,,"711,28",,,,,,,,-,,,,,,"711,28",,,,,,,,,"2.124,82",,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,,"880,63",,,,,,,,-,,,,,,"880,63",,,,,,,,,"2.630,72",,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,,"948,37",,,,,,,,-,,,,,,"948,37",,,,,,,,,"2.833,09",,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,,"207.256,09",,,,,,,,"119.507,28",,,,,,"326.763,37",,,,,,,,,"993.414,81",,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,,"677,41",,,,,,,,-,,,,,,"677,41",,,,,,,,,"2.023,63",,,,,,,,,,,
SATUBA-AL,,,,AL,,,,,"36.776,90",,,,,,,,"23.240,48",,,,,,"60.017,38",,,,,,,,,"165.135,38",,,,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,,"1.016,11",,,,,,,,-,,,,,,"1.016,11",,,,,,,,,"3.035,45",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,,"1.117,72",,,,,,,,-,,,,,,"1.117,72",,,,,,,,,"3.339,00",,,,,,,,,,,
VICOSA-AL,,,,AL,,,,,"914,50",,,,,,,,-,,,,,,"914,50",,,,,,,,,"2.731,90",,,,,,,,,,,
TOTAL ALAGOAS,,,,,,,,,"1.811.898,65",,,,,,,,"525.894,25",,,,,,"2.337.792,90",,,,,,,,,"6.521.714,34",,,,,,,,,,,
ANAMA-AM,,,,AM,,,,,-,,,,,,,,"1.911,80",,,,,,"1.911,80",,,,,,,,,"6.129,08",,,,,,,,,,,
ANORI-AM,,,,AM,,,,,-,,,,,,,,"1.911,80",,,,,,"1.911,80",,,,,,,,,"6.129,08",,,,,,,,,,,
AUTAZES-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
BERURI-AM,,,,AM,,,,,-,,,,,,,,"1.911,80",,,,,,"1.911,80",,,,,,,,,"6.129,08",,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
CAREIRO-AM,,,,AM,,,,,-,,,,,,,,"1.911,80",,,,,,"1.911,80",,,,,,,,,"6.129,08",,,,,,,,,,,
COARI-AM,,,,AM,,,,,"1.822.597,13",,,,,,,,"1.670.628,38",,,,,,"3.493.225,51",,,,,,,,,"10.220.390,16",,,,,,,,,,,
CODAJAS-AM,,,,AM,,,,,-,,,,,,,,"1.911,80",,,,,,"1.911,80",,,,,,,,,"6.129,08",,,,,,,,,,,
IRANDUBA-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
ITACOATIARA-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
MANACAPURU-AM,,,,AM,,,,,-,,,,,,,,"1.911,80",,,,,,"1.911,80",,,,,,,,,"6.129,08",,,,,,,,,,,
MANAQUIRI-AM,,,,AM,,,,,-,,,,,,,,"1.911,80",,,,,,"1.911,80",,,,,,,,,"6.129,08",,,,,,,,,,,
MANAUS-AM,,,,AM,,,,,"1.068.295,14",,,,,,,,"61.678,78",,,,,,"1.129.973,92",,,,,,,,,"3.127.729,34",,,,,,,,,,,
PARINTINS-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
SILVES-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
URUCARA-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
URUCURITUBA-AM,,,,AM,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
TOTAL AMAZONAS,,,,,,,,,"2.890.892,27",,,,,,,,"1.790.718,47",,,,,,"4.681.610,74",,,,,,,,,"13.528.960,93",,,,,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
MACAPA-AP,,,,AP,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
MAZAGAO-AP,,,,AP,,,,,-,,,,,,,,"5.003,19",,,,,,"5.003,19",,,,,,,,,"15.326,43",,,,,,,,,,,
TOTAL AMAPA,,,,,,,,,-,,,,,,,,"15.009,57",,,,,,"15.009,57",,,,,,,,,"45.979,29",,,,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
ADUSTINA-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
AGUA FRIA-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
AIQUARA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,,"260.998,02",,,,,,,,"120.743,79",,,,,,"381.741,81",,,,,,,,,"1.168.081,13",,,,,,,,,,,
AMARGOSA-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,,"86,09",,,,,,,,-,,,,,,"86,09",,,,,,,,,"267,57",,,,,,,,,,,
ANAGE-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
ANGUERA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ANTAS-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
APORA-BA,,,,BA,,,,,"76,52",,,,,,,,-,,,,,,"76,52",,,,,,,,,"237,84",,,,,,,,,,,
APUAREMA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ARACAS-BA,,,,BA,,,,,"204.862,35",,,,,,,,"90.469,02",,,,,,"295.331,37",,,,,,,,,"893.699,95",,,,,,,,,,,
ARACI-BA,,,,BA,,,,,"98,84",,,,,,,,-,,,,,,"98,84",,,,,,,,,"307,21",,,,,,,,,,,
ARAMARI-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ARATUIPE-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,,"82,90",,,,,,,,-,,,,,,"82,90",,,,,,,,,"257,67",,,,,,,,,,,
BANZAE-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,,"98,84",,,,,,,,-,,,,,,"98,84",,,,,,,,,"307,21",,,,,,,,,,,
BARROCAS-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
BELO CAMPO-BA,,,,BA,,,,,"76,52",,,,,,,,-,,,,,,"76,52",,,,,,,,,"237,84",,,,,,,,,,,
BIRITINGA-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
BOA NOVA-BA,,,,BA,,,,,"82,90",,,,,,,,-,,,,,,"82,90",,,,,,,,,"257,67",,,,,,,,,,,
BOA VISTADOTUPIM-BA,,,,BA,,,,,"79,71",,,,,,,,-,,,,,,"79,71",,,,,,,,,"247,75",,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
BREJOES-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
CAATIBA-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
CACHOEIRA-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
CAEM-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
CAETANOS-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
CAMACARI-BA,,,,BA,,,,,"300,54",,,,,,,,"72,66",,,,,,"373,20",,,,,,,,,"934,95",,,,,,,,,,,
CANDEAL-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
CANDEIAS-BA,,,,BA,,,,,"198.597,00",,,,,,,,"226.379,23",,,,,,"424.976,23",,,,,,,,,"1.281.369,85",,,,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
CANSANCAO-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
CANUDOS-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,,"82,90",,,,,,,,-,,,,,,"82,90",,,,,,,,,"257,67",,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,,"130.997,73",,,,,,,,"40.380,01",,,,,,"171.377,74",,,,,,,,,"443.144,07",,,,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,,"86,09",,,,,,,,-,,,,,,"86,09",,,,,,,,,"267,57",,,,,,,,,,,
CATU-BA,,,,BA,,,,,"200.833,14",,,,,,,,"104.004,54",,,,,,"304.837,68",,,,,,,,,"898.819,01",,,,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
CIPO-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,,"76,52",,,,,,,,-,,,,,,"76,52",,,,,,,,,"237,84",,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,,"79,71",,,,,,,,-,,,,,,"79,71",,,,,,,,,"247,75",,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,,"105,22",,,,,,,,-,,,,,,"105,22",,,,,,,,,"327,04",,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,,"86,09",,,,,,,,-,,,,,,"86,09",,,,,,,,,"267,57",,,,,,,,,,,
CONDE-BA,,,,BA,,,,,"152,82",,,,,,,,"45,10",,,,,,"197,92",,,,,,,,,"507,15",,,,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,,"82,90",,,,,,,,-,,,,,,"82,90",,,,,,,,,"257,67",,,,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,,"79,71",,,,,,,,-,,,,,,"79,71",,,,,,,,,"247,75",,,,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,,"79,71",,,,,,,,-,,,,,,"79,71",,,,,,,,,"247,75",,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,,"102,03",,,,,,,,-,,,,,,"102,03",,,,,,,,,"317,13",,,,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,,"98,84",,,,,,,,-,,,,,,"98,84",,,,,,,,,"332,56",,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,,"92,47",,,,,,,,-,,,,,,"92,47",,,,,,,,,"287,40",,,,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,,"223.822,80",,,,,,,,"139.230,62",,,,,,"363.053,42",,,,,,,,,"1.051.085,33",,,,,,,,,,,
ESPLANADA-BA,,,,BA,,,,,"401.582,56",,,,,,,,"244.975,72",,,,,,"646.558,28",,,,,,,,,"1.920.410,58",,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,,"102,03",,,,,,,,-,,,,,,"102,03",,,,,,,,,"317,13",,,,,,,,,,,
FATIMA-BA,,,,BA,,,,,"79,71",,,,,,,,-,,,,,,"79,71",,,,,,,,,"247,75",,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,,"127,54",,,,,,,,-,,,,,,"127,54",,,,,,,,,"396,41",,,,,,,,,,,
GAVIAO-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
GLORIA-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,,"76,52",,,,,,,,-,,,,,,"76,52",,,,,,,,,"237,84",,,,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
IACU-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
IBIQUERA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ICHU-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
INHAMBUPE-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
IPECAETA-BA,,,,BA,,,,,"79,71",,,,,,,,-,,,,,,"79,71",,,,,,,,,"247,75",,,,,,,,,,,
IPIRA-BA,,,,BA,,,,,"105,22",,,,,,,,-,,,,,,"105,22",,,,,,,,,"327,04",,,,,,,,,,,
IRAJUBA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
IRARA-BA,,,,BA,,,,,"86,09",,,,,,,,-,,,,,,"86,09",,,,,,,,,"267,57",,,,,,,,,,,
ITABERABA-BA,,,,BA,,,,,"105,22",,,,,,,,-,,,,,,"105,22",,,,,,,,,"327,04",,,,,,,,,,,
ITAGI-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
ITAMBE-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
ITANAGRA-BA,,,,BA,,,,,"83.882,18",,,,,,,,"11.516,51",,,,,,"95.398,69",,,,,,,,,"276.034,25",,,,,,,,,,,
ITAPARICA-BA,,,,BA,,,,,"2.206,03",,,,,,,,"118.759,67",,,,,,"120.965,70",,,,,,,,,"364.612,82",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPETINGA-BA,,,,BA,,,,,"105,22",,,,,,,,-,,,,,,"105,22",,,,,,,,,"327,04",,,,,,,,,,,
ITAPICURU-BA,,,,BA,,,,,"86,09",,,,,,,,-,,,,,,"86,09",,,,,,,,,"267,57",,,,,,,,,,,
ITAQUARA-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
ITARANTIM-BA,,,,BA,,,,,"76,52",,,,,,,,-,,,,,,"76,52",,,,,,,,,"237,84",,,,,,,,,,,
ITATIM-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
ITIRUCU-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
ITIUBA-BA,,,,BA,,,,,"92,47",,,,,,,,-,,,,,,"92,47",,,,,,,,,"287,40",,,,,,,,,,,
JACOBINA-BA,,,,BA,,,,,"111,60",,,,,,,,-,,,,,,"111,60",,,,,,,,,"346,87",,,,,,,,,,,
JAGUAQUARA-BA,,,,BA,,,,,"98,84",,,,,,,,-,,,,,,"98,84",,,,,,,,,"307,21",,,,,,,,,,,
JAGUARIPE-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
JANDAIRA-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
JEQUIE-BA,,,,BA,,,,,"127,54",,,,,,,,-,,,,,,"127,54",,,,,,,,,"396,41",,,,,,,,,,,
JEREMOABO-BA,,,,BA,,,,,"92,47",,,,,,,,-,,,,,,"92,47",,,,,,,,,"287,40",,,,,,,,,,,
JIQUIRICA-BA,,,,BA,,,,,"70,15",,,,,,,,-,,,,,,"70,15",,,,,,,,,"218,03",,,,,,,,,,,
JITAUNA-BA,,,,BA,,,,,"82,90",,,,,,,,-,,,,,,"82,90",,,,,,,,,"257,67",,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
LAJE-BA,,,,BA,,,,,"79,71",,,,,,,,-,,,,,,"79,71",,,,,,,,,"247,75",,,,,,,,,,,
LAJEDINHO-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
LAMARAO-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,,"121,17",,,,,,,,-,,,,,,"121,17",,,,,,,,,"376,60",,,,,,,,,,,
MACAJUBA-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
MACARANI-BA,,,,BA,,,,,"73,34",,,,,,,,-,,,,,,"73,34",,,,,,,,,"227,94",,,,,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,,,"1.086.577,83",,,,,,,,"544.058,35",,,,,,"1.630.636,18",,,,,,,,,"4.604.164,74",,,,,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,,,"63,77",,,,,,,,-,,,,,,"63,77",,,,,,,,,"198,20",,,,,,,,,,,
MAIRI-BA,,,,BA,,,,,"82,90",,,,,,,,-,,,,,,"82,90",,,,,,,,,"257,67",,,,,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,,,"76,52",,,,,,,,-,,,,,,"76,52",,,,,,,,,"237,84",,,,,,,,,,,
MARACAS-BA,,,,BA,,,,,"89,28",,,,,,,,-,,,,,,"89,28",,,,,,,,,"277,49",,,,,,,,,,,
MARAGOGIPE-BA,,,,BA,,,,,"98,84",,,,,,,,-,,,,,,"98,84",,,,,,,,,"307,21",,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,,"66,96",,,,,,,,-,,,,,,"66,96",,,,,,,,,"208,12",,,,,,,,,,,
