MESSIAS TARGINO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
MOSSORO-RN,,,RN,,,"1.139.068,08",,,,,,,,"889.824,04",,,,,,"2.028.892,12",,,,,,,,"8.487.521,72",,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
OURO BRANCO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
PARANA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
"PARAU-RN
PARELHAS-RN",,,"RN
RN",,,"4.399,25
5.499,07",,,,,,,,"-
-",,,,,,"4.399,25
5.499,07",,,,,,,,"19.449,52
24.311,91",,,,,,,,
PATU-RN,,,RN,,,"4.619,21",,,,,,,,-,,,,,,"4.619,21",,,,,,,,"20.421,97",,,,,,,,
PAU DOS FERROS-RN,,,RN,,,"5.938,99",,,,,,,,-,,,,,,"5.938,99",,,,,,,,"26.256,84",,,,,,,,
PEDRO AVELINO-RN,,,RN,,,"4.456,56",,,,,,,,"26,64",,,,,,"4.483,20",,,,,,,,"19.834,96",,,,,,,,
PENDENCIAS-RN,,,RN,,,"146.509,58",,,,,,,,"56.138,30",,,,,,"202.647,88",,,,,,,,"866.941,12",,,,,,,,
PILOES-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
PORTALEGRE-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
PORTO DO MANGUE-RN,,,RN,,,"125.940,96",,,,,,,,"214.133,33",,,,,,"340.074,29",,,,,,,,"1.482.400,04",,,,,,,,
RAFAEL FERNANDES-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
"RAFAEL GODEIRO-RN
RIACHO DA CRUZ-RN",,,"RN
RN",,,"4.399,25
4.399,25",,,,,,,,"-
-",,,,,,"4.399,25
4.399,25",,,,,,,,"19.449,52
19.449,52",,,,,,,,
RIACHO DE SANTANA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
RODOLFO FERNANDES-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SANTANA DO SERIDO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SÃO FERNANDO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SÃO FRANCISCO DO OESTE-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SÃO JOAO DO SABUGI-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SAO JOSE DO SERIDO-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SÃO MIGUEL-RN,,,RN,,,"5.719,03",,,,,,,,-,,,,,,"5.719,03",,,,,,,,"25.284,38",,,,,,,,
"SAO RAFAEL-RN
SAO VICENTE-RN",,,"RN
RN",,,"4.399,25
4.399,25",,,,,,,,"-
-",,,,,,"4.399,25
4.399,25",,,,,,,,"19.449,52
19.449,52",,,,,,,,
SERRA DO MEL-RN,,,RN,,,"88.821,96",,,,,,,,"14.501,33",,,,,,"103.323,29",,,,,,,,"458.331,47",,,,,,,,
SERRA NEGRA DO NORTE-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SERRINHA DOS PINTOS-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
SEVERIANO MELO-RN,,,RN,,,"4.619,21",,,,,,,,-,,,,,,"4.619,21",,,,,,,,"20.421,97",,,,,,,,
TABOLEIRO GRANDE-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
TENENTE ANANIAS-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
TIBAU-RN,,,RN,,,"58.357,43",,,,,,,,"6.944,66",,,,,,"65.302,09",,,,,,,,"293.440,49",,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
"TRIUNFO POTIGUAR-RN
UMARIZAL-RN",,,"RN
RN",,,"4.399,25
4.619,21",,,,,,,,"-
-",,,,,,"4.399,25
4.619,21",,,,,,,,"19.449,52
20.421,97",,,,,,,,
UPANEMA-RN,,,RN,,,"106.630,81",,,,,,,,"45.579,01",,,,,,"152.209,82",,,,,,,,"627.564,44",,,,,,,,
VENHA-VER-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
VICOSA-RN,,,RN,,,"4.399,25",,,,,,,,-,,,,,,"4.399,25",,,,,,,,"19.449,52",,,,,,,,
RIO GRANDE DO NORTE TOTAL,,,,,,"7.367.882,24",,,,,,,,"3.183.739,24",,,,,,"10.551.621,48",,,,,,,,"47.288.411,88",,,,,,,,
CANOAS-RS,,,RS,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"2.018.648,29",,,,,,,,
CIDREIRA-RS,,,RS,,,-,,,,,,,,"78.976,07",,,,,,"78.976,07",,,,,,,,"327.431,30",,,,,,,,
IMBE-RS,,,RS,,,"1.088.595,86",,,,,,,,"78.976,07",,,,,,"1.167.571,93",,,,,,,,"1.930.701,45",,,,,,,,
OSORIO-RS,,,RS,,,"530.359,46",,,,,,,,-,,,,,,"530.359,46",,,,,,,,"2.161.872,82",,,,,,,,
TRAMANDAI-RS,,,RS,,,"888.476,46
2.993.586,04",,,,,,,,"105.301,43
263.253,57",,,,,,"993.777,89
3.256.839,61",,,,,,,,"4.239.002,88
10.677.656,74",,,,,,,,
RIO GRANDE DO SUL TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAQUARI-SC,,,SC,,,-,,,,,,,,"186.560,76",,,,,,"186.560,76",,,,,,,,"632.721,38",,,,,,,,
BALNEARIO BARRA DO SUL-SC,,,SC,,,-,,,,,,,,"186.560,76",,,,,,"186.560,76",,,,,,,,"632.721,38",,,,,,,,
GARUVA-SC,,,SC,,,-,,,,,,,,"186.560,76",,,,,,"186.560,76",,,,,,,,"632.721,38",,,,,,,,
ITAPOA-SC,,,SC,,,-,,,,,,,,"186.560,76",,,,,,"186.560,76",,,,,,,,"632.721,38",,,,,,,,
JOINVILLE-SC,,,SC,,,-,,,,,,,,"186.560,76",,,,,,"186.560,76",,,,,,,,"632.721,38",,,,,,,,
SÃO FRANCISCO DO SUL-SC,,,SC,,,"888.476,46",,,,,,,,"621.869,21",,,,,,"1.510.345,67",,,,,,,,"5.665.737,93",,,,,,,,
SANTA CATARINA TOTAL,,,,,,"888.476,46",,,,,,,,"1.554.673,01",,,,,,"2.443.149,47",,,,,,,,"8.829.344,83",,,,,,,,
AMPARO DE SÃO FRANCISCO-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
"AQUIDABA-SE
ARACAJU-SE",,,"SE
SE",,,"3.192,72
1.051.435,16",,,,,,,,"-
321.218,50",,,,,,"3.192,72
1.372.653,66",,,,,,,,"13.350,09
5.594.949,50",,,,,,,,
ARAUA-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
AREIA BRANCA-SE,,,SE,,,"4.259,21",,,,,,,,"852,63",,,,,,"5.111,84",,,,,,,,"20.833,24",,,,,,,,
BARRA DOS COQUEIROS-SE,,,SE,,,"56.807,24",,,,,,,,"161.789,05",,,,,,"218.596,29",,,,,,,,"898.022,87",,,,,,,,
BOQUIM-SE,,,SE,,,"3.448,14",,,,,,,,-,,,,,,"3.448,14",,,,,,,,"14.418,10",,,,,,,,
BREJO GRANDE-SE,,,SE,,,"75.569,28",,,,,,,,"4.739,13",,,,,,"80.308,41",,,,,,,,"357.964,91",,,,,,,,
CAMPO DO BRITO-SE,,,SE,,,"2.937,30",,,,,,,,-,,,,,,"2.937,30",,,,,,,,"12.282,08",,,,,,,,
CANHOBA-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
CANINDE DE SÃO FRANCISCO-SE,,,SE,,,"3.065,01",,,,,,,,-,,,,,,"3.065,01",,,,,,,,"12.816,08",,,,,,,,
"CAPELA-SE
CARIRA-SE",,,"SE
SE",,,"5.064,47
3.065,01",,,,,,,,"1.042,53
-",,,,,,"6.107,00
3.065,01",,,,,,,,"25.505,60
12.816,08",,,,,,,,
CARMOPOLIS-SE,,,SE,,,"1.226.553,14",,,,,,,,"360.226,61",,,,,,"1.586.779,75",,,,,,,,"3.780.776,27",,,,,,,,
CEDRO DE SÃO JOAO-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
CRISTINAPOLIS-SE,,,SE,,,"2.937,30",,,,,,,,-,,,,,,"2.937,30",,,,,,,,"12.282,08",,,,,,,,
CUMBE-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
DIVINA PASTORA-SE,,,SE,,,"213.353,92",,,,,,,,"116.801,25",,,,,,"330.155,17",,,,,,,,"1.359.801,41",,,,,,,,
ESTANCIA-SE,,,SE,,,"4.214,39",,,,,,,,-,,,,,,"4.214,39",,,,,,,,"17.622,12",,,,,,,,
FEIRA NOVA-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
FREI PAULO-SE,,,SE,,,"2.681,88",,,,,,,,-,,,,,,"2.681,88",,,,,,,,"11.214,07",,,,,,,,
"GARARU-SE
GENERAL MAYNARD-SE",,,"SE
SE",,,"2.681,88
4.316,48",,,,,,,,"-
1.321,73",,,,,,"2.681,88
5.638,21",,,,,,,,"11.214,07
22.836,08",,,,,,,,
GRACHO CARDOSO-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
ILHA DAS FLORES-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
INDIAROBA-SE,,,SE,,,"2.809,59",,,,,,,,-,,,,,,"2.809,59",,,,,,,,"11.748,07",,,,,,,,
ITABAIANA-SE,,,SE,,,"4.469,81",,,,,,,,-,,,,,,"4.469,81",,,,,,,,"18.690,13",,,,,,,,
ITABAIANINHA -SE,,,SE,,,"3.703,55",,,,,,,,-,,,,,,"3.703,55",,,,,,,,"15.486,10",,,,,,,,
ITABI-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPORANGA D'AJUDA -SE,,,SE,,,"63.908,14",,,,,,,,"115.099,89",,,,,,"179.008,03",,,,,,,,"743.766,14",,,,,,,,
JAPARATUBA-SE,,,SE,,,"425.331,11",,,,,,,,"301.173,06",,,,,,"726.504,17",,,,,,,,"2.996.778,50",,,,,,,,
JAPOATA-SE,,,SE,,,"2.809,59",,,,,,,,-,,,,,,"2.809,59",,,,,,,,"11.748,07",,,,,,,,
"LAGARTO-SE
LARANJEIRAS-SE",,,"SE
SE",,,"4.597,52
3.320,43",,,,,,,,"-
-",,,,,,"4.597,52
3.320,43",,,,,,,,"19.224,13
13.884,09",,,,,,,,
MACAMBIRA-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
MALHADA DOS BOIS-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
MALHADOR-SE,,,SE,,,"2.681,88",,,,,,,,-,,,,,,"2.681,88",,,,,,,,"11.214,07",,,,,,,,
MARUIM-SE,,,SE,,,"87.106,66",,,,,,,,"16.669,37",,,,,,"103.776,03",,,,,,,,"443.347,47",,,,,,,,
MOITA BONITA-SE,,,SE,,,"2.681,88",,,,,,,,-,,,,,,"2.681,88",,,,,,,,"11.214,07",,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,SE,,,"2.681,88",,,,,,,,-,,,,,,"2.681,88",,,,,,,,"11.214,07",,,,,,,,
MURIBECA-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
NEOPOLIS-SE,,,SE,,,"3.192,72",,,,,,,,-,,,,,,"3.192,72",,,,,,,,"13.350,09",,,,,,,,
"NOSSA SENHORA APARECIDA-SE
NOSSA SENHORA DA GLORIA-SE",,,"SE
SE",,,"2.554,17
3.448,14",,,,,,,,"-
-",,,,,,"2.554,17
3.448,14",,,,,,,,"10.680,06
14.418,10",,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,SE,,,"3.320,43",,,,,,,,-,,,,,,"3.320,43",,,,,,,,"13.884,09",,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,SE,,,"4.980,64",,,,,,,,-,,,,,,"4.980,64",,,,,,,,"20.826,15",,,,,,,,
PACATUBA-SE,,,SE,,,"49.706,33",,,,,,,,"18.670,61",,,,,,"68.376,94",,,,,,,,"287.176,58",,,,,,,,
PEDRA MOLE-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
PEDRINHAS-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
PINHAO-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
PIRAMBU-SE,,,SE,,,"1.005.779,46",,,,,,,,"18.629,33",,,,,,"1.024.408,79",,,,,,,,"4.162.388,65",,,,,,,,
"POCO REDONDO-SE
POCO VERDE-SE",,,"SE
SE",,,"3.448,14
3.192,72",,,,,,,,"-
-",,,,,,"3.448,14
3.192,72",,,,,,,,"14.418,10
13.350,09",,,,,,,,
PORTO DA FOLHA-SE,,,SE,,,"3.448,14",,,,,,,,-,,,,,,"3.448,14",,,,,,,,"14.418,10",,,,,,,,
PROPRIA-SE,,,SE,,,"3.448,14",,,,,,,,-,,,,,,"3.448,14",,,,,,,,"14.418,10",,,,,,,,
RIACHAO DO DANTAS-SE,,,SE,,,"3.192,72",,,,,,,,-,,,,,,"3.192,72",,,,,,,,"13.350,09",,,,,,,,
RIACHUELO-SE,,,SE,,,"31.180,91",,,,,,,,"18.464,24",,,,,,"49.645,15",,,,,,,,"202.978,60",,,,,,,,
RIBEIROPOLIS-SE,,,SE,,,"2.937,30",,,,,,,,-,,,,,,"2.937,30",,,,,,,,"12.282,08",,,,,,,,
ROSARIO DO CATETE-SE,,,SE,,,"126.242,75",,,,,,,,"50.773,05",,,,,,"177.015,80",,,,,,,,"721.696,21",,,,,,,,
SALGADO-SE,,,SE,,,"3.192,72",,,,,,,,-,,,,,,"3.192,72",,,,,,,,"13.350,09",,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,SE,,,"2.809,59",,,,,,,,-,,,,,,"2.809,59",,,,,,,,"11.748,07",,,,,,,,
"SANTA ROSA DE LIMA-SE
SANTANA DO SÃO FRANCISCO-SE",,,"SE
SE",,,"2.554,17
2.554,17",,,,,,,,"-
-",,,,,,"2.554,17
2.554,17",,,,,,,,"10.680,06
10.680,06",,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,SE,,,"76.166,78",,,,,,,,"4.427,78",,,,,,"80.594,56",,,,,,,,"351.494,67",,,,,,,,
SÃO CRISTOVAO-SE,,,SE,,,"73.720,63",,,,,,,,"1.540,46",,,,,,"75.261,09",,,,,,,,"326.559,93",,,,,,,,
SÃO DOMINGOS-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
SÃO FRANCISCO-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
SÃO MIGUEL DO ALEIXO-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
SIMAO DIAS-SE,,,SE,,,"3.831,26",,,,,,,,-,,,,,,"3.831,26",,,,,,,,"16.020,11",,,,,,,,
SIRIRI-SE,,,SE,,,"144.868,73",,,,,,,,"51.075,46",,,,,,"195.944,19",,,,,,,,"808.978,90",,,,,,,,
TELHA-SE,,,SE,,,"2.554,17",,,,,,,,-,,,,,,"2.554,17",,,,,,,,"10.680,06",,,,,,,,
"TOBIAS BARRETO-SE
TOMAR DO GERU-SE",,,"SE
SE",,,"3.958,97
2.809,59",,,,,,,,"-
-",,,,,,"3.958,97
2.809,59",,,,,,,,"16.554,12
11.748,07",,,,,,,,
UMBAUBA-SE,,,SE,,,"3.192,72",,,,,,,,-,,,,,,"3.192,72",,,,,,,,"13.350,09",,,,,,,,
SERGIPE TOTAL,,,,,,"4.892.500,01",,,,,,,,"1.564.514,68",,,,,,"6.457.014,69",,,,,,,,"23.821.420,02",,,,,,,,
ARUJA-SP,,,SP,,,"1.223,73",,,,,,,,-,,,,,,"1.223,73",,,,,,,,"4.766,87",,,,,,,,
BARRA DO TURVO-SP,,,SP,,,"741,65",,,,,,,,-,,,,,,"741,65",,,,,,,,"2.889,00",,,,,,,,
BARUERI-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
BERTIOGA-SP,,,SP,,,"45.375,94",,,,,,,,"1.484.499,94",,,,,,"1.529.875,88",,,,,,,,"6.003.820,30",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRITIBA-MIRIM-SP,,,SP,,,"1.001,24",,,,,,,,-,,,,,,"1.001,24",,,,,,,,"3.900,17",,,,,,,,
CAIEIRAS-SP,,,SP,,,"1.260,82",,,,,,,,-,,,,,,"1.260,82",,,,,,,,"4.911,33",,,,,,,,
CAJAMAR-SP,,,SP,,,"1.186,65",,,,,,,,-,,,,,,"1.186,65",,,,,,,,"4.622,42",,,,,,,,
"CAJATI-SP
CANANEIA-SP",,,"SP
SP",,,"1.038,32
35.652,52",,,,,,,,"-
60.378,45",,,,,,"1.038,32
96.030,97",,,,,,,,"4.044,61
374.074,42",,,,,,,,
CARAGUATATUBA-SP,,,SP,,,-,,,,,,,,"1.421.512,56",,,,,,"1.421.512,56",,,,,,,,"5.581.707,04",,,,,,,,
CARAPICUIBA-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
COTIA-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
CUBATAO-SP,,,SP,,,"59.961,06",,,,,,,,-,,,,,,"59.961,06",,,,,,,,"271.868,35",,,,,,,,
DIADEMA-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
ELDORADO-SP,,,SP,,,"852,90",,,,,,,,-,,,,,,"852,90",,,,,,,,"3.322,36",,,,,,,,
EMBU-GUACU-SP,,,SP,,,"1.223,73",,,,,,,,-,,,,,,"1.223,73",,,,,,,,"4.766,87",,,,,,,,
EMBU-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
"FERRAZ DE VASCONCELOS-SP
FRANCISCO MORATO-SP",,,"SP
SP",,,"1.446,23
1.446,23",,,,,,,,"-
-",,,,,,"1.446,23
1.446,23",,,,,,,,"5.633,58
5.633,58",,,,,,,,
FRANCO DA ROCHA-SP,,,SP,,,"1.372,07",,,,,,,,-,,,,,,"1.372,07",,,,,,,,"5.344,68",,,,,,,,
GUARAREMA-SP,,,SP,,,"964,15",,,,,,,,-,,,,,,"964,15",,,,,,,,"3.755,71",,,,,,,,
GUARUJA-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"44.076,94",,,,,,,,
GUARULHOS-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
IGUAPE-SP,,,SP,,,"1.001,24",,,,,,,,-,,,,,,"1.001,24",,,,,,,,"3.900,17",,,,,,,,
ILHA COMPRIDA-SP,,,SP,,,"741,65",,,,,,,,-,,,,,,"741,65",,,,,,,,"2.889,00",,,,,,,,
ILHA BELA-SP,,,SP,,,-,,,,,,,,"1.421.512,56",,,,,,"1.421.512,56",,,,,,,,"5.581.707,04",,,,,,,,
ITANHAEM-SP,,,SP,,,"1.260,82",,,,,,,,-,,,,,,"1.260,82",,,,,,,,"4.911,33",,,,,,,,
"ITAPECERICA DA SERRA-SP
ITAPEVI-SP",,,"SP
SP",,,"1.446,23
1.483,31",,,,,,,,"-
-",,,,,,"1.446,23
1.483,31",,,,,,,,"5.633,58
5.778,02",,,,,,,,
ITAQUAQUECETUBA-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
ITARIRI-SP,,,SP,,,"815,82",,,,,,,,-,,,,,,"815,82",,,,,,,,"3.177,91",,,,,,,,
JACUPIRANGA-SP,,,SP,,,"889,99",,,,,,,,-,,,,,,"889,99",,,,,,,,"3.466,81",,,,,,,,
JANDIRA-SP,,,SP,,,"1.334,98",,,,,,,,-,,,,,,"1.334,98",,,,,,,,"5.200,22",,,,,,,,
JUQUIA-SP,,,SP,,,"964,15",,,,,,,,-,,,,,,"964,15",,,,,,,,"3.755,71",,,,,,,,
JUQUITIBA-SP,,,SP,,,"1.001,24",,,,,,,,-,,,,,,"1.001,24",,,,,,,,"3.900,17",,,,,,,,
MAIRIPORA-SP,,,SP,,,"1.223,73",,,,,,,,-,,,,,,"1.223,73",,,,,,,,"4.766,87",,,,,,,,
MAUA-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
"MIRACATU-SP
MOJI DAS CRUZES-SP",,,"SP
SP",,,"964,15
1.483,31",,,,,,,,"-
-",,,,,,"964,15
1.483,31",,,,,,,,"3.755,71
5.778,02",,,,,,,,
MONGAGUA-SP,,,SP,,,"1.075,40",,,,,,,,-,,,,,,"1.075,40",,,,,,,,"4.189,06",,,,,,,,
OSASCO-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
PARIQUERA-ACU-SP,,,SP,,,"889,99",,,,,,,,-,,,,,,"889,99",,,,,,,,"3.466,81",,,,,,,,
PEDRO DE TOLEDO-SP,,,SP,,,"741,65",,,,,,,,-,,,,,,"741,65",,,,,,,,"2.889,00",,,,,,,,
PERUIBE-SP,,,SP,,,"1.186,65",,,,,,,,-,,,,,,"1.186,65",,,,,,,,"4.622,42",,,,,,,,
PINDAMONHANGABA-SP,,,SP,,,"486.154,26",,,,,,,,-,,,,,,"486.154,26",,,,,,,,"486.154,26",,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,SP,,,"815,82",,,,,,,,-,,,,,,"815,82",,,,,,,,"3.177,91",,,,,,,,
POA-SP,,,SP,,,"1.334,98",,,,,,,,-,,,,,,"1.334,98",,,,,,,,"5.200,22",,,,,,,,
"PRAIA GRANDE-SP
REGISTRO-SP",,,"SP
SP",,,"11.749,12
1.186,65",,,,,,,,"-
-",,,,,,"11.749,12
1.186,65",,,,,,,,"84.065,89
4.622,42",,,,,,,,
RIBEIRAO PIRES-SP,,,SP,,,"1.372,07",,,,,,,,-,,,,,,"1.372,07",,,,,,,,"5.344,68",,,,,,,,
RIO GRANDE DA SERRA-SP,,,SP,,,"1.112,48",,,,,,,,-,,,,,,"1.112,48",,,,,,,,"4.333,51",,,,,,,,
SALESOPOLIS-SP,,,SP,,,"852,90",,,,,,,,-,,,,,,"852,90",,,,,,,,"3.322,36",,,,,,,,
SANTA ISABEL-SP,,,SP,,,"1.149,57",,,,,,,,-,,,,,,"1.149,57",,,,,,,,"4.477,98",,,,,,,,
SANTANA DE PARNAIBA-SP,,,SP,,,"1.297,90",,,,,,,,-,,,,,,"1.297,90",,,,,,,,"5.055,78",,,,,,,,
SANTO ANDRE-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
"Superintendência de Controle das Participações Governamentais
*Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art. 2º da Lei n º
9.715, de 25 de novembro de 1998, combinado com o parágrafo 6º do Art.19 da Medida Provisória nº 2.158, de 24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTOS-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"1.155.920,83",,,,,,,,
SÃO BERNARDO DO CAMPO-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
SÃO CAETANO DO SUL-SP,,,SP,,,"1.446,23",,,,,,,,-,,,,,,"1.446,23",,,,,,,,"5.633,58",,,,,,,,
"SÃO LOURENCO DA SERRA-SP
SAO PAULO-SP",,,"SP
SP",,,"815,82
1.483,31",,,,,,,,"-
-",,,,,,"815,82
1.483,31",,,,,,,,"3.177,91
5.778,02",,,,,,,,
SÃO SEBASTIAO-SP,,,SP,,,"957.105,01",,,,,,,,"2.843.025,14",,,,,,"3.800.130,15",,,,,,,,"15.019.413,29",,,,,,,,
SÃO VICENTE-SP,,,SP,,,"11.749,12",,,,,,,,-,,,,,,"11.749,12",,,,,,,,"84.065,89",,,,,,,,
SETE BARRAS-SP,,,SP,,,"815,82",,,,,,,,-,,,,,,"815,82",,,,,,,,"3.177,91",,,,,,,,
SUZANO-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
TABOAO DA SERRA-SP,,,SP,,,"1.483,31",,,,,,,,-,,,,,,"1.483,31",,,,,,,,"5.778,02",,,,,,,,
VARGEM GRANDE PAULISTA-SP,,,SP,,,"1.075,40",,,,,,,,-,,,,,,"1.075,40",,,,,,,,"4.189,06",,,,,,,,
SÃO PAULO TOTAL,,,,,,"1.677.017,66",,,,,,,,"7.230.928,65",,,,,,"8.907.946,31",,,,,,,,"34.945.151,84",,,,,,,,
