POJUCA-BA,,,BA,,,"649.977,52",,,,,,,,"621.292,76",,,,,,"1.271.270,28",,,,,,,,"5.306.920,04",,,,,,,,
QUEIMADAS-BA,,,BA,,,"69,99",,,,,,,,-,,,,,,"69,99",,,,,,,,"353,16",,,,,,,,
QUIJINGUE -BA,,,BA,,,"69,99",,,,,,,,-,,,,,,"69,99",,,,,,,,"353,16",,,,,,,,
QUIXABEIRA-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
RAFAEL JAMBEIRO-BA,,,BA,,,"67,39",,,,,,,,-,,,,,,"67,39",,,,,,,,"340,06",,,,,,,,
"RETIROLANDIA-BA
RIACHAO DO JACUIPE-BA",,,"BA
BA",,,"54,43
72,58",,,,,,,,"-
-",,,,,,"54,43
72,58",,,,,,,,"274,67
366,24",,,,,,,,
RIBEIRA DO AMPARO-BA,,,BA,,,"57,02",,,,,,,,-,,,,,,"57,02",,,,,,,,"287,75",,,,,,,,
RIBEIRA DO POMBAL-BA,,,BA,,,"80,35",,,,,,,,-,,,,,,"80,35",,,,,,,,"405,47",,,,,,,,
RIBEIRAO DO LARGO-BA,,,BA,,,"59,62",,,,,,,,-,,,,,,"59,62",,,,,,,,"300,83",,,,,,,,
RIOREAL-BA,,,BA,,,"75,17",,,,,,,,-,,,,,,"75,17",,,,,,,,"379,31",,,,,,,,
RUY BARBOSA-BA,,,BA,,,"72,58",,,,,,,,-,,,,,,"72,58",,,,,,,,"366,24",,,,,,,,
SALINAS DA MARGARIDA-BA,,,BA,,,"1.506,43",,,,,,,,"152.912,56",,,,,,"154.418,99",,,,,,,,"579.465,97",,,,,,,,
SALVADOR-BA,,,BA,,,"2.869,40",,,,,,,,"152.912,56",,,,,,"155.781,96",,,,,,,,"586.343,54",,,,,,,,
SANTA BARBARA-BA,,,BA,,,"62,21",,,,,,,,-,,,,,,"62,21",,,,,,,,"313,91",,,,,,,,
"SANTA BRIGIDA-BA
SANTA INES-BA",,,"BA
BA",,,"62,21
54,43",,,,,,,,"-
-",,,,,,"62,21
54,43",,,,,,,,"313,91
274,67",,,,,,,,
SANTA TERESINHA-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
SANTA LUZ-BA,,,BA,,,"72,58",,,,,,,,-,,,,,,"72,58",,,,,,,,"366,24",,,,,,,,
SANTANOPOLIS-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
SANTO AMARO-BA,,,BA,,,"2.367,26",,,,,,,,"152.912,56",,,,,,"155.279,82",,,,,,,,"583.809,71",,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,BA,,,"90,72",,,,,,,,-,,,,,,"90,72",,,,,,,,"457,79",,,,,,,,
SANTO ESTEVAO-BA,,,BA,,,"80,35",,,,,,,,-,,,,,,"80,35",,,,,,,,"405,47",,,,,,,,
SÃO  DOMINGOS-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
SÃO FELIPE-BA,,,BA,,,"67,39",,,,,,,,-,,,,,,"67,39",,,,,,,,"340,06",,,,,,,,
"SÃO FELIX-BA
SÃO FRANCISCO DO CONDE-BA",,,"BA
BA",,,"57,02
981.618,50",,,,,,,,"-
189.365,75",,,,,,"57,02
1.170.984,25",,,,,,,,"287,75
4.708.877,57",,,,,,,,
SÃO GONCALO DOS CAMPOS-BA,,,BA,,,"69,99",,,,,,,,-,,,,,,"69,99",,,,,,,,"353,16",,,,,,,,
SÃO JOSE DO JACUIPE-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
SÃO MIGUEL DAS MATAS-BA,,,BA,,,"54,43",,,,,,,,-,,,,,,"54,43",,,,,,,,"274,67",,,,,,,,
SÃO SEBASTIAO DO PASSE-BA,,,BA,,,"258.471,92",,,,,,,,"182.049,87",,,,,,"440.521,79",,,,,,,,"1.920.488,20",,,,,,,,
SAPEACU-BA,,,BA,,,"62,21",,,,,,,,-,,,,,,"62,21",,,,,,,,"313,91",,,,,,,,
SATIRO DIAS-BA,,,BA,,,"42.941,01",,,,,,,,"21.868,18",,,,,,"64.809,19",,,,,,,,"270.255,41",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAUBARA-BA,,,BA,,,"1.506,43",,,,,,,,"152.912,56",,,,,,"154.418,99",,,,,,,,"579.465,97",,,,,,,,
SERRA PRETA-BA,,,BA,,,"62,21",,,,,,,,-,,,,,,"62,21",,,,,,,,"313,91",,,,,,,,
SERRINHA-BA,,,BA,,,"88,13",,,,,,,,-,,,,,,"88,13",,,,,,,,"444,71",,,,,,,,
"SERROLANDIA-BA
SIMOES FILHO-BA",,,"BA
BA",,,"57,02
77.099,53",,,,,,,,"-
5.900,44",,,,,,"57,02
82.999,97",,,,,,,,"287,75
346.485,85",,,,,,,,
SITIO DO QUINTO-BA,,,BA,,,"62,21",,,,,,,,-,,,,,,"62,21",,,,,,,,"313,91",,,,,,,,
TANQUINHO-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
TAPIRAMUTA-BA,,,BA,,,"62,21",,,,,,,,-,,,,,,"62,21",,,,,,,,"313,91",,,,,,,,
TEODORO SAMPAIO-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
TEOFILANDIA-BA,,,BA,,,"67,39",,,,,,,,-,,,,,,"67,39",,,,,,,,"340,06",,,,,,,,
TERRA NOVA-BA,,,BA,,,"129,78",,,,,,,,"46,93",,,,,,"176,71",,,,,,,,"1.015,36",,,,,,,,
TUCANO-BA,,,BA,,,"82,95",,,,,,,,-,,,,,,"82,95",,,,,,,,"418,55",,,,,,,,
UAUA-BA,,,BA,,,"69,99",,,,,,,,-,,,,,,"69,99",,,,,,,,"353,16",,,,,,,,
"UBAIRA-BA
VALENTE-BA",,,"BA
BA",,,"67,39
64,80",,,,,,,,"-
-",,,,,,"67,39
64,80",,,,,,,,"340,06
327,00",,,,,,,,
VARZEA DA ROCA-BA,,,BA,,,"57,02",,,,,,,,-,,,,,,"57,02",,,,,,,,"287,75",,,,,,,,
VARZEA DO POCO-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
VARZEA NOVA-BA,,,BA,,,"59,62",,,,,,,,-,,,,,,"59,62",,,,,,,,"300,83",,,,,,,,
VARZEDO-BA,,,BA,,,"51,84",,,,,,,,-,,,,,,"51,84",,,,,,,,"261,59",,,,,,,,
VERA CRUZ-BA,,,BA,,,"72,58",,,,,,,,-,,,,,,"72,58",,,,,,,,"366,24",,,,,,,,
VITORIA DA CONQUISTA-BA,,,BA,,,"103,68",,,,,,,,-,,,,,,"103,68",,,,,,,,"523,19",,,,,,,,
BAHIA TOTAL,,,,,,"4.798.006,09",,,,,,,,"3.580.877,84",,,,,,"8.378.883,93",,,,,,,,"34.544.288,02",,,,,,,,
ACARAU-CE,,,CE,,,"2.668,65",,,,,,,,-,,,,,,"2.668,65",,,,,,,,"11.556,80",,,,,,,,
"ALCANTARAS-CE
AMONTADA-CE",,,"CE
CE",,,"1.667,90
55.704,79",,,,,,,,"-
71.889,67",,,,,,"1.667,90
127.594,46",,,,,,,,"7.222,99
550.835,76",,,,,,,,
APUIARES-CE,,,CE,,,"1.834,69",,,,,,,,-,,,,,,"1.834,69",,,,,,,,"7.945,29",,,,,,,,
AQUIRAZ-CE,,,CE,,,-,,,,,,,,"2.516,89",,,,,,"2.516,89",,,,,,,,"31.487,66",,,,,,,,
ARACATI-CE,,,CE,,,"580.531,24",,,,,,,,"13.697,91",,,,,,"594.229,15",,,,,,,,"2.472.178,87",,,,,,,,
ARARENDA-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
BARROQUINHA-CE,,,CE,,,"1.834,69",,,,,,,,-,,,,,,"1.834,69",,,,,,,,"7.945,29",,,,,,,,
BELA CRUZ-CE,,,CE,,,"2.335,07",,,,,,,,-,,,,,,"2.335,07",,,,,,,,"10.112,20",,,,,,,,
CAMOCIM-CE,,,CE,,,"2.668,65",,,,,,,,-,,,,,,"2.668,65",,,,,,,,"11.556,80",,,,,,,,
CANINDE-CE,,,CE,,,"2.835,44",,,,,,,,-,,,,,,"2.835,44",,,,,,,,"12.279,10",,,,,,,,
"CARIDADE-CE
CARIRE-CE",,,"CE
CE",,,"1.918,09
2.084,88",,,,,,,,"-
-",,,,,,"1.918,09
2.084,88",,,,,,,,"8.306,45
9.028,75",,,,,,,,
CARNAUBAL-CE,,,CE,,,"1.918,09",,,,,,,,-,,,,,,"1.918,09",,,,,,,,"8.306,45",,,,,,,,
CATUNDA-CE,,,CE,,,"1.667,90",,,,,,,,-,,,,,,"1.667,90",,,,,,,,"7.222,99",,,,,,,,
CAUCAIA-CE,,,CE,,,-,,,,,,,,"2.516,89",,,,,,"2.516,89",,,,,,,,"31.487,66",,,,,,,,
CHAVAL-CE,,,CE,,,"1.834,69",,,,,,,,-,,,,,,"1.834,69",,,,,,,,"7.945,29",,,,,,,,
COREAU-CE,,,CE,,,"2.084,88",,,,,,,,-,,,,,,"2.084,88",,,,,,,,"9.028,75",,,,,,,,
CRATEUS-CE,,,CE,,,"2.835,44",,,,,,,,-,,,,,,"2.835,44",,,,,,,,"12.279,10",,,,,,,,
CROATA-CE,,,CE,,,"2.001,48",,,,,,,,-,,,,,,"2.001,48",,,,,,,,"8.667,60",,,,,,,,
CRUZ-CE,,,CE,,,"2.084,88",,,,,,,,-,,,,,,"2.084,88",,,,,,,,"9.028,75",,,,,,,,
"FORQUILHA-CE
FORTALEZA-CE",,,"CE
CE",,,"2.001,48
115.746,33",,,,,,,,"-
3.355,85",,,,,,"2.001,48
119.102,18",,,,,,,,"8.667,60
1.542.943,20",,,,,,,,
FRECHEIRINHA-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
GENERAL SAMPAIO-CE,,,CE,,,"1.667,90",,,,,,,,-,,,,,,"1.667,90",,,,,,,,"7.222,99",,,,,,,,
GRACA-CE,,,CE,,,"1.918,09",,,,,,,,-,,,,,,"1.918,09",,,,,,,,"8.306,45",,,,,,,,
GRANJA-CE,,,CE,,,"2.668,65",,,,,,,,-,,,,,,"2.668,65",,,,,,,,"11.556,80",,,,,,,,
GROAIRAS-CE,,,CE,,,"1.667,90",,,,,,,,-,,,,,,"1.667,90",,,,,,,,"7.222,99",,,,,,,,
GUARACIABA DO NORTE-CE,,,CE,,,"2.418,46",,,,,,,,-,,,,,,"2.418,46",,,,,,,,"10.473,34",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDROLANDIA-CE,,,CE,,,"2.001,48",,,,,,,,-,,,,,,"2.001,48",,,,,,,,"8.667,60",,,,,,,,
IBIAPINA-CE,,,CE,,,"2.168,27",,,,,,,,-,,,,,,"2.168,27",,,,,,,,"9.389,89",,,,,,,,
ICAPUI-CE,,,CE,,,"79.195,23",,,,,,,,"12.311,35",,,,,,"91.506,58",,,,,,,,"402.966,55",,,,,,,,
"INDEPENDENCIA-CE
IPAPORANGA-CE",,,"CE
CE",,,"2.251,67
1.751,30",,,,,,,,"-
-",,,,,,"2.251,67
1.751,30",,,,,,,,"9.751,05
7.584,14",,,,,,,,
IPU-CE,,,CE,,,"2.501,86",,,,,,,,-,,,,,,"2.501,86",,,,,,,,"10.834,50",,,,,,,,
IPUEIRAS-CE,,,CE,,,"2.501,86",,,,,,,,-,,,,,,"2.501,86",,,,,,,,"10.834,50",,,,,,,,
IRAUCUBA-CE,,,CE,,,"2.084,88",,,,,,,,-,,,,,,"2.084,88",,,,,,,,"9.028,75",,,,,,,,
ITAPAGE-CE,,,CE,,,"2.585,25",,,,,,,,-,,,,,,"2.585,25",,,,,,,,"11.195,65",,,,,,,,
ITAPIPOCA-CE,,,CE,,,"69.150,77",,,,,,,,"58.129,78",,,,,,"127.280,55",,,,,,,,"554.650,33",,,,,,,,
ITAREMA-CE,,,CE,,,"53.783,93",,,,,,,,"51.261,21",,,,,,"105.045,14",,,,,,,,"453.178,13",,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,CE,,,"1.834,69",,,,,,,,-,,,,,,"1.834,69",,,,,,,,"7.945,29",,,,,,,,
MARCO-CE,,,CE,,,"2.168,27",,,,,,,,-,,,,,,"2.168,27",,,,,,,,"9.389,89",,,,,,,,
"MARTINOPOLE-CE
MASSAPE-CE",,,"CE
CE",,,"1.667,90
2.335,07",,,,,,,,"-
-",,,,,,"1.667,90
2.335,07",,,,,,,,"7.222,99
10.112,20",,,,,,,,
MERUOCA-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
MIRAIMA-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
MONSENHOR TABOSA-CE,,,CE,,,"2.001,48",,,,,,,,-,,,,,,"2.001,48",,,,,,,,"8.667,60",,,,,,,,
MORAUJO-CE,,,CE,,,"1.667,90",,,,,,,,-,,,,,,"1.667,90",,,,,,,,"7.222,99",,,,,,,,
MORRINHOS-CE,,,CE,,,"2.001,48",,,,,,,,-,,,,,,"2.001,48",,,,,,,,"8.667,60",,,,,,,,
MUCAMBO-CE,,,CE,,,"1.834,69",,,,,,,,-,,,,,,"1.834,69",,,,,,,,"7.945,29",,,,,,,,
NOVA RUSSAS-CE,,,CE,,,"2.335,07",,,,,,,,-,,,,,,"2.335,07",,,,,,,,"10.112,20",,,,,,,,
NOVO ORIENTE-CE,,,CE,,,"2.251,67",,,,,,,,-,,,,,,"2.251,67",,,,,,,,"9.751,05",,,,,,,,
"PACUJA-CE
PARACURU-CE",,,"CE
CE",,,"1.667,90
51.863,08",,,,,,,,"-
90.098,82",,,,,,"1.667,90
141.961,90",,,,,,,,"7.222,99
609.748,20",,,,,,,,
PARAIPABA-CE,,,CE,,,"2.251,67",,,,,,,,"3.765,76",,,,,,"6.017,43",,,,,,,,"25.951,99",,,,,,,,
PARAMOTI-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
PENTECOSTE-CE,,,CE,,,"2.418,46",,,,,,,,-,,,,,,"2.418,46",,,,,,,,"10.473,34",,,,,,,,
PIRES FERREIRA-CE,,,CE,,,"1.667,90",,,,,,,,-,,,,,,"1.667,90",,,,,,,,"7.222,99",,,,,,,,
PORANGA-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
QUITERIANOPOLIS-CE,,,CE,,,"2.084,88",,,,,,,,-,,,,,,"2.084,88",,,,,,,,"9.028,75",,,,,,,,
RERIUTABA-CE,,,CE,,,"2.168,27",,,,,,,,-,,,,,,"2.168,27",,,,,,,,"9.389,89",,,,,,,,
SANTA QUITERIA-CE,,,CE,,,"2.585,25",,,,,,,,-,,,,,,"2.585,25",,,,,,,,"11.195,65",,,,,,,,
"SANTANA DO ACARAU-CE
SÃO BENEDITO-CE",,,"CE
CE",,,"2.251,67
2.501,86",,,,,,,,"-
-",,,,,,"2.251,67
2.501,86",,,,,,,,"9.751,05
10.834,50",,,,,,,,
SÃO GONCALO DO AMARANTE-CE,,,CE,,,"2.418,46",,,,,,,,-,,,,,,"2.418,46",,,,,,,,"10.473,34",,,,,,,,
SÃO LUIS DO CURU-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
SENADOR SA-CE,,,CE,,,"1.667,90",,,,,,,,-,,,,,,"1.667,90",,,,,,,,"7.222,99",,,,,,,,
SOBRAL-CE,,,CE,,,"3.335,81",,,,,,,,-,,,,,,"3.335,81",,,,,,,,"14.446,01",,,,,,,,
TAMBORIL-CE,,,CE,,,"2.251,67",,,,,,,,-,,,,,,"2.251,67",,,,,,,,"9.751,05",,,,,,,,
TEJUCUOCA-CE,,,CE,,,"1.834,69",,,,,,,,-,,,,,,"1.834,69",,,,,,,,"7.945,29",,,,,,,,
TIANGUA-CE,,,CE,,,"2.752,04",,,,,,,,-,,,,,,"2.752,04",,,,,,,,"11.917,95",,,,,,,,
TRAIRI-CE,,,CE,,,"59.546,50",,,,,,,,"87.416,08",,,,,,"146.962,58",,,,,,,,"641.570,31",,,,,,,,
"TURURU-CE
UBAJARA-CE",,,"CE
CE",,,"1.751,30
2.251,67",,,,,,,,"-
-",,,,,,"1.751,30
2.251,67",,,,,,,,"7.584,14
9.751,05",,,,,,,,
UMIRIM-CE,,,CE,,,"2.001,48",,,,,,,,-,,,,,,"2.001,48",,,,,,,,"8.667,60",,,,,,,,
URUBURETAMA-CE,,,CE,,,"2.001,48",,,,,,,,-,,,,,,"2.001,48",,,,,,,,"8.667,60",,,,,,,,
URUOCA-CE,,,CE,,,"1.751,30",,,,,,,,-,,,,,,"1.751,30",,,,,,,,"7.584,14",,,,,,,,
VARJOTA-CE,,,CE,,,"2.001,48",,,,,,,,-,,,,,,"2.001,48",,,,,,,,"8.667,60",,,,,,,,
VICOSA DO CEARA-CE,,,CE,,,"2.585,25",,,,,,,,-,,,,,,"2.585,25",,,,,,,,"11.195,65",,,,,,,,
CEARA TOTAL,,,,,,"1.210.546,05",,,,,,,,"396.960,21",,,,,,"1.607.506,26",,,,,,,,"7.935.287,16",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFONSO CLAUDIO-ES,,,ES,,,"87,74",,,,,,,,-,,,,,,"87,74",,,,,,,,"11.117,24",,,,,,,,
AGUA DOCE DO NORTE-ES,,,ES,,,"66,56",,,,,,,,-,,,,,,"66,56",,,,,,,,"8.433,76",,,,,,,,
AGUIA BRANCA-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
"ALEGRE-ES
ALFREDO CHAVES-ES",,,"ES
ES",,,"84,72
66,56",,,,,,,,"-
-",,,,,,"84,72
66,56",,,,,,,,"10.733,89
8.433,76",,,,,,,,
ALTO RIO NOVO-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
ANCHIETA-ES,,,ES,,,"877,62",,,,,,,,-,,,,,,"877,62",,,,,,,,"111.206,26",,,,,,,,
APIACA-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
ARACRUZ-ES,,,ES,,,"102,86",,,,,,,,"11.110,38",,,,,,"11.213,24",,,,,,,,"588.419,76",,,,,,,,
ATILIO VIVACQUA-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
BAIXO GUANDU-ES,,,ES,,,"81,69",,,,,,,,-,,,,,,"81,69",,,,,,,,"10.350,54",,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,ES,,,"90,77",,,,,,,,-,,,,,,"90,77",,,,,,,,"11.500,60",,,,,,,,
BOA ESPERANCA-ES,,,ES,,,"66,56",,,,,,,,-,,,,,,"66,56",,,,,,,,"8.433,76",,,,,,,,
"BOM JESUS DO NORTE-ES
BREJETUBA-ES",,,"ES
ES",,,"60,51
63,54",,,,,,,,"-
-",,,,,,"60,51
63,54",,,,,,,,"7.667,05
8.050,41",,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,ES,,,"121,02",,,,,,,,-,,,,,,"121,02",,,,,,,,"15.334,13",,,,,,,,
CARIACICA -ES,,,ES,,,"121,02",,,,,,,,-,,,,,,"121,02",,,,,,,,"15.334,13",,,,,,,,
CASTELO-ES,,,ES,,,"87,74",,,,,,,,-,,,,,,"87,74",,,,,,,,"11.117,24",,,,,,,,
COLATINA-ES,,,ES,,,"111,94",,,,,,,,-,,,,,,"111,94",,,,,,,,"14.184,06",,,,,,,,
CONCEICAO DA BARRA -ES,,,ES,,,"76.035,94",,,,,,,,"4.546,53",,,,,,"80.582,47",,,,,,,,"360.007,66",,,,,,,,
CONCEICAO DO CASTELO-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
DOMINGOS MARTINS-ES,,,ES,,,"84,72",,,,,,,,-,,,,,,"84,72",,,,,,,,"10.733,89",,,,,,,,
"DORES DO RIO PRETO-ES
ECOPORANGA-ES",,,"ES
ES",,,"60,51
78,67",,,,,,,,"-
-",,,,,,"60,51
78,67",,,,,,,,"7.667,05
9.967,18",,,,,,,,
FUNDAO-ES,,,ES,,,"66,56",,,,,,,,-,,,,,,"66,56",,,,,,,,"8.433,76",,,,,,,,
GOVERNADOR LINDENBERG-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
GUACUI-ES,,,ES,,,"81,69",,,,,,,,-,,,,,,"81,69",,,,,,,,"10.350,54",,,,,,,,
GUARAPARI-ES,,,ES,,,"108,91",,,,,,,,-,,,,,,"108,91",,,,,,,,"13.800,70",,,,,,,,
IBATIBA-ES,,,ES,,,"75,65",,,,,,,,-,,,,,,"75,65",,,,,,,,"9.583,83",,,,,,,,
IBIRACU-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
IBITIRAMA-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
ICONHA-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
"IRUPI-ES
ITAGUACU-ES",,,"ES
ES",,,"63,54
69,59",,,,,,,,"-
-",,,,,,"63,54
69,59",,,,,,,,"8.050,41
8.817,12",,,,,,,,
ITAPEMIRIM-ES,,,ES,,,"982,95",,,,,,,,-,,,,,,"982,95",,,,,,,,"661.444,51",,,,,,,,
ITARANA-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
IUNA-ES,,,ES,,,"81,69",,,,,,,,-,,,,,,"81,69",,,,,,,,"10.350,54",,,,,,,,
JAGUARE-ES,,,ES,,,"395.958,10",,,,,,,,"173.476,98",,,,,,"569.435,08",,,,,,,,"2.338.564,40",,,,,,,,
JERONIMO MONTEIRO-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
JOAONEIVA-ES,,,ES,,,"69,59",,,,,,,,-,,,,,,"69,59",,,,,,,,"8.817,12",,,,,,,,
LARANJA DA TERRA-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
LINHARES-ES,,,ES,,,"1.099.031,56",,,,,,,,"140.060,68",,,,,,"1.239.092,24",,,,,,,,"5.247.125,86",,,,,,,,
"MANTENOPOLIS-ES
MARATAIZES-ES",,,"ES
ES",,,"66,56
84,72",,,,,,,,"-
-",,,,,,"66,56
84,72",,,,,,,,"8.433,76
87.375,53",,,,,,,,
MARECHAL FLORIANO-ES,,,ES,,,"66,56",,,,,,,,-,,,,,,"66,56",,,,,,,,"8.433,76",,,,,,,,
MARILANDIA-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
MIMOSO DO SUL-ES,,,ES,,,"81,69",,,,,,,,-,,,,,,"81,69",,,,,,,,"10.350,54",,,,,,,,
MONTANHA-ES,,,ES,,,"72,61",,,,,,,,-,,,,,,"72,61",,,,,,,,"9.200,47",,,,,,,,
MUCURICI-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
MUNIZ FREIRE-ES,,,ES,,,"75,65",,,,,,,,-,,,,,,"75,65",,,,,,,,"9.583,83",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUQUI-ES,,,ES,,,"66,56",,,,,,,,-,,,,,,"66,56",,,,,,,,"8.433,76",,,,,,,,
NOVA VENECIA-ES,,,ES,,,"93,79",,,,,,,,-,,,,,,"93,79",,,,,,,,"11.883,95",,,,,,,,
PANCAS-ES,,,ES,,,"78,67",,,,,,,,-,,,,,,"78,67",,,,,,,,"9.967,18",,,,,,,,
"PEDRO CANARIO-ES
PINHEIROS-ES",,,"ES
ES",,,"78,67
78,67",,,,,,,,"-
-",,,,,,"78,67
78,67",,,,,,,,"9.967,18
9.967,18",,,,,,,,
PIUMA-ES,,,ES,,,"69,59",,,,,,,,-,,,,,,"69,59",,,,,,,,"8.817,12",,,,,,,,
PONTO BELO-ES,,,ES,,,"60,51",,,,,,,,-,,,,,,"60,51",,,,,,,,"7.667,05",,,,,,,,
PRESIDENTE KENNEDY-ES,,,ES,,,"702,11",,,,,,,,"423.434,71",,,,,,"424.136,82",,,,,,,,"2.518.543,92",,,,,,,,
RIO BANANAL-ES,,,ES,,,"72,61",,,,,,,,-,,,,,,"72,61",,,,,,,,"9.200,47",,,,,,,,
RIO NOVO DO SUL-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
SANTA LEOPOLDINA-ES,,,ES,,,"66,56",,,,,,,,-,,,,,,"66,56",,,,,,,,"8.433,76",,,,,,,,
SANTA MARIA DE JETIBA-ES,,,ES,,,"84,72",,,,,,,,-,,,,,,"84,72",,,,,,,,"10.733,89",,,,,,,,
SANTA TERESA-ES,,,ES,,,"78,67",,,,,,,,-,,,,,,"78,67",,,,,,,,"9.967,18",,,,,,,,
"SAO DOMINGOS DO NORTE-ES
SAO GABRIEL DA PALHA-ES",,,"ES
ES",,,"60,51
81,69",,,,,,,,"-
-",,,,,,"60,51
81,69",,,,,,,,"7.667,05
10.350,54",,,,,,,,
SAO JOSE DO CALCADO-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
SAO MATEUS-ES,,,ES,,,"1.062.977,26",,,,,,,,"95.322,88",,,,,,"1.158.300,14",,,,,,,,"4.807.666,31",,,,,,,,
SAO ROQUE DO CANAA-ES,,,ES,,,"63,54",,,,,,,,-,,,,,,"63,54",,,,,,,,"8.050,41",,,,,,,,
SERRA-ES,,,ES,,,"121,02",,,,,,,,-,,,,,,"121,02",,,,,,,,"15.334,13",,,,,,,,
SOORETAMA-ES,,,ES,,,"75,65",,,,,,,,-,,,,,,"75,65",,,,,,,,"9.583,83",,,,,,,,
VARGEM ALTA-ES,,,ES,,,"72,61",,,,,,,,-,,,,,,"72,61",,,,,,,,"9.200,47",,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,ES,,,"72,61",,,,,,,,-,,,,,,"72,61",,,,,,,,"9.200,47",,,,,,,,
VIANA-ES,,,ES,,,"96,82",,,,,,,,-,,,,,,"96,82",,,,,,,,"12.267,30",,,,,,,,
"VILA PAVAO-ES
VILA VALERIO-ES",,,"ES
ES",,,"60,51
66,56",,,,,,,,"-
-",,,,,,"60,51
66,56",,,,,,,,"7.667,05
8.433,76",,,,,,,,
VILA VELHA-ES,,,ES,,,"1.404,21",,,,,,,,-,,,,,,"1.404,21",,,,,,,,"177.930,04",,,,,,,,
