PARIPUEIRA-AL,,,,AL,,,,"723,15",,,,,,"7.977,94",,,,,,,"8.701,09",,,,,,,"66.469,91",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,"795,46",,,,,,-,,,,,,,"795,46",,,,,,,"5.016,07",,,,,,,,
PENEDO-AL,,,,AL,,,,"1.193,20",,,,,,-,,,,,,,"1.193,20",,,,,,,"7.524,14",,,,,,,,
PIACABUCU-AL,,,,AL,,,,"867,78",,,,,,-,,,,,,,"867,78",,,,,,,"5.472,09",,,,,,,,
PILAR-AL,,,,AL,,,,"215.833,50",,,,,,"138.559,60",,,,,,,"354.393,10",,,,,,,"2.430.492,44",,,,,,,,
PINDOBA-AL,,,,AL,,,,"723,15",,,,,,-,,,,,,,"723,15",,,,,,,"4.560,08",,,,,,,,
PORTO CALVO-AL,,,,AL,,,,"940,10",,,,,,-,,,,,,,"940,10",,,,,,,"5.928,10",,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,"759,31",,,,,,-,,,,,,,"759,31",,,,,,,"4.788,09",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,"903,94",,,,,,-,,,,,,,"903,94",,,,,,,"5.700,09",,,,,,,,
RIO LARGO-AL,,,,AL,,,,"4.306,33",,,,,,"2.007,97",,,,,,,"6.314,30",,,,,,,"60.277,07",,,,,,,,
ROTEIRO-AL,,,,AL,,,,"998,65",,,,,,"177,70",,,,,,,"1.176,35",,,,,,,"8.066,62",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,"723,15",,,,,,-,,,,,,,"723,15",,,,,,,"4.560,08",,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,"759,31",,,,,,-,,,,,,,"759,31",,,,,,,"4.788,09",,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,"940,10",,,,,,-,,,,,,,"940,10",,,,,,,"5.928,10",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,"1.012,41",,,,,,-,,,,,,,"1.012,41",,,,,,,"6.384,12",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,"209.348,24",,,,,,"119.592,44",,,,,,,"328.940,68",,,,,,,"3.043.553,54",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,"723,15",,,,,,-,,,,,,,"723,15",,,,,,,"4.560,08",,,,,,,,
SATUBA-AL,,,,AL,,,,"23.815,09",,,,,,"14.847,66",,,,,,,"38.662,75",,,,,,,"554.694,70",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,"1.084,73",,,,,,-,,,,,,,"1.084,73",,,,,,,"6.840,14",,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,"1.193,20",,,,,,-,,,,,,,"1.193,20",,,,,,,"7.524,14",,,,,,,,
VICOSA-AL,,,,AL,,,,"976,25",,,,,,-,,,,,,,"976,25",,,,,,,"6.156,10",,,,,,,,
TOTAL ALAGOAS,,,,,,,,"1.812.289,43",,,,,,"525.806,27",,,,,,,"2.338.095,70",,,,,,,"18.937.118,71",,,,,,,,
ANAMA-AM,,,,AM,,,,-,,,,,,"2.205,50",,,,,,,"2.205,50",,,,,,,"19.701,14",,,,,,,,
ANORI-AM,,,,AM,,,,-,,,,,,"2.205,50",,,,,,,"2.205,50",,,,,,,"19.701,14",,,,,,,,
AUTAZES-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
BERURI-AM,,,,AM,,,,-,,,,,,"2.205,50",,,,,,,"2.205,50",,,,,,,"19.701,14",,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
CAREIRO-AM,,,,AM,,,,-,,,,,,"2.205,50",,,,,,,"2.205,50",,,,,,,"19.701,14",,,,,,,,
COARI-AM,,,,AM,,,,"1.941.039,01",,,,,,"1.809.791,67",,,,,,,"3.750.830,68",,,,,,,"29.850.717,46",,,,,,,,
CODAJAS-AM,,,,AM,,,,-,,,,,,"2.205,50",,,,,,,"2.205,50",,,,,,,"19.701,14",,,,,,,,
IRANDUBA-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
ITACOATIARA-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
MANACAPURU-AM,,,,AM,,,,-,,,,,,"2.205,50",,,,,,,"2.205,50",,,,,,,"19.701,14",,,,,,,,
MANAQUIRI-AM,,,,AM,,,,-,,,,,,"2.205,50",,,,,,,"2.205,50",,,,,,,"19.701,14",,,,,,,,
MANAUS-AM,,,,AM,,,,"1.089.089,85",,,,,,"69.226,50",,,,,,,"1.158.316,35",,,,,,,"7.760.095,04",,,,,,,,
PARINTINS-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
SILVES-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
URUCARA-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
URUCURITUBA-AM,,,,AM,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
TOTAL AMAZONAS,,,,,,,,"3.030.128,86",,,,,,"1.945.505,57",,,,,,,"4.975.634,43",,,,,,,"38.198.480,45",,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
MACAPA-AP,,,,AP,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
MAZAGAO-AP,,,,AP,,,,-,,,,,,"5.672,10",,,,,,,"5.672,10",,,,,,,"49.973,33",,,,,,,,
TOTAL AMAPA,,,,,,,,-,,,,,,"17.016,30",,,,,,,"17.016,30",,,,,,,"149.919,99",,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
ADUSTINA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
AGUA FRIA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
AIQUARA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,"305.876,40",,,,,,"145.777,10",,,,,,,"451.653,50",,,,,,,"3.642.274,36",,,,,,,,
AMARGOSA-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
ANAGE-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"935,57",,,,,,,,
ANGUERA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ANTAS-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
APORA-BA,,,,BA,,,,"78,67",,,,,,-,,,,,,,"78,67",,,,,,,"773,38",,,,,,,,
APUAREMA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ARACAS-BA,,,,BA,,,,"221.179,85",,,,,,"92.234,83",,,,,,,"313.414,68",,,,,,,"2.770.053,30",,,,,,,,
ARACI-BA,,,,BA,,,,"101,62",,,,,,-,,,,,,,"101,62",,,,,,,"998,99",,,,,,,,
ARAMARI-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ARATUIPE-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
BANZAE-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,"101,62",,,,,,-,,,,,,,"101,62",,,,,,,"998,99",,,,,,,,
BARROCAS-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
BELO CAMPO-BA,,,,BA,,,,"78,67",,,,,,-,,,,,,,"78,67",,,,,,,"773,38",,,,,,,,
BIRITINGA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
BOA NOVA-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,"81,95",,,,,,-,,,,,,,"81,95",,,,,,,"805,63",,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
CAATIBA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
CACHOEIRA-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
CAEM-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
CAETANOS-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
CAMACARI-BA,,,,BA,,,,"131,12",,,,,,-,,,,,,,"131,12",,,,,,,"3.090,62",,,,,,,,
CANDEAL-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
CANDEIAS-BA,,,,BA,,,,"215.205,27",,,,,,"269.905,43",,,,,,,"485.110,70",,,,,,,"3.965.949,21",,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
CANSANCAO-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
CANUDOS-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,"78.095,11",,,,,,"50.329,06",,,,,,,"128.424,17",,,,,,,"865.923,49",,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
CATU-BA,,,,BA,,,,"226.096,93",,,,,,"109.657,61",,,,,,,"335.754,54",,,,,,,"2.758.007,81",,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
CIPO-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,"78,67",,,,,,-,,,,,,,"78,67",,,,,,,"773,38",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,"81,95",,,,,,-,,,,,,,"81,95",,,,,,,"805,63",,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,"108,18",,,,,,-,,,,,,,"108,18",,,,,,,"1.063,44",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
CONDE-BA,,,,BA,,,,"137,18",,,,,,"33,51",,,,,,,"170,69",,,,,,,"5.940,13",,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,"81,95",,,,,,-,,,,,,,"81,95",,,,,,,"805,63",,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,"81,95",,,,,,-,,,,,,,"81,95",,,,,,,"805,63",,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,"104,90",,,,,,-,,,,,,,"104,90",,,,,,,"1.031,21",,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,"169,96",,,,,,"28,70",,,,,,,"198,66",,,,,,,"13.095,49",,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,"95,06",,,,,,-,,,,,,,"95,06",,,,,,,"934,53",,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,"233.712,02",,,,,,"140.232,35",,,,,,,"373.944,37",,,,,,,"2.973.579,94",,,,,,,,
ESPLANADA-BA,,,,BA,,,,"432.342,82",,,,,,"263.540,55",,,,,,,"695.883,37",,,,,,,"5.248.105,34",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,"104,90",,,,,,-,,,,,,,"104,90",,,,,,,"1.031,21",,,,,,,,
FATIMA-BA,,,,BA,,,,"81,95",,,,,,-,,,,,,,"81,95",,,,,,,"805,63",,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,"131,12",,,,,,-,,,,,,,"131,12",,,,,,,"1.289,02",,,,,,,,
GAVIAO-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
GLORIA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,"78,67",,,,,,-,,,,,,,"78,67",,,,,,,"773,38",,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
IACU-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
IBIQUERA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ICHU-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
INHAMBUPE-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
IPECAETA-BA,,,,BA,,,,"81,95",,,,,,-,,,,,,,"81,95",,,,,,,"805,63",,,,,,,,
IPIRA-BA,,,,BA,,,,"108,18",,,,,,-,,,,,,,"108,18",,,,,,,"1.063,44",,,,,,,,
IRAJUBA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
IRARA-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
ITABERABA-BA,,,,BA,,,,"108,18",,,,,,-,,,,,,,"108,18",,,,,,,"1.063,44",,,,,,,,
ITAGI-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
ITANAGRA-BA,,,,BA,,,,"90.105,20",,,,,,"11.170,67",,,,,,,"101.275,87",,,,,,,"916.743,51",,,,,,,,
ITAPARICA-BA,,,,BA,,,,"2.267,97",,,,,,"152.627,74",,,,,,,"154.895,71",,,,,,,"1.126.984,99",,,,,,,,
ITAPETINGA-BA,,,,BA,,,,"108,18",,,,,,-,,,,,,,"108,18",,,,,,,"1.063,44",,,,,,,,
ITAPICURU-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
ITAQUARA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
ITARANTIM-BA,,,,BA,,,,"78,67",,,,,,-,,,,,,,"78,67",,,,,,,"762,30",,,,,,,,
ITATIM-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
ITIRUCU-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
ITIUBA-BA,,,,BA,,,,"95,06",,,,,,-,,,,,,,"95,06",,,,,,,"934,53",,,,,,,,
JACOBINA-BA,,,,BA,,,,"114,73",,,,,,-,,,,,,,"114,73",,,,,,,"1.127,89",,,,,,,,
JAGUAQUARA-BA,,,,BA,,,,"101,62",,,,,,-,,,,,,,"101,62",,,,,,,"998,99",,,,,,,,
JAGUARIPE-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
JANDAIRA-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
JEQUIE-BA,,,,BA,,,,"131,12",,,,,,-,,,,,,,"131,12",,,,,,,"1.289,02",,,,,,,,
JEREMOABO-BA,,,,BA,,,,"95,06",,,,,,-,,,,,,,"95,06",,,,,,,"934,53",,,,,,,,
JIQUIRICA-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
JITAUNA-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
LAJE-BA,,,,BA,,,,"81,95",,,,,,-,,,,,,,"81,95",,,,,,,"805,63",,,,,,,,
LAJEDINHO-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
LAMARAO-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,"124,57",,,,,,-,,,,,,,"124,57",,,,,,,"1.224,55",,,,,,,,
MACAJUBA-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
MACARANI-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,,"1.091.085,67",,,,,,"701.842,07",,,,,,,"1.792.927,74",,,,,,,"13.941.866,37",,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
MAIRI-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,,"78,67",,,,,,-,,,,,,,"78,67",,,,,,,"773,38",,,,,,,,
MARACAS-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
MARAGOGIPE-BA,,,,BA,,,,"101,62",,,,,,-,,,,,,,"101,62",,,,,,,"998,99",,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
MATA DE SAO JOAO-BA,,,,BA,,,,"165.957,95",,,,,,"64.052,10",,,,,,,"230.010,05",,,,,,,"1.960.908,68",,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
MILAGRES-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
MIRANTE-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
MONTE SANTO-BA,,,,BA,,,,"104,90",,,,,,-,,,,,,,"104,90",,,,,,,"1.031,21",,,,,,,,
MUNDO NOVO-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
MURITIBA-BA,,,,BA,,,,"91,79",,,,,,-,,,,,,,"91,79",,,,,,,"902,31",,,,,,,,
MUTUIPE-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
NAZARE-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
NORDESTINA-BA,,,,BA,,,,"68,84",,,,,,-,,,,,,,"68,84",,,,,,,"676,72",,,,,,,,
NOVA CANAA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
NOVA FATIMA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
NOVA ITARANA-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
NOVA SOURE-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,,"72,12",,,,,,-,,,,,,,"72,12",,,,,,,"708,95",,,,,,,,
OLINDINA-BA,,,,BA,,,,"85,23",,,,,,-,,,,,,,"85,23",,,,,,,"837,85",,,,,,,,
OURICANGAS-BA,,,,BA,,,,"65,56",,,,,,-,,,,,,,"65,56",,,,,,,"644,49",,,,,,,,
OUROLANDIA-BA,,,,BA,,,,"75,39",,,,,,-,,,,,,,"75,39",,,,,,,"741,17",,,,,,,,
PARIPIRANGA-BA,,,,BA,,,,"88,51",,,,,,-,,,,,,,"88,51",,,,,,,"870,08",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
