ITAGUACU-ES,,,,ES,,,"1.633,84",,,,,,,,-,,,,,,"1.633,84",,,,,,,"8.747,53",,,,,,,,,,,,
ITAPEMIRIM-ES,,,,ES,,,"23.079,75",,,,,,,,"97.553,88",,,,,,"120.633,63",,,,,,,"660.461,56",,,,,,,,,,,,
ITARANA-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
IUNA-ES,,,,ES,,,"1.917,99",,,,,,,,-,,,,,,"1.917,99",,,,,,,"10.268,85",,,,,,,,,,,,
JAGUARE-ES,,,,ES,,,"471.573,82",,,,,,,,"204.999,73",,,,,,"676.573,55",,,,,,,"1.769.129,32",,,,,,,,,,,,
JERONIMO MONTEIRO-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
JOAO NEIVA-ES,,,,ES,,,"1.633,84",,,,,,,,-,,,,,,"1.633,84",,,,,,,"8.747,53",,,,,,,,,,,,
LARANJA DA TERRA-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
LINHARES-ES,,,,ES,,,"1.119.116,74",,,,,,,,"177.255,21",,,,,,"1.296.371,95",,,,,,,"4.008.033,62",,,,,,,,,,,,
MANTENOPOLIS-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
MARATAIZES-ES,,,,ES,,,"1.989,02",,,,,,,,"13.925,83",,,,,,"15.914,85",,,,,,,"87.290,81",,,,,,,,,,,,
MARECHAL FLORIANO-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
MARILANDIA-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
MIMOSO DO SUL-ES,,,,ES,,,"1.917,99",,,,,,,,-,,,,,,"1.917,99",,,,,,,"10.268,85",,,,,,,,,,,,
MONTANHA-ES,,,,ES,,,"1.704,88",,,,,,,,-,,,,,,"1.704,88",,,,,,,"9.127,86",,,,,,,,,,,,
MUCURICI-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
MUNIZ FREIRE-ES,,,,ES,,,"1.775,91",,,,,,,,-,,,,,,"1.775,91",,,,,,,"9.508,18",,,,,,,,,,,,
MUQUI-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
NOVA VENECIA-ES,,,,ES,,,"2.202,14",,,,,,,,-,,,,,,"2.202,14",,,,,,,"11.790,16",,,,,,,,,,,,
PANCAS-ES,,,,ES,,,"1.846,95",,,,,,,,-,,,,,,"1.846,95",,,,,,,"9.888,51",,,,,,,,,,,,
PEDRO CANARIO-ES,,,,ES,,,"1.846,95",,,,,,,,-,,,,,,"1.846,95",,,,,,,"9.888,51",,,,,,,,,,,,
PINHEIROS-ES,,,,ES,,,"1.846,95",,,,,,,,-,,,,,,"1.846,95",,,,,,,"9.888,51",,,,,,,,,,,,
PIUMA-ES,,,,ES,,,"1.633,84",,,,,,,,-,,,,,,"1.633,84",,,,,,,"8.747,53",,,,,,,,,,,,
PONTO BELO-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,ES,,,"16.485,54",,,,,,,,"611.664,69",,,,,,"628.150,23",,,,,,,"2.094.407,10",,,,,,,,,,,,
RIO BANANAL-ES,,,,ES,,,"1.704,88",,,,,,,,-,,,,,,"1.704,88",,,,,,,"9.127,86",,,,,,,,,,,,
RIO NOVO DO SUL-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
SANTA LEOPOLDINA-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,ES,,,"1.989,02",,,,,,,,-,,,,,,"1.989,02",,,,,,,"10.649,17",,,,,,,,,,,,
SANTA TERESA-ES,,,,ES,,,"1.846,95",,,,,,,,-,,,,,,"1.846,95",,,,,,,"9.888,51",,,,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,ES,,,"1.917,99",,,,,,,,-,,,,,,"1.917,99",,,,,,,"10.268,85",,,,,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
SAO MATEUS-ES,,,,ES,,,"1.070.800,33",,,,,,,,"120.323,56",,,,,,"1.191.123,89",,,,,,,"3.649.366,17",,,,,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
SERRA-ES,,,,ES,,,"2.841,47",,,,,,,,-,,,,,,"2.841,47",,,,,,,"15.213,11",,,,,,,,,,,,
SOORETAMA-ES,,,,ES,,,"1.775,91",,,,,,,,-,,,,,,"1.775,91",,,,,,,"9.508,18",,,,,,,,,,,,
VARGEM ALTA-ES,,,,ES,,,"1.704,88",,,,,,,,-,,,,,,"1.704,88",,,,,,,"9.127,86",,,,,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,ES,,,"1.704,88",,,,,,,,-,,,,,,"1.704,88",,,,,,,"9.127,86",,,,,,,,,,,,
VIANA-ES,,,,ES,,,"2.273,17",,,,,,,,-,,,,,,"2.273,17",,,,,,,"12.170,48",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILA PAVAO-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
VILA VALERIO-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
VILA VELHA-ES,,,,ES,,,"32.971,08",,,,,,,,-,,,,,,"32.971,08",,,,,,,"176.525,83",,,,,,,,,,,,
VITORIA-ES,,,,ES,,,"32.971,08",,,,,,,,-,,,,,,"32.971,08",,,,,,,"176.525,83",,,,,,,,,,,,
ESPIRITO SANTO TOTAL,,,,,,,"3.002.138,00",,,,,,,,"1.250.096,40",,,,,,"4.252.234,40",,,,,,,"14.213.198,11",,,,,,,,,,,,
JUIZ DE FORA-MG,,,,MG,,,"566.483,53",,,,,,,,-,,,,,,"566.483,53",,,,,,,"1.532.494,03",,,,,,,,,,,,
MINAS GERAIS TOTAL,,,,,,,"566.483,53",,,,,,,,-,,,,,,"566.483,53",,,,,,,"1.532.494,03",,,,,,,,,,,,
AFUA-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
ALENQUER-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
ALMEIRIM-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
ANAJAS-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
BREVES-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
CHAVES-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
CURUA-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
FARO-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
GURUPA-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
JURUTI-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
MELGACO-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
MONTE ALEGRE-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
OBIDOS-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
PORTO DE MOZ-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
PRAINHA-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
SANTAREM-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
TERRA SANTA-PA,,,,PA,,,-,,,,,,,,"6.351,90",,,,,,"6.351,90",,,,,,,"16.964,51",,,,,,,,,,,,
PARA TOTAL,,,,,,,-,,,,,,,,"107.982,30",,,,,,"107.982,30",,,,,,,"288.396,67",,,,,,,,,,,,
SANTA RITA-PB,,,,PB,,,"591.808,40",,,,,,,,-,,,,,,"591.808,40",,,,,,,"8.528.019,06",,,,,,,,,,,,
PARAIBA TOTAL,,,,,,,"591.808,40",,,,,,,,-,,,,,,"591.808,40",,,,,,,"8.528.019,06",,,,,,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,PE,,,"1.116.838,93",,,,,,,,-,,,,,,"1.116.838,93",,,,,,,"1.163.412,34",,,,,,,,,,,,
PAULISTA-PE,,,,PE,,,"566.483,53",,,,,,,,-,,,,,,"566.483,53",,,,,,,"1.532.494,03",,,,,,,,,,,,
PERNAMBUCO TOTAL,,,,,,,"1.683.322,46",,,,,,,,-,,,,,,"1.683.322,46",,,,,,,"2.695.906,37",,,,,,,,,,,,
ADRIANOPOLIS-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
AGUDOS DO SUL-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
ALMIRANTE TAMANDARE-PR,,,,PR,,,"8.075,93",,,,,,,,-,,,,,,"8.075,93",,,,,,,"18.685,44",,,,,,,,,,,,
ANTONINA-PR,,,,PR,,,"5.608,29",,,,,,,,-,,,,,,"5.608,29",,,,,,,"12.976,00",,,,,,,,,,,,
ARAUCARIA-PR,,,,PR,,,"8.075,93",,,,,,,,-,,,,,,"8.075,93",,,,,,,"18.685,44",,,,,,,,,,,,
BALSA NOVA-PR,,,,PR,,,"4.710,96",,,,,,,,-,,,,,,"4.710,96",,,,,,,"10.899,84",,,,,,,,,,,,
BOCAIUVA DO SUL-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,,PR,,,"6.505,61",,,,,,,,-,,,,,,"6.505,61",,,,,,,"15.052,16",,,,,,,,,,,,
CAMPO DO TENENTE-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
CAMPO LARGO-PR,,,,PR,,,"8.075,93",,,,,,,,-,,,,,,"8.075,93",,,,,,,"18.685,44",,,,,,,,,,,,
CAMPO MAGRO-PR,,,,PR,,,"5.832,62",,,,,,,,-,,,,,,"5.832,62",,,,,,,"13.495,04",,,,,,,,,,,,
CERRO AZUL-PR,,,,PR,,,"5.383,95",,,,,,,,-,,,,,,"5.383,95",,,,,,,"12.456,95",,,,,,,,,,,,
COLOMBO-PR,,,,PR,,,"8.973,26",,,,,,,,-,,,,,,"8.973,26",,,,,,,"20.761,60",,,,,,,,,,,,
CONTENDA-PR,,,,PR,,,"4.935,29",,,,,,,,-,,,,,,"4.935,29",,,,,,,"11.418,88",,,,,,,,,,,,
CURITIBA-PR,,,,PR,,,"8.973,26",,,,,,,,-,,,,,,"8.973,26",,,,,,,"20.761,60",,,,,,,,,,,,
DOUTOR ULYSSES-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
FAZENDA RIO GRANDE-PR,,,,PR,,,"7.402,94",,,,,,,,-,,,,,,"7.402,94",,,,,,,"17.128,33",,,,,,,,,,,,
GUARAQUECABA-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARATUBA-PR,,,,PR,,,"6.056,95",,,,,,,,-,,,,,,"6.056,95",,,,,,,"14.014,08",,,,,,,,,,,,
ITAPERUCU-PR,,,,PR,,,"5.608,29",,,,,,,,-,,,,,,"5.608,29",,,,,,,"12.976,00",,,,,,,,,,,,
LAPA-PR,,,,PR,,,"6.954,27",,,,,,,,-,,,,,,"6.954,27",,,,,,,"16.090,23",,,,,,,,,,,,
MANDIRITUBA-PR,,,,PR,,,"5.383,95",,,,,,,,-,,,,,,"5.383,95",,,,,,,"12.456,95",,,,,,,,,,,,
MATINHOS-PR,,,,PR,,,"328.421,47",,,,,,,,"166.352,04",,,,,,"494.773,51",,,,,,,"1.144.767,19",,,,,,,,,,,,
MORRETES-PR,,,,PR,,,"5.159,62",,,,,,,,-,,,,,,"5.159,62",,,,,,,"11.937,91",,,,,,,,,,,,
PARANAGUA-PR,,,,PR,,,"8.524,60",,,,,,,,-,,,,,,"8.524,60",,,,,,,"19.723,53",,,,,,,,,,,,
PIEN-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
PINHAIS-PR,,,,PR,,,"8.300,26",,,,,,,,-,,,,,,"8.300,26",,,,,,,"19.204,48",,,,,,,,,,,,
PIRAQUARA-PR,,,,PR,,,"7.851,60",,,,,,,,-,,,,,,"7.851,60",,,,,,,"18.166,40",,,,,,,,,,,,
PONTAL DO PARANA-PR,,,,PR,,,"5.159,62",,,,,,,,"121.016,74",,,,,,"126.176,36",,,,,,,"291.936,71",,,,,,,,,,,,
PORTO AMAZONAS-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
QUATRO BARRAS-PR,,,,PR,,,"5.383,95",,,,,,,,-,,,,,,"5.383,95",,,,,,,"12.456,95",,,,,,,,,,,,
QUITANDINHA-PR,,,,PR,,,"5.159,62",,,,,,,,-,,,,,,"5.159,62",,,,,,,"11.937,91",,,,,,,,,,,,
RIO BRANCO DO SUL-PR,,,,PR,,,"6.281,28",,,,,,,,-,,,,,,"6.281,28",,,,,,,"14.533,11",,,,,,,,,,,,
RIO NEGRO-PR,,,,PR,,,"6.281,28",,,,,,,,-,,,,,,"6.281,28",,,,,,,"14.533,11",,,,,,,,,,,,
SÃO JOSE DOS PINHAIS-PR,,,,PR,,,"8.973,26",,,,,,,,-,,,,,,"8.973,26",,,,,,,"20.761,60",,,,,,,,,,,,
TIJUCAS DO SUL-PR,,,,PR,,,"4.935,29",,,,,,,,-,,,,,,"4.935,29",,,,,,,"11.418,88",,,,,,,,,,,,
TUNAS DO PARANA-PR,,,,PR,,,"4.486,63",,,,,,,,-,,,,,,"4.486,63",,,,,,,"10.380,79",,,,,,,,,,,,
PARANA TOTAL,,,,,,,"547.368,95",,,,,,,,"287.368,78",,,,,,"834.737,73",,,,,,,"1.931.348,87",,,,,,,,,,,,
ANGRA DOS REIS-RJ,,,,RJ,,,"835.940,92",,,,,,,,"1.093.525,63",,,,,,"1.929.466,55",,,,,,,"5.856.565,61",,,,,,,,,,,,
APERIBE-RJ,,,,RJ,,,"278.458,32",,,,,,,,-,,,,,,"278.458,32",,,,,,,"800.548,57",,,,,,,,,,,,
ARARUAMA-RJ,,,,RJ,,,"501.224,98",,,,,,,,-,,,,,,"501.224,98",,,,,,,"1.440.987,43",,,,,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,RJ,,,"2.643.470,42",,,,,,,,"1.534.873,90",,,,,,"4.178.344,32",,,,,,,"11.179.364,25",,,,,,,,,,,,
ARRAiAL DO CABO-RJ,,,,RJ,,,"361.995,82",,,,,,,,"41.882,71",,,,,,"403.878,53",,,,,,,"1.151.235,08",,,,,,,,,,,,
BARRA MANSA-RJ,,,,RJ,,,"566.483,53",,,,,,,,-,,,,,,"566.483,53",,,,,,,"1.532.494,03",,,,,,,,,,,,
BELFORD ROXO-RJ,,,,RJ,,,"556.916,64",,,,,,,,-,,,,,,"556.916,64",,,,,,,"1.601.097,15",,,,,,,,,,,,
BOM JARDIM-RJ,,,,RJ,,,"361.995,82",,,,,,,,-,,,,,,"361.995,82",,,,,,,"1.040.713,14",,,,,,,,,,,,
BOM JESÚS DO ITABAPOANA-RJ,,,,RJ,,,"403.764,57",,,,,,,,-,,,,,,"403.764,57",,,,,,,"1.160.795,43",,,,,,,,,,,,
CABO FRIO-RJ,,,,RJ,,,"4.018.075,04",,,,,,,,"7.868.287,87",,,,,,"11.886.362,91",,,,,,,"31.479.590,83",,,,,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,RJ,,,"1.424.830,55",,,,,,,,-,,,,,,"1.424.830,55",,,,,,,"3.837.702,87",,,,,,,,,,,,
CAMBUCI-RJ,,,,RJ,,,"320.227,07",,,,,,,,-,,,,,,"320.227,07",,,,,,,"920.630,86",,,,,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,RJ,,,"4.229.552,68",,,,,,,,"30.020.669,98",,,,,,"34.250.222,66",,,,,,,"92.217.241,38",,,,,,,,,,,,
CANTA GALO-RJ,,,,RJ,,,"348.072,90",,,,,,,,-,,,,,,"348.072,90",,,,,,,"1.000.685,71",,,,,,,,,,,,
CARAPEBUS-RJ,,,,RJ,,,"2.114.776,34",,,,,,,,"529.987,29",,,,,,"2.644.763,63",,,,,,,"7.186.948,32",,,,,,,,,,,,
CARDOSO MOREIRA-RJ,,,,RJ,,,"306.304,16",,,,,,,,-,,,,,,"306.304,16",,,,,,,"880.603,43",,,,,,,,,,,,
CARMO-RJ,,,,RJ,,,"320.227,07",,,,,,,,-,,,,,,"320.227,07",,,,,,,"920.630,86",,,,,,,,,,,,
CASIMIRO DE ABREU-RJ,,,,RJ,,,"2.749.209,24",,,,,,,,"1.973.660,67",,,,,,"4.722.869,91",,,,,,,"12.633.530,40",,,,,,,,,,,,
CONCEICAO DE MACABU-RJ,,,,RJ,,,"348.072,90",,,,,,,,-,,,,,,"348.072,90",,,,,,,"1.000.685,71",,,,,,,,,,,,
CORDEIRO-RJ,,,,RJ,,,"348.072,90",,,,,,,,-,,,,,,"348.072,90",,,,,,,"1.000.685,71",,,,,,,,,,,,
DUAS BARRAS-RJ,,,,RJ,,,"292.381,24",,,,,,,,-,,,,,,"292.381,24",,,,,,,"840.576,00",,,,,,,,,,,,
DUQUE DE CAXIAS-RJ,,,,RJ,,,"2.035.472,22",,,,,,,,"146,50",,,,,,"2.035.618,72",,,,,,,"5.497.459,70",,,,,,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,,RJ,,,"564.839,20",,,,,,,,-,,,,,,"564.839,20",,,,,,,"849.871,41",,,,,,,,,,,,
GUAPIMIRIM-RJ,,,,RJ,,,"1.526.604,17",,,,,,,,"146,50",,,,,,"1.526.750,67",,,,,,,"4.126.851,54",,,,,,,,,,,,
IGUABA GRANDE-RJ,,,,RJ,,,"320.227,07",,,,,,,,-,,,,,,"320.227,07",,,,,,,"920.630,86",,,,,,,,,,,,
ITABORAI-RJ,,,,RJ,,,"556.916,64",,,,,,,,"146,50",,,,,,"557.063,14",,,,,,,"1.616.124,16",,,,,,,,,,,,
ITAGUAI-RJ,,,,RJ,,,"501.224,98",,,,,,,,-,,,,,,"501.224,98",,,,,,,"1.440.987,43",,,,,,,,,,,,
ITALVA-RJ,,,,RJ,,,"306.304,16",,,,,,,,-,,,,,,"306.304,16",,,,,,,"880.603,43",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAOCARA-RJ,,,,RJ,,,"361.995,82",,,,,,,,-,,,,,,"361.995,82",,,,,,,"1.040.713,14",,,,,,,,,,,,
ITAPERUNA-RJ,,,,RJ,,,"501.224,98",,,,,,,,-,,,,,,"501.224,98",,,,,,,"1.440.987,43",,,,,,,,,,,,
JAPERI-RJ,,,,RJ,,,"1.067.708,51",,,,,,,,-,,,,,,"1.067.708,51",,,,,,,"2.973.481,46",,,,,,,,,,,,
LAJE DO MURIAE-RJ,,,,RJ,,,"278.458,32",,,,,,,,-,,,,,,"278.458,32",,,,,,,"800.548,57",,,,,,,,,,,,
MACAE-RJ,,,,RJ,,,"17.119.718,74",,,,,,,,"10.627.624,34",,,,,,"27.747.343,08",,,,,,,"74.499.605,99",,,,,,,,,,,,
MACUCO-RJ,,,,RJ,,,"278.458,32",,,,,,,,-,,,,,,"278.458,32",,,,,,,"800.548,57",,,,,,,,,,,,
MAGE-RJ,,,,RJ,,,"1.831.925,00",,,,,,,,"146,50",,,,,,"1.832.071,50",,,,,,,"4.949.216,44",,,,,,,,,,,,
MANGARATIBA-RJ,,,,RJ,,,"375.918,74",,,,,,,,"820.144,22",,,,,,"1.196.062,96",,,,,,,"3.472.022,17",,,,,,,,,,,,
MARICA-RJ,,,,RJ,,,"487.302,07",,,,,,,,-,,,,,,"487.302,07",,,,,,,"1.400.960,01",,,,,,,,,,,,
MENDES-RJ,,,,RJ,,,"616.188,21",,,,,,,,-,,,,,,"616.188,21",,,,,,,"927.132,44",,,,,,,,,,,,
MESQUITA-RJ,,,,RJ,,,"556.916,64",,,,,,,,-,,,,,,"556.916,64",,,,,,,"1.601.097,15",,,,,,,,,,,,
MIGUEL PEREIRA-RJ,,,,RJ,,,"667.537,23",,,,,,,,-,,,,,,"667.537,23",,,,,,,"1.004.393,48",,,,,,,,,,,,
MIRACEMA-RJ,,,,RJ,,,"375.918,74",,,,,,,,-,,,,,,"375.918,74",,,,,,,"1.080.740,58",,,,,,,,,,,,
NATIVIDADE-RJ,,,,RJ,,,"320.227,07",,,,,,,,-,,,,,,"320.227,07",,,,,,,"920.630,86",,,,,,,,,,,,
NILOPOLIS-RJ,,,,RJ,,,"556.916,64",,,,,,,,-,,,,,,"556.916,64",,,,,,,"1.601.097,15",,,,,,,,,,,,
NITEROI-RJ,,,,RJ,,,"4.229.552,68",,,,,,,,"146,50",,,,,,"4.229.699,18",,,,,,,"11.407.094,97",,,,,,,,,,,,
NOVA FRIBURGO-RJ,,,,RJ,,,"556.916,64",,,,,,,,-,,,,,,"556.916,64",,,,,,,"1.601.097,15",,,,,,,,,,,,
NOVA IGUACU-RJ,,,,RJ,,,"556.916,64",,,,,,,,-,,,,,,"556.916,64",,,,,,,"1.601.097,15",,,,,,,,,,,,
PARACAMBI-RJ,,,,RJ,,,"431.610,41",,,,,,,,-,,,,,,"431.610,41",,,,,,,"1.240.850,30",,,,,,,,,,,,
PARATI-RJ,,,,RJ,,,-,,,,,,,,"820.144,22",,,,,,"820.144,22",,,,,,,"2.391.281,59",,,,,,,,,,,,
PATY DO ALFERES-RJ,,,,RJ,,,"667.537,23",,,,,,,,-,,,,,,"667.537,23",,,,,,,"1.004.393,48",,,,,,,,,,,,
PETROPOLIS-RJ,,,,RJ,,,"556.916,64",,,,,,,,-,,,,,,"556.916,64",,,,,,,"1.601.097,15",,,,,,,,,,,,
PIRAI-RJ,,,,RJ,,,"566.483,53",,,,,,,,-,,,,,,"566.483,53",,,,,,,"1.532.494,03",,,,,,,,,,,,
PORCIUNCULA-RJ,,,,RJ,,,"320.227,07",,,,,,,,-,,,,,,"320.227,07",,,,,,,"920.630,86",,,,,,,,,,,,
QUEIMADOS-RJ,,,,RJ,,,"529.070,81",,,,,,,,-,,,,,,"529.070,81",,,,,,,"1.521.042,29",,,,,,,,,,,,
QUISSAMA-RJ,,,,RJ,,,"2.326.253,97",,,,,,,,"3.078.329,10",,,,,,"5.404.583,07",,,,,,,"14.589.893,20",,,,,,,,,,,,
RIO BONITO-RJ,,,,RJ,,,"445.533,32",,,,,,,,-,,,,,,"445.533,32",,,,,,,"1.280.877,72",,,,,,,,,,,,
RIO DAS OSTRAS-RJ,,,,RJ,,,"3.172.164,51",,,,,,,,"9.204.199,49",,,,,,"12.376.364,00",,,,,,,"33.586.500,23",,,,,,,,,,,,
RIO DE JANEIRO-RJ,,,,RJ,,,"5.180.443,92",,,,,,,,"586,01",,,,,,"5.181.029,93",,,,,,,"13.489.952,12",,,,,,,,,,,,
SANTA MARIA MADALENA-RJ,,,,RJ,,,"292.381,24",,,,,,,,-,,,,,,"292.381,24",,,,,,,"840.576,00",,,,,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,RJ,,,"417.687,49",,,,,,,,-,,,,,,"417.687,49",,,,,,,"1.200.822,87",,,,,,,,,,,,
SÃO FIDELIS-RJ,,,,RJ,,,"417.687,49",,,,,,,,-,,,,,,"417.687,49",,,,,,,"1.200.822,87",,,,,,,,,,,,
SÃO FRANCISCO DE ITABAPOANA-RJ,,,,RJ,,,"431.610,41",,,,,,,,-,,,,,,"431.610,41",,,,,,,"1.240.850,30",,,,,,,,,,,,
SAO GONCALO-RJ,,,,RJ,,,"556.916,64",,,,,,,,"146,50",,,,,,"557.063,14",,,,,,,"1.616.124,16",,,,,,,,,,,,
SAO JOAO DA BARRA-RJ,,,,RJ,,,"2.854.948,06",,,,,,,,"1.050.682,03",,,,,,"3.905.630,09",,,,,,,"10.614.942,25",,,,,,,,,,,,
SÃO JOAO DE MERITI-RJ,,,,RJ,,,"556.916,64",,,,,,,,-,,,,,,"556.916,64",,,,,,,"1.601.097,15",,,,,,,,,,,,
SAO JOSE DE UBA-RJ,,,,RJ,,,"278.458,32",,,,,,,,-,,,,,,"278.458,32",,,,,,,"800.548,57",,,,,,,,,,,,
SÃO JOSE DO VALE DO RIO PRETO-RJ,,,,RJ,,,"348.072,90",,,,,,,,-,,,,,,"348.072,90",,,,,,,"1.000.685,71",,,,,,,,,,,,
SÃO PEDRO DA ALDEIA-RJ,,,,RJ,,,"459.456,24",,,,,,,,-,,,,,,"459.456,24",,,,,,,"1.320.905,16",,,,,,,,,,,,
SÃO SEBASTIAO DO ALTO-RJ,,,,RJ,,,"278.458,32",,,,,,,,-,,,,,,"278.458,32",,,,,,,"800.548,57",,,,,,,,,,,,
SAQUAREMA-RJ,,,,RJ,,,"445.533,32",,,,,,,,-,,,,,,"445.533,32",,,,,,,"1.280.877,72",,,,,,,,,,,,
SEROPEDICA-RJ,,,,RJ,,,"473.379,16",,,,,,,,-,,,,,,"473.379,16",,,,,,,"1.360.932,59",,,,,,,,,,,,
SILVA JARDIM-RJ,,,,RJ,,,"1.323.056,94",,,,,,,,-,,,,,,"1.323.056,94",,,,,,,"3.563.581,24",,,,,,,,,,,,
