MUTUIPE-BA,,,,BA,,,"75,05",,,,,,,,-,,,,,,"75,05",,,,,,,"272,67",,,,,,,,,,,,
NAZARE-BA,,,,BA,,,"77,94",,,,,,,,-,,,,,,"77,94",,,,,,,"283,17",,,,,,,,,,,,
NORDESTINA-BA,,,,BA,,,"60,62",,,,,,,,-,,,,,,"60,62",,,,,,,"220,24",,,,,,,,,,,,
NOVA CANAA-BA,,,,BA,,,"66,39",,,,,,,,-,,,,,,"66,39",,,,,,,"241,21",,,,,,,,,,,,
NOVA FATIMA-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
NOVA ITARANA-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
NOVA SOURE-BA,,,,BA,,,"77,94",,,,,,,,-,,,,,,"77,94",,,,,,,"283,17",,,,,,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,"63,51",,,,,,,,-,,,,,,"63,51",,,,,,,"230,73",,,,,,,,,,,,
OLINDINA-BA,,,,BA,,,"75,05",,,,,,,,-,,,,,,"75,05",,,,,,,"272,67",,,,,,,,,,,,
OURICANGAS-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
OUROLANDIA-BA,,,,BA,,,"66,39",,,,,,,,-,,,,,,"66,39",,,,,,,"241,21",,,,,,,,,,,,
PARIPIRANGA-BA,,,,BA,,,"77,94",,,,,,,,-,,,,,,"77,94",,,,,,,"283,17",,,,,,,,,,,,
PAULO AFONSO-BA,,,,BA,,,"106,81",,,,,,,,-,,,,,,"106,81",,,,,,,"388,05",,,,,,,,,,,,
PE DE SERRA-BA,,,,BA,,,"63,51",,,,,,,,-,,,,,,"63,51",,,,,,,"230,73",,,,,,,,,,,,
PEDRAO-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,BA,,,"69,28",,,,,,,,-,,,,,,"69,28",,,,,,,"251,70",,,,,,,,,,,,
PINTADAS-BA,,,,BA,,,"60,62",,,,,,,,-,,,,,,"60,62",,,,,,,"220,24",,,,,,,,,,,,
PIRITIBA-BA,,,,BA,,,"72,17",,,,,,,,-,,,,,,"72,17",,,,,,,"262,20",,,,,,,,,,,,
PLANALTINO-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
PLANALTO-BA,,,,BA,,,"75,05",,,,,,,,-,,,,,,"75,05",,,,,,,"272,67",,,,,,,,,,,,
POCOES-BA,,,,BA,,,"89,49",,,,,,,,-,,,,,,"89,49",,,,,,,"325,12",,,,,,,,,,,,
POJUCA-BA,,,,BA,,,"732.974,38",,,,,,,,"705.933,42",,,,,,"1.438.907,80",,,,,,,"4.035.649,76",,,,,,,,,,,,
QUEIMADAS-BA,,,,BA,,,"77,94",,,,,,,,-,,,,,,"77,94",,,,,,,"283,17",,,,,,,,,,,,
QUIJINGUE -BA,,,,BA,,,"77,94",,,,,,,,-,,,,,,"77,94",,,,,,,"283,17",,,,,,,,,,,,
QUIXABEIRA-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,BA,,,"75,05",,,,,,,,-,,,,,,"75,05",,,,,,,"272,67",,,,,,,,,,,,
RETIROLANDIA-BA,,,,BA,,,"60,62",,,,,,,,-,,,,,,"60,62",,,,,,,"220,24",,,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,BA,,,"80,83",,,,,,,,-,,,,,,"80,83",,,,,,,"293,66",,,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,BA,,,"63,51",,,,,,,,-,,,,,,"63,51",,,,,,,"230,73",,,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,BA,,,"89,49",,,,,,,,-,,,,,,"89,49",,,,,,,"325,12",,,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,BA,,,"66,39",,,,,,,,-,,,,,,"66,39",,,,,,,"241,21",,,,,,,,,,,,
RIO REAL-BA,,,,BA,,,"83,71",,,,,,,,-,,,,,,"83,71",,,,,,,"304,14",,,,,,,,,,,,
RUY BARBOSA-BA,,,,BA,,,"80,83",,,,,,,,-,,,,,,"80,83",,,,,,,"293,66",,,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,BA,,,"1.677,64",,,,,,,,"192.161,69",,,,,,"193.839,33",,,,,,,"425.046,98",,,,,,,,,,,,
SALVADOR-BA,,,,BA,,,"3.195,50",,,,,,,,"192.161,69",,,,,,"195.357,19",,,,,,,"430.561,58",,,,,,,,,,,,
SANTA BARBARA-BA,,,,BA,,,"69,28",,,,,,,,-,,,,,,"69,28",,,,,,,"251,70",,,,,,,,,,,,
SANTA BRIGIDA-BA,,,,BA,,,"69,28",,,,,,,,-,,,,,,"69,28",,,,,,,"251,70",,,,,,,,,,,,
SANTA INES-BA,,,,BA,,,"60,62",,,,,,,,-,,,,,,"60,62",,,,,,,"220,24",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA TERESINHA-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
SANTA LUZ-BA,,,,BA,,,"80,83",,,,,,,,-,,,,,,"80,83",,,,,,,"293,66",,,,,,,,,,,,
SANTANOPOLIS-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
SANTO AMARO-BA,,,,BA,,,"2.636,29",,,,,,,,"192.161,69",,,,,,"194.797,98",,,,,,,"428.529,89",,,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,BA,,,"101,03",,,,,,,,-,,,,,,"101,03",,,,,,,"367,07",,,,,,,,,,,,
SANTO ESTEVAO-BA,,,,BA,,,"89,49",,,,,,,,-,,,,,,"89,49",,,,,,,"325,12",,,,,,,,,,,,
SÃO DOMINGOS-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
SÃO FELIPE-BA,,,,BA,,,"75,05",,,,,,,,-,,,,,,"75,05",,,,,,,"272,67",,,,,,,,,,,,
SÃO FELIX-BA,,,,BA,,,"63,51",,,,,,,,-,,,,,,"63,51",,,,,,,"230,73",,,,,,,,,,,,
SÃO FRANCISCO DO CONDE-BA,,,,BA,,,"946.240,59",,,,,,,,"234.833,43",,,,,,"1.181.074,02",,,,,,,"3.537.893,32",,,,,,,,,,,,
SÃO GONCALO DOS CAMPOS-BA,,,,BA,,,"77,94",,,,,,,,-,,,,,,"77,94",,,,,,,"283,17",,,,,,,,,,,,
SÃO JOSE DO JACUIPE-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
SAOM IGUEL DAS MATAS-BA,,,,BA,,,"60,62",,,,,,,,-,,,,,,"60,62",,,,,,,"220,24",,,,,,,,,,,,
SÃO SEBASTIAO DO PASSE-BA,,,,BA,,,"310.852,68",,,,,,,,"220.641,66",,,,,,"531.494,34",,,,,,,"1.479.966,41",,,,,,,,,,,,
SAPEACU-BA,,,,BA,,,"69,28",,,,,,,,-,,,,,,"69,28",,,,,,,"251,70",,,,,,,,,,,,
SATIRO DIAS-BA,,,,BA,,,"30.838,31",,,,,,,,"15.692,20",,,,,,"46.530,51",,,,,,,"205.446,22",,,,,,,,,,,,
SAUBARA-BA,,,,BA,,,"1.677,64",,,,,,,,"192.161,69",,,,,,"193.839,33",,,,,,,"425.046,98",,,,,,,,,,,,
SERRA PRETA-BA,,,,BA,,,"69,28",,,,,,,,-,,,,,,"69,28",,,,,,,"251,70",,,,,,,,,,,,
SERRINHA-BA,,,,BA,,,"98,15",,,,,,,,-,,,,,,"98,15",,,,,,,"356,58",,,,,,,,,,,,
SERROLANDIA-BA,,,,BA,,,"63,51",,,,,,,,-,,,,,,"63,51",,,,,,,"230,73",,,,,,,,,,,,
SIMOES FILHO-BA,,,,BA,,,"87.367,47",,,,,,,,"3.278,17",,,,,,"90.645,64",,,,,,,"263.485,88",,,,,,,,,,,,
SITIO DO QUINTO-BA,,,,BA,,,"69,28",,,,,,,,-,,,,,,"69,28",,,,,,,"251,70",,,,,,,,,,,,
TANQUINHO-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
TAPIRAMUTA-BA,,,,BA,,,"69,28",,,,,,,,-,,,,,,"69,28",,,,,,,"251,70",,,,,,,,,,,,
TEODORO SAMPAIO-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
TEOFILANDIA-BA,,,,BA,,,"75,05",,,,,,,,-,,,,,,"75,05",,,,,,,"272,67",,,,,,,,,,,,
TERRA NOVA-BA,,,,BA,,,"240,74",,,,,,,,"114,31",,,,,,"355,05",,,,,,,"838,65",,,,,,,,,,,,
TUCANO-BA,,,,BA,,,"92,37",,,,,,,,-,,,,,,"92,37",,,,,,,"335,60",,,,,,,,,,,,
UAUA-BA,,,,BA,,,"77,94",,,,,,,,-,,,,,,"77,94",,,,,,,"283,17",,,,,,,,,,,,
UBAIRA-BA,,,,BA,,,"75,05",,,,,,,,-,,,,,,"75,05",,,,,,,"272,67",,,,,,,,,,,,
VALENTE-BA,,,,BA,,,"72,17",,,,,,,,-,,,,,,"72,17",,,,,,,"262,20",,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,BA,,,"63,51",,,,,,,,-,,,,,,"63,51",,,,,,,"230,73",,,,,,,,,,,,
VARZEA DO POCO-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
VARZEA NOVA-BA,,,,BA,,,"66,39",,,,,,,,-,,,,,,"66,39",,,,,,,"241,21",,,,,,,,,,,,
VARZEDO-BA,,,,BA,,,"57,73",,,,,,,,-,,,,,,"57,73",,,,,,,"209,75",,,,,,,,,,,,
VERA CRUZ-BA,,,,BA,,,"80,83",,,,,,,,-,,,,,,"80,83",,,,,,,"293,66",,,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,BA,,,"115,47",,,,,,,,-,,,,,,"115,47",,,,,,,"419,51",,,,,,,,,,,,
BAHIA TOTAL,,,,,,,"5.248.727,91",,,,,,,,"4.320.141,31",,,,,,"9.568.869,22",,,,,,,"26.165.404,09",,,,,,,,,,,,
ACARAU-CE,,,,CE,,,"3.243,74",,,,,,,,-,,,,,,"3.243,74",,,,,,,"8.888,15",,,,,,,,,,,,
ALCANTARAS-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
AMONTADA-CE,,,,CE,,,"67.709,19",,,,,,,,"85.621,13",,,,,,"153.330,32",,,,,,,"423.241,30",,,,,,,,,,,,
APUIARES-CE,,,,CE,,,"2.230,07",,,,,,,,-,,,,,,"2.230,07",,,,,,,"6.110,60",,,,,,,,,,,,
AQUIRAZ-CE,,,,CE,,,-,,,,,,,,"23.262,33",,,,,,"23.262,33",,,,,,,"28.970,77",,,,,,,,,,,,
ARACATI-CE,,,,CE,,,"678.409,79",,,,,,,,"15.356,88",,,,,,"693.766,67",,,,,,,"1.877.949,72",,,,,,,,,,,,
ARARENDA-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
BARROQUINHA-CE,,,,CE,,,"2.230,07",,,,,,,,-,,,,,,"2.230,07",,,,,,,"6.110,60",,,,,,,,,,,,
BELA CRUZ-CE,,,,CE,,,"2.838,27",,,,,,,,-,,,,,,"2.838,27",,,,,,,"7.777,13",,,,,,,,,,,,
CAMOCIM-CE,,,,CE,,,"3.243,74",,,,,,,,-,,,,,,"3.243,74",,,,,,,"8.888,15",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANINDE-CE,,,,CE,,,"3.446,48",,,,,,,,-,,,,,,"3.446,48",,,,,,,"9.443,66",,,,,,,,,,,,
CARIDADE-CE,,,,CE,,,"2.331,44",,,,,,,,-,,,,,,"2.331,44",,,,,,,"6.388,36",,,,,,,,,,,,
CARIRE-CE,,,,CE,,,"2.534,17",,,,,,,,-,,,,,,"2.534,17",,,,,,,"6.943,87",,,,,,,,,,,,
CARNAUBAL-CE,,,,CE,,,"2.331,44",,,,,,,,-,,,,,,"2.331,44",,,,,,,"6.388,36",,,,,,,,,,,,
CATUNDA-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
CAUCAIA-CE,,,,CE,,,-,,,,,,,,"23.262,33",,,,,,"23.262,33",,,,,,,"28.970,77",,,,,,,,,,,,
CHAVAL-CE,,,,CE,,,"2.230,07",,,,,,,,-,,,,,,"2.230,07",,,,,,,"6.110,60",,,,,,,,,,,,
COREAU-CE,,,,CE,,,"2.534,17",,,,,,,,-,,,,,,"2.534,17",,,,,,,"6.943,87",,,,,,,,,,,,
CRATEUS-CE,,,,CE,,,"3.446,48",,,,,,,,-,,,,,,"3.446,48",,,,,,,"9.443,66",,,,,,,,,,,,
CROATA-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
CRUZ-CE,,,,CE,,,"2.534,17",,,,,,,,-,,,,,,"2.534,17",,,,,,,"6.943,87",,,,,,,,,,,,
FORQUILHA-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
FORTALEZA-CE,,,,CE,,,"1.137.821,25",,,,,,,,"31.016,44",,,,,,"1.168.837,69",,,,,,,"1.423.841,02",,,,,,,,,,,,
FRECHEIRINHA-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
GRACA-CE,,,,CE,,,"2.331,44",,,,,,,,-,,,,,,"2.331,44",,,,,,,"6.388,36",,,,,,,,,,,,
GRANJA-CE,,,,CE,,,"3.243,74",,,,,,,,-,,,,,,"3.243,74",,,,,,,"8.888,15",,,,,,,,,,,,
GROAIRAS-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,CE,,,"2.939,64",,,,,,,,-,,,,,,"2.939,64",,,,,,,"8.054,88",,,,,,,,,,,,
HIDROLANDIA-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
IBIAPINA-CE,,,,CE,,,"2.635,54",,,,,,,,-,,,,,,"2.635,54",,,,,,,"7.221,62",,,,,,,,,,,,
ICAPUI-CE,,,,CE,,,"97.176,21",,,,,,,,"15.045,17",,,,,,"112.221,38",,,,,,,"311.459,97",,,,,,,,,,,,
INDEPENDENCIA-CE,,,,CE,,,"2.736,91",,,,,,,,-,,,,,,"2.736,91",,,,,,,"7.499,38",,,,,,,,,,,,
IPAPORANGA-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
IPU-CE,,,,CE,,,"3.041,01",,,,,,,,-,,,,,,"3.041,01",,,,,,,"8.332,64",,,,,,,,,,,,
IPUEIRAS-CE,,,,CE,,,"3.041,01",,,,,,,,-,,,,,,"3.041,01",,,,,,,"8.332,64",,,,,,,,,,,,
IRAUCUBA-CE,,,,CE,,,"2.534,17",,,,,,,,-,,,,,,"2.534,17",,,,,,,"6.943,87",,,,,,,,,,,,
ITAPAGE-CE,,,,CE,,,"3.142,38",,,,,,,,-,,,,,,"3.142,38",,,,,,,"8.610,40",,,,,,,,,,,,
ITAPIPOCA-CE,,,,CE,,,"84.052,79",,,,,,,,"70.940,11",,,,,,"154.992,90",,,,,,,"427.369,78",,,,,,,,,,,,
ITAREMA-CE,,,,CE,,,"65.374,39",,,,,,,,"63.785,49",,,,,,"129.159,88",,,,,,,"348.132,99",,,,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,CE,,,"2.230,07",,,,,,,,-,,,,,,"2.230,07",,,,,,,"6.110,60",,,,,,,,,,,,
MARCO-CE,,,,CE,,,"2.635,54",,,,,,,,-,,,,,,"2.635,54",,,,,,,"7.221,62",,,,,,,,,,,,
MARTINOPOLE-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
MASSAPE-CE,,,,CE,,,"2.838,27",,,,,,,,-,,,,,,"2.838,27",,,,,,,"7.777,13",,,,,,,,,,,,
MERUOCA-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
MIRAIMA-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
MONSENHOR TABOSA-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
MORAUJO-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
MORRINHOS-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
MUCAMBO-CE,,,,CE,,,"2.230,07",,,,,,,,-,,,,,,"2.230,07",,,,,,,"6.110,60",,,,,,,,,,,,
NOVARUSSAS-CE,,,,CE,,,"2.838,27",,,,,,,,-,,,,,,"2.838,27",,,,,,,"7.777,13",,,,,,,,,,,,
NOVOORIENTE-CE,,,,CE,,,"2.736,91",,,,,,,,-,,,,,,"2.736,91",,,,,,,"7.499,38",,,,,,,,,,,,
PACUJA-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
PARACURU-CE,,,,CE,,,"63.039,59",,,,,,,,"106.348,96",,,,,,"169.388,55",,,,,,,"467.786,30",,,,,,,,,,,,
PARAIPABA-CE,,,,CE,,,"2.736,91",,,,,,,,"4.687,15",,,,,,"7.424,06",,,,,,,"19.934,56",,,,,,,,,,,,
PARAMOTI-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
PENTE COSTE-CE,,,,CE,,,"2.939,64",,,,,,,,-,,,,,,"2.939,64",,,,,,,"8.054,88",,,,,,,,,,,,
PIRES FERREIRA-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORANGA-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
QUITERIANOPOLIS-CE,,,,CE,,,"2.534,17",,,,,,,,-,,,,,,"2.534,17",,,,,,,"6.943,87",,,,,,,,,,,,
RERIUTABA-CE,,,,CE,,,"2.635,54",,,,,,,,-,,,,,,"2.635,54",,,,,,,"7.221,62",,,,,,,,,,,,
SANTA QUITERIA-CE,,,,CE,,,"3.142,38",,,,,,,,-,,,,,,"3.142,38",,,,,,,"8.610,40",,,,,,,,,,,,
SANTANA DO ACARAU-CE,,,,CE,,,"2.736,91",,,,,,,,-,,,,,,"2.736,91",,,,,,,"7.499,38",,,,,,,,,,,,
SÃO BENEDITO-CE,,,,CE,,,"3.041,01",,,,,,,,-,,,,,,"3.041,01",,,,,,,"8.332,64",,,,,,,,,,,,
SÃO GONCALO DO AMARANTE-CE,,,,CE,,,"2.939,64",,,,,,,,-,,,,,,"2.939,64",,,,,,,"8.054,88",,,,,,,,,,,,
SÃO LUIS DO CURU-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
SENADOR SA-CE,,,,CE,,,"2.027,34",,,,,,,,-,,,,,,"2.027,34",,,,,,,"5.555,09",,,,,,,,,,,,
SOBRAL-CE,,,,CE,,,"4.054,68",,,,,,,,-,,,,,,"4.054,68",,,,,,,"11.110,20",,,,,,,,,,,,
TAMBORIL-CE,,,,CE,,,"2.736,91",,,,,,,,-,,,,,,"2.736,91",,,,,,,"7.499,38",,,,,,,,,,,,
TEJUCUOCA-CE,,,,CE,,,"2.230,07",,,,,,,,-,,,,,,"2.230,07",,,,,,,"6.110,60",,,,,,,,,,,,
TIANGUA-CE,,,,CE,,,"3.345,11",,,,,,,,-,,,,,,"3.345,11",,,,,,,"9.165,91",,,,,,,,,,,,
TRAIRI-CE,,,,CE,,,"72.378,79",,,,,,,,"109.310,61",,,,,,"181.689,40",,,,,,,"494.607,73",,,,,,,,,,,,
TURURU-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
UBAJARA-CE,,,,CE,,,"2.736,91",,,,,,,,-,,,,,,"2.736,91",,,,,,,"7.499,38",,,,,,,,,,,,
UMIRIM-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
URUBURETAMA-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
URUOCA-CE,,,,CE,,,"2.128,70",,,,,,,,-,,,,,,"2.128,70",,,,,,,"5.832,84",,,,,,,,,,,,
VARJOTA-CE,,,,CE,,,"2.432,81",,,,,,,,-,,,,,,"2.432,81",,,,,,,"6.666,12",,,,,,,,,,,,
VICOSA DO CEARA-CE,,,,CE,,,"3.142,38",,,,,,,,-,,,,,,"3.142,38",,,,,,,"8.610,40",,,,,,,,,,,,
CEARA TOTAL,,,,,,,"2.442.239,08",,,,,,,,"548.636,60",,,,,,"2.990.875,68",,,,,,,"6.327.780,90",,,,,,,,,,,,
AFONSO CLAUDIO-ES,,,,ES,,,"2.060,06",,,,,,,,-,,,,,,"2.060,06",,,,,,,"11.029,50",,,,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
AGUIA BRANCA-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
ALEGRE-ES,,,,ES,,,"1.989,02",,,,,,,,-,,,,,,"1.989,02",,,,,,,"10.649,17",,,,,,,,,,,,
ALFREDO CHAVES-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
ALTORIO NOVO-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
ANCHIETA-ES,,,,ES,,,"20.606,92",,,,,,,,-,,,,,,"20.606,92",,,,,,,"110.328,64",,,,,,,,,,,,
APIACA-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
ARACRUZ-ES,,,,ES,,,"2.415,25",,,,,,,,"19.284,66",,,,,,"21.699,91",,,,,,,"577.206,52",,,,,,,,,,,,
ATILIO VIVACQUA-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
BAIXO GUANDU-ES,,,,ES,,,"1.917,99",,,,,,,,-,,,,,,"1.917,99",,,,,,,"10.268,85",,,,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,ES,,,"2.131,10",,,,,,,,-,,,,,,"2.131,10",,,,,,,"11.409,83",,,,,,,,,,,,
BOA ESPERANCA-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
BOM JESÚS DO NORTE-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
BREJETUBA-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,ES,,,"2.841,47",,,,,,,,-,,,,,,"2.841,47",,,,,,,"15.213,11",,,,,,,,,,,,
CARIACICA -ES,,,,ES,,,"2.841,47",,,,,,,,-,,,,,,"2.841,47",,,,,,,"15.213,11",,,,,,,,,,,,
CASTELO-ES,,,,ES,,,"2.060,06",,,,,,,,-,,,,,,"2.060,06",,,,,,,"11.029,50",,,,,,,,,,,,
COLATINA-ES,,,,ES,,,"2.628,36",,,,,,,,-,,,,,,"2.628,36",,,,,,,"14.072,12",,,,,,,,,,,,
CONCEICAO DA BARRA -ES,,,,ES,,,"93.486,43",,,,,,,,"5.088,84",,,,,,"98.575,27",,,,,,,"279.425,19",,,,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
DOMINGOS MARTINS-ES,,,,ES,,,"1.989,02",,,,,,,,-,,,,,,"1.989,02",,,,,,,"10.649,17",,,,,,,,,,,,
DORES DO RIOPRETO-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
ECOPORANGA-ES,,,,ES,,,"1.846,95",,,,,,,,-,,,,,,"1.846,95",,,,,,,"9.888,51",,,,,,,,,,,,
FUNDAO-ES,,,,ES,,,"1.562,80",,,,,,,,-,,,,,,"1.562,80",,,,,,,"8.367,20",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
GUACUI-ES,,,,ES,,,"1.917,99",,,,,,,,-,,,,,,"1.917,99",,,,,,,"10.268,85",,,,,,,,,,,,
GUARAPARI-ES,,,,ES,,,"2.557,32",,,,,,,,-,,,,,,"2.557,32",,,,,,,"13.691,79",,,,,,,,,,,,
IBATIBA-ES,,,,ES,,,"1.775,91",,,,,,,,-,,,,,,"1.775,91",,,,,,,"9.508,18",,,,,,,,,,,,
IBIRACU-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
IBITIRAMA-ES,,,,ES,,,"1.420,73",,,,,,,,-,,,,,,"1.420,73",,,,,,,"7.606,54",,,,,,,,,,,,
ICONHA-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
IRUPI-ES,,,,ES,,,"1.491,77",,,,,,,,-,,,,,,"1.491,77",,,,,,,"7.986,87",,,,,,,,,,,,
