PLANALTINO-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
PLANALTO-BA,,,BA,,,,"100,45",,,,,,,,-,,,,,,"100,45",,,,,"197,62",,,,,,,
POCOES-BA,,,BA,,,,"119,77",,,,,,,,-,,,,,,"119,77",,,,,"235,63",,,,,,,
POJUCA-BA,,,BA,,,,"673.443,67",,,,,,,,"644.425,21",,,,,,"1.317.868,88",,,,,"2.596.741,96",,,,,,,
QUEIMADAS-BA,,,BA,,,,"104,32",,,,,,,,-,,,,,,"104,32",,,,,"205,23",,,,,,,
QUIJINGUE-BA,,,BA,,,,"104,32",,,,,,,,-,,,,,,"104,32",,,,,"205,23",,,,,,,
QUIXABEIRA-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
RAFAEL JAMBEIRO-BA,,,BA,,,,"100,45",,,,,,,,-,,,,,,"100,45",,,,,"197,62",,,,,,,
RETIROLANDIA-BA,,,BA,,,,"81,13",,,,,,,,-,,,,,,"81,13",,,,,"159,62",,,,,,,
RIACHAO DO JACUIPE-BA,,,BA,,,,"108,18",,,,,,,,-,,,,,,"108,18",,,,,"212,83",,,,,,,
RIBEIRA DO AMPARO-BA,,,BA,,,,"85,00",,,,,,,,-,,,,,,"85,00",,,,,"167,22",,,,,,,
RIBEIRA DO POMBAL-BA,,,BA,,,,"119,77",,,,,,,,-,,,,,,"119,77",,,,,"235,63",,,,,,,
RIBEIRAO DO LARGO-BA,,,BA,,,,"88,86",,,,,,,,-,,,,,,"88,86",,,,,"174,82",,,,,,,
RIO REAL-BA,,,BA,,,,"112,04",,,,,,,,-,,,,,,"112,04",,,,,"220,43",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUY BARBOSA-BA,,,BA,,,,"108,18",,,,,,,,-,,,,,,"108,18",,,,,"212,83",,,,,,,
SALINAS DA MARGARIDA -BA,,,BA,,,,"2.245,36",,,,,,,,"124.380,63",,,,,,"126.625,99",,,,,"231.207,65",,,,,,,
SALVADOR-BA,,,BA,,,,"4.276,89",,,,,,,,"124.380,63",,,,,,"128.657,52",,,,,"235.204,39",,,,,,,
SANTA BARBARA-BA,,,BA,,,,"92,72",,,,,,,,-,,,,,,"92,72",,,,,"182,42",,,,,,,
SANTA BRIGIDA-BA,,,BA,,,,"92,72",,,,,,,,-,,,,,,"92,72",,,,,"182,42",,,,,,,
SANTA INES-BA,,,BA,,,,"81,13",,,,,,,,-,,,,,,"81,13",,,,,"159,62",,,,,,,
SANTA TERESINHA-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
SANTALUZ-BA,,,BA,,,,"108,18",,,,,,,,-,,,,,,"108,18",,,,,"212,83",,,,,,,
SANTANOPOLIS-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
SANTO AMARO-BA,,,BA,,,,"3.528,43",,,,,,,,"124.380,63",,,,,,"127.909,06",,,,,"233.731,91",,,,,,,
SANTO ANTONIO DE JESUS-BA,,,BA,,,,"135,23",,,,,,,,-,,,,,,"135,23",,,,,"266,04",,,,,,,
SANTO ESTEVAO-BA,,,BA,,,,"119,77",,,,,,,,-,,,,,,"119,77",,,,,"235,63",,,,,,,
SAO DOMINGOS-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
SAO FELIPE-BA,,,BA,,,,"100,45",,,,,,,,-,,,,,,"100,45",,,,,"197,62",,,,,,,
SAO FELIX-BA,,,BA,,,,"85,00",,,,,,,,-,,,,,,"85,00",,,,,"167,22",,,,,,,
SAO FRANCISCO DO CONDE-BA,,,BA,,,,"809.366,28",,,,,,,,"171.508,09",,,,,,"980.874,37",,,,,"2.356.819,30",,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,BA,,,,"104,32",,,,,,,,-,,,,,,"104,32",,,,,"205,23",,,,,,,
SAO JOSE DO JACUIPE-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
SAO MIGUEL DAS MATAS-BA,,,BA,,,,"81,13",,,,,,,,-,,,,,,"81,13",,,,,"159,62",,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,BA,,,,"287.574,22",,,,,,,,"204.121,72",,,,,,"491.695,94",,,,,"948.472,07",,,,,,,
SAPEACU-BA,,,BA,,,,"92,72",,,,,,,,-,,,,,,"92,72",,,,,"182,42",,,,,,,
SATIRO DIAS-BA,,,BA,,,,"47.646,36",,,,,,,,"24.252,35",,,,,,"71.898,71",,,,,"158.915,71",,,,,,,
SAUBARA-BA,,,BA,,,,"2.245,36",,,,,,,,"124.380,63",,,,,,"126.625,99",,,,,"231.207,65",,,,,,,
SERRA PRETA-BA,,,BA,,,,"92,72",,,,,,,,-,,,,,,"92,72",,,,,"182,42",,,,,,,
SERRINHA-BA,,,BA,,,,"131,36",,,,,,,,-,,,,,,"131,36",,,,,"258,43",,,,,,,
SERROLANDIA-BA,,,BA,,,,"85,00",,,,,,,,-,,,,,,"85,00",,,,,"167,22",,,,,,,
SIMOES FILHO-BA,,,BA,,,,"79.681,42",,,,,,,,"4.970,41",,,,,,"84.651,83",,,,,"172.840,24",,,,,,,
SITIO DO QUINTO-BA,,,BA,,,,"92,72",,,,,,,,-,,,,,,"92,72",,,,,"182,42",,,,,,,
TANQUINHO-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
TAPIRAMUTA-BA,,,BA,,,,"92,72",,,,,,,,-,,,,,,"92,72",,,,,"182,42",,,,,,,
TEODORO SAMPAIO-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
TEOFILANDIA-BA,,,BA,,,,"100,45",,,,,,,,-,,,,,,"100,45",,,,,"197,62",,,,,,,
TERRA NOVA-BA,,,BA,,,,"179,23",,,,,,,,"60,78",,,,,,"240,01",,,,,"483,60",,,,,,,
TUCANO-BA,,,BA,,,,"123,63",,,,,,,,-,,,,,,"123,63",,,,,"243,23",,,,,,,
UAUA-BA,,,BA,,,,"104,32",,,,,,,,-,,,,,,"104,32",,,,,"205,23",,,,,,,
UBAIRA-BA,,,BA,,,,"100,45",,,,,,,,-,,,,,,"100,45",,,,,"197,62",,,,,,,
VALENTE-BA,,,BA,,,,"96,59",,,,,,,,-,,,,,,"96,59",,,,,"190,03",,,,,,,
VARZEA DA ROCA-BA,,,BA,,,,"85,00",,,,,,,,-,,,,,,"85,00",,,,,"167,22",,,,,,,
VARZEA DO POCO-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
VARZEA NOVA-BA,,,BA,,,,"88,86",,,,,,,,-,,,,,,"88,86",,,,,"174,82",,,,,,,
VARZEDO-BA,,,BA,,,,"77,27",,,,,,,,-,,,,,,"77,27",,,,,"152,02",,,,,,,
VERA CRUZ-BA,,,BA,,,,"108,18",,,,,,,,-,,,,,,"108,18",,,,,"212,83",,,,,,,
VITORIA DA CONQUISTA-BA,,,BA,,,,"154,54",,,,,,,,-,,,,,,"154,54",,,,,"304,04",,,,,,,
BAHIA TOTAL,,,,,,,"4.734.046,82",,,,,,,,"3.381.380,59",,,,,,"8.115.427,41",,,,,"16.596.534,87",,,,,,,
ACARAU-CE,,,CE,,,,"2.852,76",,,,,,,,-,,,,,,"2.852,76",,,,,"5.644,41",,,,,,,
ALCANTARAS-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
AMONTADA-CE,,,CE,,,,"59.547,86",,,,,,,,"78.460,99",,,,,,"138.008,85",,,,,"269.910,98",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APUIARES-CE,,,CE,,,,"1.961,27",,,,,,,,-,,,,,,"1.961,27",,,,,"3.880,53",,,,,,,
AQUIRAZ-CE,,,CE,,,,-,,,,,,,,"4.077,94",,,,,,"4.077,94",,,,,"5.708,44",,,,,,,
ARACATI-CE,,,CE,,,,"590.523,57",,,,,,,,"11.502,81",,,,,,"602.026,38",,,,,"1.184.183,05",,,,,,,
ARARENDA-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
BARROQUINHA-CE,,,CE,,,,"1.961,27",,,,,,,,-,,,,,,"1.961,27",,,,,"3.880,53",,,,,,,
BELA CRUZ-CE,,,CE,,,,"2.496,16",,,,,,,,-,,,,,,"2.496,16",,,,,"4.938,86",,,,,,,
CAMOCIM-CE,,,CE,,,,"2.852,76",,,,,,,,-,,,,,,"2.852,76",,,,,"5.644,41",,,,,,,
CANINDE-CE,,,CE,,,,"3.031,05",,,,,,,,-,,,,,,"3.031,05",,,,,"5.997,18",,,,,,,
CARIDADE-CE,,,CE,,,,"2.050,42",,,,,,,,-,,,,,,"2.050,42",,,,,"4.056,92",,,,,,,
CARIRE-CE,,,CE,,,,"2.228,72",,,,,,,,-,,,,,,"2.228,72",,,,,"4.409,70",,,,,,,
CARNAUBAL-CE,,,CE,,,,"2.050,42",,,,,,,,-,,,,,,"2.050,42",,,,,"4.056,92",,,,,,,
CATUNDA-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
CAUCAIA-CE,,,CE,,,,-,,,,,,,,"4.077,94",,,,,,"4.077,94",,,,,"5.708,44",,,,,,,
CHAVAL-CE,,,CE,,,,"1.961,27",,,,,,,,-,,,,,,"1.961,27",,,,,"3.880,53",,,,,,,
COREAU-CE,,,CE,,,,"2.228,72",,,,,,,,-,,,,,,"2.228,72",,,,,"4.409,70",,,,,,,
CRATEUS-CE,,,CE,,,,"3.031,05",,,,,,,,-,,,,,,"3.031,05",,,,,"5.997,18",,,,,,,
CROATA-CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
CRUZ-CE,,,CE,,,,"2.228,72",,,,,,,,-,,,,,,"2.228,72",,,,,"4.409,70",,,,,,,
FORQUILHA -CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
FORTALEZA-CE,,,CE,,,,"123.261,65",,,,,,,,"5.437,26",,,,,,"128.698,91",,,,,"255.003,33",,,,,,,
FRECHEIRINHA-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
GENERAL SAMPAIO-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
GRACA-CE,,,CE,,,,"2.050,42",,,,,,,,-,,,,,,"2.050,42",,,,,"4.056,92",,,,,,,
GRANJA-CE,,,CE,,,,"2.852,76",,,,,,,,-,,,,,,"2.852,76",,,,,"5.644,41",,,,,,,
GROAIRAS-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
GUARACIABA DO NORTE-CE,,,CE,,,,"2.585,31",,,,,,,,-,,,,,,"2.585,31",,,,,"5.115,24",,,,,,,
HIDROLANDIA-CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
IBIAPINA-CE,,,CE,,,,"2.317,86",,,,,,,,-,,,,,,"2.317,86",,,,,"4.586,08",,,,,,,
ICAPUI-CE,,,CE,,,,"84.811,05",,,,,,,,"13.917,95",,,,,,"98.729,00",,,,,"199.238,59",,,,,,,
INDEPENDENCIA-CE,,,CE,,,,"2.407,01",,,,,,,,-,,,,,,"2.407,01",,,,,"4.762,47",,,,,,,
IPAPORANGA-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
IPU-CE,,,CE,,,,"2.674,46",,,,,,,,-,,,,,,"2.674,46",,,,,"5.291,63",,,,,,,
IPUEIRAS-CE,,,CE,,,,"2.674,46",,,,,,,,-,,,,,,"2.674,46",,,,,"5.291,63",,,,,,,
IRAUCUBA-CE,,,CE,,,,"2.228,72",,,,,,,,-,,,,,,"2.228,72",,,,,"4.409,70",,,,,,,
ITAPAGE-CE,,,CE,,,,"2.763,61",,,,,,,,-,,,,,,"2.763,61",,,,,"5.468,02",,,,,,,
ITAPIPOCA-CE,,,CE,,,,"73.921,49",,,,,,,,"63.364,07",,,,,,"137.285,56",,,,,"272.376,88",,,,,,,
ITAREMA-CE,,,CE,,,,"57.494,49",,,,,,,,"51.962,16",,,,,,"109.456,65",,,,,"218.973,11",,,,,,,
JIJOCA DE JERICOACOARA-CE,,,CE,,,,"1.961,27",,,,,,,,-,,,,,,"1.961,27",,,,,"3.880,53",,,,,,,
MARCO-CE,,,CE,,,,"2.317,86",,,,,,,,-,,,,,,"2.317,86",,,,,"4.586,08",,,,,,,
MARTINOPOLE-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
MASSAPE-CE,,,CE,,,,"2.496,16",,,,,,,,-,,,,,,"2.496,16",,,,,"4.938,86",,,,,,,
MERUOCA-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
MIRAIMA-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
MONSENHOR TABOSA-CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
MORAUJO-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
MORRINHOS-CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
MUCAMBO-CE,,,CE,,,,"1.961,27",,,,,,,,-,,,,,,"1.961,27",,,,,"3.880,53",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA RUSSAS-CE,,,CE,,,,"2.496,16",,,,,,,,-,,,,,,"2.496,16",,,,,"4.938,86",,,,,,,
NOVO ORIENTE-CE,,,CE,,,,"2.407,01",,,,,,,,-,,,,,,"2.407,01",,,,,"4.762,47",,,,,,,
PACUJA-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
PARACURU-CE,,,CE,,,,"55.441,11",,,,,,,,"97.348,79",,,,,,"152.789,90",,,,,"298.397,75",,,,,,,
PARAIPABA-CE,,,CE,,,,"2.407,01",,,,,,,,"3.827,14",,,,,,"6.234,15",,,,,"12.510,50",,,,,,,
PARAMOTI-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
PENTECOSTE-CE,,,CE,,,,"2.585,31",,,,,,,,-,,,,,,"2.585,31",,,,,"5.115,24",,,,,,,
PIRES FERREIRA-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
PORANGA-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
QUITERIANOPOLIS-CE,,,CE,,,,"2.228,72",,,,,,,,-,,,,,,"2.228,72",,,,,"4.409,70",,,,,,,
RERIUTABA-CE,,,CE,,,,"2.317,86",,,,,,,,-,,,,,,"2.317,86",,,,,"4.586,08",,,,,,,
SANTA QUITERIA-CE,,,CE,,,,"2.763,61",,,,,,,,-,,,,,,"2.763,61",,,,,"5.468,02",,,,,,,
SANTANA DO ACARAU-CE,,,CE,,,,"2.407,01",,,,,,,,-,,,,,,"2.407,01",,,,,"4.762,47",,,,,,,
SAO BENEDITO-CE,,,CE,,,,"2.674,46",,,,,,,,-,,,,,,"2.674,46",,,,,"5.291,63",,,,,,,
SAO GONCALO DO AMARANTE-CE,,,CE,,,,"2.585,31",,,,,,,,-,,,,,,"2.585,31",,,,,"5.115,24",,,,,,,
SAO LUIS DO CURU-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
SENADOR SA-CE,,,CE,,,,"1.782,97",,,,,,,,-,,,,,,"1.782,97",,,,,"3.527,75",,,,,,,
SOBRAL-CE,,,CE,,,,"3.565,95",,,,,,,,-,,,,,,"3.565,95",,,,,"7.055,52",,,,,,,
TAMBORIL-CE,,,CE,,,,"2.407,01",,,,,,,,-,,,,,,"2.407,01",,,,,"4.762,47",,,,,,,
TEJUCUOCA-CE,,,CE,,,,"1.961,27",,,,,,,,-,,,,,,"1.961,27",,,,,"3.880,53",,,,,,,
TIANGUA-CE,,,CE,,,,"2.941,91",,,,,,,,-,,,,,,"2.941,91",,,,,"5.820,80",,,,,,,
TRAIRI-CE,,,CE,,,,"63.654,61",,,,,,,,"92.611,29",,,,,,"156.265,90",,,,,"312.918,33",,,,,,,
TURURU-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
UBAJARA-CE,,,CE,,,,"2.407,01",,,,,,,,-,,,,,,"2.407,01",,,,,"4.762,47",,,,,,,
UMIRIM-CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
URUBURETAMA-CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
URUOCA-CE,,,CE,,,,"1.872,12",,,,,,,,-,,,,,,"1.872,12",,,,,"3.704,14",,,,,,,
VARJOTA-CE,,,CE,,,,"2.139,57",,,,,,,,-,,,,,,"2.139,57",,,,,"4.233,31",,,,,,,
VICOSA DO CEARA-CE,,,CE,,,,"2.763,61",,,,,,,,-,,,,,,"2.763,61",,,,,"5.468,02",,,,,,,
CEARA TOTAL,,,,,,,"1.263.685,30",,,,,,,,"426.588,34",,,,,,"1.690.273,64",,,,,"3.336.905,22",,,,,,,
AFONSO CLAUDIO-ES,,,ES,,,,"4.703,56",,,,,,,,-,,,,,,"4.703,56",,,,,"8.969,44",,,,,,,
AGUA DOCE DO NORTE-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
AGUIA BRANCA-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
ALEGRE-ES,,,ES,,,,"4.541,37",,,,,,,,-,,,,,,"4.541,37",,,,,"8.660,15",,,,,,,
ALFREDO CHAVES-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
ALTO RIO NOVO-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
ANCHIETA-ES,,,ES,,,,"47.049,93",,,,,,,,-,,,,,,"47.049,93",,,,,"89.721,72",,,,,,,
APIACA-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
ARACRUZ-ES,,,ES,,,,"5.514,52",,,,,,,,"17.495,39",,,,,,"23.009,91",,,,,"555.506,61",,,,,,,
ATILIO VIVACQUA-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
BAIXO GUANDU-ES,,,ES,,,,"4.379,18",,,,,,,,-,,,,,,"4.379,18",,,,,"8.350,86",,,,,,,
BARRA DE SAO FRANCISCO-ES,,,ES,,,,"4.865,75",,,,,,,,-,,,,,,"4.865,75",,,,,"9.278,73",,,,,,,
BOA ESPERANCA-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
BOM JESUS DO NORTE-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
BREJETUBA-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,ES,,,,"6.487,67",,,,,,,,-,,,,,,"6.487,67",,,,,"12.371,64",,,,,,,
CARIACICA-ES,,,ES,,,,"6.487,67",,,,,,,,-,,,,,,"6.487,67",,,,,"12.371,64",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTELO-ES,,,ES,,,,"4.703,56",,,,,,,,-,,,,,,"4.703,56",,,,,"8.969,44",,,,,,,
COLATINA-ES,,,ES,,,,"6.001,09",,,,,,,,-,,,,,,"6.001,09",,,,,"11.443,76",,,,,,,
CONCEICAO DA BARRA-ES,,,ES,,,,"85.224,67",,,,,,,,"4.924,78",,,,,,"90.149,45",,,,,"180.849,92",,,,,,,
CONCEICAO DO CASTELO-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
DIVINO DE SAO LOURENCO-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
DOMINGOS MARTINS-ES,,,ES,,,,"4.541,37",,,,,,,,-,,,,,,"4.541,37",,,,,"8.660,15",,,,,,,
DORES DO RIO PRETO-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
ECOPORANGA-ES,,,ES,,,,"4.216,98",,,,,,,,-,,,,,,"4.216,98",,,,,"8.041,56",,,,,,,
FUNDAO-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
GOVERNADOR LINDENBERG-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
GUACUI-ES,,,ES,,,,"4.379,18",,,,,,,,-,,,,,,"4.379,18",,,,,"8.350,86",,,,,,,
GUARAPARI -ES,,,ES,,,,"5.838,90",,,,,,,,-,,,,,,"5.838,90",,,,,"11.134,47",,,,,,,
IBATIBA-ES,,,ES,,,,"4.054,79",,,,,,,,-,,,,,,"4.054,79",,,,,"7.732,27",,,,,,,
IBIRACU-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
IBITIRAMA-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
ICONHA-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
IRUPI-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
ITAGUACU-ES,,,ES,,,,"3.730,41",,,,,,,,-,,,,,,"3.730,41",,,,,"7.113,69",,,,,,,
ITAPEMIRIM-ES,,,ES,,,,"52.695,92",,,,,,,,"230.023,01",,,,,,"282.718,93",,,,,"539.827,93",,,,,,,
ITARANA -ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
IUNA-ES,,,ES,,,,"4.379,18",,,,,,,,-,,,,,,"4.379,18",,,,,"8.350,86",,,,,,,
JAGUARE -ES,,,ES,,,,"401.351,68",,,,,,,,"172.009,39",,,,,,"573.361,07",,,,,"1.092.555,77",,,,,,,
JERONIMO MONTEIRO-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
JOAO NEIVA-ES,,,ES,,,,"3.730,41",,,,,,,,-,,,,,,"3.730,41",,,,,"7.113,69",,,,,,,
LARANJA DA TERRA-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
LINHARES-ES,,,ES,,,,"974.887,04",,,,,,,,"143.147,32",,,,,,"1.118.034,36",,,,,"2.711.661,67",,,,,,,
MANTENOPOLIS-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
MARATAIZES-ES,,,ES,,,,"4.541,37",,,,,,,,"32.835,83",,,,,,"37.377,20",,,,,"71.375,96",,,,,,,
MARECHAL FLORIANO-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
MARILANDIA-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
MIMOSO DO SUL-ES,,,ES,,,,"4.379,18",,,,,,,,-,,,,,,"4.379,18",,,,,"8.350,86",,,,,,,
MONTANHA-ES,,,ES,,,,"3.892,60",,,,,,,,-,,,,,,"3.892,60",,,,,"7.422,98",,,,,,,
MUCURICI-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
MUNIZ FREIRE-ES,,,ES,,,,"4.054,79",,,,,,,,-,,,,,,"4.054,79",,,,,"7.732,27",,,,,,,
MUQUI-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
NOVA VENECIA-ES,,,ES,,,,"5.027,94",,,,,,,,-,,,,,,"5.027,94",,,,,"9.588,02",,,,,,,
PANCAS-ES,,,ES,,,,"4.216,98",,,,,,,,-,,,,,,"4.216,98",,,,,"8.041,56",,,,,,,
PEDRO CANARIO-ES,,,ES,,,,"4.216,98",,,,,,,,-,,,,,,"4.216,98",,,,,"8.041,56",,,,,,,
PINHEIROS-ES,,,ES,,,,"4.216,98",,,,,,,,-,,,,,,"4.216,98",,,,,"8.041,56",,,,,,,
PIUMA-ES,,,ES,,,,"3.730,41",,,,,,,,-,,,,,,"3.730,41",,,,,"7.113,69",,,,,,,
PONTO BELO-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
PRESIDENTE KENNEDY-ES,,,ES,,,,"37.639,94",,,,,,,,"719.456,51",,,,,,"757.096,45",,,,,"1.466.256,87",,,,,,,
RIO BANANAL-ES,,,ES,,,,"3.892,60",,,,,,,,-,,,,,,"3.892,60",,,,,"7.422,98",,,,,,,
RIO NOVO DO SUL-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
SANTA LEOPOLDINA-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
SANTA MARIA DE JETIBA-ES,,,ES,,,,"4.541,37",,,,,,,,-,,,,,,"4.541,37",,,,,"8.660,15",,,,,,,
SANTA TERESA-ES,,,ES,,,,"4.216,98",,,,,,,,-,,,,,,"4.216,98",,,,,"8.041,56",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
SAO GABRIEL DA PALHA-ES,,,ES,,,,"4.379,18",,,,,,,,-,,,,,,"4.379,18",,,,,"8.350,86",,,,,,,
SAO JOSE DO CALCADO-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
SAO MATEUS-ES,,,ES,,,,"911.841,74",,,,,,,,"74.744,85",,,,,,"986.586,59",,,,,"2.458.242,28",,,,,,,
SAO ROQUE DO CANAA-ES,,,ES,,,,"3.406,02",,,,,,,,-,,,,,,"3.406,02",,,,,"6.495,10",,,,,,,
