SERRA-ES,,,ES,,,,"6.487,67",,,,,,,,-,,,,,,"6.487,67",,,,,"12.371,64",,,,,,,
SOORETAMA-ES,,,ES,,,,"4.054,79",,,,,,,,-,,,,,,"4.054,79",,,,,"7.732,27",,,,,,,
VARGEM ALTA-ES,,,ES,,,,"3.892,60",,,,,,,,-,,,,,,"3.892,60",,,,,"7.422,98",,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,ES,,,,"3.892,60",,,,,,,,-,,,,,,"3.892,60",,,,,"7.422,98",,,,,,,
VIANA-ES,,,ES,,,,"5.190,13",,,,,,,,-,,,,,,"5.190,13",,,,,"9.897,31",,,,,,,
VILA PAVAO-ES,,,ES,,,,"3.243,83",,,,,,,,-,,,,,,"3.243,83",,,,,"6.185,81",,,,,,,
VILA VALERIO-ES,,,ES,,,,"3.568,22",,,,,,,,-,,,,,,"3.568,22",,,,,"6.804,40",,,,,,,
VILA VELHA-ES,,,ES,,,,"75.279,88",,,,,,,,-,,,,,,"75.279,88",,,,,"143.554,75",,,,,,,
VITORIA-ES,,,ES,,,,"75.279,88",,,,,,,,-,,,,,,"75.279,88",,,,,"143.554,75",,,,,,,
ESPIRITO SANTO TOTAL,,,,,,,"2.937.625,24",,,,,,,,"1.394.637,08",,,,,,"4.332.262,32",,,,,"9.960.963,71",,,,,,,
JUIZ DE FORA-MG,,,MG,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"966.010,50",,,,,,,
MINAS GERAIS TOTAL,,,,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"966.010,50",,,,,,,
AFUA-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
ALENQUER-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
ALMEIRIM-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
ANAJAS-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
BREVES-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
CHAVES-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
CURUA-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
FARO-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
GURUPA-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
JURUTI-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
MELGACO-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
MONTE ALEGRE-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
OBIDOS-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
PORTO DE MOZ-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
PRAINHA-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
SANTAREM-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
TERRA SANTA-PA,,,PA,,,,-,,,,,,,,"4.989,15",,,,,,"4.989,15",,,,,"10.612,61",,,,,,,
PARA TOTAL,,,,,,,-,,,,,,,,"84.815,55",,,,,,"84.815,55",,,,,"180.414,37",,,,,,,
SANTA RITA-PB,,,PB,,,,"7.468.184,62",,,,,,,,-,,,,,,"7.468.184,62",,,,,"7.936.210,66",,,,,,,
PARAIBA TOTAL,,,,,,,"7.468.184,62",,,,,,,,-,,,,,,"7.468.184,62",,,,,"7.936.210,66",,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,PE,,,,"46.573,41",,,,,,,,-,,,,,,"46.573,41",,,,,"46.573,41",,,,,,,
PAULISTA-PE,,,PE,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"966.010,50",,,,,,,
PERNAMBUCO TOTAL,,,,,,,"544.557,87",,,,,,,,-,,,,,,"544.557,87",,,,,"1.012.583,91",,,,,,,
ADRIANOPOLIS-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
AGUDOS DO SUL-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
ALMIRANTE TAMANDARE-PR,,,PR,,,,"4.490,72",,,,,,,,-,,,,,,"4.490,72",,,,,"10.609,51",,,,,,,
ANTONINA-PR,,,PR,,,,"3.118,56",,,,,,,,-,,,,,,"3.118,56",,,,,"7.367,71",,,,,,,
ARAUCARIA-PR,,,PR,,,,"4.490,72",,,,,,,,-,,,,,,"4.490,72",,,,,"10.609,51",,,,,,,
BALSA NOVA-PR,,,PR,,,,"2.619,59",,,,,,,,-,,,,,,"2.619,59",,,,,"6.188,88",,,,,,,
BOCAIUVA DO SUL-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,PR,,,,"3.617,53",,,,,,,,-,,,,,,"3.617,53",,,,,"8.546,55",,,,,,,
CAMPO DO TENENTE-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
CAMPO LARGO-PR,,,PR,,,,"4.490,72",,,,,,,,-,,,,,,"4.490,72",,,,,"10.609,51",,,,,,,
CAMPO MAGRO-PR,,,PR,,,,"3.243,30",,,,,,,,-,,,,,,"3.243,30",,,,,"7.662,42",,,,,,,
CERRO AZUL-PR,,,PR,,,,"2.993,81",,,,,,,,-,,,,,,"2.993,81",,,,,"7.073,00",,,,,,,
COLOMBO-PR,,,PR,,,,"4.989,69",,,,,,,,-,,,,,,"4.989,69",,,,,"11.788,34",,,,,,,
CONTENDA-PR,,,PR,,,,"2.744,33",,,,,,,,-,,,,,,"2.744,33",,,,,"6.483,59",,,,,,,
CURITIBA-PR,,,PR,,,,"4.989,69",,,,,,,,-,,,,,,"4.989,69",,,,,"11.788,34",,,,,,,
DOUTOR ULYSSES-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
FAZENDA RIO GRANDE-PR,,,PR,,,,"4.116,50",,,,,,,,-,,,,,,"4.116,50",,,,,"9.725,39",,,,,,,
GUARAQUECABA-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
GUARATUBA-PR,,,PR,,,,"3.368,04",,,,,,,,-,,,,,,"3.368,04",,,,,"7.957,13",,,,,,,
ITAPERUCU-PR,,,PR,,,,"3.118,56",,,,,,,,-,,,,,,"3.118,56",,,,,"7.367,71",,,,,,,
LAPA-PR,,,PR,,,,"3.867,01",,,,,,,,-,,,,,,"3.867,01",,,,,"9.135,96",,,,,,,
MANDIRITUBA-PR,,,PR,,,,"2.993,81",,,,,,,,-,,,,,,"2.993,81",,,,,"7.073,00",,,,,,,
MATINHOS-PR,,,PR,,,,"182.622,93",,,,,,,,"92.502,17",,,,,,"275.125,10",,,,,"649.993,68",,,,,,,
MORRETES-PR,,,PR,,,,"2.869,07",,,,,,,,-,,,,,,"2.869,07",,,,,"6.778,29",,,,,,,
PARANAGUA-PR,,,PR,,,,"4.740,21",,,,,,,,-,,,,,,"4.740,21",,,,,"11.198,93",,,,,,,
PIEN-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
PINHAIS-PR,,,PR,,,,"4.615,47",,,,,,,,-,,,,,,"4.615,47",,,,,"10.904,22",,,,,,,
PIRAQUARA-PR,,,PR,,,,"4.365,98",,,,,,,,-,,,,,,"4.365,98",,,,,"10.314,80",,,,,,,
PONTAL DO PARANA-PR,,,PR,,,,"2.869,07",,,,,,,,"67.292,89",,,,,,"70.161,96",,,,,"165.760,35",,,,,,,
PORTO AMAZONAS-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
QUATRO BARRAS-PR,,,PR,,,,"2.993,81",,,,,,,,-,,,,,,"2.993,81",,,,,"7.073,00",,,,,,,
QUITANDINHA-PR,,,PR,,,,"2.869,07",,,,,,,,-,,,,,,"2.869,07",,,,,"6.778,29",,,,,,,
RIO BRANCO DO SUL-PR,,,PR,,,,"3.492,78",,,,,,,,-,,,,,,"3.492,78",,,,,"8.251,83",,,,,,,
RIO NEGRO-PR,,,PR,,,,"3.492,78",,,,,,,,-,,,,,,"3.492,78",,,,,"8.251,83",,,,,,,
SAO JOSE DOS PINHAIS-PR,,,PR,,,,"4.989,69",,,,,,,,-,,,,,,"4.989,69",,,,,"11.788,34",,,,,,,
TIJUCAS DO SUL-PR,,,PR,,,,"2.744,33",,,,,,,,-,,,,,,"2.744,33",,,,,"6.483,59",,,,,,,
TUNAS DO PARANA-PR,,,PR,,,,"2.494,84",,,,,,,,-,,,,,,"2.494,84",,,,,"5.894,16",,,,,,,
PARANA TOTAL,,,,,,,"304.371,33",,,,,,,,"159.795,06",,,,,,"464.166,39",,,,,"1.096.611,14",,,,,,,
ANGRA DOS REIS-RJ,,,RJ,,,,"708.986,71",,,,,,,,"915.684,46",,,,,,"1.624.671,17",,,,,"3.927.099,06",,,,,,,
APERIBE-RJ,,,RJ,,,,"259.120,19",,,,,,,,-,,,,,,"259.120,19",,,,,"522.090,25",,,,,,,
ARARUAMA-RJ,,,RJ,,,,"466.416,35",,,,,,,,-,,,,,,"466.416,35",,,,,"939.762,45",,,,,,,
ARMACAO DOS BUZIOS-RJ,,,RJ,,,,"2.310.768,84",,,,,,,,"1.329.483,11",,,,,,"3.640.251,95",,,,,"7.001.019,93",,,,,,,
ARRAIAL DO CABO-RJ,,,RJ,,,,"336.856,25",,,,,,,,"36.964,64",,,,,,"373.820,89",,,,,"747.356,55",,,,,,,
BARRA MANSA-RJ,,,RJ,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"966.010,50",,,,,,,
BELFORD ROXO-RJ,,,RJ,,,,"518.240,39",,,,,,,,-,,,,,,"518.240,39",,,,,"1.044.180,51",,,,,,,
BOM JARDIM-RJ,,,RJ,,,,"336.856,25",,,,,,,,-,,,,,,"336.856,25",,,,,"678.717,32",,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,RJ,,,,"375.724,28",,,,,,,,-,,,,,,"375.724,28",,,,,"757.030,86",,,,,,,
CABO FRIO-RJ,,,RJ,,,,"3.512.368,65",,,,,,,,"6.736.375,68",,,,,,"10.248.744,33",,,,,"19.593.227,92",,,,,,,
CACHOEIRAS DE MACACU-RJ,,,RJ,,,,"1.245.504,40",,,,,,,,-,,,,,,"1.245.504,40",,,,,"2.412.872,32",,,,,,,
CAMBUCI-RJ,,,RJ,,,,"297.988,22",,,,,,,,-,,,,,,"297.988,22",,,,,"600.403,79",,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,RJ,,,,"3.697.230,15",,,,,,,,"26.179.558,05",,,,,,"29.876.788,20",,,,,"57.967.018,72",,,,,,,
CANTAGALO-RJ,,,RJ,,,,"323.900,24",,,,,,,,-,,,,,,"323.900,24",,,,,"652.612,81",,,,,,,
CARAPEBUS-RJ,,,RJ,,,,"1.848.615,07",,,,,,,,"501.450,51",,,,,,"2.350.065,58",,,,,"4.542.184,69",,,,,,,
CARDOSO MOREIRA-RJ,,,RJ,,,,"285.032,21",,,,,,,,-,,,,,,"285.032,21",,,,,"574.299,27",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARMO-RJ,,,RJ,,,,"297.988,22",,,,,,,,-,,,,,,"297.988,22",,,,,"600.403,79",,,,,,,
CASIMIRO DE ABREU-RJ,,,RJ,,,,"2.403.199,60",,,,,,,,"1.730.230,10",,,,,,"4.133.429,70",,,,,"7.910.660,49",,,,,,,
CONCEICAO DE MACABU-RJ,,,RJ,,,,"323.900,24",,,,,,,,-,,,,,,"323.900,24",,,,,"652.612,81",,,,,,,
CORDEIRO-RJ,,,RJ,,,,"323.900,24",,,,,,,,-,,,,,,"323.900,24",,,,,"652.612,81",,,,,,,
DUAS BARRAS-RJ,,,RJ,,,,"272.076,20",,,,,,,,-,,,,,,"272.076,20",,,,,"548.194,76",,,,,,,
DUQUE DE CAXIAS-RJ,,,RJ,,,,"1.779.292,01",,,,,,,,"14.880,51",,,,,,"1.794.172,52",,,,,"3.461.840,98",,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,RJ,,,,"285.032,21",,,,,,,,-,,,,,,"285.032,21",,,,,"285.032,21",,,,,,,
GUAPIMIRIM-RJ,,,RJ,,,,"1.334.469,01",,,,,,,,"14.880,51",,,,,,"1.349.349,52",,,,,"2.600.100,87",,,,,,,
IGUABA GRANDE-RJ,,,RJ,,,,"297.988,22",,,,,,,,-,,,,,,"297.988,22",,,,,"600.403,79",,,,,,,
ITABORAI-RJ,,,RJ,,,,"518.240,39",,,,,,,,"14.880,51",,,,,,"533.120,90",,,,,"1.059.061,02",,,,,,,
ITAGUAI-RJ,,,RJ,,,,"466.416,35",,,,,,,,-,,,,,,"466.416,35",,,,,"939.762,45",,,,,,,
ITALVA-RJ,,,RJ,,,,"285.032,21",,,,,,,,-,,,,,,"285.032,21",,,,,"574.299,27",,,,,,,
ITAOCARA-RJ,,,RJ,,,,"336.856,25",,,,,,,,-,,,,,,"336.856,25",,,,,"678.717,32",,,,,,,
ITAPERUNA-RJ,,,RJ,,,,"466.416,35",,,,,,,,-,,,,,,"466.416,35",,,,,"939.762,45",,,,,,,
JAPERI-RJ,,,RJ,,,,"964.400,81",,,,,,,,-,,,,,,"964.400,81",,,,,"1.905.772,95",,,,,,,
LAJE DO MURIAE-RJ,,,RJ,,,,"259.120,19",,,,,,,,-,,,,,,"259.120,19",,,,,"522.090,25",,,,,,,
MACAE-RJ,,,RJ,,,,"14.943.322,81",,,,,,,,"9.471.062,53",,,,,,"24.414.385,34",,,,,"46.752.262,91",,,,,,,
MACUCO-RJ,,,RJ,,,,"259.120,19",,,,,,,,-,,,,,,"259.120,19",,,,,"522.090,25",,,,,,,
MAGE-RJ,,,RJ,,,,"1.601.362,81",,,,,,,,"14.880,51",,,,,,"1.616.243,32",,,,,"3.117.144,94",,,,,,,
MANGARATIBA-RJ,,,RJ,,,,"349.812,26",,,,,,,,"686.763,34",,,,,,"1.036.575,60",,,,,"2.275.959,21",,,,,,,
MARICA-RJ,,,RJ,,,,"453.460,34",,,,,,,,-,,,,,,"453.460,34",,,,,"913.657,94",,,,,,,
MENDES-RJ,,,RJ,,,,"310.944,23",,,,,,,,-,,,,,,"310.944,23",,,,,"310.944,23",,,,,,,
MESQUITA-RJ,,,RJ,,,,"518.240,39",,,,,,,,-,,,,,,"518.240,39",,,,,"1.044.180,51",,,,,,,
MIGUEL PEREIRA-RJ,,,RJ,,,,"336.856,25",,,,,,,,-,,,,,,"336.856,25",,,,,"336.856,25",,,,,,,
MIRACEMA-RJ,,,RJ,,,,"349.812,26",,,,,,,,-,,,,,,"349.812,26",,,,,"704.821,84",,,,,,,
NATIVIDADE-RJ,,,RJ,,,,"297.988,22",,,,,,,,-,,,,,,"297.988,22",,,,,"600.403,79",,,,,,,
NILOPOLIS-RJ,,,RJ,,,,"518.240,39",,,,,,,,-,,,,,,"518.240,39",,,,,"1.044.180,51",,,,,,,
NITEROI-RJ,,,RJ,,,,"3.697.230,15",,,,,,,,"14.880,51",,,,,,"3.712.110,66",,,,,"7.177.395,79",,,,,,,
NOVA FRIBURGO-RJ,,,RJ,,,,"518.240,39",,,,,,,,-,,,,,,"518.240,39",,,,,"1.044.180,51",,,,,,,
NOVA IGUACU-RJ,,,RJ,,,,"518.240,39",,,,,,,,-,,,,,,"518.240,39",,,,,"1.044.180,51",,,,,,,
PARACAMBI-RJ,,,RJ,,,,"401.636,30",,,,,,,,-,,,,,,"401.636,30",,,,,"809.239,89",,,,,,,
PARATI-RJ,,,RJ,,,,-,,,,,,,,"686.763,34",,,,,,"686.763,34",,,,,"1.571.137,37",,,,,,,
PATY DO ALFERES-RJ,,,RJ,,,,"336.856,25",,,,,,,,-,,,,,,"336.856,25",,,,,"336.856,25",,,,,,,
PETROPOLIS-RJ,,,RJ,,,,"518.240,39",,,,,,,,-,,,,,,"518.240,39",,,,,"1.044.180,51",,,,,,,
PIRAI-RJ,,,RJ,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"966.010,50",,,,,,,
PORCIUNCULA-RJ,,,RJ,,,,"297.988,22",,,,,,,,-,,,,,,"297.988,22",,,,,"600.403,79",,,,,,,
QUEIMADOS-RJ,,,RJ,,,,"492.328,37",,,,,,,,-,,,,,,"492.328,37",,,,,"991.971,48",,,,,,,
QUISSAMA-RJ,,,RJ,,,,"2.033.476,58",,,,,,,,"2.703.372,14",,,,,,"4.736.848,72",,,,,"9.185.310,13",,,,,,,
RIO BONITO-RJ,,,RJ,,,,"414.592,31",,,,,,,,-,,,,,,"414.592,31",,,,,"835.344,40",,,,,,,
RIO DAS OSTRAS-RJ,,,RJ,,,,"2.772.922,61",,,,,,,,"8.116.958,25",,,,,,"10.889.880,86",,,,,"21.210.136,23",,,,,,,
RIO DE JANEIRO-RJ,,,RJ,,,,"4.784.115,01",,,,,,,,"59.522,05",,,,,,"4.843.637,06",,,,,"8.308.922,19",,,,,,,
SANTA MARIA MADALENA-RJ,,,RJ,,,,"272.076,20",,,,,,,,-,,,,,,"272.076,20",,,,,"548.194,76",,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,RJ,,,,"388.680,29",,,,,,,,-,,,,,,"388.680,29",,,,,"783.135,38",,,,,,,
SAO FIDELIS-RJ,,,RJ,,,,"388.680,29",,,,,,,,-,,,,,,"388.680,29",,,,,"783.135,38",,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,RJ,,,,"401.636,30",,,,,,,,-,,,,,,"401.636,30",,,,,"809.239,89",,,,,,,
SAO GONCALO-RJ,,,RJ,,,,"518.240,39",,,,,,,,"14.880,51",,,,,,"533.120,90",,,,,"1.059.061,02",,,,,,,
SAO JOAO DA BARRA-RJ,,,RJ,,,,"2.495.630,35",,,,,,,,"959.123,10",,,,,,"3.454.753,45",,,,,"6.709.312,16",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO JOAO DE MERITI-RJ,,,RJ,,,,"518.240,39",,,,,,,,-,,,,,,"518.240,39",,,,,"1.044.180,51",,,,,,,
SAO JOSE DE UBA-RJ,,,RJ,,,,"259.120,19",,,,,,,,-,,,,,,"259.120,19",,,,,"522.090,25",,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,RJ,,,,"323.900,24",,,,,,,,-,,,,,,"323.900,24",,,,,"652.612,81",,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,RJ,,,,"427.548,32",,,,,,,,-,,,,,,"427.548,32",,,,,"861.448,92",,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,RJ,,,,"259.120,19",,,,,,,,-,,,,,,"259.120,19",,,,,"522.090,25",,,,,,,
SAQUAREMA-RJ,,,RJ,,,,"414.592,31",,,,,,,,-,,,,,,"414.592,31",,,,,"835.344,40",,,,,,,
SEROPEDICA-RJ,,,RJ,,,,"440.504,33",,,,,,,,-,,,,,,"440.504,33",,,,,"887.553,43",,,,,,,
SILVA JARDIM-RJ,,,RJ,,,,"1.156.539,80",,,,,,,,-,,,,,,"1.156.539,80",,,,,"2.240.524,30",,,,,,,
SUMIDOURO-RJ,,,RJ,,,,"297.988,22",,,,,,,,-,,,,,,"297.988,22",,,,,"600.403,79",,,,,,,
TANGUA-RJ,,,RJ,,,,"349.812,26",,,,,,,,-,,,,,,"349.812,26",,,,,"704.821,84",,,,,,,
TERESOPOLIS-RJ,,,RJ,,,,"505.284,38",,,,,,,,-,,,,,,"505.284,38",,,,,"1.018.075,99",,,,,,,
TRAJANO DE MORAIS-RJ,,,RJ,,,,"272.076,20",,,,,,,,-,,,,,,"272.076,20",,,,,"548.194,76",,,,,,,
VARRE-SAI-RJ,,,RJ,,,,"259.120,19",,,,,,,,-,,,,,,"259.120,19",,,,,"522.090,25",,,,,,,
VASSOURAS-RJ,,,RJ,,,,"362.768,27",,,,,,,,-,,,,,,"362.768,27",,,,,"362.768,27",,,,,,,
VOLTA REDONDA-RJ,,,RJ,,,,"497.984,46",,,,,,,,-,,,,,,"497.984,46",,,,,"966.010,50",,,,,,,
RIO DE JANEIRO TOTAL,,,,,,,"75.668.476,31",,,,,,,,"60.202.594,36",,,,,,"135.871.070,67",,,,,"262.585.275,96",,,,,,,
ACARI-RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
ACU-RN,,,RN,,,,"166.216,48",,,,,,,,"65.293,50",,,,,,"231.509,98",,,,,"502.357,41",,,,,,,
AFONSO BEZERRA -RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
AGUA NOVA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
ALEXANDRIA-RN,,,RN,,,,"5.522,59",,,,,,,,-,,,,,,"5.522,59",,,,,"10.903,35",,,,,,,
ALMINO AFONSO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
ALTO DO RODRIGUES-RN,,,RN,,,,"181.716,44",,,,,,,,"63.303,42",,,,,,"245.019,86",,,,,"506.043,21",,,,,,,
ANTONIO MARTINS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
APODI-RN,,,RN,,,,"163.000,64",,,,,,,,"76.674,92",,,,,,"239.675,56",,,,,"503.965,17",,,,,,,
AREIA BRANCA-RN,,,RN,,,,"414.851,98",,,,,,,,"388.599,50",,,,,,"803.451,48",,,,,"1.658.889,61",,,,,,,
AUGUSTO SEVERO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
BARAUNA-RN,,,RN,,,,"6.275,69",,,,,,,,-,,,,,,"6.275,69",,,,,"12.390,20",,,,,,,
CAICO-RN,,,RN,,,,"8.283,90",,,,,,,,-,,,,,,"8.283,90",,,,,"16.355,05",,,,,,,
CARAUBAS-RN,,,RN,,,,"97.632,42",,,,,,,,"21.176,83",,,,,,"118.809,25",,,,,"281.129,68",,,,,,,
CARNAUBA DOS DANTAS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
CARNAUBAIS-RN,,,RN,,,,"108.810,19",,,,,,,,"11.159,46",,,,,,"119.969,65",,,,,"265.127,25",,,,,,,
CERRO CORA-RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
CORONEL JOAO PESSOA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
CRUZETA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
CURRAIS NOVOS-RN,,,RN,,,,"7.781,85",,,,,,,,-,,,,,,"7.781,85",,,,,"15.363,84",,,,,,,
DOUTOR SEVERIANO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
ENCANTO-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
EQUADOR-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
FELIPE GUERRA-RN,,,RN,,,,"1.177.996,67",,,,,,,,"14.118,09",,,,,,"1.192.114,76",,,,,"1.379.449,09",,,,,,,
FLORANIA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
FRANCISCO DANTAS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
FRUTUOSO GOMES-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
GALINHOS-RN,,,RN,,,,"5.020,55",,,,,,,,"70.936,42",,,,,,"75.956,97",,,,,"162.023,96",,,,,,,
GOIANINHA-RN,,,RN,,,,"46.573,41",,,,,,,,-,,,,,,"46.573,41",,,,,"93.221,66",,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,RN,,,,"160.116,49",,,,,,,,"75.462,90",,,,,,"235.579,39",,,,,"487.244,86",,,,,,,
GROSSOS-RN,,,RN,,,,"67.800,70",,,,,,,,"68.768,33",,,,,,"136.569,03",,,,,"268.060,02",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAMARE-RN,,,RN,,,,"865.068,86",,,,,,,,"633.539,58",,,,,,"1.498.608,44",,,,,"3.391.954,42",,,,,,,
IELMO MARINHO-RN,,,RN,,,,"544.557,87",,,,,,,,-,,,,,,"544.557,87",,,,,"1.059.232,16",,,,,,,
IPANGUACU-RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
IPUEIRA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
ITAJA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
ITAU-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
JANDAIRA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
JANDUIS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
JARDIM DE PIRANHAS-RN,,,RN,,,,"5.271,57",,,,,,,,-,,,,,,"5.271,57",,,,,"10.407,75",,,,,,,
JARDIM DO SERIDO-RN,,,RN,,,,"5.522,59",,,,,,,,-,,,,,,"5.522,59",,,,,"10.903,35",,,,,,,
JOAO DIAS-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
JOSE DA PENHA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
JUCURUTU-RN,,,RN,,,,"6.024,65",,,,,,,,-,,,,,,"6.024,65",,,,,"11.894,58",,,,,,,
LAGOA NOVA-RN,,,RN,,,,"5.522,59",,,,,,,,-,,,,,,"5.522,59",,,,,"10.903,35",,,,,,,
LUCRECIA-RN,,,RN,,,,"5.020,55",,,,,,,,-,,,,,,"5.020,55",,,,,"9.912,16",,,,,,,
