LAFAIETE COUTINHO,,,,BA,,,,,"74,27",,,,,,,-,,,,,,,"74,27",,,,,,,,,"221,68",,,,,,,,,,,
LAJE,,,,BA,,,,,"92,84",,,,,,,-,,,,,,,"92,84",,,,,,,,,"277,11",,,,,,,,,,,
LAJEDINHO,,,,BA,,,,,"74,27",,,,,,,-,,,,,,,"74,27",,,,,,,,,"221,68",,,,,,,,,,,
LAJEDO DO TABOCAL,,,,BA,,,,,"74,27",,,,,,,-,,,,,,,"74,27",,,,,,,,,"221,68",,,,,,,,,,,
LAMARAO,,,,BA,,,,,"74,27",,,,,,,-,,,,,,,"74,27",,,,,,,,,"221,68",,,,,,,,,,,
LAURO DE FREITAS,,,,BA,,,,,"141,11",,,,,,,-,,,,,,,"141,11",,,,,,,,,"421,19",,,,,,,,,,,
MACAJUBA,,,,BA,,,,,"77,98",,,,,,,-,,,,,,,"77,98",,,,,,,,,"232,76",,,,,,,,,,,
MACARANI,,,,BA,,,,,"85,41",,,,,,,-,,,,,,,"85,41",,,,,,,,,"254,93",,,,,,,,,,,
MADRE DE DEUS,,,,BA,,,,,"804.331,68",,,,,,,"483.452,57",,,,,,,"1.287.784,25",,,,,,,,,"3.574.258,16",,,,,,,,,,,
MAIQUINIQUE,,,,BA,,,,,"74,27",,,,,,,-,,,,,,,"74,27",,,,,,,,,"221,68",,,,,,,,,,,
MAIRI,,,,BA,,,,,"96,55",,,,,,,-,,,,,,,"96,55",,,,,,,,,"288,18",,,,,,,,,,,
MANOEL VITORINO,,,,BA,,,,,"89,12",,,,,,,-,,,,,,,"89,12",,,,,,,,,"266,01",,,,,,,,,,,
MARACAS,,,,BA,,,,,"103,98",,,,,,,-,,,,,,,"103,98",,,,,,,,,"310,35",,,,,,,,,,,
MARAGOGIPE,,,,BA,,,,,"115,12",,,,,,,-,,,,,,,"115,12",,,,,,,,,"343,61",,,,,,,,,,,
MARCIONILIO SOUZA,,,,BA,,,,,"77,98",,,,,,,-,,,,,,,"77,98",,,,,,,,,"232,76",,,,,,,,,,,
MATA DE SAO JOAO,,,,BA,,,,,"139.930,57",,,,,,,"57.513,28",,,,,,,"197.443,85",,,,,,,,,"588.869,43",,,,,,,,,,,
MIGUEL CALMON,,,,BA,,,,,"103,98",,,,,,,-,,,,,,,"103,98",,,,,,,,,"310,35",,,,,,,,,,,
MILAGRES,,,,BA,,,,,"81,70",,,,,,,-,,,,,,,"81,70",,,,,,,,,"243,85",,,,,,,,,,,
MIRANTE,,,,BA,,,,,"81,70",,,,,,,-,,,,,,,"81,70",,,,,,,,,"243,85",,,,,,,,,,,
MONTE SANTO,,,,BA,,,,,"118,83",,,,,,,-,,,,,,,"118,83",,,,,,,,,"354,69",,,,,,,,,,,
MUNDO NOVO,,,,BA,,,,,"96,55",,,,,,,-,,,,,,,"96,55",,,,,,,,,"288,18",,,,,,,,,,,
MUNIZ FERREIRA,,,,BA,,,,,"74,27",,,,,,,-,,,,,,,"74,27",,,,,,,,,"221,68",,,,,,,,,,,
MURITIBA,,,,BA,,,,,"103,98",,,,,,,-,,,,,,,"103,98",,,,,,,,,"310,35",,,,,,,,,,,
MUTUIPE,,,,BA,,,,,"96,55",,,,,,,-,,,,,,,"96,55",,,,,,,,,"288,18",,,,,,,,,,,
