ANADIA-AL,,,,AL,,,,"684,50",,,,,,,,,-,,,,,,,,,"684,50",,,,,,,"3.103,45",,,,,,,,,
ATALAIA-AL,,,,AL,,,,"884,15",,,,,,,,,-,,,,,,,,,"884,15",,,,,,,"4.008,63",,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,AL,,,,"598,94",,,,,,,,,-,,,,,,,,,"598,94",,,,,,,"2.715,52",,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
BOCA DA MATA-AL,,,,AL,,,,"770,07",,,,,,,,,-,,,,,,,,,"770,07",,,,,,,"3.491,39",,,,,,,,,
BRANQUINHA-AL,,,,AL,,,,"598,94",,,,,,,,,-,,,,,,,,,"598,94",,,,,,,"2.715,52",,,,,,,,,
CAJUEIRO-AL,,,,AL,,,,"713,03",,,,,,,,,-,,,,,,,,,"713,03",,,,,,,"3.232,76",,,,,,,,,
CAMPESTRE-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
CAMPO ALEGRE-AL,,,,AL,,,,"884,15",,,,,,,,,-,,,,,,,,,"884,15",,,,,,,"4.008,63",,,,,,,,,
CAPELA-AL,,,,AL,,,,"713,03",,,,,,,,,-,,,,,,,,,"713,03",,,,,,,"3.232,76",,,,,,,,,
CHA PRETA-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,AL,,,,"684,50",,,,,,,,,-,,,,,,,,,"684,50",,,,,,,"3.103,45",,,,,,,,,
COQUEIRO SECO-AL,,,,AL,,,,"1.182,22",,,,,,,,,"394,61",,,,,,,,,"1.576,83",,,,,,,"5.067,01",,,,,,,,,
CORURIPE-AL,,,,AL,,,,"863.135,03",,,,,,,,,"55.506,51",,,,,,,,,"918.641,54",,,,,,,"4.010.133,49",,,,,,,,,
FELIZ DESERTO-AL,,,,AL,,,,"20.703,04",,,,,,,,,"28.376,11",,,,,,,,,"49.079,15",,,,,,,"222.518,39",,,,,,,,,
FLEXEIRAS-AL,,,,AL,,,,"598,94",,,,,,,,,-,,,,,,,,,"598,94",,,,,,,"2.715,52",,,,,,,,,
IBATEGUARA-AL,,,,AL,,,,"655,98",,,,,,,,,-,,,,,,,,,"655,98",,,,,,,"2.974,14",,,,,,,,,
IGREJA NOVA-AL,,,,AL,,,,"741,55",,,,,,,,,-,,,,,,,,,"741,55",,,,,,,"3.362,08",,,,,,,,,
JACUIPE-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
JAPARATINGA-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,AL,,,,"1.339,83",,,,,,,,,"299,19",,,,,,,,,"1.639,02",,,,,,,"8.912,52",,,,,,,,,
JOAQUIM GOMES-AL,,,,AL,,,,"741,55",,,,,,,,,-,,,,,,,,,"741,55",,,,,,,"3.362,08",,,,,,,,,
JUNDIA-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
JUNQUEIRO-AL,,,,AL,,,,"741,55",,,,,,,,,-,,,,,,,,,"741,55",,,,,,,"3.362,08",,,,,,,,,
MACEIO-AL,,,,AL,,,,"65.657,15",,,,,,,,,"17.015,15",,,,,,,,,"82.672,30",,,,,,,"365.330,32",,,,,,,,,
MARAGOGI-AL,,,,AL,,,,"741,55",,,,,,,,,-,,,,,,,,,"741,55",,,,,,,"3.362,08",,,,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,,"90.150,91",,,,,,,,,"79.833,67",,,,,,,,,"169.984,58",,,,,,,"728.357,78",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,"770,07",,,,,,,,,-,,,,,,,,,"770,07",,,,,,,"3.491,39",,,,,,,,,
MESSIAS-AL,,,,AL,,,,"598,94",,,,,,,,,-,,,,,,,,,"598,94",,,,,,,"2.715,52",,,,,,,,,
MURICI-AL,,,,AL,,,,"770,07",,,,,,,,,-,,,,,,,,,"770,07",,,,,,,"3.491,39",,,,,,,,,
NOVO LINO-AL,,,,AL,,,,"598,94",,,,,,,,,-,,,,,,,,,"598,94",,,,,,,"2.715,52",,,,,,,,,
PARIPUEIRA-AL,,,,AL,,,,"570,42",,,,,,,,,"8.202,23",,,,,,,,,"8.772,65",,,,,,,"37.631,92",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,"627,46",,,,,,,,,-,,,,,,,,,"627,46",,,,,,,"2.844,83",,,,,,,,,
PENEDO-AL,,,,AL,,,,"941,20",,,,,,,,,-,,,,,,,,,"941,20",,,,,,,"4.267,26",,,,,,,,,
PIACABUCU-AL,,,,AL,,,,"684,50",,,,,,,,,-,,,,,,,,,"684,50",,,,,,,"3.103,45",,,,,,,,,
PILAR-AL,,,,AL,,,,"152.216,58",,,,,,,,,"97.664,60",,,,,,,,,"249.881,18",,,,,,,"1.250.079,51",,,,,,,,,
PINDOBA-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
PORTO CALVO-AL,,,,AL,,,,"741,55",,,,,,,,,-,,,,,,,,,"741,55",,,,,,,"3.362,08",,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,"598,94",,,,,,,,,-,,,,,,,,,"598,94",,,,,,,"2.715,52",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,"713,03",,,,,,,,,-,,,,,,,,,"713,03",,,,,,,"3.232,76",,,,,,,,,
RIO LARGO-AL,,,,AL,,,,"9.846,40",,,,,,,,,"5.743,85",,,,,,,,,"15.590,25",,,,,,,"61.823,37",,,,,,,,,
ROTEIRO-AL,,,,AL,,,,"1.021,61",,,,,,,,,"291,01",,,,,,,,,"1.312,62",,,,,,,"5.096,92",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,"598,94",,,,,,,,,-,,,,,,,,,"598,94",,,,,,,"2.715,52",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,"741,55",,,,,,,,,-,,,,,,,,,"741,55",,,,,,,"3.362,08",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,"798,59",,,,,,,,,-,,,,,,,,,"798,59",,,,,,,"3.620,70",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,"279.456,98",,,,,,,,,"189.948,19",,,,,,,,,"469.405,17",,,,,,,"2.097.086,80",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,"570,42",,,,,,,,,-,,,,,,,,,"570,42",,,,,,,"2.586,20",,,,,,,,,
SATUBA-AL,,,,AL,,,,"35.036,75",,,,,,,,,"22.193,99",,,,,,,,,"57.230,74",,,,,,,"252.258,72",,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,"855,63",,,,,,,,,-,,,,,,,,,"855,63",,,,,,,"3.879,32",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,"941,20",,,,,,,,,-,,,,,,,,,"941,20",,,,,,,"4.267,26",,,,,,,,,
VICOSA-AL,,,,AL,,,,"770,07",,,,,,,,,-,,,,,,,,,"770,07",,,,,,,"3.491,39",,,,,,,,,
ALAGOAS TOTAL,,,,,,,,"1.547.953,81",,,,,,,,,"505.469,11",,,,,,,,,"2.053.422,92",,,,,,,"9.169.598,63",,,,,,,,,
ANAMA-AM,,,,AM,,,,-,,,,,,,,,"1.888,35",,,,,,,,,"1.888,35",,,,,,,"8.027,24",,,,,,,,,
ANORI-AM,,,,AM,,,,-,,,,,,,,,"1.888,35",,,,,,,,,"1.888,35",,,,,,,"8.027,24",,,,,,,,,
AUTAZES-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
BERURI-AM,,,,AM,,,,-,,,,,,,,,"1.888,35",,,,,,,,,"1.888,35",,,,,,,"8.027,24",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
CAREIRO-AM,,,,AM,,,,-,,,,,,,,,"1.888,35",,,,,,,,,"1.888,35",,,,,,,"8.027,24",,,,,,,,,
COARI-AM,,,,AM,,,,"1.446.448,75",,,,,,,,,"1.366.964,13",,,,,,,,,"2.813.412,88",,,,,,,"12.313.747,46",,,,,,,,,
CODAJAS-AM,,,,AM,,,,-,,,,,,,,,"1.888,35",,,,,,,,,"1.888,35",,,,,,,"8.027,24",,,,,,,,,
IRANDUBA-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
ITACOATIARA-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
MANACAPURU-AM,,,,AM,,,,-,,,,,,,,,"1.888,35",,,,,,,,,"1.888,35",,,,,,,"8.027,24",,,,,,,,,
MANAQUIRI-AM,,,,AM,,,,-,,,,,,,,,"1.888,35",,,,,,,,,"1.888,35",,,,,,,"8.027,24",,,,,,,,,
MANAUS-AM,,,,AM,,,,"884.282,27",,,,,,,,,"63.024,42",,,,,,,,,"947.306,69",,,,,,,"3.131.625,02",,,,,,,,,
PARINTINS-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
SILVES-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
URUCARA-AM,,,,AM,,,,-,,,,,,,,,"5.050,56",,,,,,,,,"5.050,56",,,,,,,"24.220,59",,,,,,,,,
