CASTRO ALVES-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
CATU-BA,,,,,,,,BA,,"189.416,50",,,,,,"105.584,88",,,,,,"295.001,38",,,,,,,"2.543.851,55",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,"1.451,88",,,,,,-,,,,,,"1.451,88",,,,,,,"12.753,81",,,,,,,,,
CIPO-BA,,,,,,,,BA,,"1.192,62",,,,,,-,,,,,,"1.192,62",,,,,,,"10.476,32",,,,,,,,,
COARACI-BA,,,,,,,,BA,,"1.348,17",,,,,,-,,,,,,"1.348,17",,,,,,,"11.842,82",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,"1.296,32",,,,,,-,,,,,,"1.296,32",,,,,,,"11.387,31",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,"1.244,47",,,,,,-,,,,,,"1.244,47",,,,,,,"10.931,84",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,"1.711,15",,,,,,-,,,,,,"1.711,15",,,,,,,"15.031,27",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
CONDE-BA,,,,,,,,BA,,"3.372,64",,,,,,"1.305,78",,,,,,"4.678,42",,,,,,,"54.005,49",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,"1.348,17",,,,,,-,,,,,,"1.348,17",,,,,,,"11.842,82",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,"1.296,32",,,,,,-,,,,,,"1.296,32",,,,,,,"11.387,31",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,"1.296,32",,,,,,-,,,,,,"1.296,32",,,,,,,"11.387,31",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,"1.659,29",,,,,,-,,,,,,"1.659,29",,,,,,,"14.575,79",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,"1.140,76",,,,,,-,,,,,,"1.140,76",,,,,,,"10.020,84",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,"1.659,29",,,,,,-,,,,,,"1.659,29",,,,,,,"14.575,79",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,"1.348,17",,,,,,-,,,,,,"1.348,17",,,,,,,"11.842,82",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,"198.038,66",,,,,,"124.855,73",,,,,,"322.894,39",,,,,,,"3.181.922,45",,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,"497.822,63",,,,,,"327.453,78",,,,,,"825.276,41",,,,,,,"11.883.528,64",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,"1.711,15",,,,,,-,,,,,,"1.711,15",,,,,,,"15.031,27",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,"1.866,70",,,,,,-,,,,,,"1.866,70",,,,,,,"16.397,75",,,,,,,,,
FATIMA-BA,,,,,,,,BA,,"1.296,32",,,,,,-,,,,,,"1.296,32",,,,,,,"11.387,31",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,"2.074,12",,,,,,-,,,,,,"2.074,12",,,,,,,"18.219,74",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,"1.088,91",,,,,,-,,,,,,"1.088,91",,,,,,,"9.565,34",,,,,,,,,
GANDU-BA,,,,,,,,BA,,"1.451,88",,,,,,-,,,,,,"1.451,88",,,,,,,"12.753,81",,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
GLORIA-BA,,,,,,,,BA,,"1.140,76",,,,,,-,,,,,,"1.140,76",,,,,,,"10.020,84",,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,"1.296,32",,,,,,-,,,,,,"1.296,32",,,,,,,"11.387,31",,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,"1.348,17",,,,,,-,,,,,,"1.348,17",,,,,,,"11.842,82",,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,"1.192,62",,,,,,-,,,,,,"1.192,62",,,,,,,"10.476,32",,,,,,,,,
IACU-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
IBICUI-BA,,,,,,,,BA,,"1.192,62",,,,,,-,,,,,,"1.192,62",,,,,,,"10.476,32",,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,"1.348,17",,,,,,-,,,,,,"1.348,17",,,,,,,"11.842,82",,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,"1.348,17",,,,,,-,,,,,,"1.348,17",,,,,,,"11.842,82",,,,,,,,,
ICHU-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,"1.140,76",,,,,,-,,,,,,"1.140,76",,,,,,,"10.020,84",,,,,,,,,
IGUAI-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,"2.074,12",,,,,,-,,,,,,"2.074,12",,,,,,,"18.219,74",,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,"2.206,28",,,,,,"358,30",,,,,,"2.564,58",,,,,,,"23.405,37",,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,"1.244,47",,,,,,-,,,,,,"1.244,47",,,,,,,"10.931,84",,,,,,,,,
IPIAU-BA,,,,,,,,BA,,"1.607,44",,,,,,-,,,,,,"1.607,44",,,,,,,"14.120,30",,,,,,,,,
IPIRA-BA,,,,,,,,BA,,"1.711,15",,,,,,-,,,,,,"1.711,15",,,,,,,"15.031,27",,,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
IRARA-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
ITABELA-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
ITABERABA-BA,,,,,,,,BA,,"1.711,15",,,,,,-,,,,,,"1.711,15",,,,,,,"15.031,27",,,,,,,,,
ITABUNA-BA,,,,,,,,BA,,"2.074,12",,,,,,-,,,,,,"2.074,12",,,,,,,"18.219,74",,,,,,,,,
ITACARE-BA,,,,,,,,BA,,"1.400,03",,,,,,-,,,,,,"1.400,03",,,,,,,"12.298,30",,,,,,,,,
ITAGI-BA,,,,,,,,BA,,"1.140,76",,,,,,-,,,,,,"1.140,76",,,,,,,"10.020,84",,,,,,,,,
ITAGIBA-BA,,,,,,,,BA,,"1.244,47",,,,,,-,,,,,,"1.244,47",,,,,,,"10.931,84",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
ITAJUIPE-BA,,,,,,,,BA,,"1.348,17",,,,,,-,,,,,,"1.348,17",,,,,,,"11.842,82",,,,,,,,,
ITAMARAJU-BA,,,,,,,,BA,,"1.763,00",,,,,,-,,,,,,"1.763,00",,,,,,,"15.486,76",,,,,,,,,
ITAMARI-BA,,,,,,,,BA,,"1.037,06",,,,,,-,,,,,,"1.037,06",,,,,,,"9.109,86",,,,,,,,,
ITAMBE-BA,,,,,,,,BA,,"1.503,73",,,,,,-,,,,,,"1.503,73",,,,,,,"13.209,32",,,,,,,,,
