POJUCA-BA,,,,BA,,,"619.579,24",,,,,"600.275,61",,,,,,"1.219.854,85",,,,,"1.219.854,85",,,,,,,,,,,
QUEIMADAS-BA,,,,BA,,,"90,92",,,,,-,,,,,,"90,92",,,,,"90,92",,,,,,,,,,,
QUIJINGUE-BA,,,,BA,,,"90,92",,,,,-,,,,,,"90,92",,,,,"90,92",,,,,,,,,,,
QUIXABEIRA-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,BA,,,"87,56",,,,,-,,,,,,"87,56",,,,,"87,56",,,,,,,,,,,
RETIROLANDIA-BA,,,,BA,,,"70,72",,,,,-,,,,,,"70,72",,,,,"70,72",,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,BA,,,"94,29",,,,,-,,,,,,"94,29",,,,,"94,29",,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,BA,,,"74,09",,,,,-,,,,,,"74,09",,,,,"74,09",,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,BA,,,"104,39",,,,,-,,,,,,"104,39",,,,,"104,39",,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,BA,,,"77,45",,,,,-,,,,,,"77,45",,,,,"77,45",,,,,,,,,,,
RIO REAL-BA,,,,BA,,,"97,66",,,,,-,,,,,,"97,66",,,,,"97,66",,,,,,,,,,,
RUY BARBOSA-BA,,,,BA,,,"94,29",,,,,-,,,,,,"94,29",,,,,"94,29",,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,BA,,,"1.957,11",,,,,"114.605,60",,,,,,"116.562,71",,,,,"116.562,71",,,,,,,,,,,
SALVADOR-BA,,,,BA,,,"3.727,83",,,,,"114.605,60",,,,,,"118.333,43",,,,,"118.333,43",,,,,,,,,,,
SANTA BARBARA-BA,,,,BA,,,"80,82",,,,,-,,,,,,"80,82",,,,,"80,82",,,,,,,,,,,
SANTA BRIGIDA-BA,,,,BA,,,"80,82",,,,,-,,,,,,"80,82",,,,,"80,82",,,,,,,,,,,
SANTA INES-BA,,,,BA,,,"70,72",,,,,-,,,,,,"70,72",,,,,"70,72",,,,,,,,,,,
SANTA TERESINHA-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
SANTALUZ-BA,,,,BA,,,"94,29",,,,,-,,,,,,"94,29",,,,,"94,29",,,,,,,,,,,
SANTANOPOLIS-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
SANTO AMARO-BA,,,,BA,,,"3.075,46",,,,,"114.605,60",,,,,,"117.681,06",,,,,"117.681,06",,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,BA,,,"117,87",,,,,-,,,,,,"117,87",,,,,"117,87",,,,,,,,,,,
SANTO ESTEVAO-BA,,,,BA,,,"104,39",,,,,-,,,,,,"104,39",,,,,"104,39",,,,,,,,,,,
SAO DOMINGOS-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
SAO FELIPE-BA,,,,BA,,,"87,56",,,,,-,,,,,,"87,56",,,,,"87,56",,,,,,,,,,,
SAO FELIX-BA,,,,BA,,,"74,09",,,,,-,,,,,,"74,09",,,,,"74,09",,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,BA,,,"1.039.864,34",,,,,"157.757,03",,,,,,"1.197.621,37",,,,,"1.197.621,37",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,BA,,,"90,92",,,,,-,,,,,,"90,92",,,,,"90,92",,,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,BA,,,"70,72",,,,,-,,,,,,"70,72",,,,,"70,72",,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,BA,,,"246.715,18",,,,,"173.085,12",,,,,,"419.800,30",,,,,"419.800,30",,,,,,,,,,,
SAPEACU-BA,,,,BA,,,"80,82",,,,,-,,,,,,"80,82",,,,,"80,82",,,,,,,,,,,
SATIRO DIAS-BA,,,,BA,,,"80,82",,,,,-,,,,,,"80,82",,,,,"80,82",,,,,,,,,,,
SAUBARA-BA,,,,BA,,,"1.957,11",,,,,"114.605,60",,,,,,"116.562,71",,,,,"116.562,71",,,,,,,,,,,
SERRA PRETA-BA,,,,BA,,,"80,82",,,,,-,,,,,,"80,82",,,,,"80,82",,,,,,,,,,,
SERRINHA-BA,,,,BA,,,"114,50",,,,,-,,,,,,"114,50",,,,,"114,50",,,,,,,,,,,
SERROLANDIA-BA,,,,BA,,,"74,09",,,,,-,,,,,,"74,09",,,,,"74,09",,,,,,,,,,,
SIMOES FILHO-BA,,,,BA,,,"80.738,47",,,,,"4.100,68",,,,,,"84.839,15",,,,,"84.839,15",,,,,,,,,,,
SITIO DO QUINTO-BA,,,,BA,,,"80,82",,,,,-,,,,,,"80,82",,,,,"80,82",,,,,,,,,,,
TANQUINHO-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
TAPIRAMUTA-BA,,,,BA,,,"80,82",,,,,-,,,,,,"80,82",,,,,"80,82",,,,,,,,,,,
TEODORO SAMPAIO-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
TEOFILANDIA-BA,,,,BA,,,"87,56",,,,,-,,,,,,"87,56",,,,,"87,56",,,,,,,,,,,
TERRA NOVA-BA,,,,BA,,,"76,57",,,,,"1,60",,,,,,"78,17",,,,,"78,17",,,,,,,,,,,
TUCANO-BA,,,,BA,,,"107,76",,,,,-,,,,,,"107,76",,,,,"107,76",,,,,,,,,,,
UAUA-BA,,,,BA,,,"90,92",,,,,-,,,,,,"90,92",,,,,"90,92",,,,,,,,,,,
UBAIRA-BA,,,,BA,,,"87,56",,,,,-,,,,,,"87,56",,,,,"87,56",,,,,,,,,,,
VALENTE-BA,,,,BA,,,"84,19",,,,,-,,,,,,"84,19",,,,,"84,19",,,,,,,,,,,
VARZEA DA ROCA-BA,,,,BA,,,"74,09",,,,,-,,,,,,"74,09",,,,,"74,09",,,,,,,,,,,
VARZEA DO POCO-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
VARZEA NOVA-BA,,,,BA,,,"77,45",,,,,-,,,,,,"77,45",,,,,"77,45",,,,,,,,,,,
VARZEDO-BA,,,,BA,,,"67,35",,,,,-,,,,,,"67,35",,,,,"67,35",,,,,,,,,,,
VERA CRUZ-BA,,,,BA,,,"94,29",,,,,-,,,,,,"94,29",,,,,"94,29",,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,BA,,,"134,70",,,,,-,,,,,,"134,70",,,,,"134,70",,,,,,,,,,,
TOTAL BAHIA,,,,,,,"4.898.556,97",,,,,"3.087.806,88",,,,,,"7.986.363,85",,,,,"7.986.363,85",,,,,,,,,,,
ACARAU-CE,,,,CE,,,"3.016,30",,,,,-,,,,,,"3.016,30",,,,,"3.016,30",,,,,,,,,,,
ALCANTARAS-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
AMONTADA-CE,,,,CE,,,"62.961,52",,,,,"78.465,67",,,,,,"141.427,19",,,,,"141.427,19",,,,,,,,,,,
APUIARES-CE,,,,CE,,,"2.073,70",,,,,-,,,,,,"2.073,70",,,,,"2.073,70",,,,,,,,,,,
AQUIRAZ-CE,,,,CE,,,-,,,,,"2.398,28",,,,,,"2.398,28",,,,,"2.398,28",,,,,,,,,,,
ARACATI-CE,,,,CE,,,"475.467,23",,,,,"10.089,71",,,,,,"485.556,94",,,,,"485.556,94",,,,,,,,,,,
ARARENDA-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
BARROQUINHA-CE,,,,CE,,,"2.073,70",,,,,-,,,,,,"2.073,70",,,,,"2.073,70",,,,,,,,,,,
BELA CRUZ-CE,,,,CE,,,"2.639,26",,,,,-,,,,,,"2.639,26",,,,,"2.639,26",,,,,,,,,,,
CAMOCIM-CE,,,,CE,,,"3.016,30",,,,,-,,,,,,"3.016,30",,,,,"3.016,30",,,,,,,,,,,
CANINDE-CE,,,,CE,,,"3.204,81",,,,,-,,,,,,"3.204,81",,,,,"3.204,81",,,,,,,,,,,
CARIDADE-CE,,,,CE,,,"2.167,96",,,,,-,,,,,,"2.167,96",,,,,"2.167,96",,,,,,,,,,,
CARIRE-CE,,,,CE,,,"2.356,48",,,,,-,,,,,,"2.356,48",,,,,"2.356,48",,,,,,,,,,,
CARNAUBAL-CE,,,,CE,,,"2.167,96",,,,,-,,,,,,"2.167,96",,,,,"2.167,96",,,,,,,,,,,
CATUNDA-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
CAUCAIA-CE,,,,CE,,,-,,,,,"2.398,28",,,,,,"2.398,28",,,,,"2.398,28",,,,,,,,,,,
CHAVAL-CE,,,,CE,,,"2.073,70",,,,,-,,,,,,"2.073,70",,,,,"2.073,70",,,,,,,,,,,
COREAU-CE,,,,CE,,,"2.356,48",,,,,-,,,,,,"2.356,48",,,,,"2.356,48",,,,,,,,,,,
CRATEUS-CE,,,,CE,,,"3.204,81",,,,,-,,,,,,"3.204,81",,,,,"3.204,81",,,,,,,,,,,
CROATA-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
CRUZ-CE,,,,CE,,,"2.356,48",,,,,-,,,,,,"2.356,48",,,,,"2.356,48",,,,,,,,,,,
FORQUILHA-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTALEZA-CE,,,,CE,,,"128.854,73",,,,,"3.197,71",,,,,,"132.052,44",,,,,"132.052,44",,,,,,,,,,,
FRECHEIRINHA-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
GRACA-CE,,,,CE,,,"2.167,96",,,,,-,,,,,,"2.167,96",,,,,"2.167,96",,,,,,,,,,,
GRANJA-CE,,,,CE,,,"3.016,30",,,,,-,,,,,,"3.016,30",,,,,"3.016,30",,,,,,,,,,,
GROAIRAS-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,CE,,,"2.733,52",,,,,-,,,,,,"2.733,52",,,,,"2.733,52",,,,,,,,,,,
HIDROLANDIA-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
IBIAPINA-CE,,,,CE,,,"2.450,74",,,,,-,,,,,,"2.450,74",,,,,"2.450,74",,,,,,,,,,,
ICAPUI-CE,,,,CE,,,"90.152,09",,,,,"15.559,52",,,,,,"105.711,61",,,,,"105.711,61",,,,,,,,,,,
INDEPENDENCIA-CE,,,,CE,,,"2.545,00",,,,,-,,,,,,"2.545,00",,,,,"2.545,00",,,,,,,,,,,
IPAPORANGA-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
IPU-CE,,,,CE,,,"2.827,78",,,,,-,,,,,,"2.827,78",,,,,"2.827,78",,,,,,,,,,,
IPUEIRAS-CE,,,,CE,,,"2.827,78",,,,,-,,,,,,"2.827,78",,,,,"2.827,78",,,,,,,,,,,
IRAUCUBA-CE,,,,CE,,,"2.356,48",,,,,-,,,,,,"2.356,48",,,,,"2.356,48",,,,,,,,,,,
ITAPAGE-CE,,,,CE,,,"2.922,04",,,,,-,,,,,,"2.922,04",,,,,"2.922,04",,,,,,,,,,,
ITAPIPOCA-CE,,,,CE,,,"78.159,12",,,,,"71.329,14",,,,,,"149.488,26",,,,,"149.488,26",,,,,,,,,,,
ITAREMA-CE,,,,CE,,,"60.790,43",,,,,"55.101,50",,,,,,"115.891,93",,,,,"115.891,93",,,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,CE,,,"2.073,70",,,,,-,,,,,,"2.073,70",,,,,"2.073,70",,,,,,,,,,,
MARCO-CE,,,,CE,,,"2.450,74",,,,,-,,,,,,"2.450,74",,,,,"2.450,74",,,,,,,,,,,
MARTINOPOLE-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
MASSAPE-CE,,,,CE,,,"2.639,26",,,,,-,,,,,,"2.639,26",,,,,"2.639,26",,,,,,,,,,,
MERUOCA-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
MIRAIMA-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
MONSENHOR TABOSA-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
MORAUJO-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
MORRINHOS-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
MUCAMBO-CE,,,,CE,,,"2.073,70",,,,,-,,,,,,"2.073,70",,,,,"2.073,70",,,,,,,,,,,
NOVA RUSSAS-CE,,,,CE,,,"2.639,26",,,,,-,,,,,,"2.639,26",,,,,"2.639,26",,,,,,,,,,,
NOVO ORIENTE-CE,,,,CE,,,"2.545,00",,,,,-,,,,,,"2.545,00",,,,,"2.545,00",,,,,,,,,,,
PACUJA-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
PARACURU-CE,,,,CE,,,"58.619,34",,,,,"101.422,84",,,,,,"160.042,18",,,,,"160.042,18",,,,,,,,,,,
PARAIPABA-CE,,,,CE,,,"2.545,00",,,,,"4.061,34",,,,,,"6.606,34",,,,,"6.606,34",,,,,,,,,,,
PARAMOTI-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
PENTECOSTE-CE,,,,CE,,,"2.733,52",,,,,-,,,,,,"2.733,52",,,,,"2.733,52",,,,,,,,,,,
PIRES FERREIRA-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
PORANGA-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
QUITERIANOPOLIS-CE,,,,CE,,,"2.356,48",,,,,-,,,,,,"2.356,48",,,,,"2.356,48",,,,,,,,,,,
RERIUTABA-CE,,,,CE,,,"2.450,74",,,,,-,,,,,,"2.450,74",,,,,"2.450,74",,,,,,,,,,,
SANTA QUITERIA-CE,,,,CE,,,"2.922,04",,,,,-,,,,,,"2.922,04",,,,,"2.922,04",,,,,,,,,,,
SANTANA DO ACARAU-CE,,,,CE,,,"2.545,00",,,,,-,,,,,,"2.545,00",,,,,"2.545,00",,,,,,,,,,,
SAO BENEDITO-CE,,,,CE,,,"2.827,78",,,,,-,,,,,,"2.827,78",,,,,"2.827,78",,,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,CE,,,"2.733,52",,,,,-,,,,,,"2.733,52",,,,,"2.733,52",,,,,,,,,,,
SAO LUIS DO CURU-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
SENADOR SA-CE,,,,CE,,,"1.885,18",,,,,-,,,,,,"1.885,18",,,,,"1.885,18",,,,,,,,,,,
SOBRAL-CE,,,,CE,,,"3.770,37",,,,,-,,,,,,"3.770,37",,,,,"3.770,37",,,,,,,,,,,
TAMBORIL-CE,,,,CE,,,"2.545,00",,,,,-,,,,,,"2.545,00",,,,,"2.545,00",,,,,,,,,,,
TEJUCUOCA-CE,,,,CE,,,"2.073,70",,,,,-,,,,,,"2.073,70",,,,,"2.073,70",,,,,,,,,,,
TIANGUA-CE,,,,CE,,,"3.110,55",,,,,-,,,,,,"3.110,55",,,,,"3.110,55",,,,,,,,,,,
TRAIRI-CE,,,,CE,,,"67.303,69",,,,,"99.412,13",,,,,,"166.715,82",,,,,"166.715,82",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURURU-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
UBAJARA-CE,,,,CE,,,"2.545,00",,,,,-,,,,,,"2.545,00",,,,,"2.545,00",,,,,,,,,,,
UMIRIM-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
URUBURETAMA-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
URUOCA-CE,,,,CE,,,"1.979,44",,,,,-,,,,,,"1.979,44",,,,,"1.979,44",,,,,,,,,,,
VARJOTA-CE,,,,CE,,,"2.262,22",,,,,-,,,,,,"2.262,22",,,,,"2.262,22",,,,,,,,,,,
VICOSA DO CEARA-CE,,,,CE,,,"2.922,04",,,,,-,,,,,,"2.922,04",,,,,"2.922,04",,,,,,,,,,,
TOTAL CEARA,,,,,,,"1.186.224,87",,,,,"443.436,12",,,,,,"1.629.660,99",,,,,"1.629.660,99",,,,,,,,,,,
AFONSO CLAUDIO-ES,,,,ES,,,"3.388,23",,,,,-,,,,,,"3.388,23",,,,,"3.388,23",,,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
AGUIA BRANCA-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
ALEGRE-ES,,,,ES,,,"3.271,40",,,,,-,,,,,,"3.271,40",,,,,"3.271,40",,,,,,,,,,,
ALFREDO CHAVES-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
ALTO RIO NOVO-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
ANCHIETA-ES,,,,ES,,,"48.999,47",,,,,-,,,,,,"48.999,47",,,,,"48.999,47",,,,,,,,,,,
APIACA-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
ARACRUZ-ES,,,,ES,,,"429.447,90",,,,,"68.517,82",,,,,,"497.965,72",,,,,"497.965,72",,,,,,,,,,,
ATILIO VIVACQUA-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
BAIXO GUANDU-ES,,,,ES,,,"3.154,56",,,,,-,,,,,,"3.154,56",,,,,"3.154,56",,,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,ES,,,"3.505,07",,,,,-,,,,,,"3.505,07",,,,,"3.505,07",,,,,,,,,,,
BOA ESPERANCA-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
BOM JESUS DO NORTE-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
BREJETUBA-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,ES,,,"4.673,42",,,,,-,,,,,,"4.673,42",,,,,"4.673,42",,,,,,,,,,,
CASTELO-ES,,,,ES,,,"3.388,23",,,,,-,,,,,,"3.388,23",,,,,"3.388,23",,,,,,,,,,,
COLATINA-ES,,,,ES,,,"4.322,92",,,,,-,,,,,,"4.322,92",,,,,"4.322,92",,,,,,,,,,,
CONCEICAO DA BARRA-ES,,,,ES,,,"86.782,15",,,,,"5.262,41",,,,,,"92.044,56",,,,,"92.044,56",,,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
DOMINGOS MARTINS-ES,,,,ES,,,"3.271,40",,,,,-,,,,,,"3.271,40",,,,,"3.271,40",,,,,,,,,,,
DORES DO RIO PRETO-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
ECOPORANGA-ES,,,,ES,,,"3.037,72",,,,,-,,,,,,"3.037,72",,,,,"3.037,72",,,,,,,,,,,
FUNDAO-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
GUACUI-ES,,,,ES,,,"3.154,56",,,,,-,,,,,,"3.154,56",,,,,"3.154,56",,,,,,,,,,,
GUARAPARI-ES,,,,ES,,,"4.206,08",,,,,-,,,,,,"4.206,08",,,,,"4.206,08",,,,,,,,,,,
IBATIBA-ES,,,,ES,,,"2.920,89",,,,,-,,,,,,"2.920,89",,,,,"2.920,89",,,,,,,,,,,
IBIRACU-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
IBITIRAMA-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
ICONHA-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
IRUPI-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
ITAGUACU-ES,,,,ES,,,"2.687,22",,,,,-,,,,,,"2.687,22",,,,,"2.687,22",,,,,,,,,,,
ITAPEMIRIM-ES,,,,ES,,,"54.879,40",,,,,"153.998,67",,,,,,"208.878,07",,,,,"208.878,07",,,,,,,,,,,
ITARANA-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
IUNA-ES,,,,ES,,,"3.154,56",,,,,-,,,,,,"3.154,56",,,,,"3.154,56",,,,,,,,,,,
JAGUARE-ES,,,,ES,,,"343.141,98",,,,,"146.997,37",,,,,,"490.139,35",,,,,"490.139,35",,,,,,,,,,,
JERONIMO MONTEIRO-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
JOAO NEIVA-ES,,,,ES,,,"2.687,22",,,,,-,,,,,,"2.687,22",,,,,"2.687,22",,,,,,,,,,,
LARANJA DA TERRA-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
LINHARES-ES,,,,ES,,,"1.251.090,42",,,,,"244.054,81",,,,,,"1.495.145,23",,,,,"1.495.145,23",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTENOPOLIS-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
MARATAIZES-ES,,,,ES,,,"3.271,40",,,,,"21.983,34",,,,,,"25.254,74",,,,,"25.254,74",,,,,,,,,,,
MARECHAL FLORIANO-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
MARILANDIA-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
MIMOSO DO SUL-ES,,,,ES,,,"3.154,56",,,,,-,,,,,,"3.154,56",,,,,"3.154,56",,,,,,,,,,,
MONTANHA-ES,,,,ES,,,"2.804,05",,,,,-,,,,,,"2.804,05",,,,,"2.804,05",,,,,,,,,,,
MUCURICI-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
MUNIZ FREIRE-ES,,,,ES,,,"2.920,89",,,,,-,,,,,,"2.920,89",,,,,"2.920,89",,,,,,,,,,,
MUQUI-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
NOVA VENECIA-ES,,,,ES,,,"3.621,90",,,,,-,,,,,,"3.621,90",,,,,"3.621,90",,,,,,,,,,,
PANCAS-ES,,,,ES,,,"3.037,72",,,,,-,,,,,,"3.037,72",,,,,"3.037,72",,,,,,,,,,,
PEDRO CANARIO-ES,,,,ES,,,"3.037,72",,,,,-,,,,,,"3.037,72",,,,,"3.037,72",,,,,,,,,,,
PINHEIROS-ES,,,,ES,,,"3.037,72",,,,,-,,,,,,"3.037,72",,,,,"3.037,72",,,,,,,,,,,
PIUMA-ES,,,,ES,,,"2.687,22",,,,,-,,,,,,"2.687,22",,,,,"2.687,22",,,,,,,,,,,
PONTO BELO-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,ES,,,"39.199,57",,,,,"650.009,01",,,,,,"689.208,58",,,,,"689.208,58",,,,,,,,,,,
RIO BANANAL-ES,,,,ES,,,"2.804,05",,,,,-,,,,,,"2.804,05",,,,,"2.804,05",,,,,,,,,,,
RIO NOVO DO SUL-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
SANTA LEOPOLDINA-ES,,,,ES,,,"2.570,38",,,,,-,,,,,,"2.570,38",,,,,"2.570,38",,,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,ES,,,"3.271,40",,,,,-,,,,,,"3.271,40",,,,,"3.271,40",,,,,,,,,,,
SANTA TERESA-ES,,,,ES,,,"3.037,72",,,,,-,,,,,,"3.037,72",,,,,"3.037,72",,,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,ES,,,"2.336,71",,,,,-,,,,,,"2.336,71",,,,,"2.336,71",,,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,ES,,,"3.154,56",,,,,-,,,,,,"3.154,56",,,,,"3.154,56",,,,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
SAO MATEUS-ES,,,,ES,,,"1.198.255,91",,,,,"160.652,98",,,,,,"1.358.908,89",,,,,"1.358.908,89",,,,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,ES,,,"2.453,55",,,,,-,,,,,,"2.453,55",,,,,"2.453,55",,,,,,,,,,,
SOORETAMA-ES,,,,ES,,,"2.920,89",,,,,-,,,,,,"2.920,89",,,,,"2.920,89",,,,,,,,,,,
VARGEM ALTA-ES,,,,ES,,,"2.804,05",,,,,-,,,,,,"2.804,05",,,,,"2.804,05",,,,,,,,,,,
