BUERAREMA-BA,,,,BA,,,,,"1.147,27",,,,,,,-,,,,,,,"1.147,27",,,,,,,"7.094,03",,,,,,,,,,,,,
CAATIBA-BA,,,,BA,,,,,"952,29",,,,,,,-,,,,,,,"952,29",,,,,,,"5.877,02",,,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,,"1.107,09",,,,,,,-,,,,,,,"1.107,09",,,,,,,"6.851,23",,,,,,,,,,,,,
CACHOEIRA-BA,,,,BA,,,,,"1.336,55",,,,,,,-,,,,,,,"1.336,55",,,,,,,"8.270,07",,,,,,,,,,,,,
CAEM-BA,,,,BA,,,,,"958,01",,,,,,,-,,,,,,,"958,01",,,,,,,"5.918,03",,,,,,,,,,,,,
CAETANOS-BA,,,,BA,,,,,"1.009,61",,,,,,,-,,,,,,,"1.009,61",,,,,,,"6.242,75",,,,,,,,,,,,,
CAIRU-BA,,,,BA,,,,,"39.215,72",,,,,,,"408.839,93",,,,,,,"448.055,65",,,,,,,"2.799.155,86",,,,,,,,,,,,,
CAMACAN-BA,,,,BA,,,,,"1.284,95",,,,,,,-,,,,,,,"1.284,95",,,,,,,"7.945,32",,,,,,,,,,,,,
CAMACARI-BA,,,,BA,,,,,"2.366,05",,,,,,,"236,53",,,,,,,"2.602,58",,,,,,,"18.199,12",,,,,,,,,,,,,
CAMAMU-BA,,,,BA,,,,,"1.330,84",,,,,,,-,,,,,,,"1.330,84",,,,,,,"8.229,07",,,,,,,,,,,,,
CANAVIEIRAS-BA,,,,BA,,,,,"1.330,84",,,,,,,-,,,,,,,"1.330,84",,,,,,,"8.229,07",,,,,,,,,,,,,
CANDEAL-BA,,,,BA,,,,,"912,12",,,,,,,-,,,,,,,"912,12",,,,,,,"5.634,28",,,,,,,,,,,,,
CANDEIAS-BA,,,,BA,,,,,"245.776,11",,,,,,,"383.433,38",,,,,,,"629.209,49",,,,,,,"3.874.131,91",,,,,,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,,"1.233,35",,,,,,,-,,,,,,,"1.233,35",,,,,,,"7.620,59",,,,,,,,,,,,,
CANSANCAO-BA,,,,BA,,,,,"1.336,55",,,,,,,-,,,,,,,"1.336,55",,,,,,,"8.270,07",,,,,,,,,,,,,
CANUDOS-BA,,,,BA,,,,,"1.061,21",,,,,,,-,,,,,,,"1.061,21",,,,,,,"6.567,51",,,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,,"1.015,32",,,,,,,-,,,,,,,"1.015,32",,,,,,,"6.283,75",,,,,,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,,"1.244,77",,,,,,,-,,,,,,,"1.244,77",,,,,,,"7.702,52",,,,,,,,,,,,,
CARAVELAS-BA,,,,BA,,,,,"1.193,17",,,,,,,-,,,,,,,"1.193,17",,,,,,,"7.377,78",,,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,,"135.958,42",,,,,,,"44.407,57",,,,,,,"180.365,99",,,,,,,"1.157.180,02",,,,,,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,,"1.239,07",,,,,,,-,,,,,,,"1.239,07",,,,,,,"7.661,59",,,,,,,,,,,,,
CATU-BA,,,,BA,,,,,"217.624,69",,,,,,,"120.757,04",,,,,,,"338.381,73",,,,,,,"2.216.835,64",,,,,,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,,"1.284,95",,,,,,,-,,,,,,,"1.284,95",,,,,,,"7.945,32",,,,,,,,,,,,,
CIPO-BA,,,,BA,,,,,"1.055,49",,,,,,,-,,,,,,,"1.055,49",,,,,,,"6.526,50",,,,,,,,,,,,,
COARACI-BA,,,,BA,,,,,"1.187,47",,,,,,,-,,,,,,,"1.187,47",,,,,,,"7.336,85",,,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,,"1.152,99",,,,,,,-,,,,,,,"1.152,99",,,,,,,"7.135,03",,,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,,"1.095,67",,,,,,,-,,,,,,,"1.095,67",,,,,,,"6.769,29",,,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,,"1.514,41",,,,,,,-,,,,,,,"1.514,41",,,,,,,"9.364,15",,,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,,"1.239,07",,,,,,,-,,,,,,,"1.239,07",,,,,,,"7.661,59",,,,,,,,,,,,,
CONDE-BA,,,,BA,,,,,"3.523,51",,,,,,,"1.503,06",,,,,,,"5.026,57",,,,,,,"35.736,72",,,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,,"1.193,17",,,,,,,-,,,,,,,"1.193,17",,,,,,,"7.377,78",,,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,,"1.147,27",,,,,,,-,,,,,,,"1.147,27",,,,,,,"7.094,03",,,,,,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,,"1.147,27",,,,,,,-,,,,,,,"1.147,27",,,,,,,"7.094,03",,,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,,"1.468,51",,,,,,,-,,,,,,,"1.468,51",,,,,,,"9.080,34",,,,,,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,,"1.003,89",,,,,,,-,,,,,,,"1.003,89",,,,,,,"6.201,75",,,,,,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,,"1.474,22",,,,,,,-,,,,,,,"1.474,22",,,,,,,"9.121,34",,,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,,"1.176,04",,,,,,,-,,,,,,,"1.176,04",,,,,,,"7.254,85",,,,,,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,,"258.981,56",,,,,,,"191.918,59",,,,,,,"450.900,15",,,,,,,"2.832.573,81",,,,,,,,,,,,,
ESPLANADA-BA,,,,BA,,,,,"1.450.292,54",,,,,,,"565.408,48",,,,,,,"2.015.701,02",,,,,,,"10.401.623,59",,,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,,"1.520,12",,,,,,,-,,,,,,,"1.520,12",,,,,,,"9.405,09",,,,,,,,,,,,,
EUNAPOLIS-BA,,,,BA,,,,,"1.652,07",,,,,,,-,,,,,,,"1.652,07",,,,,,,"10.215,36",,,,,,,,,,,,,
FATIMA-BA,,,,BA,,,,,"1.147,27",,,,,,,-,,,,,,,"1.147,27",,,,,,,"7.094,03",,,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,,"1.835,65",,,,,,,-,,,,,,,"1.835,65",,,,,,,"11.350,47",,,,,,,,,,,,,
FIRMINO ALVES-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
FLORESTA AZUL-BA,,,,BA,,,,,"963,72",,,,,,,-,,,,,,,"963,72",,,,,,,"5.959,03",,,,,,,,,,,,,
GANDU-BA,,,,BA,,,,,"1.290,67",,,,,,,-,,,,,,,"1.290,67",,,,,,,"7.986,33",,,,,,,,,,,,,
GAVIAO-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
GLORIA-BA,,,,BA,,,,,"1.003,89",,,,,,,-,,,,,,,"1.003,89",,,,,,,"6.201,75",,,,,,,,,,,,,
GONGOGI-BA,,,,BA,,,,,"912,12",,,,,,,-,,,,,,,"912,12",,,,,,,"5.634,28",,,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,,"1.152,99",,,,,,,-,,,,,,,"1.152,99",,,,,,,"7.135,03",,,,,,,,,,,,,
GUARATINGA-BA,,,,BA,,,,,"1.187,47",,,,,,,-,,,,,,,"1.187,47",,,,,,,"7.336,85",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,,"1.061,21",,,,,,,-,,,,,,,"1.061,21",,,,,,,"6.567,51",,,,,,,,,,,,,
IACU-BA,,,,BA,,,,,"1.233,35",,,,,,,-,,,,,,,"1.233,35",,,,,,,"7.620,59",,,,,,,,,,,,,
IBICARAI-BA,,,,BA,,,,,"1.233,35",,,,,,,-,,,,,,,"1.233,35",,,,,,,"7.620,59",,,,,,,,,,,,,
IBICUI-BA,,,,BA,,,,,"1.055,49",,,,,,,-,,,,,,,"1.055,49",,,,,,,"6.526,50",,,,,,,,,,,,,
IBIQUERA-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
IBIRAPITANGA-BA,,,,BA,,,,,"1.193,17",,,,,,,-,,,,,,,"1.193,17",,,,,,,"7.377,78",,,,,,,,,,,,,
IBIRAPUA-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
IBIRATAIA-BA,,,,BA,,,,,"1.187,47",,,,,,,-,,,,,,,"1.187,47",,,,,,,"7.336,85",,,,,,,,,,,,,
ICHU-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
IGRAPIUNA-BA,,,,BA,,,,,"1.003,89",,,,,,,-,,,,,,,"1.003,89",,,,,,,"6.201,75",,,,,,,,,,,,,
IGUAI-BA,,,,BA,,,,,"1.239,07",,,,,,,-,,,,,,,"1.239,07",,,,,,,"7.661,59",,,,,,,,,,,,,
ILHEUS-BA,,,,BA,,,,,"1.835,65",,,,,,,-,,,,,,,"1.835,65",,,,,,,"11.350,47",,,,,,,,,,,,,
INHAMBUPE-BA,,,,BA,,,,,"2.654,48",,,,,,,"672,14",,,,,,,"3.326,62",,,,,,,"23.548,62",,,,,,,,,,,,,
IPECAETA-BA,,,,BA,,,,,"1.095,67",,,,,,,-,,,,,,,"1.095,67",,,,,,,"6.769,29",,,,,,,,,,,,,
IPIAU-BA,,,,BA,,,,,"1.422,62",,,,,,,-,,,,,,,"1.422,62",,,,,,,"8.796,61",,,,,,,,,,,,,
IPIRA-BA,,,,BA,,,,,"1.514,41",,,,,,,-,,,,,,,"1.514,41",,,,,,,"9.364,15",,,,,,,,,,,,,
IRAJUBA-BA,,,,BA,,,,,"917,82",,,,,,,-,,,,,,,"917,82",,,,,,,"5.675,21",,,,,,,,,,,,,
