ITAMARI-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
ITAMBE-BA,,,,,,,,BA,,"1.572,62",,,,,,-,,,,,,"1.572,62",,,,,,,"11.154,77",,,,,,,,,
ITANAGRA-BA,,,,,,,,BA,,"100.911,41",,,,,,"18.685,82",,,,,,"119.597,23",,,,,,,"983.513,14",,,,,,,,,
ITANHEM-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
ITAPARICA-BA,,,,,,,,BA,,"47.113,90",,,,,,"233.854,90",,,,,,"280.968,80",,,,,,,"2.233.854,72",,,,,,,,,
ITAPE-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"7.965,94",,,,,,,,,
ITAPEBI-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
ITAPETINGA-BA,,,,,,,,BA,,"1.789,54",,,,,,-,,,,,,"1.789,54",,,,,,,"12.646,75",,,,,,,,,
ITAPICURU-BA,,,,,,,,BA,,"1.518,39",,,,,,-,,,,,,"1.518,39",,,,,,,"10.771,56",,,,,,,,,
ITAPITANGA-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
ITAQUARA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
ITARANTIM-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.197,64",,,,,,,,,
ITATIM-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.855,37",,,,,,,,,
ITIRUCU-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.855,37",,,,,,,,,
ITIUBA-BA,,,,,,,,BA,,"1.572,62",,,,,,-,,,,,,"1.572,62",,,,,,,"11.113,77",,,,,,,,,
ITORORO-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"10.005,06",,,,,,,,,
ITUBERA-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.923,14",,,,,,,,,
JACOBINA-BA,,,,,,,,BA,,"1.897,99",,,,,,-,,,,,,"1.897,99",,,,,,,"13.413,17",,,,,,,,,
JAGUAQUARA-BA,,,,,,,,BA,,"1.681,08",,,,,,-,,,,,,"1.681,08",,,,,,,"11.880,26",,,,,,,,,
JAGUARIPE-BA,,,,,,,,BA,,"38.893,91",,,,,,-,,,,,,"38.893,91",,,,,,,"400.543,27",,,,,,,,,
JANDAIRA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.623,73",,,,,,,,,
JEQUIE-BA,,,,,,,,BA,,"2.169,14",,,,,,-,,,,,,"2.169,14",,,,,,,"15.329,38",,,,,,,,,
JEREMOABO-BA,,,,,,,,BA,,"1.626,85",,,,,,-,,,,,,"1.626,85",,,,,,,"11.537,96",,,,,,,,,
JIQUIRICA-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.431,14",,,,,,,,,
JITAUNA-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.115,64",,,,,,,,,
JUCURUCU-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.006,95",,,,,,,,,
JUSSARI-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJE-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"10.005,06",,,,,,,,,
LAJEDAO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
LAJEDINHO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
LAMARAO-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.088,87",,,,,,,,,
LAURO DE FREITAS-BA,,,,,,,,BA,,"2.169,14",,,,,,-,,,,,,"2.169,14",,,,,,,"15.411,30",,,,,,,,,
MACAJUBA-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
MACARANI-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.238,57",,,,,,,,,
MADRE DE DEUS-BA,,,,,,,,BA,,"1.215.208,36",,,,,,"1.081.870,71",,,,,,"2.297.079,07",,,,,,,"18.137.315,65",,,,,,,,,
MAIQUINIQUE-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
MAIRI-BA,,,,,,,,BA,,"1.355,71",,,,,,-,,,,,,"1.355,71",,,,,,,"9.539,84",,,,,,,,,
MANOEL VITORINO-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.773,44",,,,,,,,,
MARACAS-BA,,,,,,,,BA,,"1.572,62",,,,,,-,,,,,,"1.572,62",,,,,,,"11.154,77",,,,,,,,,
MARAGOGIPE-BA,,,,,,,,BA,,"38.893,91",,,,,,-,,,,,,"38.893,91",,,,,,,"398.922,34",,,,,,,,,
MARAU-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.156,63",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
MASCOTE-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.197,64",,,,,,,,,
MATA DE SAO JOAO-BA,,,,,,,,BA,,"190.749,90",,,,,,"87.482,45",,,,,,"278.232,35",,,,,,,"2.217.609,52",,,,,,,,,
MEDEIROS NETO-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
MIGUEL CALMON-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.306,35",,,,,,,,,
MILAGRES-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.006,95",,,,,,,,,
MIRANTE-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.582,74",,,,,,,,,
MONTE SANTO-BA,,,,,,,,BA,,"1.735,31",,,,,,-,,,,,,"1.735,31",,,,,,,"12.263,46",,,,,,,,,
MUCURI-BA,,,,,,,,BA,,"1.572,62",,,,,,-,,,,,,"1.572,62",,,,,,,"11.154,77",,,,,,,,,
MUNDO NOVO-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
MURITIBA-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.306,35",,,,,,,,,
MUTUIPE-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
NAZARE-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.347,35",,,,,,,,,
NILO PECANHA-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.472,14",,,,,,,,,
NORDESTINA-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.472,14",,,,,,,,,
NOVA CANAA-BA,,,,,,,,BA,,"1.355,71",,,,,,-,,,,,,"1.355,71",,,,,,,"9.662,77",,,,,,,,,
NOVA FATIMA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
NOVA IBIA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
NOVA ITARANA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
NOVA SOURE-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.347,35",,,,,,,,,
NOVA VICOSA-BA,,,,,,,,BA,,"1.572,62",,,,,,-,,,,,,"1.572,62",,,,,,,"11.113,77",,,,,,,,,
NOVO TRIUNFO-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.855,37",,,,,,,,,
OLINDINA-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
OURICANGAS-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
OUROLANDIA-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.238,57",,,,,,,,,
PARIPIRANGA-BA,,,,,,,,BA,,"1.518,39",,,,,,-,,,,,,"1.518,39",,,,,,,"10.771,56",,,,,,,,,
PAU BRASIL-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.431,14",,,,,,,,,
PAULO AFONSO-BA,,,,,,,,BA,,"2.006,45",,,,,,-,,,,,,"2.006,45",,,,,,,"14.179,67",,,,,,,,,
PE DE SERRA-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.855,37",,,,,,,,,
PEDRAO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.197,64",,,,,,,,,
PINTADAS-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
PIRAI DO NORTE-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.623,73",,,,,,,,,
PIRITIBA-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.429,28",,,,,,,,,
PLANALTINO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
PLANALTO-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
POCOES-BA,,,,,,,,BA,,"1.681,08",,,,,,-,,,,,,"1.681,08",,,,,,,"11.880,26",,,,,,,,,
POJUCA-BA,,,,,,,,BA,,"645.515,52",,,,,,"566.869,53",,,,,,"1.212.385,05",,,,,,,"9.994.393,67",,,,,,,,,
PORTO SEGURO-BA,,,,,,,,BA,,"2.060,68",,,,,,-,,,,,,"2.060,68",,,,,,,"14.644,81",,,,,,,,,
POTIRAGUA-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"7.965,94",,,,,,,,,
PRADO-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.347,35",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"10.005,06",,,,,,,,,
QUEIMADAS-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.347,35",,,,,,,,,
QUIJINGUE-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.347,35",,,,,,,,,
QUIXABEIRA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
RETIROLANDIA-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,,BA,,"1.572,62",,,,,,-,,,,,,"1.572,62",,,,,,,"11.154,77",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.855,37",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,,BA,,"1.681,08",,,,,,-,,,,,,"1.681,08",,,,,,,"11.880,26",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.814,36",,,,,,,,,
RIO REAL-BA,,,,,,,,BA,,"1.626,85",,,,,,-,,,,,,"1.626,85",,,,,,,"11.537,96",,,,,,,,,
RUY BARBOSA-BA,,,,,,,,BA,,"1.518,39",,,,,,-,,,,,,"1.518,39",,,,,,,"10.730,55",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,,BA,,"40.746,00",,,,,,"233.635,76",,,,,,"274.381,76",,,,,,,"2.178.982,55",,,,,,,,,
SALVADOR-BA,,,,,,,,BA,,"74.083,64",,,,,,"233.635,76",,,,,,"307.719,40",,,,,,,"2.441.914,57",,,,,,,,,
SANTA BARBARA-BA,,,,,,,,BA,,"1.355,71",,,,,,-,,,,,,"1.355,71",,,,,,,"9.621,84",,,,,,,,,
SANTA BRIGIDA-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.773,44",,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.388,28",,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
SANTA INES-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
SANTA LUZIA-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.814,36",,,,,,,,,
SANTA TERESINHA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
SANTALUZ-BA,,,,,,,,BA,,"1.572,62",,,,,,-,,,,,,"1.572,62",,,,,,,"11.154,77",,,,,,,,,
SANTANOPOLIS-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
SANTO AMARO-BA,,,,,,,,BA,,"61.119,00",,,,,,"233.635,76",,,,,,"294.754,76",,,,,,,"2.339.707,09",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,,BA,,"1.952,22",,,,,,-,,,,,,"1.952,22",,,,,,,"13.837,37",,,,,,,,,
SANTO ESTEVAO-BA,,,,,,,,BA,,"1.681,08",,,,,,-,,,,,,"1.681,08",,,,,,,"11.880,26",,,,,,,,,
SAO DOMINGOS-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
SAO FELIPE-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
SAO FELIX-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.855,37",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,,BA,,"1.446.933,66",,,,,,"850.863,28",,,,,,"2.297.796,94",,,,,,,"17.564.361,74",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,,BA,,"1.518,39",,,,,,-,,,,,,"1.518,39",,,,,,,"10.771,56",,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.088,87",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,,BA,,"1.138,79",,,,,,-,,,,,,"1.138,79",,,,,,,"8.047,95",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,,BA,,"407.888,65",,,,,,"233.076,44",,,,,,"640.965,09",,,,,,,"5.174.584,44",,,,,,,,,
SAPEACU-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.197,64",,,,,,,,,
SATIRO DIAS-BA,,,,,,,,BA,,"24.628,28",,,,,,"11.045,60",,,,,,"35.673,88",,,,,,,"251.026,81",,,,,,,,,
SAUBARA-BA,,,,,,,,BA,,"38.893,91",,,,,,"233.635,76",,,,,,"272.529,67",,,,,,,"2.164.494,30",,,,,,,,,
SERRA PRETA-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.773,44",,,,,,,,,
SERRINHA-BA,,,,,,,,BA,,"1.843,77",,,,,,-,,,,,,"1.843,77",,,,,,,"13.029,97",,,,,,,,,
SERROLANDIA-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.431,14",,,,,,,,,
SIMOES FILHO-BA,,,,,,,,BA,,"2.006,45",,,,,,-,,,,,,"2.006,45",,,,,,,"14.221,31",,,,,,,,,
SITIO DO QUINTO-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.773,44",,,,,,,,,
TANQUINHO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
TAPEROA-BA,,,,,,,,BA,,"1.355,71",,,,,,-,,,,,,"1.355,71",,,,,,,"9.662,77",,,,,,,,,
TAPIRAMUTA-BA,,,,,,,,BA,,"1.301,48",,,,,,-,,,,,,"1.301,48",,,,,,,"9.197,64",,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,,BA,,"2.060,68",,,,,,-,,,,,,"2.060,68",,,,,,,"14.603,88",,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
TEOFILANDIA-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
TEOLANDIA-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.431,14",,,,,,,,,
TERRA NOVA-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.431,14",,,,,,,,,
TUCANO-BA,,,,,,,,BA,,"1.735,31",,,,,,-,,,,,,"1.735,31",,,,,,,"12.263,46",,,,,,,,,
UAUA-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.347,35",,,,,,,,,
UBAIRA-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
UBAITABA-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
UBATA-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.388,28",,,,,,,,,
UNA-BA,,,,,,,,BA,,"1.464,17",,,,,,-,,,,,,"1.464,17",,,,,,,"10.306,35",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URUCUCA-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
VALENCA-BA,,,,,,,,BA,,"38.893,91",,,,,,-,,,,,,"38.893,91",,,,,,,"398.198,02",,,,,,,,,
VALENTE-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"10.005,06",,,,,,,,,
VARZEA DA ROCA-BA,,,,,,,,BA,,"1.247,25",,,,,,-,,,,,,"1.247,25",,,,,,,"8.855,37",,,,,,,,,
VARZEA DO POCO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
VARZEA NOVA-BA,,,,,,,,BA,,"1.193,02",,,,,,-,,,,,,"1.193,02",,,,,,,"8.390,14",,,,,,,,,
VARZEDO-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
VERA CRUZ-BA,,,,,,,,BA,,"1.989,15",,,,,,-,,,,,,"1.989,15",,,,,,,"11.571,30",,,,,,,,,
VEREDA-BA,,,,,,,,BA,,"1.084,57",,,,,,-,,,,,,"1.084,57",,,,,,,"7.664,66",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,,BA,,"2.169,14",,,,,,-,,,,,,"2.169,14",,,,,,,"15.329,38",,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,,BA,,"1.409,94",,,,,,-,,,,,,"1.409,94",,,,,,,"9.964,07",,,,,,,,,
BAHIA  TOTAL,,,,,,,,,,"8.246.290,91",,,,,,"6.336.945,17",,,,,,"14.583.236,08",,,,,,,"110.327.606,45",,,,,,,,,
ACARAU-CE,,,,,,,,CE,,"4.073,47",,,,,,-,,,,,,"4.073,47",,,,,,,"29.091,98",,,,,,,,,
ALCANTARAS-CE,,,,,,,,CE,,"2.673,21",,,,,,-,,,,,,"2.673,21",,,,,,,"19.091,59",,,,,,,,,
AMONTADA-CE,,,,,,,,CE,,"87.001,92",,,,,,"103.631,73",,,,,,"190.633,65",,,,,,,"1.390.382,75",,,,,,,,,
APUIARES-CE,,,,,,,,CE,,"2.800,51",,,,,,-,,,,,,"2.800,51",,,,,,,"20.000,72",,,,,,,,,
AQUIRAZ-CE,,,,,,,,CE,,-,,,,,,"5.541,52",,,,,,"5.541,52",,,,,,,"51.465,92",,,,,,,,,
ARACATI-CE,,,,,,,,CE,,"839.233,29",,,,,,"30.777,50",,,,,,"870.010,79",,,,,,,"6.261.625,51",,,,,,,,,
ARARENDA-CE,,,,,,,,CE,,"2.673,21",,,,,,-,,,,,,"2.673,21",,,,,,,"19.091,59",,,,,,,,,
BARROQUINHA-CE,,,,,,,,CE,,"2.927,80",,,,,,-,,,,,,"2.927,80",,,,,,,"20.909,85",,,,,,,,,
BELA CRUZ-CE,,,,,,,,CE,,"3.564,28",,,,,,-,,,,,,"3.564,28",,,,,,,"25.455,48",,,,,,,,,
CAMOCIM-CE,,,,,,,,CE,,"4.200,76",,,,,,-,,,,,,"4.200,76",,,,,,,"30.001,09",,,,,,,,,
CANINDE-CE,,,,,,,,CE,,"4.455,36",,,,,,-,,,,,,"4.455,36",,,,,,,"31.819,36",,,,,,,,,
CARIDADE-CE,,,,,,,,CE,,"3.055,10",,,,,,-,,,,,,"3.055,10",,,,,,,"21.818,96",,,,,,,,,
CARIRE-CE,,,,,,,,CE,,"3.182,40",,,,,,-,,,,,,"3.182,40",,,,,,,"22.728,10",,,,,,,,,
CARNAUBAL-CE,,,,,,,,CE,,"3.055,10",,,,,,-,,,,,,"3.055,10",,,,,,,"21.818,96",,,,,,,,,
CATUNDA-CE,,,,,,,,CE,,"2.673,21",,,,,,-,,,,,,"2.673,21",,,,,,,"19.091,59",,,,,,,,,
CAUCAIA-CE,,,,,,,,CE,,"749.976,35",,,,,,"5.541,52",,,,,,"755.517,87",,,,,,,"2.760.034,00",,,,,,,,,
CHAVAL-CE,,,,,,,,CE,,"2.800,51",,,,,,-,,,,,,"2.800,51",,,,,,,"20.000,72",,,,,,,,,
COREAU-CE,,,,,,,,CE,,"3.309,69",,,,,,-,,,,,,"3.309,69",,,,,,,"23.637,22",,,,,,,,,
CRATEUS-CE,,,,,,,,CE,,"4.455,36",,,,,,-,,,,,,"4.455,36",,,,,,,"31.819,36",,,,,,,,,
CROATA-CE,,,,,,,,CE,,"3.055,10",,,,,,-,,,,,,"3.055,10",,,,,,,"21.818,96",,,,,,,,,
CRUZ-CE,,,,,,,,CE,,"3.309,69",,,,,,-,,,,,,"3.309,69",,,,,,,"23.637,22",,,,,,,,,
FORQUILHA-CE,,,,,,,,CE,,"3.309,69",,,,,,-,,,,,,"3.309,69",,,,,,,"23.637,22",,,,,,,,,
FORTALEZA-CE,,,,,,,,CE,,"150.556,20",,,,,,"7.388,73",,,,,,"157.944,93",,,,,,,"1.205.200,07",,,,,,,,,
FRECHEIRINHA-CE,,,,,,,,CE,,"2.800,51",,,,,,-,,,,,,"2.800,51",,,,,,,"20.000,72",,,,,,,,,
GENERAL SAMPAIO-CE,,,,,,,,CE,,"2.545,92",,,,,,-,,,,,,"2.545,92",,,,,,,"18.182,47",,,,,,,,,
GRACA-CE,,,,,,,,CE,,"2.927,80",,,,,,-,,,,,,"2.927,80",,,,,,,"20.909,85",,,,,,,,,
GRANJA-CE,,,,,,,,CE,,"4.073,47",,,,,,-,,,,,,"4.073,47",,,,,,,"29.091,98",,,,,,,,,
GROAIRAS-CE,,,,,,,,CE,,"2.545,92",,,,,,-,,,,,,"2.545,92",,,,,,,"18.182,47",,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,,,CE,,"3.818,88",,,,,,-,,,,,,"3.818,88",,,,,,,"27.273,72",,,,,,,,,
HIDROLANDIA-CE,,,,,,,,CE,,"3.182,40",,,,,,-,,,,,,"3.182,40",,,,,,,"22.728,10",,,,,,,,,
HORIZONTE-CE,,,,,,,,CE,,"750.345,89",,,,,,-,,,,,,"750.345,89",,,,,,,"5.442.168,39",,,,,,,,,
IBIAPINA-CE,,,,,,,,CE,,"3.309,69",,,,,,-,,,,,,"3.309,69",,,,,,,"23.637,22",,,,,,,,,
ICAPUI-CE,,,,,,,,CE,,"104.957,10",,,,,,"26.846,17",,,,,,"131.803,27",,,,,,,"948.427,59",,,,,,,,,
INDEPENDENCIA-CE,,,,,,,,CE,,"3.436,99",,,,,,-,,,,,,"3.436,99",,,,,,,"24.546,35",,,,,,,,,
IPAPORANGA-CE,,,,,,,,CE,,"2.673,21",,,,,,-,,,,,,"2.673,21",,,,,,,"19.091,59",,,,,,,,,
IPU-CE,,,,,,,,CE,,"3.818,88",,,,,,-,,,,,,"3.818,88",,,,,,,"27.273,72",,,,,,,,,
IPUEIRAS-CE,,,,,,,,CE,,"3.818,88",,,,,,-,,,,,,"3.818,88",,,,,,,"27.273,72",,,,,,,,,
IRAUCUBA-CE,,,,,,,,CE,,"3.309,69",,,,,,-,,,,,,"3.309,69",,,,,,,"23.637,22",,,,,,,,,
