PEDRO ALEXANDRE,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
PINTADAS,,,,,,BA,,,,"81,05",,,,,,,-,,,,,,,"81,05",,,,,,,,"869,51",,,,,,
PIRITIBA,,,,,,BA,,,,"96,49",,,,,,,-,,,,,,,"96,49",,,,,,,,"1.035,14",,,,,,
PLANALTINO,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
PLANALTO,,,,,,BA,,,,"100,35",,,,,,,-,,,,,,,"100,35",,,,,,,,"1.076,53",,,,,,
POCOES,,,,,,BA,,,,"119,65",,,,,,,-,,,,,,,"119,65",,,,,,,,"1.283,58",,,,,,
POJUCA,,,,,,BA,,,,"586.510,41",,,,,,,"543.003,30",,,,,,,"1.129.513,71",,,,,,,,"12.248.071,38",,,,,,
QUEIMADAS,,,,,,BA,,,,"104,21",,,,,,,-,,,,,,,"104,21",,,,,,,,"1.117,96",,,,,,
QUIJINGUE,,,,,,BA,,,,"104,21",,,,,,,-,,,,,,,"104,21",,,,,,,,"1.117,96",,,,,,
QUIXABEIRA,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
RAFAEL JAMBEIRO,,,,,,BA,,,,"100,35",,,,,,,-,,,,,,,"100,35",,,,,,,,"1.076,53",,,,,,
RETIROLANDIA,,,,,,BA,,,,"81,05",,,,,,,-,,,,,,,"81,05",,,,,,,,"869,51",,,,,,
RIACHAO DO JACUIPE,,,,,,BA,,,,"108,07",,,,,,,-,,,,,,,"108,07",,,,,,,,"1.159,36",,,,,,
RIBEIRA DO AMPARO,,,,,,BA,,,,"84,91",,,,,,,-,,,,,,,"84,91",,,,,,,,"910,90",,,,,,
RIBEIRA DO POMBAL,,,,,,BA,,,,"119,65",,,,,,,-,,,,,,,"119,65",,,,,,,,"1.283,58",,,,,,
RIBEIRAO DO LARGO,,,,,,BA,,,,"88,77",,,,,,,-,,,,,,,"88,77",,,,,,,,"952,34",,,,,,
RIO REAL,,,,,,BA,,,,"111,93",,,,,,,-,,,,,,,"111,93",,,,,,,,"1.200,76",,,,,,
RUY BARBOSA,,,,,,BA,,,,"108,07",,,,,,,-,,,,,,,"108,07",,,,,,,,"1.159,36",,,,,,
SALINAS DA MARGARIDA,,,,,,BA,,,,"2.245,07",,,,,,,"64.614,16",,,,,,,"66.859,23",,,,,,,,"1.217.478,22",,,,,,
SALVADOR,,,,,,BA,,,,"4.276,32",,,,,,,"64.614,16",,,,,,,"68.890,48",,,,,,,,"1.239.268,75",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA BARBARA,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
SANTA BRIGIDA,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
SANTA INES,,,,,,BA,,,,"81,05",,,,,,,-,,,,,,,"81,05",,,,,,,,"869,51",,,,,,
SANTA TERESINHA,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
SANTALUZ,,,,,,BA,,,,"108,07",,,,,,,-,,,,,,,"108,07",,,,,,,,"1.159,36",,,,,,
SANTANOPOLIS,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
SANTO AMARO,,,,,,BA,,,,"3.527,96",,,,,,,"64.614,16",,,,,,,"68.142,12",,,,,,,,"1.231.240,65",,,,,,
SANTO ANTONIO DE JESUS,,,,,,BA,,,,"135,09",,,,,,,-,,,,,,,"135,09",,,,,,,,"1.449,20",,,,,,
SANTO ESTEVAO,,,,,,BA,,,,"119,65",,,,,,,-,,,,,,,"119,65",,,,,,,,"1.283,58",,,,,,
SAO DOMINGOS,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
SAO FELIPE,,,,,,BA,,,,"100,35",,,,,,,-,,,,,,,"100,35",,,,,,,,"1.076,53",,,,,,
SAO FELIX,,,,,,BA,,,,"84,91",,,,,,,-,,,,,,,"84,91",,,,,,,,"910,90",,,,,,
SAO FRANCISCO DO CONDE,,,,,,BA,,,,"827.318,29",,,,,,,"102.785,02",,,,,,,"930.103,31",,,,,,,,"12.226.920,27",,,,,,
SAO GONCALO DOS CAMPOS,,,,,,BA,,,,"104,21",,,,,,,-,,,,,,,"104,21",,,,,,,,"1.117,96",,,,,,
SAO JOSE DO JACUIPE,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
SAO MIGUEL DAS MATAS,,,,,,BA,,,,"81,05",,,,,,,-,,,,,,,"81,05",,,,,,,,"869,51",,,,,,
SAO SEBASTIAO DO PASSE,,,,,,BA,,,,"192.837,59",,,,,,,"131.144,91",,,,,,,"323.982,50",,,,,,,,"3.622.497,45",,,,,,
SAPEACU,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
SATIRO DIAS,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
SAUBARA,,,,,,BA,,,,"2.245,07",,,,,,,"64.614,16",,,,,,,"66.859,23",,,,,,,,"1.217.478,22",,,,,,
SERRA PRETA,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
SERRINHA,,,,,,BA,,,,"138,95",,,,,,,-,,,,,,,"138,95",,,,,,,,"1.490,62",,,,,,
SERROLANDIA,,,,,,BA,,,,"84,91",,,,,,,-,,,,,,,"84,91",,,,,,,,"910,90",,,,,,
SIMOES FILHO,,,,,,BA,,,,"66.291,77",,,,,,,"5.191,11",,,,,,,"71.482,88",,,,,,,,"881.564,29",,,,,,
SITIO DO QUINTO,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
TANQUINHO,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
TAPIRAMUTA,,,,,,BA,,,,"92,63",,,,,,,-,,,,,,,"92,63",,,,,,,,"993,74",,,,,,
TEODORO SAMPAIO,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
TEOFILANDIA,,,,,,BA,,,,"100,35",,,,,,,-,,,,,,,"100,35",,,,,,,,"1.076,53",,,,,,
TERRA NOVA,,,,,,BA,,,,"208,94",,,,,,,"80,00",,,,,,,"288,94",,,,,,,,"2.658,13",,,,,,
TUCANO,,,,,,BA,,,,"123,51",,,,,,,-,,,,,,,"123,51",,,,,,,,"1.324,98",,,,,,
UAUA,,,,,,BA,,,,"104,21",,,,,,,-,,,,,,,"104,21",,,,,,,,"1.117,96",,,,,,
UBAIRA,,,,,,BA,,,,"100,35",,,,,,,-,,,,,,,"100,35",,,,,,,,"1.076,53",,,,,,
VALENTE,,,,,,BA,,,,"96,49",,,,,,,-,,,,,,,"96,49",,,,,,,,"1.035,14",,,,,,
VARZEA DA ROCA,,,,,,BA,,,,"84,91",,,,,,,-,,,,,,,"84,91",,,,,,,,"910,90",,,,,,
VARZEA DO POCO,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
VARZEA NOVA,,,,,,BA,,,,"88,77",,,,,,,-,,,,,,,"88,77",,,,,,,,"952,34",,,,,,
VARZEDO,,,,,,BA,,,,"77,19",,,,,,,-,,,,,,,"77,19",,,,,,,,"828,09",,,,,,
VERA CRUZ,,,,,,BA,,,,"108,07",,,,,,,-,,,,,,,"108,07",,,,,,,,"1.159,36",,,,,,
VITORIA DA CONQUISTA,,,,,,BA,,,,"154,39",,,,,,,-,,,,,,,"154,39",,,,,,,,"1.656,25",,,,,,
TOTAL BAHIA,,,,,,,,,,"4.040.594,63",,,,,,,"2.225.008,11",,,,,,,"6.265.602,74",,,,,,,,"79.644.021,52",,,,,,
ACARAU,,,,,,CE,,,,"2.548,24",,,,,,,-,,,,,,,"2.548,24",,,,,,,,"32.031,08",,,,,,
ALCANTARAS,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
AMONTADA,,,,,,CE,,,,"53.191,51",,,,,,,"74.153,49",,,,,,,"127.345,00",,,,,,,,"1.609.147,46",,,,,,
APUIARES,,,,,,CE,,,,"1.751,92",,,,,,,-,,,,,,,"1.751,92",,,,,,,,"22.021,35",,,,,,
AQUIRAZ,,,,,,CE,,,,-,,,,,,,"942,61",,,,,,,"942,61",,,,,,,,"29.478,69",,,,,,
ARACATI,,,,,,CE,,,,"391.765,59",,,,,,,"13.677,00",,,,,,,"405.442,59",,,,,,,,"5.036.747,50",,,,,,
ARARENDA,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
BARROQUINHA,,,,,,CE,,,,"1.751,92",,,,,,,-,,,,,,,"1.751,92",,,,,,,,"22.021,35",,,,,,
BELA CRUZ,,,,,,CE,,,,"2.229,71",,,,,,,-,,,,,,,"2.229,71",,,,,,,,"28.027,17",,,,,,
CAMOCIM,,,,,,CE,,,,"2.548,24",,,,,,,-,,,,,,,"2.548,24",,,,,,,,"32.031,08",,,,,,
CANINDE,,,,,,CE,,,,"2.707,51",,,,,,,-,,,,,,,"2.707,51",,,,,,,,"34.033,04",,,,,,
CARIDADE,,,,,,CE,,,,"1.831,55",,,,,,,-,,,,,,,"1.831,55",,,,,,,,"23.022,33",,,,,,
CARIRE,,,,,,CE,,,,"1.990,81",,,,,,,-,,,,,,,"1.990,81",,,,,,,,"25.024,26",,,,,,
CARNAUBAL,,,,,,CE,,,,"1.831,55",,,,,,,-,,,,,,,"1.831,55",,,,,,,,"23.022,33",,,,,,
CATUNDA,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
CAUCAIA,,,,,,CE,,,,-,,,,,,,"942,61",,,,,,,"942,61",,,,,,,,"29.478,69",,,,,,
CHAVAL,,,,,,CE,,,,"1.751,92",,,,,,,-,,,,,,,"1.751,92",,,,,,,,"22.021,35",,,,,,
COREAU,,,,,,CE,,,,"1.990,81",,,,,,,-,,,,,,,"1.990,81",,,,,,,,"25.024,26",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRATEUS,,,,,,CE,,,,"2.707,51",,,,,,,-,,,,,,,"2.707,51",,,,,,,,"34.033,04",,,,,,
CROATA,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
CRUZ,,,,,,CE,,,,"1.990,81",,,,,,,-,,,,,,,"1.990,81",,,,,,,,"25.024,26",,,,,,
FORQUILHA,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
FORTALEZA,,,,,,CE,,,,"103.473,10",,,,,,,"1.256,82",,,,,,,"104.729,92",,,,,,,,"3.313.041,17",,,,,,
FRECHEIRINHA,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
GENERAL SAMPAIO,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
GRACA,,,,,,CE,,,,"1.831,55",,,,,,,-,,,,,,,"1.831,55",,,,,,,,"23.022,33",,,,,,
GRANJA,,,,,,CE,,,,"2.548,24",,,,,,,-,,,,,,,"2.548,24",,,,,,,,"32.031,08",,,,,,
GROAIRAS,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
GUARACIABA DO NORTE,,,,,,CE,,,,"2.309,34",,,,,,,-,,,,,,,"2.309,34",,,,,,,,"29.028,17",,,,,,
HIDROLANDIA,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
IBIAPINA,,,,,,CE,,,,"2.070,45",,,,,,,-,,,,,,,"2.070,45",,,,,,,,"26.025,24",,,,,,
ICAPUI,,,,,,CE,,,,"91.397,70",,,,,,,"25.408,39",,,,,,,"116.806,09",,,,,,,,"1.380.390,11",,,,,,
INDEPENDENCIA,,,,,,CE,,,,"2.150,08",,,,,,,-,,,,,,,"2.150,08",,,,,,,,"27.026,23",,,,,,
IPAPORANGA,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
IPU,,,,,,CE,,,,"2.388,98",,,,,,,-,,,,,,,"2.388,98",,,,,,,,"30.029,15",,,,,,
IPUEIRAS,,,,,,CE,,,,"2.388,98",,,,,,,-,,,,,,,"2.388,98",,,,,,,,"30.029,15",,,,,,
IRAUCUBA,,,,,,CE,,,,"1.990,81",,,,,,,-,,,,,,,"1.990,81",,,,,,,,"25.024,26",,,,,,
ITAPAGE,,,,,,CE,,,,"2.468,61",,,,,,,-,,,,,,,"2.468,61",,,,,,,,"31.030,10",,,,,,
ITAPIPOCA,,,,,,CE,,,,"66.030,84",,,,,,,"62.731,90",,,,,,,"128.762,74",,,,,,,,"1.595.965,76",,,,,,
ITAREMA,,,,,,CE,,,,"51.357,32",,,,,,,"36.216,29",,,,,,,"87.573,61",,,,,,,,"1.114.917,13",,,,,,
JIJOCA DE JERICOACOARA,,,,,,CE,,,,"1.751,92",,,,,,,-,,,,,,,"1.751,92",,,,,,,,"22.021,35",,,,,,
MARCO,,,,,,CE,,,,"2.070,45",,,,,,,-,,,,,,,"2.070,45",,,,,,,,"26.025,24",,,,,,
MARTINOPOLE,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
MASSAPE,,,,,,CE,,,,"2.229,71",,,,,,,-,,,,,,,"2.229,71",,,,,,,,"28.027,17",,,,,,
MERUOCA,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
MIRAIMA,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
MONSENHOR TABOSA,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
MORAUJO,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
MORRINHOS,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
MUCAMBO,,,,,,CE,,,,"1.751,92",,,,,,,-,,,,,,,"1.751,92",,,,,,,,"22.021,35",,,,,,
NOVA RUSSAS,,,,,,CE,,,,"2.229,71",,,,,,,-,,,,,,,"2.229,71",,,,,,,,"28.027,17",,,,,,
NOVO ORIENTE,,,,,,CE,,,,"2.150,08",,,,,,,-,,,,,,,"2.150,08",,,,,,,,"27.026,23",,,,,,
PACUJA,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
PARACURU,,,,,,CE,,,,"49.523,13",,,,,,,"104.201,78",,,,,,,"153.724,91",,,,,,,,"1.946.067,93",,,,,,
PARAIPABA,,,,,,CE,,,,"2.150,08",,,,,,,"2.671,57",,,,,,,"4.821,65",,,,,,,,"61.549,54",,,,,,
PARAMOTI,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
PENTECOSTE,,,,,,CE,,,,"2.309,34",,,,,,,-,,,,,,,"2.309,34",,,,,,,,"29.028,17",,,,,,
PIRES FERREIRA,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
PORANGA,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
QUITERIANOPOLIS,,,,,,CE,,,,"1.990,81",,,,,,,-,,,,,,,"1.990,81",,,,,,,,"25.024,26",,,,,,
RERIUTABA,,,,,,CE,,,,"2.070,45",,,,,,,-,,,,,,,"2.070,45",,,,,,,,"26.025,24",,,,,,
SANTA QUITERIA,,,,,,CE,,,,"2.468,61",,,,,,,-,,,,,,,"2.468,61",,,,,,,,"31.030,10",,,,,,
SANTANA DO ACARAU,,,,,,CE,,,,"2.150,08",,,,,,,-,,,,,,,"2.150,08",,,,,,,,"27.026,23",,,,,,
SAO BENEDITO,,,,,,CE,,,,"2.388,98",,,,,,,-,,,,,,,"2.388,98",,,,,,,,"30.029,15",,,,,,
SAO GONCALO DO AMARANTE,,,,,,CE,,,,"2.309,34",,,,,,,-,,,,,,,"2.309,34",,,,,,,,"29.028,17",,,,,,
SAO LUIS DO CURU,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
SENADOR SA,,,,,,CE,,,,"1.592,65",,,,,,,-,,,,,,,"1.592,65",,,,,,,,"20.019,41",,,,,,
SOBRAL,,,,,,CE,,,,"3.185,31",,,,,,,-,,,,,,,"3.185,31",,,,,,,,"40.038,89",,,,,,
TAMBORIL,,,,,,CE,,,,"2.150,08",,,,,,,-,,,,,,,"2.150,08",,,,,,,,"27.026,23",,,,,,
TEJUCUOCA,,,,,,CE,,,,"1.751,92",,,,,,,-,,,,,,,"1.751,92",,,,,,,,"22.021,35",,,,,,
TIANGUA,,,,,,CE,,,,"2.627,88",,,,,,,-,,,,,,,"2.627,88",,,,,,,,"33.032,07",,,,,,
TRAIRI,,,,,,CE,,,,"56.859,89",,,,,,,"66.228,33",,,,,,,"123.088,22",,,,,,,,"1.532.495,54",,,,,,
TURURU,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
UBAJARA,,,,,,CE,,,,"2.150,08",,,,,,,-,,,,,,,"2.150,08",,,,,,,,"27.026,23",,,,,,
UMIRIM,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
URUBURETAMA,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
URUOCA,,,,,,CE,,,,"1.672,28",,,,,,,-,,,,,,,"1.672,28",,,,,,,,"21.020,39",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARJOTA,,,,,,CE,,,,"1.911,18",,,,,,,-,,,,,,,"1.911,18",,,,,,,,"24.023,29",,,,,,
VICOSA DO CEARA,,,,,,CE,,,,"2.468,61",,,,,,,-,,,,,,,"2.468,61",,,,,,,,"31.030,10",,,,,,
TOTAL CEARA,,,,,,,,,,"1.002.080,07",,,,,,,"388.430,79",,,,,,,"1.390.510,86",,,,,,,,"19.362.941,74",,,,,,
AFONSO CLAUDIO,,,,,,ES,,,,"4.200,72",,,,,,,-,,,,,,,"4.200,72",,,,,,,,"46.957,64",,,,,,
AGUA DOCE DO NORTE,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
AGUIA BRANCA,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
ALEGRE,,,,,,ES,,,,"4.055,87",,,,,,,-,,,,,,,"4.055,87",,,,,,,,"45.338,43",,,,,,
ALFREDO CHAVES,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
ALTO RIO NOVO,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
ANCHIETA,,,,,,ES,,,,"60.749,45",,,,,,,-,,,,,,,"60.749,45",,,,,,,,"287.084,69",,,,,,
APIACA,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
ARACRUZ,,,,,,ES,,,,"348.146,45",,,,,,,"92.254,24",,,,,,,"440.400,69",,,,,,,,"3.858.345,96",,,,,,
ATILIO VIVACQUA,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
BAIXO GUANDU,,,,,,ES,,,,"3.911,02",,,,,,,-,,,,,,,"3.911,02",,,,,,,,"43.719,19",,,,,,
BARRA DE SAO FRANCISCO,,,,,,ES,,,,"4.345,58",,,,,,,-,,,,,,,"4.345,58",,,,,,,,"48.576,88",,,,,,
BOA ESPERANCA,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
BOM JESUS DO NORTE,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
BREJETUBA,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
CACHOEIRO DE ITAPEMIRIM,,,,,,ES,,,,"5.794,10",,,,,,,-,,,,,,,"5.794,10",,,,,,,,"64.769,19",,,,,,
CASTELO,,,,,,ES,,,,"4.200,72",,,,,,,-,,,,,,,"4.200,72",,,,,,,,"46.957,64",,,,,,
COLATINA,,,,,,ES,,,,"5.504,40",,,,,,,-,,,,,,,"5.504,40",,,,,,,,"61.530,73",,,,,,
CONCEICAO DA BARRA,,,,,,ES,,,,"68.709,37",,,,,,,"4.027,60",,,,,,,"72.736,97",,,,,,,,"886.134,39",,,,,,
CONCEICAO DO CASTELO,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
DIVINO DE SAO LOURENCO,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
DOMINGOS MARTINS,,,,,,ES,,,,"4.055,87",,,,,,,-,,,,,,,"4.055,87",,,,,,,,"45.338,43",,,,,,
DORES DO RIO PRETO,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
ECOPORANGA,,,,,,ES,,,,"3.766,17",,,,,,,-,,,,,,,"3.766,17",,,,,,,,"42.099,96",,,,,,
FUNDAO,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
GOVERNADOR LINDENBERG,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
GUACUI,,,,,,ES,,,,"3.911,02",,,,,,,-,,,,,,,"3.911,02",,,,,,,,"43.719,19",,,,,,
GUARAPARI,,,,,,ES,,,,"5.214,69",,,,,,,-,,,,,,,"5.214,69",,,,,,,,"58.292,28",,,,,,
IBATIBA,,,,,,ES,,,,"3.621,31",,,,,,,-,,,,,,,"3.621,31",,,,,,,,"40.480,73",,,,,,
IBIRACU,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
IBITIRAMA,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
ICONHA,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
IRUPI,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
ITAGUACU,,,,,,ES,,,,"3.331,61",,,,,,,-,,,,,,,"3.331,61",,,,,,,,"37.242,27",,,,,,
ITAPEMIRIM,,,,,,ES,,,,"68.039,39",,,,,,,-,,,,,,,"68.039,39",,,,,,,,"864.801,16",,,,,,
ITARANA,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
IUNA,,,,,,ES,,,,"3.911,02",,,,,,,-,,,,,,,"3.911,02",,,,,,,,"43.719,19",,,,,,
JAGUARE,,,,,,ES,,,,"417.308,45",,,,,,,"190.397,94",,,,,,,"607.706,39",,,,,,,,"8.462.081,79",,,,,,
JERONIMO MONTEIRO,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
JOAO NEIVA,,,,,,ES,,,,"3.331,61",,,,,,,-,,,,,,,"3.331,61",,,,,,,,"37.242,27",,,,,,
LARANJA DA TERRA,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
LINHARES,,,,,,ES,,,,"1.079.886,29",,,,,,,"272.741,34",,,,,,,"1.352.627,63",,,,,,,,"17.171.747,98",,,,,,
MANTENOPOLIS,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
MARATAIZES,,,,,,ES,,,,"4.055,87",,,,,,,-,,,,,,,"4.055,87",,,,,,,,"45.338,43",,,,,,
MARECHAL FLORIANO,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
MARILANDIA,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
MIMOSO DO SUL,,,,,,ES,,,,"3.911,02",,,,,,,-,,,,,,,"3.911,02",,,,,,,,"43.719,19",,,,,,
MONTANHA,,,,,,ES,,,,"3.476,46",,,,,,,-,,,,,,,"3.476,46",,,,,,,,"38.861,49",,,,,,
MUCURICI,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
MUNIZ FREIRE,,,,,,ES,,,,"3.621,31",,,,,,,-,,,,,,,"3.621,31",,,,,,,,"40.480,73",,,,,,
MUQUI,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
NOVA VENECIA,,,,,,ES,,,,"4.490,43",,,,,,,-,,,,,,,"4.490,43",,,,,,,,"50.196,10",,,,,,
PANCAS,,,,,,ES,,,,"3.766,17",,,,,,,-,,,,,,,"3.766,17",,,,,,,,"42.099,96",,,,,,
PEDRO CANARIO,,,,,,ES,,,,"3.766,17",,,,,,,-,,,,,,,"3.766,17",,,,,,,,"42.099,96",,,,,,
PINHEIROS,,,,,,ES,,,,"3.766,17",,,,,,,-,,,,,,,"3.766,17",,,,,,,,"42.099,96",,,,,,
PIUMA,,,,,,ES,,,,"3.331,61",,,,,,,-,,,,,,,"3.331,61",,,,,,,,"37.242,27",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONTO BELO,,,,,,ES,,,,"2.897,05",,,,,,,-,,,,,,,"2.897,05",,,,,,,,"32.384,58",,,,,,
PRESIDENTE KENNEDY,,,,,,ES,,,,"48.599,56",,,,,,,"311.423,24",,,,,,,"360.022,80",,,,,,,,"3.275.332,03",,,,,,
RIO BANANAL,,,,,,ES,,,,"3.476,46",,,,,,,-,,,,,,,"3.476,46",,,,,,,,"38.861,49",,,,,,
RIO NOVO DO SUL,,,,,,ES,,,,"3.041,90",,,,,,,-,,,,,,,"3.041,90",,,,,,,,"34.003,81",,,,,,
SANTA LEOPOLDINA,,,,,,ES,,,,"3.186,75",,,,,,,-,,,,,,,"3.186,75",,,,,,,,"35.623,03",,,,,,
