IPU-CE,,,,,,,CE,,"2.284,41",,,,,,-,,,,,,,,"2.284,41",,,,,,,,"11.125,94",,,,,,,,,
IPUEIRAS-CE,,,,,,,CE,,"2.284,41",,,,,,-,,,,,,,,"2.284,41",,,,,,,,"11.125,94",,,,,,,,,
IRAUCUBA-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
ITAPAGE-CE,,,,,,,CE,,"2.360,56",,,,,,-,,,,,,,,"2.360,56",,,,,,,,"11.496,81",,,,,,,,,
ITAPIPOCA-CE,,,,,,,CE,,"64.187,30",,,,,,"61.693,93",,,,,,,,"125.881,23",,,,,,,,"620.104,52",,,,,,,,,
ITAREMA-CE,,,,,,,CE,,"50.308,96",,,,,,"35.281,91",,,,,,,,"85.590,87",,,,,,,,"421.627,52",,,,,,,,,
JAGUARUANA-CE,,,,,,,CE,,"160,72",,,,,,"67,50",,,,,,,,"228,22",,,,,,,,"1.976,80",,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,,,CE,,"1.751,38",,,,,,-,,,,,,,,"1.751,38",,,,,,,,"8.529,88",,,,,,,,,
MARACANAU-CE,,,,,,,CE,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.233,91",,,,,,,,,
MARCO-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
MARTINOPOLE-CE,,,,,,,CE,,"1.599,09",,,,,,-,,,,,,,,"1.599,09",,,,,,,,"7.788,15",,,,,,,,,
MASSAPE-CE,,,,,,,CE,,"2.208,27",,,,,,-,,,,,,,,"2.208,27",,,,,,,,"10.755,09",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERUOCA-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
MIRAIMA-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
MONSENHOR TABOSA-CE,,,,,,,CE,,"1.827,53",,,,,,-,,,,,,,,"1.827,53",,,,,,,,"8.900,75",,,,,,,,,
MORAUJO-CE,,,,,,,CE,,"1.522,94",,,,,,-,,,,,,,,"1.522,94",,,,,,,,"7.417,28",,,,,,,,,
MORRINHOS-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
MUCAMBO-CE,,,,,,,CE,,"1.751,38",,,,,,-,,,,,,,,"1.751,38",,,,,,,,"8.529,88",,,,,,,,,
NOVA RUSSAS-CE,,,,,,,CE,,"2.132,12",,,,,,-,,,,,,,,"2.132,12",,,,,,,,"10.384,22",,,,,,,,,
NOVO ORIENTE-CE,,,,,,,CE,,"2.055,97",,,,,,-,,,,,,,,"2.055,97",,,,,,,,"10.013,35",,,,,,,,,
PACUJA-CE,,,,,,,CE,,"1.522,94",,,,,,-,,,,,,,,"1.522,94",,,,,,,,"7.417,28",,,,,,,,,
PARACURU-CE,,,,,,,CE,,"48.574,17",,,,,,"85.668,12",,,,,,,,"134.242,29",,,,,,,,"637.871,52",,,,,,,,,
PARAIPABA-CE,,,,,,,CE,,"2.132,12",,,,,,"2.642,97",,,,,,,,"4.775,09",,,,,,,,"23.625,14",,,,,,,,,
PARAMOTI-CE,,,,,,,CE,,"1.599,09",,,,,,-,,,,,,,,"1.599,09",,,,,,,,"7.788,15",,,,,,,,,
PENTECOSTE-CE,,,,,,,CE,,"2.208,27",,,,,,-,,,,,,,,"2.208,27",,,,,,,,"10.755,09",,,,,,,,,
PIRES FERREIRA-CE,,,,,,,CE,,"1.522,94",,,,,,-,,,,,,,,"1.522,94",,,,,,,,"7.417,28",,,,,,,,,
PORANGA-CE,,,,,,,CE,,"1.599,09",,,,,,-,,,,,,,,"1.599,09",,,,,,,,"7.788,15",,,,,,,,,
QUITERIANOPOLIS-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
RERIUTABA-CE,,,,,,,CE,,"1.903,68",,,,,,-,,,,,,,,"1.903,68",,,,,,,,"9.271,61",,,,,,,,,
SANTA QUITERIA-CE,,,,,,,CE,,"2.360,56",,,,,,-,,,,,,,,"2.360,56",,,,,,,,"11.496,81",,,,,,,,,
SANTANA DO ACARAU-CE,,,,,,,CE,,"2.132,12",,,,,,-,,,,,,,,"2.132,12",,,,,,,,"10.384,22",,,,,,,,,
SAO BENEDITO-CE,,,,,,,CE,,"2.360,56",,,,,,-,,,,,,,,"2.360,56",,,,,,,,"11.496,81",,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,,,CE,,"2.360,56",,,,,,-,,,,,,,,"2.360,56",,,,,,,,"653.486,61",,,,,,,,,
SAO LUIS DO CURU-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
SENADOR SA-CE,,,,,,,CE,,"1.522,94",,,,,,-,,,,,,,,"1.522,94",,,,,,,,"7.417,28",,,,,,,,,
SOBRAL-CE,,,,,,,CE,,"3.045,89",,,,,,-,,,,,,,,"3.045,89",,,,,,,,"14.834,60",,,,,,,,,
TAMBORIL-CE,,,,,,,CE,,"2.055,97",,,,,,-,,,,,,,,"2.055,97",,,,,,,,"10.013,35",,,,,,,,,
TEJUCUOCA-CE,,,,,,,CE,,"1.751,38",,,,,,-,,,,,,,,"1.751,38",,,,,,,,"8.529,88",,,,,,,,,
TIANGUA-CE,,,,,,,CE,,"2.589,00",,,,,,-,,,,,,,,"2.589,00",,,,,,,,"12.609,40",,,,,,,,,
TRAIRI-CE,,,,,,,CE,,"55.513,34",,,,,,"80.831,12",,,,,,,,"136.344,46",,,,,,,,"679.618,00",,,,,,,,,
TURURU-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
UBAJARA-CE,,,,,,,CE,,"2.132,12",,,,,,-,,,,,,,,"2.132,12",,,,,,,,"10.384,22",,,,,,,,,
UMIRIM-CE,,,,,,,CE,,"1.903,68",,,,,,-,,,,,,,,"1.903,68",,,,,,,,"9.271,61",,,,,,,,,
URUBURETAMA-CE,,,,,,,CE,,"1.903,68",,,,,,-,,,,,,,,"1.903,68",,,,,,,,"9.271,61",,,,,,,,,
URUOCA-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
VARJOTA-CE,,,,,,,CE,,"1.827,53",,,,,,-,,,,,,,,"1.827,53",,,,,,,,"8.900,75",,,,,,,,,
VICOSA DO CEARA-CE,,,,,,,CE,,"2.436,71",,,,,,-,,,,,,,,"2.436,71",,,,,,,,"11.867,68",,,,,,,,,
CEARA  TOTAL,,,,,,,,,"2.637.819,59",,,,,,"422.845,52",,,,,,,,"3.060.665,11",,,,,,,,"12.637.523,65",,,,,,,,,
AFONSO CLAUDIO-ES,,,,,,,ES,,"82.547,67",,,,,,-,,,,,,,,"82.547,67",,,,,,,,"390.162,15",,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
AGUIA BRANCA-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
ALEGRE-ES,,,,,,,ES,,"82.547,67",,,,,,-,,,,,,,,"82.547,67",,,,,,,,"390.162,15",,,,,,,,,
ALFREDO CHAVES-ES,,,,,,,ES,,"64.858,88",,,,,,-,,,,,,,,"64.858,88",,,,,,,,"306.555,96",,,,,,,,,
ALTO RIO NOVO-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
ANCHIETA-ES,,,,,,,ES,,"386.176,93",,,,,,"1.629.990,35",,,,,,,,"2.016.167,28",,,,,,,,"9.033.965,00",,,,,,,,,
APIACA-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
ARACRUZ-ES,,,,,,,ES,,"540.647,70",,,,,,"2.616.954,09",,,,,,,,"3.157.601,79",,,,,,,,"12.487.183,84",,,,,,,,,
ATILIO VIVACQUA-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
BAIXO GUANDU-ES,,,,,,,ES,,"82.547,67",,,,,,-,,,,,,,,"82.547,67",,,,,,,,"390.162,15",,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,,,ES,,"88.443,93",,,,,,-,,,,,,,,"88.443,93",,,,,,,,"418.030,88",,,,,,,,,
BOA ESPERANCA-ES,,,,,,,ES,,"64.858,88",,,,,,-,,,,,,,,"64.858,88",,,,,,,,"306.555,96",,,,,,,,,
BOM JESUS DO NORTE-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
BREJETUBA-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,,,ES,,"117.925,24",,,,,,-,,,,,,,,"117.925,24",,,,,,,,"557.374,51",,,,,,,,,
CARIACICA-ES,,,,,,,ES,,"117.925,24",,,,,,-,,,,,,,,"117.925,24",,,,,,,,"557.374,51",,,,,,,,,
CASTELO-ES,,,,,,,ES,,"85.495,80",,,,,,-,,,,,,,,"85.495,80",,,,,,,,"404.096,52",,,,,,,,,
COLATINA-ES,,,,,,,ES,,"109.080,85",,,,,,-,,,,,,,,"109.080,85",,,,,,,,"515.571,44",,,,,,,,,
CONCEICAO DA BARRA-ES,,,,,,,ES,,"148.730,23",,,,,,"24.819,54",,,,,,,,"173.549,77",,,,,,,,"884.259,18",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
DOMINGOS MARTINS-ES,,,,,,,ES,,"82.547,67",,,,,,-,,,,,,,,"82.547,67",,,,,,,,"390.162,15",,,,,,,,,
DORES DO RIO PRETO-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
ECOPORANGA-ES,,,,,,,ES,,"76.651,41",,,,,,-,,,,,,,,"76.651,41",,,,,,,,"362.293,43",,,,,,,,,
FUNDAO-ES,,,,,,,ES,,"355.282,78",,,,,,"332.267,53",,,,,,,,"687.550,31",,,,,,,,"2.951.526,12",,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
GUACUI-ES,,,,,,,ES,,"79.599,54",,,,,,-,,,,,,,,"79.599,54",,,,,,,,"376.227,80",,,,,,,,,
GUARAPARI-ES,,,,,,,ES,,"109.080,85",,,,,,-,,,,,,,,"109.080,85",,,,,,,,"515.571,44",,,,,,,,,
IBATIBA-ES,,,,,,,ES,,"73.703,28",,,,,,-,,,,,,,,"73.703,28",,,,,,,,"348.359,08",,,,,,,,,
IBIRACU-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
IBITIRAMA-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
ICONHA-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
IRUPI-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
ITAGUACU-ES,,,,,,,ES,,"64.858,88",,,,,,-,,,,,,,,"64.858,88",,,,,,,,"306.555,96",,,,,,,,,
ITAPEMIRIM-ES,,,,,,,ES,,"432.518,16",,,,,,"839.394,08",,,,,,,,"1.271.912,24",,,,,,,,"7.977.682,21",,,,,,,,,
ITARANA-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
IUNA-ES,,,,,,,ES,,"79.599,54",,,,,,-,,,,,,,,"79.599,54",,,,,,,,"376.227,80",,,,,,,,,
JAGUARE-ES,,,,,,,ES,,"355.573,78",,,,,,"120.205,01",,,,,,,,"475.778,79",,,,,,,,"2.801.748,25",,,,,,,,,
JERONIMO MONTEIRO-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
JOAO NEIVA-ES,,,,,,,ES,,"67.807,01",,,,,,-,,,,,,,,"67.807,01",,,,,,,,"320.490,33",,,,,,,,,
LARANJA DA TERRA-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
LINHARES-ES,,,,,,,ES,,"3.859.160,28",,,,,,"454.941,48",,,,,,,,"4.314.101,76",,,,,,,,"21.278.314,92",,,,,,,,,
MANTENOPOLIS-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
MARATAIZES-ES,,,,,,,ES,,"82.547,67",,,,,,"118.275,74",,,,,,,,"200.823,41",,,,,,,,"1.452.185,66",,,,,,,,,
MARECHAL FLORIANO-ES,,,,,,,ES,,"64.858,88",,,,,,-,,,,,,,,"64.858,88",,,,,,,,"306.555,96",,,,,,,,,
MARILANDIA-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
MIMOSO DO SUL-ES,,,,,,,ES,,"79.599,54",,,,,,-,,,,,,,,"79.599,54",,,,,,,,"376.227,80",,,,,,,,,
MONTANHA-ES,,,,,,,ES,,"70.755,14",,,,,,-,,,,,,,,"70.755,14",,,,,,,,"334.424,69",,,,,,,,,
MUCURICI-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
MUNIZ FREIRE-ES,,,,,,,ES,,"73.703,28",,,,,,-,,,,,,,,"73.703,28",,,,,,,,"348.359,08",,,,,,,,,
MUQUI-ES,,,,,,,ES,,"64.858,88",,,,,,-,,,,,,,,"64.858,88",,,,,,,,"306.555,96",,,,,,,,,
NOVA VENECIA-ES,,,,,,,ES,,"91.392,06",,,,,,-,,,,,,,,"91.392,06",,,,,,,,"431.965,23",,,,,,,,,
PANCAS-ES,,,,,,,ES,,"73.703,28",,,,,,-,,,,,,,,"73.703,28",,,,,,,,"348.359,08",,,,,,,,,
PEDRO CANARIO-ES,,,,,,,ES,,"76.651,41",,,,,,-,,,,,,,,"76.651,41",,,,,,,,"362.293,43",,,,,,,,,
PINHEIROS-ES,,,,,,,ES,,"76.651,41",,,,,,-,,,,,,,,"76.651,41",,,,,,,,"362.293,43",,,,,,,,,
PIUMA-ES,,,,,,,ES,,"370.729,85",,,,,,"146.527,27",,,,,,,,"517.257,12",,,,,,,,"1.941.664,44",,,,,,,,,
PONTO BELO-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,,,,ES,,"324.388,62",,,,,,"4.615.476,40",,,,,,,,"4.939.865,02",,,,,,,,"27.810.385,03",,,,,,,,,
RIO BANANAL-ES,,,,,,,ES,,"70.755,14",,,,,,-,,,,,,,,"70.755,14",,,,,,,,"334.424,69",,,,,,,,,
RIO NOVO DO SUL-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
SANTA LEOPOLDINA-ES,,,,,,,ES,,"64.858,88",,,,,,-,,,,,,,,"64.858,88",,,,,,,,"306.555,96",,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,,,,ES,,"82.547,67",,,,,,-,,,,,,,,"82.547,67",,,,,,,,"390.162,15",,,,,,,,,
SANTA TERESA-ES,,,,,,,ES,,"76.651,41",,,,,,-,,,,,,,,"76.651,41",,,,,,,,"362.293,43",,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,,,,ES,,"82.547,67",,,,,,-,,,,,,,,"82.547,67",,,,,,,,"390.162,15",,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
SAO MATEUS-ES,,,,,,,ES,,"1.862.657,44",,,,,,"92.228,56",,,,,,,,"1.954.886,00",,,,,,,,"9.203.714,38",,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,,,,ES,,"61.910,75",,,,,,-,,,,,,,,"61.910,75",,,,,,,,"292.621,60",,,,,,,,,
SERRA-ES,,,,,,,ES,,"617.883,09",,,,,,"845.750,88",,,,,,,,"1.463.633,97",,,,,,,,"6.125.429,95",,,,,,,,,
SOORETAMA-ES,,,,,,,ES,,"76.651,41",,,,,,-,,,,,,,,"76.651,41",,,,,,,,"362.293,43",,,,,,,,,
VARGEM ALTA-ES,,,,,,,ES,,"70.755,14",,,,,,-,,,,,,,,"70.755,14",,,,,,,,"334.424,69",,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,,,ES,,"73.703,28",,,,,,-,,,,,,,,"73.703,28",,,,,,,,"348.359,08",,,,,,,,,
VIANA-ES,,,,,,,ES,,"97.288,33",,,,,,-,,,,,,,,"97.288,33",,,,,,,,"459.833,98",,,,,,,,,
VILA PAVAO-ES,,,,,,,ES,,"58.962,62",,,,,,-,,,,,,,,"58.962,62",,,,,,,,"278.687,23",,,,,,,,,
VILA VALERIO-ES,,,,,,,ES,,"64.858,88",,,,,,-,,,,,,,,"64.858,88",,,,,,,,"306.555,96",,,,,,,,,
VILA VELHA-ES,,,,,,,ES,,"617.883,09",,,,,,-,,,,,,,,"617.883,09",,,,,,,,"2.992.577,66",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITORIA-ES,,,,,,,ES,,"617.883,09",,,,,,"73.070,52",,,,,,,,"690.953,61",,,,,,,,"3.263.247,37",,,,,,,,,
ESPIRITO SANTO  TOTAL,,,,,,,,,"15.168.198,97",,,,,,"11.909.901,45",,,,,,,,"27.078.100,42",,,,,,,,"131.927.554,80",,,,,,,,,
BETIM-MG,,,,,,,MG,,"44.368,18",,,,,,-,,,,,,,,"44.368,18",,,,,,,,"256.324,04",,,,,,,,,
MINAS GERAIS  TOTAL,,,,,,,,,"44.368,18",,,,,,-,,,,,,,,"44.368,18",,,,,,,,"256.324,04",,,,,,,,,
AFUA-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
ALENQUER-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
ALMEIRIM-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
ANAJAS-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
BREVES-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
CHAVES-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
CURUA-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
FARO-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
GURUPA-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
JURUTI-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
MELGACO-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
MONTE ALEGRE-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
OBIDOS-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
PORTO DE MOZ-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
PRAINHA-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
SANTAREM-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
TERRA SANTA-PA,,,,,,,PA,,-,,,,,,"7.640,43",,,,,,,,"7.640,43",,,,,,,,"42.315,66",,,,,,,,,
PARA  TOTAL,,,,,,,,,-,,,,,,"129.887,31",,,,,,,,"129.887,31",,,,,,,,"719.366,22",,,,,,,,,
CALDAS BRANDAO-PB,,,,,,,PB,,-,,,,,,-,,,,,,,,-,,,,,,,,"3,20",,,,,,,,,
SANTA RITA-PB,,,,,,,PB,,-,,,,,,-,,,,,,,,-,,,,,,,,"122,05",,,,,,,,,
PARAIBA  TOTAL,,,,,,,,,-,,,,,,-,,,,,,,,-,,,,,,,,"125,25",,,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,,,,PE,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.233,91",,,,,,,,,
CAMARAGIBE-PE,,,,,,,PE,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.230,16",,,,,,,,,
GOIANA-PE,,,,,,,PE,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.233,91",,,,,,,,,
IPOJUCA-PE,,,,,,,PE,,-,,,,,,-,,,,,,,,-,,,,,,,,"3,11",,,,,,,,,
ITAMBE-PE,,,,,,,PE,,-,,,,,,-,,,,,,,,-,,,,,,,,"1,19",,,,,,,,,
ITAQUITINGA-PE,,,,,,,PE,,"780.395,80",,,,,,-,,,,,,,,"780.395,80",,,,,,,,"4.282.226,19",,,,,,,,,
JABOATAO DOS GUARARAPES-PE,,,,,,,PE,,-,,,,,,-,,,,,,,,-,,,,,,,,"1,09",,,,,,,,,
MORENO-PE,,,,,,,PE,,-,,,,,,-,,,,,,,,-,,,,,,,,"1.913.725,46",,,,,,,,,
PAULISTA-PE,,,,,,,PE,,"736.027,62",,,,,,-,,,,,,,,"736.027,62",,,,,,,,"4.025.909,87",,,,,,,,,
RECIFE-PE,,,,,,,PE,,-,,,,,,-,,,,,,,,-,,,,,,,,"3,75",,,,,,,,,
SAO LOURENCO DA MATA-PE,,,,,,,PE,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,78",,,,,,,,,
PERNAMBUCO  TOTAL,,,,,,,,,"3.857.610,82",,,,,,-,,,,,,,,"3.857.610,82",,,,,,,,"23.068.569,42",,,,,,,,,
ANGRA DOS REIS-RJ,,,,,,,RJ,,"4.750.714,15",,,,,,"3.608.213,41",,,,,,,,"8.358.927,56",,,,,,,,"43.072.588,77",,,,,,,,,
APERIBE-RJ,,,,,,,RJ,,"317.370,22",,,,,,-,,,,,,,,"317.370,22",,,,,,,,"1.807.946,75",,,,,,,,,
ARARUAMA-RJ,,,,,,,RJ,,"587.134,91",,,,,,-,,,,,,,,"587.134,91",,,,,,,,"3.344.701,55",,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,,,,RJ,,"2.429.102,87",,,,,,"1.451.234,49",,,,,,,,"3.880.337,36",,,,,,,,"22.429.445,15",,,,,,,,,
ARRAIAL DO CABO-RJ,,,,,,,RJ,,"428.449,80",,,,,,"84.536,05",,,,,,,,"512.985,85",,,,,,,,"2.917.578,08",,,,,,,,,
BARRA DO PIRAI-RJ,,,,,,,RJ,,"587.134,91",,,,,,-,,,,,,,,"587.134,91",,,,,,,,"3.344.701,55",,,,,,,,,
BARRA MANSA-RJ,,,,,,,RJ,,"1.370.768,06",,,,,,-,,,,,,,,"1.370.768,06",,,,,,,,"7.641.803,44",,,,,,,,,
BELFORD ROXO-RJ,,,,,,,RJ,,"634.740,44",,,,,,-,,,,,,,,"634.740,44",,,,,,,,"3.615.893,57",,,,,,,,,
BOM JARDIM-RJ,,,,,,,RJ,,"428.449,80",,,,,,-,,,,,,,,"428.449,80",,,,,,,,"2.440.728,15",,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,,,,RJ,,"460.186,82",,,,,,-,,,,,,,,"460.186,82",,,,,,,,"2.621.522,82",,,,,,,,,
CABO FRIO-RJ,,,,,,,RJ,,"3.598.670,92",,,,,,"6.891.271,72",,,,,,,,"10.489.942,64",,,,,,,,"60.696.856,00",,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,,,,RJ,,"2.502.108,69",,,,,,-,,,,,,,,"2.502.108,69",,,,,,,,"14.297.648,29",,,,,,,,,
CAMBUCI-RJ,,,,,,,RJ,,"364.975,75",,,,,,-,,,,,,,,"364.975,75",,,,,,,,"2.079.138,79",,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,,,,RJ,,"3.598.670,92",,,,,,"39.705.944,86",,,,,,,,"43.304.615,78",,,,,,,,"248.477.292,36",,,,,,,,,
CANTAGALO-RJ,,,,,,,RJ,,"396.712,78",,,,,,-,,,,,,,,"396.712,78",,,,,,,,"2.259.933,47",,,,,,,,,
CARAPEBUS-RJ,,,,,,,RJ,,"1.889.302,23",,,,,,"435.964,89",,,,,,,,"2.325.267,12",,,,,,,,"13.584.557,10",,,,,,,,,
CARDOSO MOREIRA-RJ,,,,,,,RJ,,"349.107,24",,,,,,-,,,,,,,,"349.107,24",,,,,,,,"1.988.741,45",,,,,,,,,
CARMO-RJ,,,,,,,RJ,,"380.844,26",,,,,,-,,,,,,,,"380.844,26",,,,,,,,"2.169.536,11",,,,,,,,,
CASIMIRO DE ABREU-RJ,,,,,,,RJ,,"2.429.102,87",,,,,,"1.840.717,75",,,,,,,,"4.269.820,62",,,,,,,,"24.870.991,61",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEICAO DE MACABU-RJ,,,,,,,RJ,,"396.712,78",,,,,,-,,,,,,,,"396.712,78",,,,,,,,"2.259.933,47",,,,,,,,,
CORDEIRO-RJ,,,,,,,RJ,,"396.712,78",,,,,,-,,,,,,,,"396.712,78",,,,,,,,"2.259.933,47",,,,,,,,,
