JUNQUEIRO-AL,,,,AL,,,"476,32",,,,,,,-,,,,,,,"476,32",,,,,,,"1.405,08",,,,,,,,,,,,,
MACEIO-AL,,,,AL,,,"35.379,37",,,,,,,"8.121,00",,,,,,,"43.500,37",,,,,,,"114.256,10",,,,,,,,,,,,,
MARAGOGI-AL,,,,AL,,,"476,32",,,,,,,-,,,,,,,"476,32",,,,,,,"1.405,08",,,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,"69.906,00",,,,,,,"38.723,87",,,,,,,"108.629,87",,,,,,,"277.956,76",,,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,"476,32",,,,,,,-,,,,,,,"476,32",,,,,,,"1.405,08",,,,,,,,,,,,,
MESSIAS-AL,,,,AL,,,"384,68",,,,,,,-,,,,,,,"384,68",,,,,,,"1.134,83",,,,,,,,,,,,,
MURICI-AL,,,,AL,,,"494,43",,,,,,,-,,,,,,,"494,43",,,,,,,"1.458,91",,,,,,,,,,,,,
NOVO LINO-AL,,,,AL,,,"384,68",,,,,,,-,,,,,,,"384,68",,,,,,,"1.134,83",,,,,,,,,,,,,
PARIPUEIRA-AL,,,,AL,,,"366,58",,,,,,,"5.016,25",,,,,,,"5.382,83",,,,,,,"6.097,26",,,,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,"402,78",,,,,,,-,,,,,,,"402,78",,,,,,,"1.188,66",,,,,,,,,,,,,
PENEDO-AL,,,,AL,,,"604,74",,,,,,,-,,,,,,,"604,74",,,,,,,"1.783,56",,,,,,,,,,,,,
PIACABUCU-AL,,,,AL,,,"439,55",,,,,,,-,,,,,,,"439,55",,,,,,,"1.296,87",,,,,,,,,,,,,
PILAR-AL,,,,AL,,,"63.507,50",,,,,,,"40.631,39",,,,,,,"104.138,89",,,,,,,"336.289,21",,,,,,,,,,,,,
PINDOBA-AL,,,,AL,,,"366,58",,,,,,,-,,,,,,,"366,58",,,,,,,"1.081,01",,,,,,,,,,,,,
PORTO CALVO-AL,,,,AL,,,"476,32",,,,,,,-,,,,,,,"476,32",,,,,,,"1.405,08",,,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,"384,68",,,,,,,-,,,,,,,"384,68",,,,,,,"1.134,83",,,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,"458,22",,,,,,,-,,,,,,,"458,22",,,,,,,"1.351,26",,,,,,,,,,,,,
RIO LARGO-AL,,,,AL,,,"2.231,30",,,,,,,"1.049,13",,,,,,,"3.280,43",,,,,,,"13.561,83",,,,,,,,,,,,,
ROTEIRO-AL,,,,AL,,,"596,67",,,,,,,"148,41",,,,,,,"745,08",,,,,,,"2.066,59",,,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,"366,58",,,,,,,-,,,,,,,"366,58",,,,,,,"38.261,25",,,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,"384,68",,,,,,,-,,,,,,,"384,68",,,,,,,"1.134,83",,,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,"476,32",,,,,,,-,,,,,,,"476,32",,,,,,,"1.405,08",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,"513,10",,,,,,,-,,,,,,,"513,10",,,,,,,"1.513,31",,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,"72.257,73",,,,,,,"22.694,68",,,,,,,"94.952,41",,,,,,,"257.604,25",,,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,"366,58",,,,,,,-,,,,,,,"366,58",,,,,,,"1.081,01",,,,,,,,,,,,,
SATUBA-AL,,,,AL,,,"17.376,45",,,,,,,"10.948,02",,,,,,,"28.324,47",,,,,,,"54.297,10",,,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,"549,87",,,,,,,-,,,,,,,"549,87",,,,,,,"1.621,51",,,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,"604,74",,,,,,,-,,,,,,,"604,74",,,,,,,"1.783,56",,,,,,,,,,,,,
VICOSA-AL,,,,AL,,,"494,43",,,,,,,-,,,,,,,"494,43",,,,,,,"1.458,91",,,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,-,,,,,,,"2.475,07",,,,,,,"2.475,07",,,,,,,"35.513,49",,,,,,,,,,,,,
COARI-AM,,,,AM,,,"753.354,90",,,,,,,"633.586,27",,,,,,,"1.386.941,17",,,,,,,"4.126.822,56",,,,,,,,,,,,,
IRANDUBA-AM,,,,AM,,,-,,,,,,,"2.475,07",,,,,,,"2.475,07",,,,,,,"35.513,49",,,,,,,,,,,,,
MANAUS-AM,,,,AM,,,"32.425,05",,,,,,,"28.118,54",,,,,,,"60.543,59",,,,,,,"196.839,10",,,,,,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
ADUSTINA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
AGUA FRIA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
AIQUARA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,"110.285,76",,,,,,,"56.209,61",,,,,,,"166.495,37",,,,,,,"457.608,90",,,,,,,,,,,,,
AMARGOSA-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
ANAGE-BA,,,,BA,,,"73,55",,,,,,,-,,,,,,,"73,55",,,,,,,"215,65",,,,,,,,,,,,,
ANGUERA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ANTAS-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
APORA-BA,,,,BA,,,"57,11",,,,,,,-,,,,,,,"57,11",,,,,,,"167,12",,,,,,,,,,,,,
APUAREMA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ARACAS-BA,,,,BA,,,"111.577,02",,,,,,,"52.364,53",,,,,,,"163.941,55",,,,,,,"439.762,96",,,,,,,,,,,,,
ARACI-BA,,,,BA,,,"73,55",,,,,,,-,,,,,,,"73,55",,,,,,,"215,65",,,,,,,,,,,,,
ARAMARI-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ARATUIPE-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
BANZAE-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,"73,55",,,,,,,-,,,,,,,"73,55",,,,,,,"215,65",,,,,,,,,,,,,
BARROCAS-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
BELO CAMPO-BA,,,,BA,,,"57,11",,,,,,,-,,,,,,,"57,11",,,,,,,"167,12",,,,,,,,,,,,,
BIRITINGA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
BOA NOVA-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
BREJOES-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
CAATIBA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
CACHOEIRA-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
CAEM-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
CAETANOS-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
CAMACARI-BA,,,,BA,,,"319,83",,,,,,,"94,43",,,,,,,"414,26",,,,,,,"38.095,66",,,,,,,,,,,,,
CANDEAL-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
CANDEIAS-BA,,,,BA,,,"109.847,28",,,,,,,"90.089,94",,,,,,,"199.937,22",,,,,,,"921.791,29",,,,,,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
CANSANCAO-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
CANUDOS-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
CARAVELAS-BA,,,,BA,,,"32.425,05",,,,,,,-,,,,,,,"32.425,05",,,,,,,"69.605,28",,,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,"51.752,67",,,,,,,"12.478,90",,,,,,,"64.231,57",,,,,,,"166.463,24",,,,,,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
CATU-BA,,,,BA,,,"91.026,76",,,,,,,"42.418,34",,,,,,,"133.445,10",,,,,,,"555.896,53",,,,,,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
CIPO-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,"57,11",,,,,,,-,,,,,,,"57,11",,,,,,,"167,12",,,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,"78,56",,,,,,,-,,,,,,,"78,56",,,,,,,"229,82",,,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
CONDE-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,"76,05",,,,,,,-,,,,,,,"76,05",,,,,,,"222,73",,,,,,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,"73,55",,,,,,,-,,,,,,,"73,55",,,,,,,"215,65",,,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,"68,81",,,,,,,-,,,,,,,"68,81",,,,,,,"201,74",,,,,,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,"92.304,13",,,,,,,"51.654,75",,,,,,,"143.958,88",,,,,,,"373.610,16",,,,,,,,,,,,,
ESPLANADA-BA,,,,BA,,,"159.850,76",,,,,,,"97.213,58",,,,,,,"257.064,34",,,,,,,"699.135,43",,,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,"76,05",,,,,,,-,,,,,,,"76,05",,,,,,,"222,73",,,,,,,,,,,,,
FATIMA-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,"95,00",,,,,,,-,,,,,,,"95,00",,,,,,,"278,36",,,,,,,,,,,,,
GAVIAO-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
GLORIA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,"57,11",,,,,,,-,,,,,,,"57,11",,,,,,,"167,12",,,,,,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
IACU-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
IBIQUERA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ICHU-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
INHAMBUPE-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
IPECAETA-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
IPIRA-BA,,,,BA,,,"78,56",,,,,,,-,,,,,,,"78,56",,,,,,,"229,82",,,,,,,,,,,,,
IRAJUBA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
IRARA-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
ITABERABA-BA,,,,BA,,,"78,56",,,,,,,-,,,,,,,"78,56",,,,,,,"229,82",,,,,,,,,,,,,
ITAGI-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
ITAMBE-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
ITANAGRA-BA,,,,BA,,,"41.644,61",,,,,,,"6.951,03",,,,,,,"48.595,64",,,,,,,"115.851,35",,,,,,,,,,,,,
ITAPARICA-BA,,,,BA,,,"1.643,63",,,,,,,"36.719,78",,,,,,,"38.363,41",,,,,,,"45.472,22",,,,,,,,,,,,,
ITAPETINGA-BA,,,,BA,,,"78,56",,,,,,,-,,,,,,,"78,56",,,,,,,"229,82",,,,,,,,,,,,,
ITAPICURU-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
ITAQUARA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
ITARANTIM-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITATIM-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
ITIRUCU-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
ITIUBA-BA,,,,BA,,,"68,81",,,,,,,-,,,,,,,"68,81",,,,,,,"201,74",,,,,,,,,,,,,
JACOBINA-BA,,,,BA,,,"83,02",,,,,,,-,,,,,,,"83,02",,,,,,,"243,46",,,,,,,,,,,,,
JAGUAQUARA-BA,,,,BA,,,"73,55",,,,,,,-,,,,,,,"73,55",,,,,,,"215,65",,,,,,,,,,,,,
JAGUARIPE-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
JANDAIRA-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
JEQUIE-BA,,,,BA,,,"95,00",,,,,,,-,,,,,,,"95,00",,,,,,,"278,36",,,,,,,,,,,,,
JEREMOABO-BA,,,,BA,,,"68,81",,,,,,,-,,,,,,,"68,81",,,,,,,"201,74",,,,,,,,,,,,,
JIQUIRICA-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
JITAUNA-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
LAJE-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
LAJEDINHO-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
LAMARAO-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,"90,26",,,,,,,-,,,,,,,"90,26",,,,,,,"264,44",,,,,,,,,,,,,
MACAJUBA-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
MACARANI-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,"590.492,64",,,,,,,"163.975,78",,,,,,,"754.468,42",,,,,,,"1.734.571,23",,,,,,,,,,,,,
MAIQUI NIQUE-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
MAIRI-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,"57,11",,,,,,,-,,,,,,,"57,11",,,,,,,"167,12",,,,,,,,,,,,,
MARACAS-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
MARAGOGIPE-BA,,,,BA,,,"73,55",,,,,,,-,,,,,,,"73,55",,,,,,,"215,65",,,,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
MATA DE SAO JOAO-BA,,,,BA,,,"95.369,49",,,,,,,"40.212,09",,,,,,,"135.581,58",,,,,,,"363.642,75",,,,,,,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
MILAGRES-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
MIRANTE-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
MONTE SANTO-BA,,,,BA,,,"76,05",,,,,,,-,,,,,,,"76,05",,,,,,,"222,73",,,,,,,,,,,,,
MUNDO NOVO-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
MURITIBA-BA,,,,BA,,,"66,58",,,,,,,-,,,,,,,"66,58",,,,,,,"194,93",,,,,,,,,,,,,
MUTUIPE-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
NAZARE-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
NORDESTINA-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
NOVA CANAA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
NOVA FATIMA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
NOVA ITARANA-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
NOVA SOURE-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
OLINDINA-BA,,,,BA,,,"61,84",,,,,,,-,,,,,,,"61,84",,,,,,,"181,02",,,,,,,,,,,,,
OURICANGAS-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
OUROLANDIA-BA,,,,BA,,,"54,60",,,,,,,-,,,,,,,"54,60",,,,,,,"160,03",,,,,,,,,,,,,
PARIPIRANGA-BA,,,,BA,,,"64,07",,,,,,,-,,,,,,,"64,07",,,,,,,"187,83",,,,,,,,,,,,,
PAULO AFONSO-BA,,,,BA,,,"88,03",,,,,,,-,,,,,,,"88,03",,,,,,,"257,63",,,,,,,,,,,,,
PE DE SERRA-BA,,,,BA,,,"52,37",,,,,,,-,,,,,,,"52,37",,,,,,,"153,21",,,,,,,,,,,,,
PEDRAO-BA,,,,BA,,,"47,36",,,,,,,-,,,,,,,"47,36",,,,,,,"139,04",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,BA,,,"57,11",,,,,,,-,,,,,,,"57,11",,,,,,,"167,12",,,,,,,,,,,,,
PINTADAS-BA,,,,BA,,,"49,87",,,,,,,-,,,,,,,"49,87",,,,,,,"146,12",,,,,,,,,,,,,
PIRITIBA-BA,,,,BA,,,"59,34",,,,,,,-,,,,,,,"59,34",,,,,,,"173,94",,,,,,,,,,,,,
