RIBEIRA DO AMPARO-BA,,,BA,,,,"82,22",,,,,,-,,,,,"82,22",,,,,"82,22",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,BA,,,,"115,86",,,,,,-,,,,,"115,86",,,,,"115,86",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,BA,,,,"85,96",,,,,,-,,,,,"85,96",,,,,"85,96",,,,,,,,,
RIO REAL-BA,,,BA,,,,"108,39",,,,,,-,,,,,"108,39",,,,,"108,39",,,,,,,,,
RUY BARBOSA-BA,,,BA,,,,"104,65",,,,,,-,,,,,"104,65",,,,,"104,65",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,BA,,,,"2.172,08",,,,,,"102.409,58",,,,,"104.581,66",,,,,"104.581,66",,,,,,,,,
SALVADOR-BA,,,BA,,,,"4.137,29",,,,,,"102.409,58",,,,,"106.546,87",,,,,"106.546,87",,,,,,,,,
SANTA BARBARA-BA,,,BA,,,,"89,70",,,,,,-,,,,,"89,70",,,,,"89,70",,,,,,,,,
SANTA BRIGIDA-BA,,,BA,,,,"89,70",,,,,,-,,,,,"89,70",,,,,"89,70",,,,,,,,,
SANTA INES-BA,,,BA,,,,"78,49",,,,,,-,,,,,"78,49",,,,,"78,49",,,,,,,,,
SANTA TERESINHA-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTALUZ-BA,,,BA,,,,"104,65",,,,,,-,,,,,"104,65",,,,,"104,65",,,,,,,,,
SANTANOPOLIS-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
SANTO AMARO-BA,,,BA,,,,"3.413,27",,,,,,"102.409,58",,,,,"105.822,85",,,,,"105.822,85",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,BA,,,,"130,81",,,,,,-,,,,,"130,81",,,,,"130,81",,,,,,,,,
SANTO ESTEVAO-BA,,,BA,,,,"115,86",,,,,,-,,,,,"115,86",,,,,"115,86",,,,,,,,,
SAO DOMINGOS-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
SAO FELIPE-BA,,,BA,,,,"97,17",,,,,,-,,,,,"97,17",,,,,"97,17",,,,,,,,,
SAO FELIX-BA,,,BA,,,,"82,22",,,,,,-,,,,,"82,22",,,,,"82,22",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,BA,,,,"1.227.209,51",,,,,,"148.735,42",,,,,"1.375.944,93",,,,,"1.375.944,93",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,BA,,,,"100,91",,,,,,-,,,,,"100,91",,,,,"100,91",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,BA,,,,"78,49",,,,,,-,,,,,"78,49",,,,,"78,49",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,BA,,,,"270.876,92",,,,,,"185.899,21",,,,,"456.776,13",,,,,"456.776,13",,,,,,,,,
SAPEACU-BA,,,BA,,,,"89,70",,,,,,-,,,,,"89,70",,,,,"89,70",,,,,,,,,
SATIRO DIAS-BA,,,BA,,,,"57.657,45",,,,,,"29.359,55",,,,,"87.017,00",,,,,"87.017,00",,,,,,,,,
SAUBARA-BA,,,BA,,,,"2.172,08",,,,,,"102.409,58",,,,,"104.581,66",,,,,"104.581,66",,,,,,,,,
SERRA PRETA-BA,,,BA,,,,"89,70",,,,,,-,,,,,"89,70",,,,,"89,70",,,,,,,,,
SERRINHA-BA,,,BA,,,,"127,07",,,,,,-,,,,,"127,07",,,,,"127,07",,,,,,,,,
SERROLANDIA-BA,,,BA,,,,"82,22",,,,,,-,,,,,"82,22",,,,,"82,22",,,,,,,,,
SIMOES FILHO-BA,,,BA,,,,"82.645,93",,,,,,"5.542,48",,,,,"88.188,41",,,,,"88.188,41",,,,,,,,,
SITIO DO QUINTO-BA,,,BA,,,,"89,70",,,,,,-,,,,,"89,70",,,,,"89,70",,,,,,,,,
TANQUINHO-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
TAPIRAMUTA-BA,,,BA,,,,"89,70",,,,,,-,,,,,"89,70",,,,,"89,70",,,,,,,,,
TEODORO SAMPAIO-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
TEOFILANDIA-BA,,,BA,,,,"97,17",,,,,,-,,,,,"97,17",,,,,"97,17",,,,,,,,,
TERRA NOVA-BA,,,BA,,,,"180,32",,,,,,"63,27",,,,,"243,59",,,,,"243,59",,,,,,,,,
TUCANO-BA,,,BA,,,,"119,60",,,,,,-,,,,,"119,60",,,,,"119,60",,,,,,,,,
UAUA-BA,,,BA,,,,"100,91",,,,,,-,,,,,"100,91",,,,,"100,91",,,,,,,,,
UBAIRA-BA,,,BA,,,,"97,17",,,,,,-,,,,,"97,17",,,,,"97,17",,,,,,,,,
VALENTE-BA,,,BA,,,,"93,44",,,,,,-,,,,,"93,44",,,,,"93,44",,,,,,,,,
VARZEA DA ROCA-BA,,,BA,,,,"82,22",,,,,,-,,,,,"82,22",,,,,"82,22",,,,,,,,,
VARZEA DO POCO-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
VARZEA NOVA-BA,,,BA,,,,"85,96",,,,,,-,,,,,"85,96",,,,,"85,96",,,,,,,,,
VARZEDO-BA,,,BA,,,,"74,75",,,,,,-,,,,,"74,75",,,,,"74,75",,,,,,,,,
VERA CRUZ-BA,,,BA,,,,"104,65",,,,,,-,,,,,"104,65",,,,,"104,65",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,BA,,,,"149,50",,,,,,-,,,,,"149,50",,,,,"149,50",,,,,,,,,
BAHIA TOTAL,,,,,,,"5.435.939,35",,,,,,"3.045.168,11",,,,,"8.481.107,46",,,,,"8.481.107,46",,,,,,,,,
ACARAU-CE,,,CE,,,,"2.791,65",,,,,,-,,,,,"2.791,65",,,,,"2.791,65",,,,,,,,,
ALCANTARAS-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
AMONTADA-CE,,,CE,,,,"58.272,38",,,,,,"73.629,75",,,,,"131.902,13",,,,,"131.902,13",,,,,,,,,
APUIARES-CE,,,CE,,,,"1.919,26",,,,,,-,,,,,"1.919,26",,,,,"1.919,26",,,,,,,,,
AQUIRAZ-CE,,,CE,,,,-,,,,,,"1.630,50",,,,,"1.630,50",,,,,"1.630,50",,,,,,,,,
ARACATI-CE,,,CE,,,,"568.270,06",,,,,,"13.886,61",,,,,"582.156,67",,,,,"582.156,67",,,,,,,,,
ARARENDA-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
BARROQUINHA-CE,,,CE,,,,"1.919,26",,,,,,-,,,,,"1.919,26",,,,,"1.919,26",,,,,,,,,
BELA CRUZ-CE,,,CE,,,,"2.442,70",,,,,,-,,,,,"2.442,70",,,,,"2.442,70",,,,,,,,,
CAMOCIM-CE,,,CE,,,,"2.791,65",,,,,,-,,,,,"2.791,65",,,,,"2.791,65",,,,,,,,,
CANINDE-CE,,,CE,,,,"2.966,13",,,,,,-,,,,,"2.966,13",,,,,"2.966,13",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIDADE-CE,,,CE,,,,"2.006,50",,,,,,-,,,,,"2.006,50",,,,,"2.006,50",,,,,,,,,
CARIRE-CE,,,CE,,,,"2.180,98",,,,,,-,,,,,"2.180,98",,,,,"2.180,98",,,,,,,,,
CARNAUBAL-CE,,,CE,,,,"2.006,50",,,,,,-,,,,,"2.006,50",,,,,"2.006,50",,,,,,,,,
CATUNDA-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
CAUCAIA-CE,,,CE,,,,-,,,,,,"1.630,50",,,,,"1.630,50",,,,,"1.630,50",,,,,,,,,
CHAVAL-CE,,,CE,,,,"1.919,26",,,,,,-,,,,,"1.919,26",,,,,"1.919,26",,,,,,,,,
COREAU-CE,,,CE,,,,"2.180,98",,,,,,-,,,,,"2.180,98",,,,,"2.180,98",,,,,,,,,
CRATEUS-CE,,,CE,,,,"2.966,13",,,,,,-,,,,,"2.966,13",,,,,"2.966,13",,,,,,,,,
CROATA-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
CRUZ-CE,,,CE,,,,"2.180,98",,,,,,-,,,,,"2.180,98",,,,,"2.180,98",,,,,,,,,
FORQUILHA-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
FORTALEZA-CE,,,CE,,,,"124.130,42",,,,,,"2.174,00",,,,,"126.304,42",,,,,"126.304,42",,,,,,,,,
FRECHEIRINHA-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
GENERAL SAMPAIO-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
GRACA-CE,,,CE,,,,"2.006,50",,,,,,-,,,,,"2.006,50",,,,,"2.006,50",,,,,,,,,
GRANJA-CE,,,CE,,,,"2.791,65",,,,,,-,,,,,"2.791,65",,,,,"2.791,65",,,,,,,,,
GROAIRAS-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
GUARACIABA DO NORTE-CE,,,CE,,,,"2.529,93",,,,,,-,,,,,"2.529,93",,,,,"2.529,93",,,,,,,,,
HIDROLANDIA-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
IBIAPINA-CE,,,CE,,,,"2.268,22",,,,,,-,,,,,"2.268,22",,,,,"2.268,22",,,,,,,,,
ICAPUI-CE,,,CE,,,,"86.702,68",,,,,,"13.806,91",,,,,"100.509,59",,,,,"100.509,59",,,,,,,,,
INDEPENDENCIA-CE,,,CE,,,,"2.355,46",,,,,,-,,,,,"2.355,46",,,,,"2.355,46",,,,,,,,,
IPAPORANGA-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
IPU-CE,,,CE,,,,"2.617,17",,,,,,-,,,,,"2.617,17",,,,,"2.617,17",,,,,,,,,
IPUEIRAS-CE,,,CE,,,,"2.617,17",,,,,,-,,,,,"2.617,17",,,,,"2.617,17",,,,,,,,,
IRAUCUBA-CE,,,CE,,,,"2.180,98",,,,,,-,,,,,"2.180,98",,,,,"2.180,98",,,,,,,,,
ITAPAGE-CE,,,CE,,,,"2.704,41",,,,,,-,,,,,"2.704,41",,,,,"2.704,41",,,,,,,,,
ITAPIPOCA-CE,,,CE,,,,"72.338,13",,,,,,"62.753,19",,,,,"135.091,32",,,,,"135.091,32",,,,,,,,,
ITAREMA-CE,,,CE,,,,"56.262,99",,,,,,"53.253,47",,,,,"109.516,46",,,,,"109.516,46",,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,CE,,,,"1.919,26",,,,,,-,,,,,"1.919,26",,,,,"1.919,26",,,,,,,,,
MARCO-CE,,,CE,,,,"2.268,22",,,,,,-,,,,,"2.268,22",,,,,"2.268,22",,,,,,,,,
MARTINOPOLE-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
MASSAPE-CE,,,CE,,,,"2.442,70",,,,,,-,,,,,"2.442,70",,,,,"2.442,70",,,,,,,,,
MERUOCA-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
MIRAIMA-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
MONSENHOR TABOSA-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
MORAUJO-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
MORRINHOS-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
MUCAMBO-CE,,,CE,,,,"1.919,26",,,,,,-,,,,,"1.919,26",,,,,"1.919,26",,,,,,,,,
NOVA RUSSAS-CE,,,CE,,,,"2.442,70",,,,,,-,,,,,"2.442,70",,,,,"2.442,70",,,,,,,,,
NOVO ORIENTE-CE,,,CE,,,,"2.355,46",,,,,,-,,,,,"2.355,46",,,,,"2.355,46",,,,,,,,,
PACUJA-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
PARACURU-CE,,,CE,,,,"54.253,59",,,,,,"91.354,26",,,,,"145.607,85",,,,,"145.607,85",,,,,,,,,
PARAIPABA-CE,,,CE,,,,"2.355,46",,,,,,"3.920,89",,,,,"6.276,35",,,,,"6.276,35",,,,,,,,,
PARAMOTI-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
PENTECOSTE-CE,,,CE,,,,"2.529,93",,,,,,-,,,,,"2.529,93",,,,,"2.529,93",,,,,,,,,
PIRES FERREIRA-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
PORANGA-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUITERIANOPOLIS-CE,,,CE,,,,"2.180,98",,,,,,-,,,,,"2.180,98",,,,,"2.180,98",,,,,,,,,
RERIUTABA-CE,,,CE,,,,"2.268,22",,,,,,-,,,,,"2.268,22",,,,,"2.268,22",,,,,,,,,
SANTA QUITERIA-CE,,,CE,,,,"2.704,41",,,,,,-,,,,,"2.704,41",,,,,"2.704,41",,,,,,,,,
SANTANA DO ACARAU-CE,,,CE,,,,"2.355,46",,,,,,-,,,,,"2.355,46",,,,,"2.355,46",,,,,,,,,
SAO BENEDITO-CE,,,CE,,,,"2.617,17",,,,,,-,,,,,"2.617,17",,,,,"2.617,17",,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,CE,,,,"2.529,93",,,,,,-,,,,,"2.529,93",,,,,"2.529,93",,,,,,,,,
SAO LUIS DO CURU-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
SENADOR SA-CE,,,CE,,,,"1.744,78",,,,,,-,,,,,"1.744,78",,,,,"1.744,78",,,,,,,,,
SOBRAL-CE,,,CE,,,,"3.489,57",,,,,,-,,,,,"3.489,57",,,,,"3.489,57",,,,,,,,,
TAMBORIL-CE,,,CE,,,,"2.355,46",,,,,,-,,,,,"2.355,46",,,,,"2.355,46",,,,,,,,,
TEJUCUOCA-CE,,,CE,,,,"1.919,26",,,,,,-,,,,,"1.919,26",,,,,"1.919,26",,,,,,,,,
TIANGUA-CE,,,CE,,,,"2.878,89",,,,,,-,,,,,"2.878,89",,,,,"2.878,89",,,,,,,,,
TRAIRI-CE,,,CE,,,,"62.291,17",,,,,,"94.361,26",,,,,"156.652,43",,,,,"156.652,43",,,,,,,,,
TURURU-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
UBAJARA-CE,,,CE,,,,"2.355,46",,,,,,-,,,,,"2.355,46",,,,,"2.355,46",,,,,,,,,
UMIRIM-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
URUBURETAMA-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
URUOCA-CE,,,CE,,,,"1.832,02",,,,,,-,,,,,"1.832,02",,,,,"1.832,02",,,,,,,,,
VARJOTA-CE,,,CE,,,,"2.093,74",,,,,,-,,,,,"2.093,74",,,,,"2.093,74",,,,,,,,,
VICOSA DO CEARA-CE,,,CE,,,,"2.704,41",,,,,,-,,,,,"2.704,41",,,,,"2.704,41",,,,,,,,,
CEARA TOTAL,,,,,,,"1.234.230,24",,,,,,"412.401,34",,,,,"1.646.631,58",,,,,"1.646.631,58",,,,,,,,,
AFONSO CLAUDIO-ES,,,ES,,,,"4.265,88",,,,,,-,,,,,"4.265,88",,,,,"4.265,88",,,,,,,,,
AGUA DOCE DO NORTE-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
AGUIA BRANCA-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
ALEGRE-ES,,,ES,,,,"4.118,78",,,,,,-,,,,,"4.118,78",,,,,"4.118,78",,,,,,,,,
ALFREDO CHAVES-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
ALTO RIO NOVO-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
ANCHIETA-ES,,,ES,,,,"42.671,79",,,,,,-,,,,,"42.671,79",,,,,"42.671,79",,,,,,,,,
APIACA-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
ARACRUZ-ES,,,ES,,,,"519.675,67",,,,,,"12.821,03",,,,,"532.496,70",,,,,"532.496,70",,,,,,,,,
ATILIO VIVACQUA-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
BAIXO GUANDU-ES,,,ES,,,,"3.971,68",,,,,,-,,,,,"3.971,68",,,,,"3.971,68",,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,ES,,,,"4.412,98",,,,,,-,,,,,"4.412,98",,,,,"4.412,98",,,,,,,,,
BOA ESPERANCA-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
BOM JESUS DO NORTE-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
BREJETUBA-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,ES,,,,"5.883,97",,,,,,-,,,,,"5.883,97",,,,,"5.883,97",,,,,,,,,
CARIACICA-ES,,,ES,,,,"5.883,97",,,,,,-,,,,,"5.883,97",,,,,"5.883,97",,,,,,,,,
CASTELO-ES,,,ES,,,,"4.265,88",,,,,,-,,,,,"4.265,88",,,,,"4.265,88",,,,,,,,,
COLATINA-ES,,,ES,,,,"5.442,67",,,,,,-,,,,,"5.442,67",,,,,"5.442,67",,,,,,,,,
CONCEICAO DA BARRA-ES,,,ES,,,,"86.099,95",,,,,,"4.600,52",,,,,"90.700,47",,,,,"90.700,47",,,,,,,,,
CONCEICAO DO CASTELO-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
DOMINGOS MARTINS-ES,,,ES,,,,"4.118,78",,,,,,-,,,,,"4.118,78",,,,,"4.118,78",,,,,,,,,
DORES DO RIO PRETO-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
ECOPORANGA-ES,,,ES,,,,"3.824,58",,,,,,-,,,,,"3.824,58",,,,,"3.824,58",,,,,,,,,
FUNDAO-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUACUI-ES,,,ES,,,,"3.971,68",,,,,,-,,,,,"3.971,68",,,,,"3.971,68",,,,,,,,,
GUARAPARI-ES,,,ES,,,,"5.295,57",,,,,,-,,,,,"5.295,57",,,,,"5.295,57",,,,,,,,,
IBATIBA-ES,,,ES,,,,"3.677,48",,,,,,-,,,,,"3.677,48",,,,,"3.677,48",,,,,,,,,
IBIRACU-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
IBITIRAMA-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
ICONHA-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
IRUPI-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
ITAGUACU-ES,,,ES,,,,"3.383,28",,,,,,-,,,,,"3.383,28",,,,,"3.383,28",,,,,,,,,
ITAPEMIRIM-ES,,,ES,,,,"47.792,41",,,,,,"209.316,59",,,,,"257.109,00",,,,,"257.109,00",,,,,,,,,
ITARANA-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
IUNA-ES,,,ES,,,,"3.971,68",,,,,,-,,,,,"3.971,68",,,,,"3.971,68",,,,,,,,,
JAGUARE-ES,,,ES,,,,"365.658,60",,,,,,"153.536,10",,,,,"519.194,70",,,,,"519.194,70",,,,,,,,,
JERONIMO MONTEIRO-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
JOAO NEIVA-ES,,,ES,,,,"3.383,28",,,,,,-,,,,,"3.383,28",,,,,"3.383,28",,,,,,,,,
LARANJA DA TERRA-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
LINHARES-ES,,,ES,,,,"1.427.857,09",,,,,,"165.770,22",,,,,"1.593.627,31",,,,,"1.593.627,31",,,,,,,,,
MANTENOPOLIS-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
MARATAIZES-ES,,,ES,,,,"4.118,78",,,,,,"29.879,98",,,,,"33.998,76",,,,,"33.998,76",,,,,,,,,
MARECHAL FLORIANO-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
MARILANDIA-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
MIMOSO DO SUL-ES,,,ES,,,,"3.971,68",,,,,,-,,,,,"3.971,68",,,,,"3.971,68",,,,,,,,,
MONTANHA-ES,,,ES,,,,"3.530,38",,,,,,-,,,,,"3.530,38",,,,,"3.530,38",,,,,,,,,
MUCURICI-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
MUNIZ FREIRE-ES,,,ES,,,,"3.677,48",,,,,,-,,,,,"3.677,48",,,,,"3.677,48",,,,,,,,,
MUQUI-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
NOVA VENECIA-ES,,,ES,,,,"4.560,08",,,,,,-,,,,,"4.560,08",,,,,"4.560,08",,,,,,,,,
PANCAS-ES,,,ES,,,,"3.824,58",,,,,,-,,,,,"3.824,58",,,,,"3.824,58",,,,,,,,,
PEDRO CANARIO-ES,,,ES,,,,"3.824,58",,,,,,-,,,,,"3.824,58",,,,,"3.824,58",,,,,,,,,
PINHEIROS-ES,,,ES,,,,"3.824,58",,,,,,-,,,,,"3.824,58",,,,,"3.824,58",,,,,,,,,
PIUMA-ES,,,ES,,,,"3.383,28",,,,,,-,,,,,"3.383,28",,,,,"3.383,28",,,,,,,,,
PONTO BELO-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
PRESIDENTE KENNEDY-ES,,,ES,,,,"34.137,43",,,,,,"675.022,99",,,,,"709.160,42",,,,,"709.160,42",,,,,,,,,
RIO BANANAL-ES,,,ES,,,,"3.530,38",,,,,,-,,,,,"3.530,38",,,,,"3.530,38",,,,,,,,,
RIO NOVO DO SUL-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
SANTA LEOPOLDINA-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,ES,,,,"4.118,78",,,,,,-,,,,,"4.118,78",,,,,"4.118,78",,,,,,,,,
SANTA TERESA-ES,,,ES,,,,"3.824,58",,,,,,-,,,,,"3.824,58",,,,,"3.824,58",,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,ES,,,,"3.971,68",,,,,,-,,,,,"3.971,68",,,,,"3.971,68",,,,,,,,,
SAO JOSE DO CALCADO-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
SAO MATEUS-ES,,,ES,,,,"1.372.814,74",,,,,,"98.840,95",,,,,"1.471.655,69",,,,,"1.471.655,69",,,,,,,,,
SAO ROQUE DO CANAA-ES,,,ES,,,,"3.089,08",,,,,,-,,,,,"3.089,08",,,,,"3.089,08",,,,,,,,,
SERRA-ES,,,ES,,,,"5.883,97",,,,,,-,,,,,"5.883,97",,,,,"5.883,97",,,,,,,,,
SOORETAMA-ES,,,ES,,,,"3.677,48",,,,,,-,,,,,"3.677,48",,,,,"3.677,48",,,,,,,,,
VARGEM ALTA-ES,,,ES,,,,"3.530,38",,,,,,-,,,,,"3.530,38",,,,,"3.530,38",,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,ES,,,,"3.530,38",,,,,,-,,,,,"3.530,38",,,,,"3.530,38",,,,,,,,,
VIANA-ES,,,ES,,,,"4.707,18",,,,,,-,,,,,"4.707,18",,,,,"4.707,18",,,,,,,,,
VILA PAVAO-ES,,,ES,,,,"2.941,98",,,,,,-,,,,,"2.941,98",,,,,"2.941,98",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILA VALERIO-ES,,,ES,,,,"3.236,18",,,,,,-,,,,,"3.236,18",,,,,"3.236,18",,,,,,,,,
VILA VELHA-ES,,,ES,,,,"68.274,87",,,,,,-,,,,,"68.274,87",,,,,"68.274,87",,,,,,,,,
VITORIA-ES,,,ES,,,,"68.274,87",,,,,,-,,,,,"68.274,87",,,,,"68.274,87",,,,,,,,,
ESPIRITO SANTO TOTAL,,,,,,,"4.278.913,01",,,,,,"1.349.788,38",,,,,"5.628.701,39",,,,,"5.628.701,39",,,,,,,,,
JUIZ DE FORA-MG,,,MG,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
MINAS GERAIS TOTAL,,,,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
AFUA-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
