ALENQUER-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
ALMEIRIM-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
ANAJAS-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
BREVES-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
CHAVES-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
CURUA-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
FARO-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
GURUPA-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
JURUTI-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
MELGACO-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
MONTE ALEGRE-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
OBIDOS-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
PORTO DE MOZ-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
PRAINHA-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
SANTAREM-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
TERRA SANTA-PA,,,PA,,,,-,,,,,,"5.623,46",,,,,"5.623,46",,,,,"5.623,46",,,,,,,,,
PARA TOTAL,,,,,,,-,,,,,,"95.598,82",,,,,"95.598,82",,,,,"95.598,82",,,,,,,,,
SANTA RITA-PB,,,PB,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
PARAIBA TOTAL,,,,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
PAULISTA-PE,,,PE,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
PERNAMBUCO TOTAL,,,,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
ADRIANOPOLIS-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
AGUDOS DO SUL-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
ALMIRANTE TAMANDARE-PR,,,PR,,,,"6.118,79",,,,,,-,,,,,"6.118,79",,,,,"6.118,79",,,,,,,,,
ANTONINA-PR,,,PR,,,,"4.249,15",,,,,,-,,,,,"4.249,15",,,,,"4.249,15",,,,,,,,,
ARAUCARIA-PR,,,PR,,,,"6.118,79",,,,,,-,,,,,"6.118,79",,,,,"6.118,79",,,,,,,,,
BALSA NOVA-PR,,,PR,,,,"3.569,29",,,,,,-,,,,,"3.569,29",,,,,"3.569,29",,,,,,,,,
BOCAIUVA DO SUL-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,PR,,,,"4.929,02",,,,,,-,,,,,"4.929,02",,,,,"4.929,02",,,,,,,,,
CAMPO DO TENENTE-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
CAMPO LARGO-PR,,,PR,,,,"6.118,79",,,,,,-,,,,,"6.118,79",,,,,"6.118,79",,,,,,,,,
CAMPO MAGRO-PR,,,PR,,,,"4.419,12",,,,,,-,,,,,"4.419,12",,,,,"4.419,12",,,,,,,,,
CERRO AZUL-PR,,,PR,,,,"4.079,19",,,,,,-,,,,,"4.079,19",,,,,"4.079,19",,,,,,,,,
COLOMBO-PR,,,PR,,,,"6.798,65",,,,,,-,,,,,"6.798,65",,,,,"6.798,65",,,,,,,,,
CONTENDA-PR,,,PR,,,,"3.739,26",,,,,,-,,,,,"3.739,26",,,,,"3.739,26",,,,,,,,,
CURITIBA-PR,,,PR,,,,"6.798,65",,,,,,-,,,,,"6.798,65",,,,,"6.798,65",,,,,,,,,
DOUTOR ULYSSES-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
FAZENDA RIO GRANDE-PR,,,PR,,,,"5.608,89",,,,,,-,,,,,"5.608,89",,,,,"5.608,89",,,,,,,,,
GUARAQUECABA-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
GUARATUBA-PR,,,PR,,,,"4.589,09",,,,,,-,,,,,"4.589,09",,,,,"4.589,09",,,,,,,,,
ITAPERUCU-PR,,,PR,,,,"4.249,15",,,,,,-,,,,,"4.249,15",,,,,"4.249,15",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAPA-PR,,,PR,,,,"5.268,95",,,,,,-,,,,,"5.268,95",,,,,"5.268,95",,,,,,,,,
MANDIRITUBA-PR,,,PR,,,,"4.079,19",,,,,,-,,,,,"4.079,19",,,,,"4.079,19",,,,,,,,,
MATINHOS-PR,,,PR,,,,"248.830,80",,,,,,"126.037,78",,,,,"374.868,58",,,,,"374.868,58",,,,,,,,,
MORRETES-PR,,,PR,,,,"3.909,22",,,,,,-,,,,,"3.909,22",,,,,"3.909,22",,,,,,,,,
PARANAGUA-PR,,,PR,,,,"6.458,72",,,,,,-,,,,,"6.458,72",,,,,"6.458,72",,,,,,,,,
PIEN-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
PINHAIS-PR,,,PR,,,,"6.288,75",,,,,,-,,,,,"6.288,75",,,,,"6.288,75",,,,,,,,,
PIRAQUARA-PR,,,PR,,,,"5.948,82",,,,,,-,,,,,"5.948,82",,,,,"5.948,82",,,,,,,,,
PONTAL DO PARANA-PR,,,PR,,,,"3.909,22",,,,,,"91.689,17",,,,,"95.598,39",,,,,"95.598,39",,,,,,,,,
PORTO AMAZONAS-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
QUATRO BARRAS-PR,,,PR,,,,"4.079,19",,,,,,-,,,,,"4.079,19",,,,,"4.079,19",,,,,,,,,
QUITANDINHA-PR,,,PR,,,,"3.909,22",,,,,,-,,,,,"3.909,22",,,,,"3.909,22",,,,,,,,,
RIO BRANCO DO SUL-PR,,,PR,,,,"4.759,05",,,,,,-,,,,,"4.759,05",,,,,"4.759,05",,,,,,,,,
RIO NEGRO-PR,,,PR,,,,"4.759,05",,,,,,-,,,,,"4.759,05",,,,,"4.759,05",,,,,,,,,
SAO JOSE DOS PINHAIS-PR,,,PR,,,,"6.798,65",,,,,,-,,,,,"6.798,65",,,,,"6.798,65",,,,,,,,,
TIJUCAS DO SUL-PR,,,PR,,,,"3.739,26",,,,,,-,,,,,"3.739,26",,,,,"3.739,26",,,,,,,,,
TUNAS DO PARANA-PR,,,PR,,,,"3.399,32",,,,,,-,,,,,"3.399,32",,,,,"3.399,32",,,,,,,,,
PARANA TOTAL,,,,,,,"414.717,80",,,,,,"217.726,95",,,,,"632.444,75",,,,,"632.444,75",,,,,,,,,
ANGRA DOS REIS-RJ,,,RJ,,,,"1.123.262,52",,,,,,"1.179.165,37",,,,,"2.302.427,89",,,,,"2.302.427,89",,,,,,,,,
APERIBE-RJ,,,RJ,,,,"262.970,06",,,,,,-,,,,,"262.970,06",,,,,"262.970,06",,,,,,,,,
ARARUAMA-RJ,,,RJ,,,,"473.346,10",,,,,,-,,,,,"473.346,10",,,,,"473.346,10",,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,RJ,,,,"2.165.803,20",,,,,,"1.194.964,78",,,,,"3.360.767,98",,,,,"3.360.767,98",,,,,,,,,
ARRAIAL DO CABO-RJ,,,RJ,,,,"341.861,07",,,,,,"31.674,59",,,,,"373.535,66",,,,,"373.535,66",,,,,,,,,
BARRA MANSA-RJ,,,RJ,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
BELFORD ROXO-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
BOM JARDIM-RJ,,,RJ,,,,"341.861,07",,,,,,-,,,,,"341.861,07",,,,,"341.861,07",,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,RJ,,,,"381.306,58",,,,,,-,,,,,"381.306,58",,,,,"381.306,58",,,,,,,,,
CABO FRIO-RJ,,,RJ,,,,"3.292.020,87",,,,,,"6.052.462,72",,,,,"9.344.483,59",,,,,"9.344.483,59",,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,RJ,,,,"1.167.367,92",,,,,,-,,,,,"1.167.367,92",,,,,"1.167.367,92",,,,,,,,,
CAMBUCI-RJ,,,RJ,,,,"302.415,57",,,,,,-,,,,,"302.415,57",,,,,"302.415,57",,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,RJ,,,,"3.465.285,13",,,,,,"24.624.945,39",,,,,"28.090.230,52",,,,,"28.090.230,52",,,,,,,,,
CANTAGALO-RJ,,,RJ,,,,"328.712,57",,,,,,-,,,,,"328.712,57",,,,,"328.712,57",,,,,,,,,
CARAPEBUS-RJ,,,RJ,,,,"1.732.642,56",,,,,,"459.476,55",,,,,"2.192.119,11",,,,,"2.192.119,11",,,,,,,,,
CARDOSO MOREIRA-RJ,,,RJ,,,,"289.267,06",,,,,,-,,,,,"289.267,06",,,,,"289.267,06",,,,,,,,,
CARMO-RJ,,,RJ,,,,"302.415,57",,,,,,-,,,,,"302.415,57",,,,,"302.415,57",,,,,,,,,
CASIMIRO DE ABREU-RJ,,,RJ,,,,"2.252.435,33",,,,,,"1.524.795,46",,,,,"3.777.230,79",,,,,"3.777.230,79",,,,,,,,,
CONCEICAO DE MACABU-RJ,,,RJ,,,,"328.712,57",,,,,,-,,,,,"328.712,57",,,,,"328.712,57",,,,,,,,,
CORDEIRO-RJ,,,RJ,,,,"328.712,57",,,,,,-,,,,,"328.712,57",,,,,"328.712,57",,,,,,,,,
DUAS BARRAS-RJ,,,RJ,,,,"276.118,56",,,,,,-,,,,,"276.118,56",,,,,"276.118,56",,,,,,,,,
DUQUE DE CAXIAS-RJ,,,RJ,,,,"1.667.668,46",,,,,,-,,,,,"1.667.668,46",,,,,"1.667.668,46",,,,,,,,,
GUAPIMIRIM-RJ,,,RJ,,,,"1.250.751,35",,,,,,-,,,,,"1.250.751,35",,,,,"1.250.751,35",,,,,,,,,
IGUABA GRANDE-RJ,,,RJ,,,,"302.415,57",,,,,,-,,,,,"302.415,57",,,,,"302.415,57",,,,,,,,,
ITABORAI-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
ITAGUAI-RJ,,,RJ,,,,"473.346,10",,,,,,-,,,,,"473.346,10",,,,,"473.346,10",,,,,,,,,
ITALVA-RJ,,,RJ,,,,"289.267,06",,,,,,-,,,,,"289.267,06",,,,,"289.267,06",,,,,,,,,
ITAOCARA-RJ,,,RJ,,,,"341.861,07",,,,,,-,,,,,"341.861,07",,,,,"341.861,07",,,,,,,,,
ITAPERUNA-RJ,,,RJ,,,,"473.346,10",,,,,,-,,,,,"473.346,10",,,,,"473.346,10",,,,,,,,,
JAPERI-RJ,,,RJ,,,,"941.372,14",,,,,,-,,,,,"941.372,14",,,,,"941.372,14",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJE DO MURIAE-RJ,,,RJ,,,,"262.970,06",,,,,,-,,,,,"262.970,06",,,,,"262.970,06",,,,,,,,,
MACAE-RJ,,,RJ,,,,"14.464.610,18",,,,,,"7.873.267,39",,,,,"22.337.877,57",,,,,"22.337.877,57",,,,,,,,,
MACUCO-RJ,,,RJ,,,,"262.970,06",,,,,,-,,,,,"262.970,06",,,,,"262.970,06",,,,,,,,,
MAGE-RJ,,,RJ,,,,"1.500.901,62",,,,,,-,,,,,"1.500.901,62",,,,,"1.500.901,62",,,,,,,,,
MANGARATIBA-RJ,,,RJ,,,,"355.009,58",,,,,,"884.374,03",,,,,"1.239.383,61",,,,,"1.239.383,61",,,,,,,,,
MARICA-RJ,,,RJ,,,,"460.197,60",,,,,,-,,,,,"460.197,60",,,,,"460.197,60",,,,,,,,,
MESQUITA-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
MIRACEMA-RJ,,,RJ,,,,"355.009,58",,,,,,-,,,,,"355.009,58",,,,,"355.009,58",,,,,,,,,
NATIVIDADE-RJ,,,RJ,,,,"302.415,57",,,,,,-,,,,,"302.415,57",,,,,"302.415,57",,,,,,,,,
NILOPOLIS-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
NITEROI-RJ,,,RJ,,,,"3.465.285,13",,,,,,-,,,,,"3.465.285,13",,,,,"3.465.285,13",,,,,,,,,
NOVA FRIBURGO-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
NOVA IGUACU-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
PARACAMBI-RJ,,,RJ,,,,"407.603,59",,,,,,-,,,,,"407.603,59",,,,,"407.603,59",,,,,,,,,
PARATI-RJ,,,RJ,,,,-,,,,,,"884.374,03",,,,,"884.374,03",,,,,"884.374,03",,,,,,,,,
PETROPOLIS-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
PIRAI-RJ,,,RJ,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
PORCIUNCULA-RJ,,,RJ,,,,"302.415,57",,,,,,-,,,,,"302.415,57",,,,,"302.415,57",,,,,,,,,
QUEIMADOS-RJ,,,RJ,,,,"499.643,11",,,,,,-,,,,,"499.643,11",,,,,"499.643,11",,,,,,,,,
QUISSAMA-RJ,,,RJ,,,,"1.905.906,82",,,,,,"2.542.554,59",,,,,"4.448.461,41",,,,,"4.448.461,41",,,,,,,,,
RIO BONITO-RJ,,,RJ,,,,"420.752,09",,,,,,-,,,,,"420.752,09",,,,,"420.752,09",,,,,,,,,
RIO DAS OSTRAS-RJ,,,RJ,,,,"2.598.963,84",,,,,,"7.721.291,53",,,,,"10.320.255,37",,,,,"10.320.255,37",,,,,,,,,
RIO DE JANEIRO-RJ,,,RJ,,,,"3.465.285,13",,,,,,-,,,,,"3.465.285,13",,,,,"3.465.285,13",,,,,,,,,
SANTA MARIA MADALENA-RJ,,,RJ,,,,"276.118,56",,,,,,-,,,,,"276.118,56",,,,,"276.118,56",,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,RJ,,,,"394.455,09",,,,,,-,,,,,"394.455,09",,,,,"394.455,09",,,,,,,,,
SAO FIDELIS-RJ,,,RJ,,,,"394.455,09",,,,,,-,,,,,"394.455,09",,,,,"394.455,09",,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,RJ,,,,"407.603,59",,,,,,-,,,,,"407.603,59",,,,,"407.603,59",,,,,,,,,
SAO GONCALO-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
SAO JOAO DA BARRA-RJ,,,RJ,,,,"2.339.067,46",,,,,,"915.491,25",,,,,"3.254.558,71",,,,,"3.254.558,71",,,,,,,,,
SAO JOAO DE MERITI-RJ,,,RJ,,,,"525.940,12",,,,,,-,,,,,"525.940,12",,,,,"525.940,12",,,,,,,,,
SAO JOSE DE UBA-RJ,,,RJ,,,,"262.970,06",,,,,,-,,,,,"262.970,06",,,,,"262.970,06",,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,RJ,,,,"328.712,57",,,,,,-,,,,,"328.712,57",,,,,"328.712,57",,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,RJ,,,,"433.900,60",,,,,,-,,,,,"433.900,60",,,,,"433.900,60",,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,RJ,,,,"262.970,06",,,,,,-,,,,,"262.970,06",,,,,"262.970,06",,,,,,,,,
SAQUAREMA-RJ,,,RJ,,,,"420.752,09",,,,,,-,,,,,"420.752,09",,,,,"420.752,09",,,,,,,,,
SEROPEDICA-RJ,,,RJ,,,,"447.049,10",,,,,,-,,,,,"447.049,10",,,,,"447.049,10",,,,,,,,,
SILVA JARDIM-RJ,,,RJ,,,,"1.083.984,50",,,,,,-,,,,,"1.083.984,50",,,,,"1.083.984,50",,,,,,,,,
SUMIDOURO-RJ,,,RJ,,,,"302.415,57",,,,,,-,,,,,"302.415,57",,,,,"302.415,57",,,,,,,,,
TANGUA-RJ,,,RJ,,,,"355.009,58",,,,,,-,,,,,"355.009,58",,,,,"355.009,58",,,,,,,,,
TERESOPOLIS-RJ,,,RJ,,,,"512.791,61",,,,,,-,,,,,"512.791,61",,,,,"512.791,61",,,,,,,,,
TRAJANO DE MORAIS-RJ,,,RJ,,,,"276.118,56",,,,,,-,,,,,"276.118,56",,,,,"276.118,56",,,,,,,,,
VARRE-SAI-RJ,,,RJ,,,,"262.970,06",,,,,,-,,,,,"262.970,06",,,,,"262.970,06",,,,,,,,,
VOLTA REDONDA-RJ,,,RJ,,,,"468.026,04",,,,,,-,,,,,"468.026,04",,,,,"468.026,04",,,,,,,,,
RIO DE JANEIRO TOTAL,,,,,,,"70.825.367,61",,,,,,"55.888.837,68",,,,,"126.714.205,29",,,,,"126.714.205,29",,,,,,,,,
ACARI-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
ACU-RN,,,RN,,,,"192.433,22",,,,,,"78.414,21",,,,,"270.847,43",,,,,"270.847,43",,,,,,,,,
AFONSO BEZERRA-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
AGUA NOVA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEXANDRIA-RN,,,RN,,,,"5.380,76",,,,,,-,,,,,"5.380,76",,,,,"5.380,76",,,,,,,,,
ALMINO AFONSO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
ALTO DO RODRIGUES-RN,,,RN,,,,"190.837,73",,,,,,"70.185,62",,,,,"261.023,35",,,,,"261.023,35",,,,,,,,,
ANTONIO MARTINS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
APODI-RN,,,RN,,,,"179.373,69",,,,,,"84.915,92",,,,,"264.289,61",,,,,"264.289,61",,,,,,,,,
AREIA BRANCA-RN,,,RN,,,,"450.976,40",,,,,,"404.461,73",,,,,"855.438,13",,,,,"855.438,13",,,,,,,,,
AUGUSTO SEVERO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
BARAUNA-RN,,,RN,,,,"6.114,51",,,,,,-,,,,,"6.114,51",,,,,"6.114,51",,,,,,,,,
CAICO-RN,,,RN,,,,"8.071,15",,,,,,-,,,,,"8.071,15",,,,,"8.071,15",,,,,,,,,
CARAUBAS-RN,,,RN,,,,"124.060,06",,,,,,"38.260,37",,,,,"162.320,43",,,,,"162.320,43",,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
CARNAUBAIS-RN,,,RN,,,,"123.949,87",,,,,,"21.207,73",,,,,"145.157,60",,,,,"145.157,60",,,,,,,,,
CERRO CORA-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
CORONEL JOAO PESSOA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
CRUZETA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
CURRAIS NOVOS-RN,,,RN,,,,"7.581,99",,,,,,-,,,,,"7.581,99",,,,,"7.581,99",,,,,,,,,
DOUTOR SEVERIANO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
ENCANTO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
EQUADOR-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
FELIPE GUERRA-RN,,,RN,,,,"139.969,63",,,,,,"47.364,70",,,,,"187.334,33",,,,,"187.334,33",,,,,,,,,
FLORANIA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
FRANCISCO DANTAS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
FRUTUOSO GOMES-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
GALINHOS-RN,,,RN,,,,"4.891,61",,,,,,"81.175,38",,,,,"86.066,99",,,,,"86.066,99",,,,,,,,,
GOIANINHA-RN,,,RN,,,,"46.648,25",,,,,,-,,,,,"46.648,25",,,,,"46.648,25",,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,RN,,,,"171.992,04",,,,,,"79.673,43",,,,,"251.665,47",,,,,"251.665,47",,,,,,,,,
GROSSOS-RN,,,RN,,,,"65.840,91",,,,,,"65.650,08",,,,,"131.490,99",,,,,"131.490,99",,,,,,,,,
GUAMARE-RN,,,RN,,,,"1.277.102,61",,,,,,"616.243,37",,,,,"1.893.345,98",,,,,"1.893.345,98",,,,,,,,,
IELMO MARINHO-RN,,,RN,,,,"514.674,29",,,,,,-,,,,,"514.674,29",,,,,"514.674,29",,,,,,,,,
IPANGUACU-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
IPUEIRA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
ITAJA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
ITAU-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
JANDAIRA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
JANDUIS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
JARDIM DE PIRANHAS-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
JARDIM DO SERIDO-RN,,,RN,,,,"5.380,76",,,,,,-,,,,,"5.380,76",,,,,"5.380,76",,,,,,,,,
JOAO DIAS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
JOSE DA PENHA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
JUCURUTU-RN,,,RN,,,,"5.869,93",,,,,,-,,,,,"5.869,93",,,,,"5.869,93",,,,,,,,,
LAGOA NOVA-RN,,,RN,,,,"5.380,76",,,,,,-,,,,,"5.380,76",,,,,"5.380,76",,,,,,,,,
LUCRECIA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
LUIS GOMES-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
MACAIBA-RN,,,RN,,,,"514.674,29",,,,,,-,,,,,"514.674,29",,,,,"514.674,29",,,,,,,,,
MACAU-RN,,,RN,,,,"1.444.853,74",,,,,,"439.391,77",,,,,"1.884.245,51",,,,,"1.884.245,51",,,,,,,,,
MAJOR SALES-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
MARCELINO VIEIRA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
MARTINS-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESSIAS TARGINO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
MOSSORO-RN,,,RN,,,,"1.199.204,91",,,,,,"927.963,61",,,,,"2.127.168,52",,,,,"2.127.168,52",,,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
OURO BRANCO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
PARANA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
PARAU-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
PARELHAS-RN,,,RN,,,,"6.114,51",,,,,,-,,,,,"6.114,51",,,,,"6.114,51",,,,,,,,,
PATU-RN,,,RN,,,,"5.136,18",,,,,,-,,,,,"5.136,18",,,,,"5.136,18",,,,,,,,,
PAU DOS FERROS-RN,,,RN,,,,"6.603,67",,,,,,-,,,,,"6.603,67",,,,,"6.603,67",,,,,,,,,
PEDRO AVELINO-RN,,,RN,,,,"4.941,85",,,,,,"23,36",,,,,"4.965,21",,,,,"4.965,21",,,,,,,,,
PENDENCIAS-RN,,,RN,,,,"171.370,91",,,,,,"65.804,37",,,,,"237.175,28",,,,,"237.175,28",,,,,,,,,
PILOES-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
PORTALEGRE-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
PORTO DO MANGUE-RN,,,RN,,,,"139.566,13",,,,,,"234.982,96",,,,,"374.549,09",,,,,"374.549,09",,,,,,,,,
RAFAEL FERNANDES-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
RAFAEL GODEIRO-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
RIACHO DA CRUZ-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
RIACHO DE SANTANA-RN,,,RN,,,,"4.891,61",,,,,,-,,,,,"4.891,61",,,,,"4.891,61",,,,,,,,,
