TABULEIRO DO NORTE-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
TAMBORIL-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
TEJUCUOCA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
TIANGUA-CE,,,,CE,,,,"275,16",,,,,,,,-,,,,,,"275,16",,,,,,,,,"781,09",,,,,,,,,,,,,,
TRAIRI-CE,,,,CE,,,,"5.851,09",,,,,,,,"16.930,89",,,,,,"22.781,98",,,,,,,,,"53.105,72",,,,,,,,,,,,,,
TURURU-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
UBAJARA-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
UMIRIM-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,40",,,,,,,,,,,,,,
URUBURETAMA-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,40",,,,,,,,,,,,,,
URUOCA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
VARJOTA-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,40",,,,,,,,,,,,,,
VICOSA DO CEARA-CE,,,,CE,,,,"266,56",,,,,,,,-,,,,,,"266,56",,,,,,,,,"756,68",,,,,,,,,,,,,,
AFONSO CLAUDIO-ES,,,,ES,,,,"22,38",,,,,,,,-,,,,,,"22,38",,,,,,,,,"56,08",,,,,,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
AGUIA BRANCA-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
ALEGRE-ES,,,,ES,,,,"22,38",,,,,,,,-,,,,,,"22,38",,,,,,,,,"56,08",,,,,,,,,,,,,,
ALFREDO CHAVES-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
ALTO RIO NOVO-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
ANCHIETA-ES,,,,ES,,,,"19,18",,,,,,,,-,,,,,,"19,18",,,,,,,,,"48,07",,,,,,,,,,,,,,
APIACA-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
ATILIO VIVACQUA-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
BAIXO GUANDU-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,ES,,,,"23,97",,,,,,,,-,,,,,,"23,97",,,,,,,,,"60,09",,,,,,,,,,,,,,
BOA ESPERANCA-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
BOM JESUS DO NORTE-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
BREJETUBA-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,ES,,,,"31,97",,,,,,,,-,,,,,,"31,97",,,,,,,,,"80,13",,,,,,,,,,,,,,
CARIACICA-ES,,,,ES,,,,"31,97",,,,,,,,-,,,,,,"31,97",,,,,,,,,"80,13",,,,,,,,,,,,,,
CASTELO-ES,,,,ES,,,,"22,38",,,,,,,,-,,,,,,"22,38",,,,,,,,,"56,08",,,,,,,,,,,,,,
COLATINA-ES,,,,ES,,,,"29,57",,,,,,,,-,,,,,,"29,57",,,,,,,,,"74,12",,,,,,,,,,,,,,
CONCEICAO DA BARRA-ES,,,,ES,,,,"9.202,06",,,,,,,,"1.129,70",,,,,,"10.331,76",,,,,,,,,"25.410,82",,,,,,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
DOMINGOS MARTINS-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORES DO RIO PRETO-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
ECOPORANGA-ES,,,,ES,,,,"20,78",,,,,,,,-,,,,,,"20,78",,,,,,,,,"52,08",,,,,,,,,,,,,,
FUNDAO-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
GUACUI-ES,,,,ES,,,,"20,78",,,,,,,,-,,,,,,"20,78",,,,,,,,,"52,08",,,,,,,,,,,,,,
GUARAPARI-ES,,,,ES,,,,"27,97",,,,,,,,-,,,,,,"27,97",,,,,,,,,"70,10",,,,,,,,,,,,,,
IBATIBA-ES,,,,ES,,,,"19,18",,,,,,,,-,,,,,,"19,18",,,,,,,,,"48,07",,,,,,,,,,,,,,
IBIRACU-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
IBITIRAMA-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
ICONHA-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
IRUPI-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
ITAGUACU-ES,,,,ES,,,,"18,38",,,,,,,,-,,,,,,"18,38",,,,,,,,,"46,07",,,,,,,,,,,,,,
ITAPEMIRIM-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
ITARANA-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
IUNA-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
JAGUARE-ES,,,,ES,,,,"1.854,74",,,,,,,,"840,83",,,,,,"2.695,57",,,,,,,,,"8.009,43",,,,,,,,,,,,,,
JERONIMO MONTEIRO-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
JOAO NEIVA-ES,,,,ES,,,,"18,38",,,,,,,,-,,,,,,"18,38",,,,,,,,,"46,07",,,,,,,,,,,,,,
LARANJA DA TERRA-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
LINHARES-ES,,,,ES,,,,"104.739,24",,,,,,,,"63.832,18",,,,,,"168.571,42",,,,,,,,,"406.703,16",,,,,,,,,,,,,,
MANTENOPOLIS-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
MARATAIZES-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
MARECHAL FLORIANO-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
MARILANDIA-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
MIMOSO DO SUL-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
MONTANHA-ES,,,,ES,,,,"19,98",,,,,,,,-,,,,,,"19,98",,,,,,,,,"50,07",,,,,,,,,,,,,,
MUCURICI-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
MUNIZ FREIRE-ES,,,,ES,,,,"19,98",,,,,,,,-,,,,,,"19,98",,,,,,,,,"50,07",,,,,,,,,,,,,,
MUQUI-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
NOVA VENECIA-ES,,,,ES,,,,"24,77",,,,,,,,-,,,,,,"24,77",,,,,,,,,"62,09",,,,,,,,,,,,,,
PANCAS-ES,,,,ES,,,,"20,78",,,,,,,,-,,,,,,"20,78",,,,,,,,,"52,08",,,,,,,,,,,,,,
PEDRO CANARIO-ES,,,,ES,,,,"20,78",,,,,,,,-,,,,,,"20,78",,,,,,,,,"52,08",,,,,,,,,,,,,,
PINHEIROS-ES,,,,ES,,,,"20,78",,,,,,,,-,,,,,,"20,78",,,,,,,,,"52,08",,,,,,,,,,,,,,
PIUMA-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
PONTO BELO-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,ES,,,,"15,98",,,,,,,,"832,37",,,,,,"848,35",,,,,,,,,"872,43",,,,,,,,,,,,,,
RIO BANANAL-ES,,,,ES,,,,"18,38",,,,,,,,-,,,,,,"18,38",,,,,,,,,"46,07",,,,,,,,,,,,,,
RIO NOVO DO SUL-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
SANTA LEOPOLDINA-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
SANTA TERESA-ES,,,,ES,,,,"19,98",,,,,,,,-,,,,,,"19,98",,,,,,,,,"50,07",,,,,,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,ES,,,,"21,58",,,,,,,,-,,,,,,"21,58",,,,,,,,,"54,09",,,,,,,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,ES,,,,"16,78",,,,,,,,-,,,,,,"16,78",,,,,,,,,"42,05",,,,,,,,,,,,,,
SAO MATEUS-ES,,,,ES,,,,"73.859,29",,,,,,,,"13.689,86",,,,,,"87.549,15",,,,,,,,,"223.507,74",,,,,,,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
SOORETAMA-ES,,,,ES,,,,"18,38",,,,,,,,-,,,,,,"18,38",,,,,,,,,"46,07",,,,,,,,,,,,,,
VARGEM ALTA-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,ES,,,,"18,38",,,,,,,,-,,,,,,"18,38",,,,,,,,,"46,07",,,,,,,,,,,,,,
VIANA-ES,,,,ES,,,,"24,77",,,,,,,,-,,,,,,"24,77",,,,,,,,,"62,09",,,,,,,,,,,,,,
VILA PAVAO-ES,,,,ES,,,,"15,98",,,,,,,,-,,,,,,"15,98",,,,,,,,,"40,06",,,,,,,,,,,,,,
VILA VALERIO-ES,,,,ES,,,,"17,58",,,,,,,,-,,,,,,"17,58",,,,,,,,,"44,06",,,,,,,,,,,,,,
VILA VELHA-ES,,,,ES,,,,"31,97",,,,,,,,-,,,,,,"31,97",,,,,,,,,"80,13",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITORIA-ES,,,,ES,,,,"53.707,69",,,,,,,,-,,,,,,"53.707,69",,,,,,,,,"128.426,17",,,,,,,,,,,,,,
ADRIANOPOLIS-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
AGUDOS DO SUL-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
ALMIRANTE TAMANDARE-PR,,,,PR,,,,"811,83",,,,,,,,-,,,,,,"811,83",,,,,,,,,"2.028,19",,,,,,,,,,,,,,
ANTONINA-PR,,,,PR,,,,"579,88",,,,,,,,-,,,,,,"579,88",,,,,,,,,"1.448,70",,,,,,,,,,,,,,
BALSA NOVA-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
BOCAIUVA DO SUL-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,,PR,,,,"649,46",,,,,,,,-,,,,,,"649,46",,,,,,,,,"1.622,54",,,,,,,,,,,,,,
CAMPO DO TENENTE-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
CAMPO LARGO-PR,,,,PR,,,,"835,02",,,,,,,,-,,,,,,"835,02",,,,,,,,,"2.086,13",,,,,,,,,,,,,,
CAMPO MAGRO-PR,,,,PR,,,,"556,68",,,,,,,,-,,,,,,"556,68",,,,,,,,,"1.390,75",,,,,,,,,,,,,,
CERRO AZUL-PR,,,,PR,,,,"556,68",,,,,,,,-,,,,,,"556,68",,,,,,,,,"1.390,75",,,,,,,,,,,,,,
COLOMBO-PR,,,,PR,,,,"927,81",,,,,,,,-,,,,,,"927,81",,,,,,,,,"2.317,93",,,,,,,,,,,,,,
CONTENDA-PR,,,,PR,,,,"510,29",,,,,,,,-,,,,,,"510,29",,,,,,,,,"1.274,85",,,,,,,,,,,,,,
CURITIBA-PR,,,,PR,,,,"927,81",,,,,,,,-,,,,,,"927,81",,,,,,,,,"2.317,93",,,,,,,,,,,,,,
DOUTOR ULYSSES-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
FAZENDA RIO GRANDE-PR,,,,PR,,,,"719,05",,,,,,,,-,,,,,,"719,05",,,,,,,,,"1.796,39",,,,,,,,,,,,,,
GUARAQUECABA-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"2.037,96",,,,,,,,,,,,,,
GUARATUBA-PR,,,,PR,,,,"17.002,56",,,,,,,,"6.901,50",,,,,,"23.904,06",,,,,,,,,"33.318,31",,,,,,,,,,,,,,
ITAPERUCU-PR,,,,PR,,,,"556,68",,,,,,,,-,,,,,,"556,68",,,,,,,,,"1.390,75",,,,,,,,,,,,,,
LAPA-PR,,,,PR,,,,"695,85",,,,,,,,-,,,,,,"695,85",,,,,,,,,"1.738,44",,,,,,,,,,,,,,
MANDIRITUBA-PR,,,,PR,,,,"533,49",,,,,,,,-,,,,,,"533,49",,,,,,,,,"1.332,80",,,,,,,,,,,,,,
MATINHOS-PR,,,,PR,,,,"15.180,85",,,,,,,,"16.031,14",,,,,,"31.211,99",,,,,,,,,"71.724,17",,,,,,,,,,,,,,
MORRETES-PR,,,,PR,,,,"533,49",,,,,,,,-,,,,,,"533,49",,,,,,,,,"1.332,80",,,,,,,,,,,,,,
PARANAGUA-PR,,,,PR,,,,"881,41",,,,,,,,"34,31",,,,,,"915,72",,,,,,,,,"2.274,36",,,,,,,,,,,,,,
PIEN-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
PINHAIS-PR,,,,PR,,,,"835,02",,,,,,,,-,,,,,,"835,02",,,,,,,,,"2.086,13",,,,,,,,,,,,,,
PIRAQUARA-PR,,,,PR,,,,"742,24",,,,,,,,-,,,,,,"742,24",,,,,,,,,"1.854,34",,,,,,,,,,,,,,
PONTAL DO PARANA-PR,,,,PR,,,,"463,9",,,,,,,,"1.345,44",,,,,,"1.809,34",,,,,,,,,"3.995,49",,,,,,,,,,,,,,
PORTO AMAZONAS-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
QUATRO BARRAS-PR,,,,PR,,,,"510,29",,,,,,,,-,,,,,,"510,29",,,,,,,,,"1.274,85",,,,,,,,,,,,,,
QUITANDINHA-PR,,,,PR,,,,"533,49",,,,,,,,-,,,,,,"533,49",,,,,,,,,"1.332,80",,,,,,,,,,,,,,
RIO BRANCO DO SUL-PR,,,,PR,,,,"603,07",,,,,,,,-,,,,,,"603,07",,,,,,,,,"1.506,64",,,,,,,,,,,,,,
RIO NEGRO-PR,,,,PR,,,,"626,27",,,,,,,,-,,,,,,"626,27",,,,,,,,,"1.564,60",,,,,,,,,,,,,,
SAO JOSE DOS PINHAIS-PR,,,,PR,,,,"927,81",,,,,,,,-,,,,,,"927,81",,,,,,,,,"2.317,93",,,,,,,,,,,,,,
TIJUCAS DO SUL-PR,,,,PR,,,,"487,1",,,,,,,,-,,,,,,"487,1",,,,,,,,,"1.216,91",,,,,,,,,,,,,,
TUNAS DO PARANA-PR,,,,PR,,,,"463,9",,,,,,,,-,,,,,,"463,9",,,,,,,,,"1.158,95",,,,,,,,,,,,,,
ANGRA DOS REIS-RJ,,,,RJ,,,,"52.941,19",,,,,,,,"66.181,38",,,,,,"119.122,57",,,,,,,,,"353.620,00",,,,,,,,,,,,,,
APERIBE-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
ARARUAMA-RJ,,,,RJ,,,,"62.228,85",,,,,,,,-,,,,,,"62.228,85",,,,,,,,,"146.594,53",,,,,,,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,RJ,,,,"283.217,25",,,,,,,,"134.259,38",,,,,,"417.476,63",,,,,,,,,"995.793,45",,,,,,,,,,,,,,
ARRAIAL DO CABO-RJ,,,,RJ,,,,"47.586,77",,,,,,,,-,,,,,,"47.586,77",,,,,,,,,"112.101,71",,,,,,,,,,,,,,
BARRA MANSA-RJ,,,,RJ,,,,"46.420,85",,,,,,,,-,,,,,,"46.420,85",,,,,,,,,"110.130,52",,,,,,,,,,,,,,
BOM JARDIM-RJ,,,,RJ,,,,"47.586,77",,,,,,,,-,,,,,,"47.586,77",,,,,,,,,"112.101,71",,,,,,,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,RJ,,,,"53.077,55",,,,,,,,-,,,,,,"53.077,55",,,,,,,,,"125.036,51",,,,,,,,,,,,,,
CABO FRIO-RJ,,,,RJ,,,,"455.610,36",,,,,,,,"329.970,79",,,,,,"785.581,15",,,,,,,,,"1.857.934,66",,,,,,,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,RJ,,,,"103.765,28",,,,,,,,-,,,,,,"103.765,28",,,,,,,,,"244.443,25",,,,,,,,,,,,,,
CAMBUCI-RJ,,,,RJ,,,,"42.095,99",,,,,,,,-,,,,,,"42.095,99",,,,,,,,,"99.166,89",,,,,,,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,RJ,,,,"492.551,75",,,,,,,,"2.237.087,32",,,,,,"2.729.639,07",,,,,,,,,"6.427.774,73",,,,,,,,,,,,,,
CANTAGALO-RJ,,,,RJ,,,,"45.756,51",,,,,,,,-,,,,,,"45.756,51",,,,,,,,,"107.790,09",,,,,,,,,,,,,,
CARAPEBUS-RJ,,,,RJ,,,,"246.275,87",,,,,,,,"130.915,86",,,,,,"377.191,73",,,,,,,,,"887.400,48",,,,,,,,,,,,,,
CARDOSO MOREIRA-RJ,,,,RJ,,,,"38.435,47",,,,,,,,-,,,,,,"38.435,47",,,,,,,,,"90.543,68",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARMO-RJ,,,,RJ,,,,"42.095,99",,,,,,,,-,,,,,,"42.095,99",,,,,,,,,"99.166,89",,,,,,,,,,,,,,
CASIMIRO DE ABREU-RJ,,,,RJ,,,,"320.158,63",,,,,,,,"48.869,79",,,,,,"369.028,42",,,,,,,,,"869.330,15",,,,,,,,,,,,,,
CONCEICAO DE MACABU-RJ,,,,RJ,,,,"45.756,51",,,,,,,,-,,,,,,"45.756,51",,,,,,,,,"107.790,09",,,,,,,,,,,,,,
CORDEIRO-RJ,,,,RJ,,,,"43.926,25",,,,,,,,-,,,,,,"43.926,25",,,,,,,,,"103.478,49",,,,,,,,,,,,,,
DUAS BARRAS-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
DUQUE DE CAXIAS-RJ,,,,RJ,,,,"206.667,53",,,,,,,,"12.500,27",,,,,,"219.167,80",,,,,,,,,"580.028,07",,,,,,,,,,,,,,
GUAPIMIRIM-RJ,,,,RJ,,,,"111.451,59",,,,,,,,-,,,,,,"111.451,59",,,,,,,,,"262.550,14",,,,,,,,,,,,,,
IGUABA GRANDE-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
ITALVA-RJ,,,,RJ,,,,"40.265,73",,,,,,,,-,,,,,,"40.265,73",,,,,,,,,"94.855,29",,,,,,,,,,,,,,
ITAOCARA-RJ,,,,RJ,,,,"47.586,77",,,,,,,,-,,,,,,"47.586,77",,,,,,,,,"112.101,71",,,,,,,,,,,,,,
ITAPERUNA-RJ,,,,RJ,,,,"65.889,37",,,,,,,,-,,,,,,"65.889,37",,,,,,,,,"155.217,74",,,,,,,,,,,,,,
JAPERI-RJ,,,,RJ,,,,"46.420,85",,,,,,,,-,,,,,,"46.420,85",,,,,,,,,"110.130,52",,,,,,,,,,,,,,
LAJE DO MURIAE-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
MACAE-RJ,,,,RJ,,,,"1.253.172,64",,,,,,,,"617.040,21",,,,,,"1.870.212,85",,,,,,,,,"4.118.494,22",,,,,,,,,,,,,,
MACUCO-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
MAGE-RJ,,,,RJ,,,,"138.353,70",,,,,,,,"10.701,35",,,,,,"149.055,05",,,,,,,,,"351.407,13",,,,,,,,,,,,,,
MANGARATIBA-RJ,,,,RJ,,,,-,,,,,,,,"44.120,91",,,,,,"44.120,91",,,,,,,,,"151.410,02",,,,,,,,,,,,,,
MIRACEMA-RJ,,,,RJ,,,,"49.417,03",,,,,,,,-,,,,,,"49.417,03",,,,,,,,,"116.413,31",,,,,,,,,,,,,,
NATIVIDADE-RJ,,,,RJ,,,,"42.095,99",,,,,,,,-,,,,,,"42.095,99",,,,,,,,,"99.166,89",,,,,,,,,,,,,,
NITEROI-RJ,,,,RJ,,,,-,,,,,,,,"12.434,58",,,,,,"12.434,58",,,,,,,,,"30.730,87",,,,,,,,,,,,,,
NOVA FRIBURGO-RJ,,,,RJ,,,,"73.210,42",,,,,,,,-,,,,,,"73.210,42",,,,,,,,,"172.464,16",,,,,,,,,,,,,,
PETROPOLIS-RJ,,,,RJ,,,,"73.210,42",,,,,,,,-,,,,,,"73.210,42",,,,,,,,,"172.464,16",,,,,,,,,,,,,,
PIRAI-RJ,,,,RJ,,,,"46.420,85",,,,,,,,-,,,,,,"46.420,85",,,,,,,,,"110.130,52",,,,,,,,,,,,,,
PORCIUNCULA-RJ,,,,RJ,,,,"42.095,99",,,,,,,,-,,,,,,"42.095,99",,,,,,,,,"99.166,89",,,,,,,,,,,,,,
QUISSAMA-RJ,,,,RJ,,,,"317.324,31",,,,,,,,"538.369,25",,,,,,"855.693,56",,,,,,,,,"2.072.935,08",,,,,,,,,,,,,,
RIO BONITO-RJ,,,,RJ,,,,"56.738,07",,,,,,,,-,,,,,,"56.738,07",,,,,,,,,"133.659,72",,,,,,,,,,,,,,
RIO DAS OSTRAS-RJ,,,,RJ,,,,"344.786,22",,,,,,,,"674.259,98",,,,,,"1.019.046,20",,,,,,,,,"2.351.755,48",,,,,,,,,,,,,,
RIO DE JANEIRO-RJ,,,,RJ,,,,"52.941,19",,,,,,,,"50.755,94",,,,,,"103.697,13",,,,,,,,,"249.049,77",,,,,,,,,,,,,,
SANTA MARIA MADALENA-RJ,,,,RJ,,,,"38.435,47",,,,,,,,-,,,,,,"38.435,47",,,,,,,,,"90.543,68",,,,,,,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,RJ,,,,"53.077,55",,,,,,,,-,,,,,,"53.077,55",,,,,,,,,"125.036,51",,,,,,,,,,,,,,
SAO FIDELIS-RJ,,,,RJ,,,,"54.907,81",,,,,,,,-,,,,,,"54.907,81",,,,,,,,,"129.348,12",,,,,,,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,RJ,,,,"53.077,55",,,,,,,,-,,,,,,"53.077,55",,,,,,,,,"125.036,51",,,,,,,,,,,,,,
SAO GONCALO-RJ,,,,RJ,,,,-,,,,,,,,"10.701,35",,,,,,"10.701,35",,,,,,,,,"25.482,81",,,,,,,,,,,,,,
SAO JOAO DA BARRA-RJ,,,,RJ,,,,"51.247,29",,,,,,,,"6.029,16",,,,,,"57.276,45",,,,,,,,,"126.754,07",,,,,,,,,,,,,,
SAO JOSE DE UBA-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,RJ,,,,"43.926,25",,,,,,,,-,,,,,,"43.926,25",,,,,,,,,"103.478,49",,,,,,,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,RJ,,,,"58.568,33",,,,,,,,-,,,,,,"58.568,33",,,,,,,,,"137.971,32",,,,,,,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,RJ,,,,"36.605,21",,,,,,,,-,,,,,,"36.605,21",,,,,,,,,"86.232,08",,,,,,,,,,,,,,
SAQUAREMA-RJ,,,,RJ,,,,"56.738,07",,,,,,,,-,,,,,,"56.738,07",,,,,,,,,"133.659,72",,,,,,,,,,,,,,
SILVA JARDIM-RJ,,,,RJ,,,,"96.078,96",,,,,,,,-,,,,,,"96.078,96",,,,,,,,,"226.336,33",,,,,,,,,,,,,,
