JACUIPE-AL,,,,,AL,,,,"246,85",,,,,,,-,,,,,"246,85",,,,,,,,"1.995,44",,,,,,,,,
JAPARATINGA-AL,,,,,AL,,,,"246,85",,,,,,,-,,,,,"246,85",,,,,,,,"1.995,44",,,,,,,,,
JOAQUIM GOMES-AL,,,,,AL,,,,"308,56",,,,,,,-,,,,,"308,56",,,,,,,,"2.494,28",,,,,,,,,
JUNDIA-AL,,,,,AL,,,,"246,85",,,,,,,-,,,,,"246,85",,,,,,,,"1.995,44",,,,,,,,,
JUNQUEIRO-AL,,,,,AL,,,,"320,91",,,,,,,-,,,,,"320,91",,,,,,,,"2.594,06",,,,,,,,,
MACEIO-AL,,,,,AL,,,,"18.619,89",,,,,,,"20.210,37",,,,,"38.830,26",,,,,,,,"257.250,73",,,,,,,,,
MARAGOGI-AL,,,,,AL,,,,"296,22",,,,,,,-,,,,,"296,22",,,,,,,,"2.394,51",,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,,"29.298,93",,,,,,,"13.271,72",,,,,"42.570,65",,,,,,,,"281.562,75",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,,"320,91",,,,,,,-,,,,,"320,91",,,,,,,,"2.594,06",,,,,,,,,
MESSIAS-AL,,,,,AL,,,,"259,19",,,,,,,-,,,,,"259,19",,,,,,,,"2.095,18",,,,,,,,,
MURICI-AL,,,,,AL,,,,"320,91",,,,,,,-,,,,,"320,91",,,,,,,,"2.594,06",,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,"259,19",,,,,,,-,,,,,"259,19",,,,,,,,"2.095,18",,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,"246,85",,,,,,,-,,,,,"246,85",,,,,,,,"1.995,44",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"271,53",,,,,,,-,,,,,"271,53",,,,,,,,"2.194,96",,,,,,,,,
PENEDO-AL,,,,,AL,,,,"394,96",,,,,,,-,,,,,"394,96",,,,,,,,"3.192,69",,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"285,01",,,,,,,-,,,,,"285,01",,,,,,,,"62.388,32",,,,,,,,,
PILAR-AL,,,,,AL,,,,"59.494,66",,,,,,,"28.523,09",,,,,"88.017,75",,,,,,,,"610.340,68",,,,,,,,,
PINDOBA-AL,,,,,AL,,,,"246,85",,,,,,,-,,,,,"246,85",,,,,,,,"1.995,44",,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,"333,25",,,,,,,-,,,,,"333,25",,,,,,,,"2.693,85",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,"259,19",,,,,,,-,,,,,"259,19",,,,,,,,"2.095,18",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,"296,22",,,,,,,-,,,,,"296,22",,,,,,,,"2.394,51",,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,"407,30",,,,,,,-,,,,,"407,30",,,,,,,,"3.292,49",,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,"560,28",,,,,,,"202,14",,,,,"762,42",,,,,,,,"5.358,66",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,"15.141,48",,,,,,,"0,25",,,,,"15.141,73",,,,,,,,"110.230,65",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,"271,53",,,,,,,-,,,,,"271,53",,,,,,,,"2.194,96",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,"320,91",,,,,,,-,,,,,"320,91",,,,,,,,"2.594,06",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,"345,59",,,,,,,-,,,,,"345,59",,,,,,,,"2.793,60",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,"48.868,91",,,,,,,"17.995,00",,,,,"66.863,91",,,,,,,,"479.101,46",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,"246,85",,,,,,,-,,,,,"246,85",,,,,,,,"1.995,44",,,,,,,,,
SATUBA-AL,,,,,AL,,,,"5.646,16",,,,,,,"3.472,39",,,,,"9.118,55",,,,,,,,"72.658,13",,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,"357,93",,,,,,,-,,,,,"357,93",,,,,,,,"2.893,37",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,"394,96",,,,,,,-,,,,,"394,96",,,,,,,,"3.192,69",,,,,,,,,
VICOSA-AL,,,,,AL,,,,"333,25",,,,,,,-,,,,,"333,25",,,,,,,,"2.693,85",,,,,,,,,
COARI-AM,,,,,AM,,,,"446.166,67",,,,,,,"403.691,98",,,,,"849.858,65",,,,,,,,"5.559.650,71",,,,,,,,,
CODAJAS-AM,,,,,AM,,,,-,,,,,,,-,,,,,-,,,,,,,,"37.053,96",,,,,,,,,
MANAUS-AM,,,,,AM,,,,"14.894,63",,,,,,,"118.067,33",,,,,"132.961,96",,,,,,,,"882.018,97",,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
AIQUARA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,"95.019,30",,,,,,,"50.033,83",,,,,"145.053,13",,,,,,,,"964.472,72",,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
ANAGE-BA,,,,,BA,,,,"39,60",,,,,,,-,,,,,"39,60",,,,,,,,"240,04",,,,,,,,,
ANGUERA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
ANTAS-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
APORA-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
APUAREMA-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
ARACAS-BA,,,,,BA,,,,"33.283,98",,,,,,,"11.711,93",,,,,"44.995,91",,,,,,,,"313.938,55",,,,,,,,,
ARACI-BA,,,,,BA,,,,"40,88",,,,,,,-,,,,,"40,88",,,,,,,,"247,61",,,,,,,,,
ARAMARI-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
BANZAE-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,"38,32",,,,,,,-,,,,,"38,32",,,,,,,,"232,08",,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
BREJOES-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
CAATIBA-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
CAEM-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
CAETANOS-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
CAMACARI-BA,,,,,BA,,,,"15.292,35",,,,,,,"147,41",,,,,"15.439,76",,,,,,,,"102.326,53",,,,,,,,,
CANDEAL-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,"193.564,79",,,,,,,"89.534,68",,,,,"283.099,47",,,,,,,,"1.923.994,42",,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
CANUDOS-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
CARAVELAS-BA,,,,,BA,,,,"16.621,30",,,,,,,"1.296,89",,,,,"17.918,19",,,,,,,,"117.845,36",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,"37.366,20",,,,,,,"14.475,52",,,,,"51.841,72",,,,,,,,"363.496,52",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
CATU-BA,,,,,BA,,,,"55.749,34",,,,,,,"25.044,53",,,,,"80.793,87",,,,,,,,"528.544,84",,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
CIPO-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,"40,88",,,,,,,-,,,,,"40,88",,,,,,,,"247,61",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
CONDE-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,"40,88",,,,,,,-,,,,,"40,88",,,,,,,,"247,61",,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,"154,40",,,,,,,"49,14",,,,,"203,54",,,,,,,,"1.261,03",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,"105.014,77",,,,,,,"58.097,10",,,,,"163.111,87",,,,,,,,"1.139.529,58",,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,"138.510,73",,,,,,,"79.733,96",,,,,"218.244,69",,,,,,,,"1.465.700,54",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,"40,88",,,,,,,-,,,,,"40,88",,,,,,,,"247,61",,,,,,,,,
FATIMA-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,"51,10",,,,,,,-,,,,,"51,10",,,,,,,,"309,12",,,,,,,,,
GAVIAO-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
GLORIA-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
IACU-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
ICHU-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
IPECAETA-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
IPIRA-BA,,,,,BA,,,,"42,16",,,,,,,-,,,,,"42,16",,,,,,,,"255,24",,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
IRARA-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
ITABERABA-BA,,,,,BA,,,,"42,16",,,,,,,-,,,,,"42,16",,,,,,,,"255,24",,,,,,,,,
ITAGI-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
ITAMBE-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"19.082,86",,,,,,,"2.639,88",,,,,"21.722,74",,,,,,,,"155.694,50",,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"748,12",,,,,,,"1.198,25",,,,,"1.946,37",,,,,,,,"487.760,74",,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"40,88",,,,,,,-,,,,,"40,88",,,,,,,,"247,61",,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
ITATIM-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"37,05",,,,,,,-,,,,,"37,05",,,,,,,,"224,47",,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"45,99",,,,,,,-,,,,,"45,99",,,,,,,,"278,37",,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"39,60",,,,,,,-,,,,,"39,60",,,,,,,,"240,04",,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"51,10",,,,,,,-,,,,,"51,10",,,,,,,,"309,12",,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"37,05",,,,,,,-,,,,,"37,05",,,,,,,,"224,47",,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
LAJE-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"47,27",,,,,,,-,,,,,"47,27",,,,,,,,"286,00",,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
MACARANI-BA,,,,,BA,,,,"30,66",,,,,,,-,,,,,"30,66",,,,,,,,"185,78",,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"124.486,29",,,,,,,"200.566,77",,,,,"325.053,06",,,,,,,,"1.957.561,11",,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
MAIRI-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
MARACAS-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"37,05",,,,,,,-,,,,,"37,05",,,,,,,,"224,47",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
MATA DE SÃO JOAO-BA,,,,,BA,,,,"45.418,59",,,,,,,"18.440,28",,,,,"63.858,87",,,,,,,,"539.338,77",,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"37,05",,,,,,,-,,,,,"37,05",,,,,,,,"224,47",,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"40,88",,,,,,,-,,,,,"40,88",,,,,,,,"247,61",,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
NAZARE-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,"34,49",,,,,,,-,,,,,"34,49",,,,,,,,"208,98",,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,"45,99",,,,,,,-,,,,,"45,99",,,,,,,,"278,69",,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
PEDRAO-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"155,05",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
PINTADAS-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
PIRITIBA-BA,,,,,BA,,,,"31,94",,,,,,,-,,,,,"31,94",,,,,,,,"193,43",,,,,,,,,
PLANALTINO-BA,,,,,BA,,,,"25,55",,,,,,,-,,,,,"25,55",,,,,,,,"154,68",,,,,,,,,
PLANALTO-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
POCOES-BA,,,,,BA,,,,"38,32",,,,,,,-,,,,,"38,32",,,,,,,,"232,08",,,,,,,,,
POJUCA-BA,,,,,BA,,,,"182.144,54",,,,,,,"154.097,11",,,,,"336.241,65",,,,,,,,"2.584.261,98",,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,"29,38",,,,,,,-,,,,,"29,38",,,,,,,,"177,85",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,"33,21",,,,,,,-,,,,,"33,21",,,,,,,,"201,00",,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,"26,83",,,,,,,-,,,,,"26,83",,,,,,,,"162,32",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,"35,77",,,,,,,-,,,,,"35,77",,,,,,,,"216,55",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,"28,10",,,,,,,-,,,,,"28,10",,,,,,,,"170,23",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,"39,60",,,,,,,-,,,,,"39,60",,,,,,,,"240,04",,,,,,,,,
