OUROLANDIA,,,BA,,,"92,59",,,,,,,-,,,,,,,,"92,59",,,,,,,"244,79",,,,,,,,,,,,,
PARIPIRANGA,,,BA,,,"108,69",,,,,,,-,,,,,,,,"108,69",,,,,,,"287,36",,,,,,,,,,,,,
PAULO AFONSO,,,BA,,,"148,95",,,,,,,-,,,,,,,,"148,95",,,,,,,"393,80",,,,,,,,,,,,,
PE DE SERRA,,,BA,,,"88,56",,,,,,,-,,,,,,,,"88,56",,,,,,,"234,14",,,,,,,,,,,,,
PEDRAO,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
PEDRO ALEXANDRE,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
PINTADAS,,,BA,,,"84,54",,,,,,,-,,,,,,,,"84,54",,,,,,,"223,50",,,,,,,,,,,,,
PIRITIBA,,,BA,,,"100,64",,,,,,,-,,,,,,,,"100,64",,,,,,,"266,08",,,,,,,,,,,,,
PLANALTINO,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
PLANALTO,,,BA,,,"104,67",,,,,,,-,,,,,,,,"104,67",,,,,,,"276,72",,,,,,,,,,,,,
POCOES,,,BA,,,"124,80",,,,,,,-,,,,,,,,"124,80",,,,,,,"329,94",,,,,,,,,,,,,
POJUCA,,,BA,,,"559.212,96",,,,,,,"489.579,47",,,,,,,,"1.048.792,43",,,,,,,"2.628.511,00",,,,,,,,,,,,,
QUEIMADAS,,,BA,,,"108,69",,,,,,,-,,,,,,,,"108,69",,,,,,,"287,36",,,,,,,,,,,,,
QUIJINGUE,,,BA,,,"108,69",,,,,,,-,,,,,,,,"108,69",,,,,,,"287,36",,,,,,,,,,,,,
QUIXABEIRA,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
RAFAEL JAMBEIRO,,,BA,,,"104,67",,,,,,,-,,,,,,,,"104,67",,,,,,,"276,72",,,,,,,,,,,,,
RETIROLANDIA,,,BA,,,"84,54",,,,,,,-,,,,,,,,"84,54",,,,,,,"223,50",,,,,,,,,,,,,
RIACHAO DO JACUIPE,,,BA,,,"112,72",,,,,,,-,,,,,,,,"112,72",,,,,,,"298,01",,,,,,,,,,,,,
RIBEIRA DO AMPARO,,,BA,,,"88,56",,,,,,,-,,,,,,,,"88,56",,,,,,,"234,14",,,,,,,,,,,,,
RIBEIRA DO POMBAL,,,BA,,,"124,80",,,,,,,-,,,,,,,,"124,80",,,,,,,"329,94",,,,,,,,,,,,,
RIBEIRAO DO LARGO,,,BA,,,"92,59",,,,,,,-,,,,,,,,"92,59",,,,,,,"244,79",,,,,,,,,,,,,
RIO REAL,,,BA,,,"116,75",,,,,,,-,,,,,,,,"116,75",,,,,,,"308,66",,,,,,,,,,,,,
RUY BARBOSA,,,BA,,,"112,72",,,,,,,-,,,,,,,,"112,72",,,,,,,"298,01",,,,,,,,,,,,,
SALINAS DA MARGARIDA,,,BA,,,"2.341,58",,,,,,,"191.529,87",,,,,,,,"193.871,45",,,,,,,"399.465,34",,,,,,,,,,,,,
SALVADOR,,,BA,,,"4.460,15",,,,,,,"191.529,87",,,,,,,,"195.990,02",,,,,,,"405.066,45",,,,,,,,,,,,,
SANTA BARBARA,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
SANTA BRIGIDA,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA INES,,,BA,,,"84,54",,,,,,,-,,,,,,,,"84,54",,,,,,,"223,50",,,,,,,,,,,,,
SANTA TERESINHA,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
SANTALUZ,,,BA,,,"112,72",,,,,,,-,,,,,,,,"112,72",,,,,,,"298,01",,,,,,,,,,,,,
SANTANOPOLIS,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
SANTO AMARO,,,BA,,,"3.679,63",,,,,,,"191.529,87",,,,,,,,"195.209,50",,,,,,,"403.002,88",,,,,,,,,,,,,
SANTO ANTONIO DE JESUS,,,BA,,,"140,90",,,,,,,-,,,,,,,,"140,90",,,,,,,"372,51",,,,,,,,,,,,,
SANTO ESTEVAO,,,BA,,,"124,80",,,,,,,-,,,,,,,,"124,80",,,,,,,"329,94",,,,,,,,,,,,,
SAO DOMINGOS,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
SAO FELIPE,,,BA,,,"104,67",,,,,,,-,,,,,,,,"104,67",,,,,,,"276,72",,,,,,,,,,,,,
SAO FELIX,,,BA,,,"88,56",,,,,,,-,,,,,,,,"88,56",,,,,,,"234,14",,,,,,,,,,,,,
SAO FRANCISCO DO CONDE,,,BA,,,"1.154.695,81",,,,,,,"225.717,69",,,,,,,,"1.380.413,50",,,,,,,"3.459.219,83",,,,,,,,,,,,,
SAO GONCALO DOS CAMPOS,,,BA,,,"108,69",,,,,,,-,,,,,,,,"108,69",,,,,,,"287,36",,,,,,,,,,,,,
SAO JOSE DO JACUIPE,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
SAO MIGUEL DAS MATAS,,,BA,,,"84,54",,,,,,,-,,,,,,,,"84,54",,,,,,,"223,50",,,,,,,,,,,,,
SAO SEBASTIAO DO PASSE,,,BA,,,"220.266,64",,,,,,,"142.334,36",,,,,,,,"362.601,00",,,,,,,"969.134,61",,,,,,,,,,,,,
SAPEACU,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
SATIRO DIAS,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
SAUBARA,,,BA,,,"2.341,58",,,,,,,"191.529,87",,,,,,,,"193.871,45",,,,,,,"399.465,34",,,,,,,,,,,,,
SERRA PRETA,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
SERRINHA,,,BA,,,"144,93",,,,,,,-,,,,,,,,"144,93",,,,,,,"383,16",,,,,,,,,,,,,
SERROLANDIA,,,BA,,,"88,56",,,,,,,-,,,,,,,,"88,56",,,,,,,"234,14",,,,,,,,,,,,,
SIMOES FILHO,,,BA,,,"84.699,02",,,,,,,"5.261,87",,,,,,,,"89.960,89",,,,,,,"237.075,69",,,,,,,,,,,,,
SITIO DO QUINTO,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
TANQUINHO,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
TAPIRAMUTA,,,BA,,,"96,62",,,,,,,-,,,,,,,,"96,62",,,,,,,"255,44",,,,,,,,,,,,,
TEODORO SAMPAIO,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
TEOFILANDIA,,,BA,,,"104,67",,,,,,,-,,,,,,,,"104,67",,,,,,,"276,72",,,,,,,,,,,,,
TERRA NOVA,,,BA,,,"88,56",,,,,,,-,,,,,,,,"88,56",,,,,,,"393,65",,,,,,,,,,,,,
TUCANO,,,BA,,,"128,82",,,,,,,-,,,,,,,,"128,82",,,,,,,"340,58",,,,,,,,,,,,,
UAUA,,,BA,,,"108,69",,,,,,,-,,,,,,,,"108,69",,,,,,,"287,36",,,,,,,,,,,,,
UBAIRA,,,BA,,,"104,67",,,,,,,-,,,,,,,,"104,67",,,,,,,"276,72",,,,,,,,,,,,,
VALENTE,,,BA,,,"100,64",,,,,,,-,,,,,,,,"100,64",,,,,,,"266,08",,,,,,,,,,,,,
VARZEA DA ROCA,,,BA,,,"88,56",,,,,,,-,,,,,,,,"88,56",,,,,,,"234,14",,,,,,,,,,,,,
VARZEA DO POCO,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
VARZEA NOVA,,,BA,,,"92,59",,,,,,,-,,,,,,,,"92,59",,,,,,,"244,79",,,,,,,,,,,,,
VARZEDO,,,BA,,,"80,51",,,,,,,-,,,,,,,,"80,51",,,,,,,"212,85",,,,,,,,,,,,,
VERA CRUZ,,,BA,,,"112,72",,,,,,,-,,,,,,,,"112,72",,,,,,,"298,01",,,,,,,,,,,,,
VITORIA DA CONQUISTA,,,BA,,,"161,03",,,,,,,-,,,,,,,,"161,03",,,,,,,"425,73",,,,,,,,,,,,,
ACARAU,,,CE,,,"3.670,37",,,,,,,-,,,,,,,,"3.670,37",,,,,,,"9.185,51",,,,,,,,,,,,,
ALCANTARAS,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
AMONTADA,,,CE,,,"76.614,46",,,,,,,"108.092,71",,,,,,,,"184.707,17",,,,,,,"464.443,01",,,,,,,,,,,,,
APUIARES,,,CE,,,"2.523,38",,,,,,,-,,,,,,,,"2.523,38",,,,,,,"6.315,04",,,,,,,,,,,,,
AQUIRAZ,,,CE,,,-,,,,,,,"4.901,99",,,,,,,,"4.901,99",,,,,,,"4.901,99",,,,,,,,,,,,,
ARACATI,,,CE,,,"508.186,21",,,,,,,"21.167,64",,,,,,,,"529.353,85",,,,,,,"1.316.929,18",,,,,,,,,,,,,
ARARENDA,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
BARROQUINHA,,,CE,,,"2.523,38",,,,,,,-,,,,,,,,"2.523,38",,,,,,,"6.315,04",,,,,,,,,,,,,
BELA CRUZ,,,CE,,,"3.211,57",,,,,,,-,,,,,,,,"3.211,57",,,,,,,"8.037,32",,,,,,,,,,,,,
CAMOCIM,,,CE,,,"3.670,37",,,,,,,-,,,,,,,,"3.670,37",,,,,,,"9.185,51",,,,,,,,,,,,,
CANINDE,,,CE,,,"3.899,77",,,,,,,-,,,,,,,,"3.899,77",,,,,,,"9.759,61",,,,,,,,,,,,,
CARIDADE,,,CE,,,"2.638,08",,,,,,,-,,,,,,,,"2.638,08",,,,,,,"6.602,08",,,,,,,,,,,,,
CARIRE,,,CE,,,"2.867,47",,,,,,,-,,,,,,,,"2.867,47",,,,,,,"7.176,17",,,,,,,,,,,,,
CARNAUBAL,,,CE,,,"2.638,08",,,,,,,-,,,,,,,,"2.638,08",,,,,,,"6.602,08",,,,,,,,,,,,,
CATUNDA,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
CAUCAIA,,,CE,,,-,,,,,,,"4.901,99",,,,,,,,"4.901,99",,,,,,,"4.901,99",,,,,,,,,,,,,
CHAVAL,,,CE,,,"2.523,38",,,,,,,-,,,,,,,,"2.523,38",,,,,,,"6.315,04",,,,,,,,,,,,,
COREAU,,,CE,,,"2.867,47",,,,,,,-,,,,,,,,"2.867,47",,,,,,,"7.176,17",,,,,,,,,,,,,
CRATEUS,,,CE,,,"3.899,77",,,,,,,-,,,,,,,,"3.899,77",,,,,,,"9.759,61",,,,,,,,,,,,,
CROATA,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
CRUZ,,,CE,,,"2.867,47",,,,,,,-,,,,,,,,"2.867,47",,,,,,,"7.176,17",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORQUILHA,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
FORTALEZA,,,CE,,,"138.521,07",,,,,,,"6.535,99",,,,,,,,"145.057,06",,,,,,,"244.961,73",,,,,,,,,,,,,
FRECHEIRINHA,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
GENERAL SAMPAIO,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
GRACA,,,CE,,,"2.638,08",,,,,,,-,,,,,,,,"2.638,08",,,,,,,"6.602,08",,,,,,,,,,,,,
GRANJA,,,CE,,,"3.670,37",,,,,,,-,,,,,,,,"3.670,37",,,,,,,"9.185,51",,,,,,,,,,,,,
GROAIRAS,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
GUARACIABA DO NORTE,,,CE,,,"3.326,27",,,,,,,-,,,,,,,,"3.326,27",,,,,,,"8.324,37",,,,,,,,,,,,,
HIDROLANDIA,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
IBIAPINA,,,CE,,,"2.982,17",,,,,,,-,,,,,,,,"2.982,17",,,,,,,"7.463,22",,,,,,,,,,,,,
ICAPUI,,,CE,,,"101.337,30",,,,,,,"26.275,66",,,,,,,,"127.612,96",,,,,,,"350.936,37",,,,,,,,,,,,,
INDEPENDENCIA,,,CE,,,"3.096,87",,,,,,,-,,,,,,,,"3.096,87",,,,,,,"7.750,27",,,,,,,,,,,,,
IPAPORANGA,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
IPU,,,CE,,,"3.440,97",,,,,,,-,,,,,,,,"3.440,97",,,,,,,"8.611,41",,,,,,,,,,,,,
IPUEIRAS,,,CE,,,"3.440,97",,,,,,,-,,,,,,,,"3.440,97",,,,,,,"8.611,41",,,,,,,,,,,,,
IRAUCUBA,,,CE,,,"2.867,47",,,,,,,-,,,,,,,,"2.867,47",,,,,,,"7.176,17",,,,,,,,,,,,,
ITAPAGE,,,CE,,,"3.555,67",,,,,,,-,,,,,,,,"3.555,67",,,,,,,"8.898,47",,,,,,,,,,,,,
ITAPIPOCA,,,CE,,,"95.107,61",,,,,,,"93.261,52",,,,,,,,"188.369,13",,,,,,,"476.212,97",,,,,,,,,,,,,
ITAREMA,,,CE,,,"73.972,58",,,,,,,"47.973,00",,,,,,,,"121.945,58",,,,,,,"298.192,55",,,,,,,,,,,,,
JIJOCA DE JERICOACOARA,,,CE,,,"2.523,38",,,,,,,-,,,,,,,,"2.523,38",,,,,,,"6.315,04",,,,,,,,,,,,,
MARCO,,,CE,,,"2.982,17",,,,,,,-,,,,,,,,"2.982,17",,,,,,,"7.463,22",,,,,,,,,,,,,
MARTINOPOLE,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
MASSAPE,,,CE,,,"3.211,57",,,,,,,-,,,,,,,,"3.211,57",,,,,,,"8.037,32",,,,,,,,,,,,,
MERUOCA,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
MIRAIMA,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
MONSENHOR TABOSA,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
MORAUJO,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
MORRINHOS,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
MUCAMBO,,,CE,,,"2.523,38",,,,,,,-,,,,,,,,"2.523,38",,,,,,,"6.315,04",,,,,,,,,,,,,
NOVA RUSSAS,,,CE,,,"3.211,57",,,,,,,-,,,,,,,,"3.211,57",,,,,,,"8.037,32",,,,,,,,,,,,,
NOVO ORIENTE,,,CE,,,"3.096,87",,,,,,,-,,,,,,,,"3.096,87",,,,,,,"7.750,27",,,,,,,,,,,,,
PACUJA,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
PARACURU,,,CE,,,"71.330,71",,,,,,,"153.361,46",,,,,,,,"224.692,17",,,,,,,"570.341,33",,,,,,,,,,,,,
PARAIPABA,,,CE,,,"3.096,87",,,,,,,"3.550,42",,,,,,,,"6.647,29",,,,,,,"16.132,96",,,,,,,,,,,,,
PARAMOTI,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
PENTECOSTE,,,CE,,,"3.326,27",,,,,,,-,,,,,,,,"3.326,27",,,,,,,"8.324,37",,,,,,,,,,,,,
PIRES FERREIRA,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
PORANGA,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
QUITERIANOPOLIS,,,CE,,,"2.867,47",,,,,,,-,,,,,,,,"2.867,47",,,,,,,"7.176,17",,,,,,,,,,,,,
RERIUTABA,,,CE,,,"2.982,17",,,,,,,-,,,,,,,,"2.982,17",,,,,,,"7.463,22",,,,,,,,,,,,,
SANTA QUITERIA,,,CE,,,"3.555,67",,,,,,,-,,,,,,,,"3.555,67",,,,,,,"8.898,47",,,,,,,,,,,,,
SANTANA DO ACARAU,,,CE,,,"3.096,87",,,,,,,-,,,,,,,,"3.096,87",,,,,,,"7.750,27",,,,,,,,,,,,,
SAO BENEDITO,,,CE,,,"3.440,97",,,,,,,-,,,,,,,,"3.440,97",,,,,,,"8.611,41",,,,,,,,,,,,,
SAO GONCALO DO AMARANTE,,,CE,,,"3.326,27",,,,,,,-,,,,,,,,"3.326,27",,,,,,,"8.324,37",,,,,,,,,,,,,
SAO LUIS DO CURU,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
SENADOR SA,,,CE,,,"2.293,98",,,,,,,-,,,,,,,,"2.293,98",,,,,,,"5.740,94",,,,,,,,,,,,,
SOBRAL,,,CE,,,"4.587,96",,,,,,,-,,,,,,,,"4.587,96",,,,,,,"11.481,89",,,,,,,,,,,,,
TAMBORIL,,,CE,,,"3.096,87",,,,,,,-,,,,,,,,"3.096,87",,,,,,,"7.750,27",,,,,,,,,,,,,
TEJUCUOCA,,,CE,,,"2.523,38",,,,,,,-,,,,,,,,"2.523,38",,,,,,,"6.315,04",,,,,,,,,,,,,
TIANGUA,,,CE,,,"3.785,07",,,,,,,-,,,,,,,,"3.785,07",,,,,,,"9.472,56",,,,,,,,,,,,,
TRAIRI,,,CE,,,"81.898,22",,,,,,,"92.415,35",,,,,,,,"174.313,57",,,,,,,"428.718,52",,,,,,,,,,,,,
TURURU,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
UBAJARA,,,CE,,,"3.096,87",,,,,,,-,,,,,,,,"3.096,87",,,,,,,"7.750,27",,,,,,,,,,,,,
UMIRIM,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
URUBURETAMA,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
URUOCA,,,CE,,,"2.408,68",,,,,,,-,,,,,,,,"2.408,68",,,,,,,"6.027,99",,,,,,,,,,,,,
VARJOTA,,,CE,,,"2.752,77",,,,,,,-,,,,,,,,"2.752,77",,,,,,,"6.889,13",,,,,,,,,,,,,
VICOSA DO CEARA,,,CE,,,"3.555,67",,,,,,,-,,,,,,,,"3.555,67",,,,,,,"8.898,47",,,,,,,,,,,,,
AFONSO CLAUDIO,,,ES,,,"5.270,46",,,,,,,-,,,,,,,,"5.270,46",,,,,,,"12.377,01",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGUA DOCE DO NORTE,,,ES,,,"3.998,28",,,,,,,-,,,,,,,,"3.998,28",,,,,,,"9.389,45",,,,,,,,,,,,,
AGUIA BRANCA,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
ALEGRE,,,ES,,,"5.088,72",,,,,,,-,,,,,,,,"5.088,72",,,,,,,"11.950,21",,,,,,,,,,,,,
ALFREDO CHAVES,,,ES,,,"3.998,28",,,,,,,-,,,,,,,,"3.998,28",,,,,,,"9.389,45",,,,,,,,,,,,,
ALTO RIO NOVO,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
ANCHIETA,,,ES,,,"4.543,50",,,,,,,-,,,,,,,,"4.543,50",,,,,,,"10.669,83",,,,,,,,,,,,,
APIACA,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
ARACRUZ,,,ES,,,"6.179,16",,,,,,,"128.048,78",,,,,,,,"134.227,94",,,,,,,"324.872,73",,,,,,,,,,,,,
ATILIO VIVACQUA,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
BAIXO GUANDU,,,ES,,,"4.906,98",,,,,,,-,,,,,,,,"4.906,98",,,,,,,"11.523,42",,,,,,,,,,,,,
BARRA DE SAO FRANCISCO,,,ES,,,"5.452,20",,,,,,,-,,,,,,,,"5.452,20",,,,,,,"12.803,80",,,,,,,,,,,,,
BOA ESPERANCA,,,ES,,,"3.998,28",,,,,,,-,,,,,,,,"3.998,28",,,,,,,"9.389,45",,,,,,,,,,,,,
BOM JESUS DO NORTE,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
BREJETUBA,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM,,,ES,,,"7.269,60",,,,,,,-,,,,,,,,"7.269,60",,,,,,,"17.071,74",,,,,,,,,,,,,
CASTELO,,,ES,,,"5.270,46",,,,,,,-,,,,,,,,"5.270,46",,,,,,,"12.377,01",,,,,,,,,,,,,
COLATINA,,,ES,,,"6.906,12",,,,,,,-,,,,,,,,"6.906,12",,,,,,,"16.218,15",,,,,,,,,,,,,
CONCEICAO DA BARRA,,,ES,,,"87.749,00",,,,,,,"5.866,06",,,,,,,,"93.615,06",,,,,,,"246.650,21",,,,,,,,,,,,,
CONCEICAO DO CASTELO,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
DIVINO DE SAO LOURENCO,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
DOMINGOS MARTINS,,,ES,,,"5.088,72",,,,,,,-,,,,,,,,"5.088,72",,,,,,,"11.950,21",,,,,,,,,,,,,
DORES DO RIO PRETO,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
ECOPORANGA,,,ES,,,"4.725,24",,,,,,,-,,,,,,,,"4.725,24",,,,,,,"11.096,63",,,,,,,,,,,,,
FUNDAO,,,ES,,,"3.998,28",,,,,,,-,,,,,,,,"3.998,28",,,,,,,"9.389,45",,,,,,,,,,,,,
GOVERNADOR LINDENBERG,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
GUACUI,,,ES,,,"4.906,98",,,,,,,-,,,,,,,,"4.906,98",,,,,,,"11.523,42",,,,,,,,,,,,,
GUARAPARI,,,ES,,,"6.542,64",,,,,,,-,,,,,,,,"6.542,64",,,,,,,"15.364,56",,,,,,,,,,,,,
IBATIBA,,,ES,,,"4.543,50",,,,,,,-,,,,,,,,"4.543,50",,,,,,,"10.669,83",,,,,,,,,,,,,
IBIRACU,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
IBITIRAMA,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
ICONHA,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
IRUPI,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
ITAGUACU,,,ES,,,"4.180,02",,,,,,,-,,,,,,,,"4.180,02",,,,,,,"9.816,25",,,,,,,,,,,,,
ITAPEMIRIM,,,ES,,,"104.423,06",,,,,,,-,,,,,,,,"104.423,06",,,,,,,"245.224,47",,,,,,,,,,,,,
ITARANA,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
IUNA,,,ES,,,"4.906,98",,,,,,,-,,,,,,,,"4.906,98",,,,,,,"11.523,42",,,,,,,,,,,,,
JAGUARE,,,ES,,,"603.734,93",,,,,,,"286.290,47",,,,,,,,"890.025,40",,,,,,,"2.366.003,43",,,,,,,,,,,,,
JERONIMO MONTEIRO,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
JOAO NEIVA,,,ES,,,"4.180,02",,,,,,,-,,,,,,,,"4.180,02",,,,,,,"9.816,25",,,,,,,,,,,,,
LARANJA DA TERRA,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
LINHARES,,,ES,,,"1.506.990,24",,,,,,,"349.371,64",,,,,,,,"1.856.361,88",,,,,,,"4.727.471,00",,,,,,,,,,,,,
MANTENOPOLIS,,,ES,,,"3.816,54",,,,,,,-,,,,,,,,"3.816,54",,,,,,,"8.962,66",,,,,,,,,,,,,
MARATAIZES,,,ES,,,"5.088,72",,,,,,,-,,,,,,,,"5.088,72",,,,,,,"11.950,21",,,,,,,,,,,,,
MARECHAL FLORIANO,,,ES,,,"3.998,28",,,,,,,-,,,,,,,,"3.998,28",,,,,,,"9.389,45",,,,,,,,,,,,,
MARILANDIA,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
MIMOSO DO SUL,,,ES,,,"4.906,98",,,,,,,-,,,,,,,,"4.906,98",,,,,,,"11.523,42",,,,,,,,,,,,,
MONTANHA,,,ES,,,"4.361,76",,,,,,,-,,,,,,,,"4.361,76",,,,,,,"10.243,04",,,,,,,,,,,,,
MUCURICI,,,ES,,,"3.634,80",,,,,,,-,,,,,,,,"3.634,80",,,,,,,"8.535,87",,,,,,,,,,,,,
MUNIZ FREIRE,,,ES,,,"4.543,50",,,,,,,-,,,,,,,,"4.543,50",,,,,,,"10.669,83",,,,,,,,,,,,,
MUQUI,,,ES,,,"3.998,28",,,,,,,-,,,,,,,,"3.998,28",,,,,,,"9.389,45",,,,,,,,,,,,,
NOVA VENECIA,,,ES,,,"5.633,94",,,,,,,-,,,,,,,,"5.633,94",,,,,,,"13.230,59",,,,,,,,,,,,,
