SANTA MARIA DE JETIBA-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
SANTA TERESA-ES,,,,,ES,,,,,"45,90",,,,,,,,-,,,,,,"45,90",,,,,,,,"336,31"
SAO DOMINGOS DO NORTE-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
SAO GABRIEL DA PALHA-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
SAO JOSE DO CALCADO-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MATEUS-ES,,,,,ES,,,,,"172.049,75",,,,,,,,"27.384,09",,,,,,"199.433,84",,,,,,,,"1.527.315,60"
SAO ROQUE DO CANAA-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
SOORETAMA-ES,,,,,ES,,,,,"42,23",,,,,,,,-,,,,,,"42,23",,,,,,,,"309,41"
VARGEM ALTA-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
VENDA NOVA DO IMIGRANTE-ES,,,,,ES,,,,,"42,23",,,,,,,,-,,,,,,"42,23",,,,,,,,"309,41"
VIANA-ES,,,,,ES,,,,,"56,92",,,,,,,,-,,,,,,"56,92",,,,,,,,"417,04"
VILA PAVAO-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
VILA VALERIO-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
VILA VELHA-ES,,,,,ES,,,,,"73,44",,,,,,,,-,,,,,,"73,44",,,,,,,,"538,14"
VITORIA-ES,,,,,ES,,,,,"132.423,85",,,,,,,,-,,,,,,"132.423,85",,,,,,,,"952.851,88"
ADRIANOPOLIS-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
AGUDOS DO SUL-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
ALMIRANTE TAMANDARE-PR,,,,,PR,,,,,"1.198,80",,,,,,,,-,,,,,,"1.198,80",,,,,,,,"10.305,23"
ANTONINA-PR,,,,,PR,,,,,"856,28",,,,,,,,-,,,,,,"856,28",,,,,,,,"7.360,87"
BALSA NOVA-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
BOCAIUVA DO SUL-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
CAMPINA GRANDE DO SUL-PR,,,,,PR,,,,,"959,04",,,,,,,,-,,,,,,"959,04",,,,,,,,"8.244,17"
CAMPO DO TENENTE-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
CAMPO LARGO-PR,,,,,PR,,,,,"1.233,05",,,,,,,,-,,,,,,"1.233,05",,,,,,,,"10.599,66"
CAMPO MAGRO-PR,,,,,PR,,,,,"822,03",,,,,,,,-,,,,,,"822,03",,,,,,,,"7.066,42"
CERRO AZUL-PR,,,,,PR,,,,,"822,03",,,,,,,,-,,,,,,"822,03",,,,,,,,"7.066,42"
COLOMBO-PR,,,,,PR,,,,,"1.370,06",,,,,,,,-,,,,,,"1.370,06",,,,,,,,"11.777,42"
CONTENDA-PR,,,,,PR,,,,,"753,53",,,,,,,,-,,,,,,"753,53",,,,,,,,"6.477,56"
CURITIBA-PR,,,,,PR,,,,,"1.370,06",,,,,,,,-,,,,,,"1.370,06",,,,,,,,"11.777,42"
DOUTOR ULYSSES-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
FAZENDA RIO GRANDE-PR,,,,,PR,,,,,"1.061,79",,,,,,,,-,,,,,,"1.061,79",,,,,,,,"9.127,48"
GUARAQUECABA-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"6.767,69"
GUARATUBA-PR,,,,,PR,,,,,"25.107,01",,,,,,,,"10.192,17",,,,,,"35.299,18",,,,,,,,"288.967,55"
ITAPERUCU-PR,,,,,PR,,,,,"822,03",,,,,,,,-,,,,,,"822,03",,,,,,,,"7.066,42"
LAPA-PR,,,,,PR,,,,,"1.027,54",,,,,,,,-,,,,,,"1.027,54",,,,,,,,"8.833,04"
MANDIRITUBA-PR,,,,,PR,,,,,"787,78",,,,,,,,-,,,,,,"787,78",,,,,,,,"6.772,00"
MATINHOS-PR,,,,,PR,,,,,"22.416,97",,,,,,,,"23.674,83",,,,,,"46.091,80",,,,,,,,"417.668,82"
MORRETES-PR,,,,,PR,,,,,"787,78",,,,,,,,-,,,,,,"787,78",,,,,,,,"6.772,00"
PARANAGUA-PR,,,,,PR,,,,,"1.301,55",,,,,,,,"50,66",,,,,,"1.352,21",,,,,,,,"11.669,87"
PIEN-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
PINHAIS-PR,,,,,PR,,,,,"1.233,05",,,,,,,,-,,,,,,"1.233,05",,,,,,,,"10.599,66"
PIRAQUARA-PR,,,,,PR,,,,,"1.096,04",,,,,,,,-,,,,,,"1.096,04",,,,,,,,"9.421,91"
PONTAL DO PARANA-PR,,,,,PR,,,,,"685,03",,,,,,,,"1.986,96",,,,,,"2.671,99",,,,,,,,"24.769,36"
PORTO AMAZONAS-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
QUATRO BARRAS-PR,,,,,PR,,,,,"753,53",,,,,,,,-,,,,,,"753,53",,,,,,,,"6.477,56"
QUITANDINHA-PR,,,,,PR,,,,,"787,78",,,,,,,,-,,,,,,"787,78",,,,,,,,"6.772,00"
RIO BRANCO DO SUL-PR,,,,,PR,,,,,"890,53",,,,,,,,-,,,,,,"890,53",,,,,,,,"7.655,28"
RIO NEGRO-PR,,,,,PR,,,,,"924,79",,,,,,,,-,,,,,,"924,79",,,,,,,,"7.949,73"
SAO JOSE DOS PINHAIS-PR,,,,,PR,,,,,"1.370,06",,,,,,,,-,,,,,,"1.370,06",,,,,,,,"11.777,42"
TIJUCAS DO SUL-PR,,,,,PR,,,,,"719,28",,,,,,,,-,,,,,,"719,28",,,,,,,,"6.183,12"
TUNAS DO PARANA-PR,,,,,PR,,,,,"685,03",,,,,,,,-,,,,,,"685,03",,,,,,,,"5.888,68"
ANGRA DOS REIS-RJ,,,,,RJ,,,,,"115.078,88",,,,,,,,"197.604,10",,,,,,"312.682,98",,,,,,,,"1.908.265,47"
APERIBE-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
ARARUAMA-RJ,,,,,RJ,,,,,"166.728,63",,,,,,,,-,,,,,,"166.728,63",,,,,,,,"1.156.900,29"
ARMACAO DOS BUZIOS-RJ,,,,,RJ,,,,,"645.168,59",,,,,,,,"235.220,68",,,,,,"880.389,27",,,,,,,,"6.774.179,87"
ARRAIAL DO CABO-RJ,,,,,RJ,,,,,"127.498,36",,,,,,,,-,,,,,,"127.498,36",,,,,,,,"884.688,46"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRA MANSA-RJ,,,,,RJ,,,,,"115.078,84",,,,,,,,-,,,,,,"115.078,84",,,,,,,,"824.071,69"
BOM JARDIM-RJ,,,,,RJ,,,,,"127.498,36",,,,,,,,-,,,,,,"127.498,36",,,,,,,,"884.688,46"
BOM JESUS DO ITABAPOANA-RJ,,,,,RJ,,,,,"142.209,71",,,,,,,,-,,,,,,"142.209,71",,,,,,,,"986.767,90"
CABO FRIO-RJ,,,,,RJ,,,,,"1.037.879,90",,,,,,,,"769.685,48",,,,,,"1.807.565,38",,,,,,,,"13.175.054,88"
CACHOEIRAS DE MACACU-RJ,,,,,RJ,,,,,"270.145,36",,,,,,,,-,,,,,,"270.145,36",,,,,,,,"1.881.411,15"
CAMBUCI-RJ,,,,,RJ,,,,,"112.787,01",,,,,,,,-,,,,,,"112.787,01",,,,,,,,"782.609,00"
CAMPOS DOS GOYTACAZES-RJ,,,,,RJ,,,,,"1.122.032,33",,,,,,,,"5.839.509,34",,,,,,"6.961.541,67",,,,,,,,"48.460.781,43"
CANTAGALO-RJ,,,,,RJ,,,,,"122.594,58",,,,,,,,-,,,,,,"122.594,58",,,,,,,,"850.661,97"
CARAPEBUS-RJ,,,,,RJ,,,,,"561.016,16",,,,,,,,"286.767,58",,,,,,"847.783,74",,,,,,,,"6.166.151,42"
CARDOSO MOREIRA-RJ,,,,,RJ,,,,,"102.979,45",,,,,,,,-,,,,,,"102.979,45",,,,,,,,"714.556,06"
CARMO-RJ,,,,,RJ,,,,,"112.787,01",,,,,,,,-,,,,,,"112.787,01",,,,,,,,"782.609,00"
CASIMIRO DE ABREU-RJ,,,,,RJ,,,,,"729.321,01",,,,,,,,"120.442,87",,,,,,"849.763,88",,,,,,,,"6.052.279,40"
CONCEICAO DE MACABU-RJ,,,,,RJ,,,,,"122.594,58",,,,,,,,-,,,,,,"122.594,58",,,,,,,,"850.661,97"
CORDEIRO-RJ,,,,,RJ,,,,,"117.690,80",,,,,,,,-,,,,,,"117.690,80",,,,,,,,"816.635,48"
DUAS BARRAS-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
DUQUE DE CAXIAS-RJ,,,,,RJ,,,,,"530.878,37",,,,,,,,"91.795,75",,,,,,"622.674,12",,,,,,,,"4.416.270,20"
GUAPIMIRIM-RJ,,,,,RJ,,,,,"290.156,13",,,,,,,,-,,,,,,"290.156,13",,,,,,,,"2.020.774,93"
IGUABA GRANDE-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
ITALVA-RJ,,,,,RJ,,,,,"107.883,23",,,,,,,,-,,,,,,"107.883,23",,,,,,,,"748.582,53"
ITAOCARA-RJ,,,,,RJ,,,,,"127.498,36",,,,,,,,-,,,,,,"127.498,36",,,,,,,,"884.688,46"
ITAPERUNA-RJ,,,,,RJ,,,,,"176.536,20",,,,,,,,-,,,,,,"176.536,20",,,,,,,,"1.224.953,26"
JAPERI-RJ,,,,,RJ,,,,,"115.078,84",,,,,,,,-,,,,,,"115.078,84",,,,,,,,"824.071,69"
LAJE DO MURIAE-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
MACAE-RJ,,,,,RJ,,,,,"3.256.769,37",,,,,,,,"1.802.714,37",,,,,,"5.059.483,74",,,,,,,,"34.757.683,06"
MACUCO-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
MAGE-RJ,,,,,RJ,,,,,"360.193,81",,,,,,,,"15.181,38",,,,,,"375.375,19",,,,,,,,"2.711.811,41"
MANGARATIBA-RJ,,,,,RJ,,,,,-,,,,,,,,"131.736,07",,,,,,"131.736,07",,,,,,,,"682.696,77"
MIRACEMA-RJ,,,,,RJ,,,,,"132.402,15",,,,,,,,-,,,,,,"132.402,15",,,,,,,,"918.714,94"
NATIVIDADE-RJ,,,,,RJ,,,,,"112.787,01",,,,,,,,-,,,,,,"112.787,01",,,,,,,,"782.609,00"
NITEROI-RJ,,,,,RJ,,,,,-,,,,,,,,"15.181,38",,,,,,"15.181,38",,,,,,,,"209.039,45"
NOVA FRIBURGO-RJ,,,,,RJ,,,,,"196.151,33",,,,,,,,-,,,,,,"196.151,33",,,,,,,,"1.361.059,19"
PETROPOLIS-RJ,,,,,RJ,,,,,"196.151,33",,,,,,,,-,,,,,,"196.151,33",,,,,,,,"1.361.059,19"
PIRAI-RJ,,,,,RJ,,,,,"115.078,84",,,,,,,,-,,,,,,"115.078,84",,,,,,,,"824.071,69"
PORCIUNCULA-RJ,,,,,RJ,,,,,"112.787,01",,,,,,,,-,,,,,,"112.787,01",,,,,,,,"782.609,00"
QUISSAMA-RJ,,,,,RJ,,,,,"732.196,62",,,,,,,,"1.205.606,32",,,,,,"1.937.802,94",,,,,,,,"14.647.947,99"
RIO BONITO-RJ,,,,,RJ,,,,,"152.017,28",,,,,,,,-,,,,,,"152.017,28",,,,,,,,"1.054.820,86"
RIO DAS OSTRAS-RJ,,,,,RJ,,,,,"785.422,63",,,,,,,,"1.841.758,22",,,,,,"2.627.180,85",,,,,,,,"17.654.899,17"
RIO DE JANEIRO-RJ,,,,,RJ,,,,,"130.663,02",,,,,,,,"90.815,43",,,,,,"221.478,45",,,,,,,,"1.885.797,63"
SANTA MARIA MADALENA-RJ,,,,,RJ,,,,,"102.979,45",,,,,,,,-,,,,,,"102.979,45",,,,,,,,"714.556,06"
SANTO ANTONIO DE PADUA-RJ,,,,,RJ,,,,,"142.209,71",,,,,,,,-,,,,,,"142.209,71",,,,,,,,"986.767,90"
SAO FIDELIS-RJ,,,,,RJ,,,,,"147.113,50",,,,,,,,-,,,,,,"147.113,50",,,,,,,,"1.020.794,37"
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,RJ,,,,,"142.209,71",,,,,,,,-,,,,,,"142.209,71",,,,,,,,"986.767,90"
SAO GONCALO-RJ,,,,,RJ,,,,,-,,,,,,,,"15.181,38",,,,,,"15.181,38",,,,,,,,"203.263,21"
SAO JOAO DA BARRA-RJ,,,,,RJ,,,,,"785.422,63",,,,,,,,"78.328,37",,,,,,"863.751,00",,,,,,,,"5.361.638,18"
SAO JOSE DE UBA-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,RJ,,,,,"117.690,80",,,,,,,,-,,,,,,"117.690,80",,,,,,,,"816.635,48"
SAO PEDRO DA ALDEIA-RJ,,,,,RJ,,,,,"156.921,06",,,,,,,,-,,,,,,"156.921,06",,,,,,,,"1.088.847,32"
SAO SEBASTIAO DO ALTO-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
SAQUAREMA-RJ,,,,,RJ,,,,,"152.017,28",,,,,,,,-,,,,,,"152.017,28",,,,,,,,"1.054.820,86"
SILVA JARDIM-RJ,,,,,RJ,,,,,"250.134,59",,,,,,,,-,,,,,,"250.134,59",,,,,,,,"1.742.047,33"
SUMIDOURO-RJ,,,,,RJ,,,,,"107.883,23",,,,,,,,-,,,,,,"107.883,23",,,,,,,,"748.582,53"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERESOPOLIS-RJ,,,,,RJ,,,,,"186.343,76",,,,,,,,-,,,,,,"186.343,76",,,,,,,,"1.293.006,22"
TRAJANO DE MORAIS-RJ,,,,,RJ,,,,,"102.979,45",,,,,,,,-,,,,,,"102.979,45",,,,,,,,"714.556,06"
VARRE-SAI-RJ,,,,,RJ,,,,,"98.075,66",,,,,,,,-,,,,,,"98.075,66",,,,,,,,"680.529,56"
VOLTA REDONDA-RJ,,,,,RJ,,,,,"115.078,84",,,,,,,,-,,,,,,"115.078,84",,,,,,,,"824.071,69"
ACARI-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
ACU-RN,,,,,RN,,,,,"111.040,20",,,,,,,,"43.472,00",,,,,,"154.512,20",,,,,,,,"1.039.418,53"
AFONSO BEZERRA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
AGUA NOVA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
ALEXANDRIA-RN,,,,,RN,,,,,"1.556,64",,,,,,,,-,,,,,,"1.556,64",,,,,,,,"10.820,63"
ALMINO AFONSO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
ALTO DO RODRIGUES-RN,,,,,RN,,,,,"147.461,84",,,,,,,,"56.622,74",,,,,,"204.084,58",,,,,,,,"1.460.676,93"
ANTONIO MARTINS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
APODI-RN,,,,,RN,,,,,"101.874,54",,,,,,,,"63.234,93",,,,,,"165.109,47",,,,,,,,"1.262.474,79"
AREIA BRANCA-RN,,,,,RN,,,,,"239.316,07",,,,,,,,"195.640,23",,,,,,"434.956,30",,,,,,,,"2.959.380,76"
AUGUSTO SEVERO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
BARAUNA-RN,,,,,RN,,,,,"1.698,15",,,,,,,,-,,,,,,"1.698,15",,,,,,,,"11.804,32"
CAICO-RN,,,,,RN,,,,,"2.264,20",,,,,,,,-,,,,,,"2.264,20",,,,,,,,"15.739,11"
CARAUBAS-RN,,,,,RN,,,,,"31.065,70",,,,,,,,"10.231,65",,,,,,"41.297,35",,,,,,,,"329.018,40"
CARNAUBA DOS DANTAS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
CARNAUBAIS-RN,,,,,RN,,,,,"69.115,15",,,,,,,,"24.175,02",,,,,,"93.290,17",,,,,,,,"702.343,43"
CERRO CORA-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
CORONEL JOAO PESSOA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
CRUZETA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
CURRAIS NOVOS-RN,,,,,RN,,,,,"2.193,45",,,,,,,,-,,,,,,"2.193,45",,,,,,,,"15.247,27"
DOUTOR SEVERIANO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
ENCANTO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
EQUADOR-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
FELIPE GUERRA-RN,,,,,RN,,,,,"63.361,60",,,,,,,,"31.722,75",,,,,,"95.084,35",,,,,,,,"643.822,51"
FLORANIA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
FRANCISCO DANTAS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
FRUTUOSO GOMES-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
GALINHOS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,"69,04",,,,,,"1.484,17",,,,,,,,"10.363,76"
GOVERNADOR DIX-SEPT ROSADO-RN,,,,,RN,,,,,"58.417,43",,,,,,,,"31.005,90",,,,,,"89.423,33",,,,,,,,"641.321,21"
GROSSOS-RN,,,,,RN,,,,,"22.366,58",,,,,,,,"33.160,40",,,,,,"55.526,98",,,,,,,,"465.879,44"
GUAMARE-RN,,,,,RN,,,,,"196.672,38",,,,,,,,"694.302,61",,,,,,"890.974,99",,,,,,,,"5.971.658,63"
IPANGUACU-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
IPUEIRA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
ITAJA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
ITAU-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
JANDAIRA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
JANDUIS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
JARDIM DE PIRANHAS-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
JARDIM DO SERIDO-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
JOAO DIAS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
JOSE DA PENHA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
JUCURUTU-RN,,,,,RN,,,,,"1.698,15",,,,,,,,-,,,,,,"1.698,15",,,,,,,,"11.804,32"
LAGOA NOVA-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
LUCRECIA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
LUIS GOMES-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
MACAU-RN,,,,,RN,,,,,"258.342,85",,,,,,,,"112.356,73",,,,,,"370.699,58",,,,,,,,"2.788.112,12"
MAJOR SALES-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCELINO VIEIRA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
MARTINS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
MESSIAS TARGINO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
MOSSORO-RN,,,,,RN,,,,,"238.799,47",,,,,,,,"165.247,36",,,,,,"404.046,83",,,,,,,,"3.229.007,27"
OLHO D'AGUA DO BORGES-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
OURO BRANCO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
PARANA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
PARAU-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
PARELHAS-RN,,,,,RN,,,,,"1.768,91",,,,,,,,-,,,,,,"1.768,91",,,,,,,,"12.296,19"
PATU-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
PAU DOS FERROS-RN,,,,,RN,,,,,"1.839,67",,,,,,,,-,,,,,,"1.839,67",,,,,,,,"12.788,03"
PEDRO AVELINO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
PENDENCIAS-RN,,,,,RN,,,,,"71.421,16",,,,,,,,"33.117,61",,,,,,"104.538,77",,,,,,,,"706.201,25"
PILOES-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
PORTALEGRE-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
PORTO DO MANGUE-RN,,,,,RN,,,,,"39.189,22",,,,,,,,"45.123,88",,,,,,"84.313,10",,,,,,,,"527.963,95"
RAFAEL FERNANDES-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
RAFAEL GODEIRO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
RIACHO DA CRUZ-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
RIACHO DE SANTANA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
RODOLFO FERNANDES-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SANTANA DO SERIDO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SAO FERNANDO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SAO FRANCISCO DO OESTE-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SAO JOAO DO SABUGI-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SAO JOSE DO SERIDO-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SAO MIGUEL-RN,,,,,RN,,,,,"1.768,91",,,,,,,,-,,,,,,"1.768,91",,,,,,,,"12.296,19"
SAO RAFAEL-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SAO VICENTE-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SERRA DO MEL-RN,,,,,RN,,,,,"27.872,69",,,,,,,,"8.169,53",,,,,,"36.042,22",,,,,,,,"263.151,44"
SERRA NEGRA DO NORTE-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SERRINHA DOS PINTOS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
SEVERIANO MELO-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
TABOLEIRO GRANDE-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
TENENTE ANANIAS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
TENENTE LAURENTINO CRUZ-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
TIBAU-RN,,,,,RN,,,,,"22.366,58",,,,,,,,"5.290,71",,,,,,"27.657,29",,,,,,,,"201.049,59"
TIMBAUBA DOS BATISTAS-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
TRIUNFO POTIGUAR-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
UMARIZAL-RN,,,,,RN,,,,,"1.485,88",,,,,,,,-,,,,,,"1.485,88",,,,,,,,"10.328,78"
UPANEMA-RN,,,,,RN,,,,,"55.837,80",,,,,,,,"28.657,37",,,,,,"84.495,17",,,,,,,,"610.647,30"
VENHA-VER-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
VICOSA-RN,,,,,RN,,,,,"1.415,13",,,,,,,,-,,,,,,"1.415,13",,,,,,,,"9.836,94"
