SAO FRANCISCO DO CONDE-BA,,,,,BA,,,,,"145.984,32",,,,,,,,"238.672,03",,,,,,"384.656,35",,,,,,,,"2.880.318,68"
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,,,"31,37",,,,,,,,-,,,,,,"31,37",,,,,,,,"240,35"
SAO JOSE DO JACUIPE-BA,,,,,BA,,,,,"26,72",,,,,,,,-,,,,,,"26,72",,,,,,,,"204,57"
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,,,"24,40",,,,,,,,-,,,,,,"24,40",,,,,,,,"186,72"
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,,,"61.135,83",,,,,,,,"27.957,71",,,,,,"89.093,54",,,,,,,,"696.531,65"
SAPEACU-BA,,,,,BA,,,,,"26,72",,,,,,,,-,,,,,,"26,72",,,,,,,,"204,57"
SATIRO DIAS-BA,,,,,BA,,,,,"26,72",,,,,,,,-,,,,,,"26,72",,,,,,,,"204,57"
SAUBARA-BA,,,,,BA,,,,,"566,17",,,,,,,,"1.089,95",,,,,,"1.656,12",,,,,,,,"13.923,18"
SERRA PRETA-BA,,,,,BA,,,,,"27,88",,,,,,,,-,,,,,,"27,88",,,,,,,,"213,66"
SERRINHA-BA,,,,,BA,,,,,"40,67",,,,,,,,-,,,,,,"40,67",,,,,,,,"311,07"
SERROLANDIA-BA,,,,,BA,,,,,"25,56",,,,,,,,-,,,,,,"25,56",,,,,,,,"195,79"
SIMOES FILHO-BA,,,,,BA,,,,,"18.315,53",,,,,,,,"1.136,46",,,,,,"19.451,99",,,,,,,,"156.503,22"
SITIO DO QUINTO-BA,,,,,BA,,,,,"25,56",,,,,,,,-,,,,,,"25,56",,,,,,,,"195,79"
TANQUINHO-BA,,,,,BA,,,,,"23,24",,,,,,,,-,,,,,,"23,24",,,,,,,,"178,29"
TAPIRAMUTA-BA,,,,,BA,,,,,"25,56",,,,,,,,-,,,,,,"25,56",,,,,,,,"195,79"
TEODORO SAMPAIO-BA,,,,,BA,,,,,"16.535,59",,,,,,,,"598,63",,,,,,"17.134,22",,,,,,,,"126.778,31"
TEOFILANDIA-BA,,,,,BA,,,,,"30,21",,,,,,,,-,,,,,,"30,21",,,,,,,,"231,21"
TERRA NOVA-BA,,,,,BA,,,,,"25,56",,,,,,,,-,,,,,,"25,56",,,,,,,,"195,79"
TUCANO-BA,,,,,BA,,,,,"36,02",,,,,,,,-,,,,,,"36,02",,,,,,,,"276,06"
UAUA-BA,,,,,BA,,,,,"31,37",,,,,,,,-,,,,,,"31,37",,,,,,,,"240,35"
UBAIRA-BA,,,,,BA,,,,,"31,37",,,,,,,,-,,,,,,"31,37",,,,,,,,"240,35"
VALENTE-BA,,,,,BA,,,,,"27,88",,,,,,,,-,,,,,,"27,88",,,,,,,,"213,66"
VARZEA DA ROCA-BA,,,,,BA,,,,,"25,56",,,,,,,,-,,,,,,"25,56",,,,,,,,"195,79"
VARZEA DO POCO-BA,,,,,BA,,,,,"24,40",,,,,,,,-,,,,,,"24,40",,,,,,,,"186,72"
VARZEA NOVA-BA,,,,,BA,,,,,"25,56",,,,,,,,-,,,,,,"25,56",,,,,,,,"195,79"
VARZEDO-BA,,,,,BA,,,,,"23,24",,,,,,,,-,,,,,,"23,24",,,,,,,,"178,29"
VERA CRUZ-BA,,,,,BA,,,,,"31,37",,,,,,,,-,,,,,,"31,37",,,,,,,,"240,35"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,,,"46,48",,,,,,,,-,,,,,,"46,48",,,,,,,,"355,95"
ACARAPE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.825,20"
ACARAU-CE,,,,,CE,,,,,"1.191,78",,,,,,,,-,,,,,,"1.191,78",,,,,,,,"7.005,77"
ALCANTARAS-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
ALTO SANTO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.912,13"
AMONTADA-CE,,,,,CE,,,,,"20.283,49",,,,,,,,"28.936,04",,,,,,"49.219,53",,,,,,,,"349.960,56"
APUIARES-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
AQUIRAZ-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"505,93"
ARACATI-CE,,,,,CE,,,,,"146.511,37",,,,,,,,"6.652,47",,,,,,"153.163,84",,,,,,,,"749.348,66"
ARACOIABA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.259,78"
ARARENDA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
ARATUBA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.825,20"
BANABUIU-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.999,03"
BARREIRA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.085,97"
BARROQUINHA-CE,,,,,CE,,,,,"845,78",,,,,,,,-,,,,,,"845,78",,,,,,,,"4.971,83"
BATURITE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.433,61"
BEBERIBE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.607,46"
BELA CRUZ-CE,,,,,CE,,,,,"1.038,00",,,,,,,,-,,,,,,"1.038,00",,,,,,,,"6.101,80"
BOA VIAGEM-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.694,36"
CAMOCIM-CE,,,,,CE,,,,,"1.230,22",,,,,,,,-,,,,,,"1.230,22",,,,,,,,"7.231,78"
CANINDE-CE,,,,,CE,,,,,"1.307,11",,,,,,,,-,,,,,,"1.307,11",,,,,,,,"7.683,77"
CAPISTRANO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.999,03"
CARIDADE-CE,,,,,CE,,,,,"845,78",,,,,,,,-,,,,,,"845,78",,,,,,,,"4.971,83"
CARIRE-CE,,,,,CE,,,,,"961,11",,,,,,,,-,,,,,,"961,11",,,,,,,,"5.649,81"
CARNAUBAL-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
CASCAVEL-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.781,30"
CATUNDA-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
CAUCAIA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"632,42"
CHAVAL-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
CHORO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.825,20"
CHOROZINHO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.085,97"
COREAU-CE,,,,,CE,,,,,"961,11",,,,,,,,-,,,,,,"961,11",,,,,,,,"5.649,81"
CRATEUS-CE,,,,,CE,,,,,"1.307,11",,,,,,,,-,,,,,,"1.307,11",,,,,,,,"7.683,77"
CROATA-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
CRUZ-CE,,,,,CE,,,,,"922,67",,,,,,,,-,,,,,,"922,67",,,,,,,,"5.423,83"
DEPUTADO IRAPUAN PINHEIRO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
ERERE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
EUSEBIO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"426,88"
FORQUILHA-CE,,,,,CE,,,,,"922,67",,,,,,,,-,,,,,,"922,67",,,,,,,,"5.423,83"
FORTALEZA-CE,,,,,CE,,,,,"152.576,39",,,,,,,,"4.575,99",,,,,,"157.152,38",,,,,,,,"1.086.226,68"
FORTIM-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.225,52"
FRECHEIRINHA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
GENERAL SAMPAIO-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
GRACA-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
GRANJA-CE,,,,,CE,,,,,"1.191,78",,,,,,,,-,,,,,,"1.191,78",,,,,,,,"7.005,77"
GROAIRAS-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
GUAIUBA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"379,45"
GUARACIABA DO NORTE-CE,,,,,CE,,,,,"1.076,44",,,,,,,,-,,,,,,"1.076,44",,,,,,,,"6.327,77"
GUARAMIRANGA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
HIDROLANDIA-CE,,,,,CE,,,,,"922,67",,,,,,,,-,,,,,,"922,67",,,,,,,,"5.423,83"
HORIZONTE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.346,71"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBARETAMA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.825,20"
IBIAPINA-CE,,,,,CE,,,,,"999,55",,,,,,,,-,,,,,,"999,55",,,,,,,,"5.875,78"
IBICUITINGA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
ICAPUI-CE,,,,,CE,,,,,"35.355,83",,,,,,,,"8.352,60",,,,,,"43.708,43",,,,,,,,"402.592,45"
INDEPENDENCIA-CE,,,,,CE,,,,,"999,55",,,,,,,,-,,,,,,"999,55",,,,,,,,"5.875,78"
IPAPORANGA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
IPU-CE,,,,,CE,,,,,"1.114,89",,,,,,,,-,,,,,,"1.114,89",,,,,,,,"6.553,79"
IPUEIRAS-CE,,,,,CE,,,,,"1.114,89",,,,,,,,-,,,,,,"1.114,89",,,,,,,,"6.553,79"
IRACEMA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.912,13"
IRAUCUBA-CE,,,,,CE,,,,,"922,67",,,,,,,,-,,,,,,"922,67",,,,,,,,"5.423,83"
ITAICABA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
ITAITINGA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"426,88"
ITAPAGE-CE,,,,,CE,,,,,"1.153,33",,,,,,,,-,,,,,,"1.153,33",,,,,,,,"6.779,78"
ITAPIPOCA-CE,,,,,CE,,,,,"26.078,78",,,,,,,,"31.422,76",,,,,,"57.501,54",,,,,,,,"382.729,69"
ITAPIUNA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.999,03"
ITAREMA-CE,,,,,CE,,,,,"19.559,08",,,,,,,,"21.824,46",,,,,,"41.383,54",,,,,,,,"284.749,42"
ITATIRA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.999,03"
JAGUARETAMA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.085,97"
JAGUARIBARA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
JAGUARIBE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.520,54"
JAGUARUANA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.433,61"
JIJOCA DE JERICOACOARA-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
LIMOEIRO DO NORTE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.694,36"
MADALENA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.912,13"
MARCO-CE,,,,,CE,,,,,"961,11",,,,,,,,-,,,,,,"961,11",,,,,,,,"5.649,81"
MARACANAU-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"632,42"
MARANGUAPE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"569,18"
MARTINOPOLE-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
MASSAPE-CE,,,,,CE,,,,,"1.038,00",,,,,,,,-,,,,,,"1.038,00",,,,,,,,"6.101,80"
MERUOCA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
MILHA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.912,13"
MIRAIMA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
MOMBACA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.607,46"
MONSENHOR TABOSA-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
MORADA NOVA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.868,21"
MORAUJO-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
MORRINHOS-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
MUCAMBO-CE,,,,,CE,,,,,"845,78",,,,,,,,-,,,,,,"845,78",,,,,,,,"4.971,83"
MULUNGU-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
NOVA RUSSAS-CE,,,,,CE,,,,,"1.076,44",,,,,,,,-,,,,,,"1.076,44",,,,,,,,"6.327,77"
NOVO ORIENTE-CE,,,,,CE,,,,,"1.038,00",,,,,,,,-,,,,,,"1.038,00",,,,,,,,"6.101,80"
OCARA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.259,78"
PACAJUS-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.607,46"
PACATUBA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"490,12"
PACOTI-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.825,20"
PACUJA-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
PALHANO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
PALMACIA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
PARACURU-CE,,,,,CE,,,,,"43.826,84",,,,,,,,"40.289,26",,,,,,"84.116,10",,,,,,,,"633.822,31"
PARAIPABA-CE,,,,,CE,,,,,"999,55",,,,,,,,"1.610,85",,,,,,"2.610,40",,,,,,,,"17.954,58"
PARAMOTI-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRA BRANCA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.607,46"
PENTECOSTE-CE,,,,,CE,,,,,"1.076,44",,,,,,,,-,,,,,,"1.076,44",,,,,,,,"6.327,77"
PEREIRO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.912,13"
PINDORETAMA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.912,13"
PIQUET CARNEIRO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.912,13"
PIRES FERREIRA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
PORANGA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
POTIRETAMA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
QUITERIANOPOLIS-CE,,,,,CE,,,,,"922,67",,,,,,,,-,,,,,,"922,67",,,,,,,,"5.423,83"
QUIXADA-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.955,13"
QUIXERAMOBIM-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.868,21"
QUIXERE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.999,03"
REDENCAO-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.259,78"
RERIUTABA-CE,,,,,CE,,,,,"999,55",,,,,,,,-,,,,,,"999,55",,,,,,,,"5.875,78"
RUSSAS-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.781,30"
SANTA QUITERIA-CE,,,,,CE,,,,,"1.153,33",,,,,,,,-,,,,,,"1.153,33",,,,,,,,"6.779,78"
SANTANA DO ACARAU-CE,,,,,CE,,,,,"1.038,00",,,,,,,,-,,,,,,"1.038,00",,,,,,,,"6.101,80"
SAO BENEDITO-CE,,,,,CE,,,,,"1.153,33",,,,,,,,-,,,,,,"1.153,33",,,,,,,,"6.779,78"
SAO GONCALO DO AMARANTE-CE,,,,,CE,,,,,"1.114,89",,,,,,,,-,,,,,,"1.114,89",,,,,,,,"6.553,79"
SAO JOAO DO JAGUARIBE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"1.738,29"
SAO LUIS DO CURU-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
SENADOR POMPEU-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.346,71"
SENADOR SA-CE,,,,,CE,,,,,"768,89",,,,,,,,-,,,,,,"768,89",,,,,,,,"4.519,83"
SOBRAL-CE,,,,,CE,,,,,"1.499,33",,,,,,,,-,,,,,,"1.499,33",,,,,,,,"8.813,72"
SOLONOPOLE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.085,97"
TABULEIRO DO NORTE-CE,,,,,CE,,,,,-,,,,,,,,-,,,,,,-,,,,,,,,"2.346,71"
TAMBORIL-CE,,,,,CE,,,,,"1.038,00",,,,,,,,-,,,,,,"1.038,00",,,,,,,,"6.101,80"
TEJUCUOCA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
TIANGUA-CE,,,,,CE,,,,,"1.230,22",,,,,,,,-,,,,,,"1.230,22",,,,,,,,"7.231,78"
TRAIRI-CE,,,,,CE,,,,,"21.732,32",,,,,,,,"40.283,16",,,,,,"62.015,48",,,,,,,,"425.890,61"
TURURU-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
UBAJARA-CE,,,,,CE,,,,,"1.038,00",,,,,,,,-,,,,,,"1.038,00",,,,,,,,"6.101,80"
UMIRIM-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
URUBURETAMA-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
URUOCA-CE,,,,,CE,,,,,"807,33",,,,,,,,-,,,,,,"807,33",,,,,,,,"4.745,82"
VARJOTA-CE,,,,,CE,,,,,"884,22",,,,,,,,-,,,,,,"884,22",,,,,,,,"5.197,80"
VICOSA DO CEARA-CE,,,,,CE,,,,,"1.191,78",,,,,,,,-,,,,,,"1.191,78",,,,,,,,"7.005,77"
AFONSO CLAUDIO-ES,,,,,ES,,,,,"51,41",,,,,,,,-,,,,,,"51,41",,,,,,,,"376,69"
AGUA DOCE DO NORTE-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
AGUIA BRANCA-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
ALEGRE-ES,,,,,ES,,,,,"51,41",,,,,,,,-,,,,,,"51,41",,,,,,,,"376,69"
ALFREDO CHAVES-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
ALTO RIO NOVO-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
ANCHIETA-ES,,,,,ES,,,,,"44,06",,,,,,,,-,,,,,,"44,06",,,,,,,,"322,87"
APIACA-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
ATILIO VIVACQUA-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
BAIXO GUANDU-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
BARRA DE SAO FRANCISCO-ES,,,,,ES,,,,,"55,08",,,,,,,,-,,,,,,"55,08",,,,,,,,"403,59"
BOA ESPERANCA-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
BOM JESUS DO NORTE-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
BREJETUBA-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,ES,,,,,"73,44",,,,,,,,-,,,,,,"73,44",,,,,,,,"538,14"
CARIACICA-ES,,,,,ES,,,,,"73,44",,,,,,,,-,,,,,,"73,44",,,,,,,,"538,14"
CASTELO-ES,,,,,ES,,,,,"51,41",,,,,,,,-,,,,,,"51,41",,,,,,,,"376,69"
COLATINA-ES,,,,,ES,,,,,"67,94",,,,,,,,-,,,,,,"67,94",,,,,,,,"497,79"
CONCEICAO DA BARRA-ES,,,,,ES,,,,,"22.263,14",,,,,,,,"2.826,07",,,,,,"25.089,21",,,,,,,,"184.095,62"
CONCEICAO DO CASTELO-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
DIVINO DE SAO LOURENCO-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
DOMINGOS MARTINS-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
DORES DO RIO PRETO-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
ECOPORANGA-ES,,,,,ES,,,,,"47,74",,,,,,,,-,,,,,,"47,74",,,,,,,,"349,79"
FUNDAO-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
GUACUI-ES,,,,,ES,,,,,"47,74",,,,,,,,-,,,,,,"47,74",,,,,,,,"349,79"
GUARAPARI-ES,,,,,ES,,,,,"64,26",,,,,,,,-,,,,,,"64,26",,,,,,,,"470,86"
IBATIBA-ES,,,,,ES,,,,,"44,06",,,,,,,,-,,,,,,"44,06",,,,,,,,"322,87"
IBIRACU-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
IBITIRAMA-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
ICONHA-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
IRUPI-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
ITAGUACU-ES,,,,,ES,,,,,"42,23",,,,,,,,-,,,,,,"42,23",,,,,,,,"309,41"
ITAPEMIRIM-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
ITARANA-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
IUNA-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
JAGUARE-ES,,,,,ES,,,,,"5.497,40",,,,,,,,"2.802,17",,,,,,"8.299,57",,,,,,,,"64.604,46"
JERONIMO MONTEIRO-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
JOAO NEIVA-ES,,,,,ES,,,,,"42,23",,,,,,,,-,,,,,,"42,23",,,,,,,,"309,41"
LARANJA DA TERRA-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
LINHARES-ES,,,,,ES,,,,,"238.101,25",,,,,,,,"142.600,25",,,,,,"380.701,50",,,,,,,,"2.830.867,97"
MANTENOPOLIS-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
MARATAIZES-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
MARECHAL FLORIANO-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
MARILANDIA-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
MIMOSO DO SUL-ES,,,,,ES,,,,,"49,57",,,,,,,,-,,,,,,"49,57",,,,,,,,"363,23"
MONTANHA-ES,,,,,ES,,,,,"45,90",,,,,,,,-,,,,,,"45,90",,,,,,,,"336,31"
MUCURICI-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
MUNIZ FREIRE-ES,,,,,ES,,,,,"45,90",,,,,,,,-,,,,,,"45,90",,,,,,,,"336,31"
MUQUI-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
NOVA VENECIA-ES,,,,,ES,,,,,"56,92",,,,,,,,-,,,,,,"56,92",,,,,,,,"417,04"
PANCAS-ES,,,,,ES,,,,,"47,74",,,,,,,,-,,,,,,"47,74",,,,,,,,"349,79"
PEDRO CANARIO-ES,,,,,ES,,,,,"47,74",,,,,,,,-,,,,,,"47,74",,,,,,,,"349,79"
PINHEIROS-ES,,,,,ES,,,,,"47,74",,,,,,,,-,,,,,,"47,74",,,,,,,,"349,79"
PIUMA-ES,,,,,ES,,,,,"40,39",,,,,,,,-,,,,,,"40,39",,,,,,,,"295,96"
PONTO BELO-ES,,,,,ES,,,,,"36,72",,,,,,,,-,,,,,,"36,72",,,,,,,,"269,04"
PRESIDENTE KENNEDY-ES,,,,,ES,,,,,"36,72",,,,,,,,"21.627,64",,,,,,"21.664,36",,,,,,,,"133.240,65"
RIO BANANAL-ES,,,,,ES,,,,,"42,23",,,,,,,,-,,,,,,"42,23",,,,,,,,"309,41"
RIO NOVO DO SUL-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
SANTA LEOPOLDINA-ES,,,,,ES,,,,,"38,56",,,,,,,,-,,,,,,"38,56",,,,,,,,"282,50"
