ITANAGRA-BA,,,,,BA,,,,"85.085,80",,,,,,,"15.335,56",,,,,,,,"100.421,36",,,,,,"968.068,36",,,,,,,,,
ITANHEM-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.471,44",,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"34.744,28",,,,,,,"153.855,58",,,,,,,,"188.599,86",,,,,,"1.667.580,08",,,,,,,,,
ITAPE-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.840,10",,,,,,,,,
ITAPEBI-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.419,23",,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"1.259,30",,,,,,,-,,,,,,,,"1.259,30",,,,,,"7.127,14",,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
ITAPITANGA-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.419,23",,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
ITATIM-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"1.106,66",,,,,,,-,,,,,,,,"1.106,66",,,,,,"6.263,26",,,,,,,,,
ITORORO-BA,,,,,BA,,,,"954,01",,,,,,,-,,,,,,,,"954,01",,,,,,"5.260,99",,,,,,,,,
ITUBERA-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.681,87",,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"1.335,62",,,,,,,-,,,,,,,,"1.335,62",,,,,,"7.559,08",,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"1.182,98",,,,,,,-,,,,,,,,"1.182,98",,,,,,"6.695,18",,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"1.526,42",,,,,,,-,,,,,,,,"1.526,42",,,,,,"8.638,96",,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"1.106,66",,,,,,,-,,,,,,,,"1.106,66",,,,,,"6.263,26",,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
JUCURUCU-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.629,67",,,,,,,,,
JUSSARI-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.208,78",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
LAJE-BA,,,,,BA,,,,"954,01",,,,,,,-,,,,,,,,"954,01",,,,,,"5.399,33",,,,,,,,,
LAJEDAO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.208,78",,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"1.450,10",,,,,,,-,,,,,,,,"1.450,10",,,,,,"8.207,01",,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
MACARANI-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.967,38",,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"940.181,13",,,,,,,"709.419,01",,,,,,,,"1.649.600,14",,,,,,"16.185.049,81",,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
MAIRI-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
MARACAS-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"6.047,25",,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"1.182,98",,,,,,,-,,,,,,,,"1.182,98",,,,,,"6.695,18",,,,,,,,,
MARAU-BA,,,,,BA,,,,"954,01",,,,,,,-,,,,,,,,"954,01",,,,,,"5.260,99",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
MASCOTE-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.050,54",,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,"153.636,95",,,,,,,"67.133,84",,,,,,,,"220.770,79",,,,,,"2.169.289,19",,,,,,,,,
MEDEIROS NETO-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.471,44",,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"6.047,25",,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"1.221,14",,,,,,,-,,,,,,,,"1.221,14",,,,,,"6.911,17",,,,,,,,,
MUCURI-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"5.892,31",,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"6.047,25",,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
NAZARE-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
NILO PECANHA-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.419,23",,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.967,38",,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
NOVA IBIA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.208,78",,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
NOVA VICOSA-BA,,,,,BA,,,,"1.106,66",,,,,,,-,,,,,,,,"1.106,66",,,,,,"6.102,77",,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.967,38",,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
PAU BRASIL-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.629,67",,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,"1.411,94",,,,,,,-,,,,,,,,"1.411,94",,,,,,"7.991,04",,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
PEDRAO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
PINTADAS-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
PIRAI DO NORTE-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.419,23",,,,,,,,,
PIRITIBA-BA,,,,,BA,,,,"954,01",,,,,,,-,,,,,,,,"954,01",,,,,,"5.399,33",,,,,,,,,
PLANALTINO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
PLANALTO-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
POCOES-BA,,,,,BA,,,,"1.182,98",,,,,,,-,,,,,,,,"1.182,98",,,,,,"6.695,18",,,,,,,,,
POJUCA-BA,,,,,BA,,,,"521.702,09",,,,,,,"437.694,40",,,,,,,,"959.396,49",,,,,,"10.135.615,01",,,,,,,,,
PORTO SEGURO-BA,,,,,BA,,,,"1.373,78",,,,,,,-,,,,,,,,"1.373,78",,,,,,"7.575,86",,,,,,,,,
POTIRAGUA-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.840,10",,,,,,,,,
PRADO-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.681,87",,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,BA,,,,"954,01",,,,,,,-,,,,,,,,"954,01",,,,,,"5.260,99",,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"6.047,25",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,"1.182,98",,,,,,,-,,,,,,,,"1.182,98",,,,,,"6.695,18",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.967,38",,,,,,,,,
RIO REAL-BA,,,,,BA,,,,"1.106,66",,,,,,,-,,,,,,,,"1.106,66",,,,,,"6.263,26",,,,,,,,,
RUY BARBOSA-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"6.047,25",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,,"28.543,52",,,,,,,"153.649,33",,,,,,,,"182.192,85",,,,,,"1.627.311,15",,,,,,,,,
SALVADOR-BA,,,,,BA,,,,"54.368,62",,,,,,,"153.649,33",,,,,,,,"208.017,95",,,,,,"1.772.636,27",,,,,,,,,
SANTA BARBARA-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
SANTA BRIGIDA-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.471,44",,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.208,78",,,,,,,,,
SANTA INES-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
SANTA LUZIA-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.840,10",,,,,,,,,
SANTA TERESINHA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTALUZ-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"6.047,25",,,,,,,,,
SANTANOPOLIS-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
SANTO AMARO-BA,,,,,BA,,,,"44.854,11",,,,,,,"153.649,33",,,,,,,,"198.503,44",,,,,,"1.719.095,44",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,BA,,,,"1.335,62",,,,,,,-,,,,,,,,"1.335,62",,,,,,"7.559,08",,,,,,,,,
SANTO ESTEVAO-BA,,,,,BA,,,,"1.182,98",,,,,,,-,,,,,,,,"1.182,98",,,,,,"6.695,18",,,,,,,,,
SAO DOMINGOS-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
SAO FELIPE-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
SAO FELIX-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,,"970.479,75",,,,,,,"403.632,26",,,,,,,,"1.374.112,01",,,,,,"11.542.546,56",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.208,78",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,,"801,37",,,,,,,-,,,,,,,,"801,37",,,,,,"4.535,44",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,,"287.945,89",,,,,,,"153.443,71",,,,,,,,"441.389,60",,,,,,"4.429.197,37",,,,,,,,,
SAPEACU-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
SATIRO DIAS-BA,,,,,BA,,,,"18.563,67",,,,,,,"9.000,38",,,,,,,,"27.564,05",,,,,,"346.679,27",,,,,,,,,
SAUBARA-BA,,,,,BA,,,,"28.543,52",,,,,,,"153.649,33",,,,,,,,"182.192,85",,,,,,"1.627.311,15",,,,,,,,,
SERRA PRETA-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
SERRINHA-BA,,,,,BA,,,,"1.297,46",,,,,,,-,,,,,,,,"1.297,46",,,,,,"7.343,12",,,,,,,,,
SERROLANDIA-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
SIMOES FILHO-BA,,,,,BA,,,,"1.427,31",,,,,,,"0,68",,,,,,,,"1.427,99",,,,,,"640.419,16",,,,,,,,,
SITIO DO QUINTO-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
TANQUINHO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
TAPEROA-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.840,10",,,,,,,,,
TAPIRAMUTA-BA,,,,,BA,,,,"915,85",,,,,,,-,,,,,,,,"915,85",,,,,,"5.183,34",,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,BA,,,,"1.411,94",,,,,,,-,,,,,,,,"1.411,94",,,,,,"7.786,28",,,,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
TEOFILANDIA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
TEOLANDIA-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.629,67",,,,,,,,,
TERRA NOVA-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
TUCANO-BA,,,,,BA,,,,"1.221,14",,,,,,,-,,,,,,,,"1.221,14",,,,,,"6.911,17",,,,,,,,,
UAUA-BA,,,,,BA,,,,"1.030,33",,,,,,,-,,,,,,,,"1.030,33",,,,,,"5.831,27",,,,,,,,,
UBAIRA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.615,31",,,,,,,,,
UBAITABA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.471,44",,,,,,,,,
UBATA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.471,44",,,,,,,,,
UNA-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"5.892,31",,,,,,,,,
URUCUCA-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.471,44",,,,,,,,,
VALENCA-BA,,,,,BA,,,,"1.335,62",,,,,,,-,,,,,,,,"1.335,62",,,,,,"7.365,39",,,,,,,,,
VALENTE-BA,,,,,BA,,,,"954,01",,,,,,,-,,,,,,,,"954,01",,,,,,"5.399,33",,,,,,,,,
VARZEA DA ROCA-BA,,,,,BA,,,,"839,53",,,,,,,-,,,,,,,,"839,53",,,,,,"4.751,42",,,,,,,,,
VARZEA DO POCO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
VARZEA NOVA-BA,,,,,BA,,,,"877,69",,,,,,,-,,,,,,,,"877,69",,,,,,"4.967,38",,,,,,,,,
VARZEDO-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.319,44",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERA CRUZ-BA,,,,,BA,,,,"1.068,50",,,,,,,-,,,,,,,,"1.068,50",,,,,,"6.047,25",,,,,,,,,
VEREDA-BA,,,,,BA,,,,"763,21",,,,,,,-,,,,,,,,"763,21",,,,,,"4.208,78",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,,"1.526,42",,,,,,,-,,,,,,,,"1.526,42",,,,,,"8.638,96",,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,BA,,,,"992,17",,,,,,,-,,,,,,,,"992,17",,,,,,"5.471,44",,,,,,,,,
BAHIA TOTAL,,,,,,,,,"5.247.767,58",,,,,,,"3.948.281,70",,,,,,,,"9.196.049,28",,,,,,"86.623.857,74",,,,,,,,,
ACARAU-CE,,,,,CE,,,,"2.691,95",,,,,,,-,,,,,,,,"2.691,95",,,,,,"25.872,26",,,,,,,,,
ALCANTARAS-CE,,,,,CE,,,,"1.682,47",,,,,,,-,,,,,,,,"1.682,47",,,,,,"16.170,16",,,,,,,,,
AMONTADA-CE,,,,,CE,,,,"56.191,22",,,,,,,"68.959,84",,,,,,,,"125.151,06",,,,,,"1.191.742,78",,,,,,,,,
APUIARES-CE,,,,,CE,,,,"1.850,71",,,,,,,-,,,,,,,,"1.850,71",,,,,,"17.787,17",,,,,,,,,
AQUIRAZ-CE,,,,,CE,,,,-,,,,,,,"4,33",,,,,,,,"4,33",,,,,,"42.525,04",,,,,,,,,
ARACATI-CE,,,,,CE,,,,"562.337,33",,,,,,,"20.052,07",,,,,,,,"582.389,40",,,,,,"6.425.901,43",,,,,,,,,
ARARENDA-CE,,,,,CE,,,,"1.766,59",,,,,,,-,,,,,,,,"1.766,59",,,,,,"16.978,65",,,,,,,,,
BARROQUINHA-CE,,,,,CE,,,,"1.850,71",,,,,,,-,,,,,,,,"1.850,71",,,,,,"17.787,17",,,,,,,,,
BELA CRUZ-CE,,,,,CE,,,,"2.355,46",,,,,,,-,,,,,,,,"2.355,46",,,,,,"22.638,24",,,,,,,,,
CAMOCIM-CE,,,,,CE,,,,"2.691,95",,,,,,,-,,,,,,,,"2.691,95",,,,,,"25.872,26",,,,,,,,,
CANINDE-CE,,,,,CE,,,,"2.860,20",,,,,,,-,,,,,,,,"2.860,20",,,,,,"27.489,29",,,,,,,,,
CARIDADE-CE,,,,,CE,,,,"1.934,84",,,,,,,-,,,,,,,,"1.934,84",,,,,,"18.595,67",,,,,,,,,
CARIRE-CE,,,,,CE,,,,"2.103,08",,,,,,,-,,,,,,,,"2.103,08",,,,,,"20.212,70",,,,,,,,,
CARNAUBAL-CE,,,,,CE,,,,"1.934,84",,,,,,,-,,,,,,,,"1.934,84",,,,,,"18.595,67",,,,,,,,,
CATUNDA-CE,,,,,CE,,,,"1.682,47",,,,,,,-,,,,,,,,"1.682,47",,,,,,"16.170,16",,,,,,,,,
CAUCAIA-CE,,,,,CE,,,,-,,,,,,,"4,33",,,,,,,,"4,33",,,,,,"42.525,04",,,,,,,,,
CHAVAL-CE,,,,,CE,,,,"1.850,71",,,,,,,-,,,,,,,,"1.850,71",,,,,,"17.787,17",,,,,,,,,
COREAU-CE,,,,,CE,,,,"2.103,08",,,,,,,-,,,,,,,,"2.103,08",,,,,,"20.212,70",,,,,,,,,
CRATEUS-CE,,,,,CE,,,,"2.860,20",,,,,,,-,,,,,,,,"2.860,20",,,,,,"27.489,29",,,,,,,,,
CROATA-CE,,,,,CE,,,,"2.018,96",,,,,,,-,,,,,,,,"2.018,96",,,,,,"19.404,19",,,,,,,,,
CRUZ-CE,,,,,CE,,,,"2.103,08",,,,,,,-,,,,,,,,"2.103,08",,,,,,"20.212,70",,,,,,,,,
FORQUILHA-CE,,,,,CE,,,,"2.018,96",,,,,,,-,,,,,,,,"2.018,96",,,,,,"19.404,19",,,,,,,,,
FORTALEZA-CE,,,,,CE,,,,"48.817,17",,,,,,,"5,77",,,,,,,,"48.822,94",,,,,,"985.330,54",,,,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,,"1.766,59",,,,,,,-,,,,,,,,"1.766,59",,,,,,"16.978,65",,,,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,,"1.682,47",,,,,,,-,,,,,,,,"1.682,47",,,,,,"16.170,16",,,,,,,,,
GRACA-CE,,,,,CE,,,,"1.934,84",,,,,,,-,,,,,,,,"1.934,84",,,,,,"18.595,67",,,,,,,,,
GRANJA-CE,,,,,CE,,,,"2.691,95",,,,,,,-,,,,,,,,"2.691,95",,,,,,"25.872,26",,,,,,,,,
GROAIRAS-CE,,,,,CE,,,,"1.682,47",,,,,,,-,,,,,,,,"1.682,47",,,,,,"16.170,16",,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,CE,,,,"2.439,58",,,,,,,-,,,,,,,,"2.439,58",,,,,,"23.446,74",,,,,,,,,
HIDROLANDIA-CE,,,,,CE,,,,"2.018,96",,,,,,,-,,,,,,,,"2.018,96",,,,,,"19.404,19",,,,,,,,,
HORIZONTE-CE,,,,,CE,,,,"500.399,30",,,,,,,-,,,,,,,,"500.399,30",,,,,,"2.937.819,71",,,,,,,,,
IBIAPINA-CE,,,,,CE,,,,"2.187,21",,,,,,,-,,,,,,,,"2.187,21",,,,,,"21.021,23",,,,,,,,,
ICAPUI-CE,,,,,CE,,,,"79.526,20",,,,,,,"17.317,07",,,,,,,,"96.843,27",,,,,,"931.125,39",,,,,,,,,
INDEPENDENCIA-CE,,,,,CE,,,,"2.271,33",,,,,,,-,,,,,,,,"2.271,33",,,,,,"21.829,72",,,,,,,,,
IPAPORANGA-CE,,,,,CE,,,,"1.766,59",,,,,,,-,,,,,,,,"1.766,59",,,,,,"16.978,65",,,,,,,,,
IPU-CE,,,,,CE,,,,"2.523,70",,,,,,,-,,,,,,,,"2.523,70",,,,,,"24.255,25",,,,,,,,,
IPUEIRAS-CE,,,,,CE,,,,"2.523,70",,,,,,,-,,,,,,,,"2.523,70",,,,,,"24.255,25",,,,,,,,,
IRAUCUBA-CE,,,,,CE,,,,"2.103,08",,,,,,,-,,,,,,,,"2.103,08",,,,,,"20.212,70",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPAGE-CE,,,,,CE,,,,"2.607,83",,,,,,,-,,,,,,,,"2.607,83",,,,,,"25.063,77",,,,,,,,,
ITAPIPOCA-CE,,,,,CE,,,,"69.754,61",,,,,,,"51.728,87",,,,,,,,"121.483,48",,,,,,"1.237.547,65",,,,,,,,,
ITAREMA-CE,,,,,CE,,,,"54.253,59",,,,,,,"62.174,94",,,,,,,,"116.428,53",,,,,,"1.060.100,48",,,,,,,,,
