SAO MIGUEL DOS CAMPOS,,,AL,,,,"133.104,88",,,,,"44.320,76",,,,,,,"177.425,64",,,,,,,,"975.068,39",,,,,,,,
SAO MIGUEL DOS MILAGRES,,,AL,,,,"516,65",,,,,-,,,,,,,"516,65",,,,,,,,"2.967,63",,,,,,,,
SATUBA,,,AL,,,,"42.464,80",,,,,"27.023,23",,,,,,,"69.488,03",,,,,,,,"499.474,03",,,,,,,,
TEOTONIO VILELA,,,AL,,,,"774,98",,,,,-,,,,,,,"774,98",,,,,,,,"4.451,45",,,,,,,,
UNIAO DOS PALMARES,,,AL,,,,"852,48",,,,,-,,,,,,,"852,48",,,,,,,,"4.896,61",,,,,,,,
VICOSA,,,AL,,,,"697,48",,,,,-,,,,,,,"697,48",,,,,,,,"4.006,31",,,,,,,,
ANAMA,,,AM,,,,-,,,,,"1.948,21",,,,,,,"1.948,21",,,,,,,,"14.429,57",,,,,,,,
ANORI,,,AM,,,,-,,,,,"1.948,21",,,,,,,"1.948,21",,,,,,,,"14.429,57",,,,,,,,
AUTAZES,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
BERURI,,,AM,,,,-,,,,,"1.948,21",,,,,,,"1.948,21",,,,,,,,"14.429,57",,,,,,,,
CAREIRO DA VARZEA,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
CAREIRO,,,AM,,,,-,,,,,"1.948,21",,,,,,,"1.948,21",,,,,,,,"14.429,57",,,,,,,,
COARI,,,AM,,,,"1.113.228,36",,,,,"939.430,89",,,,,,,"2.052.659,25",,,,,,,,"15.397.304,20",,,,,,,,
CODAJAS,,,AM,,,,-,,,,,"1.948,21",,,,,,,"1.948,21",,,,,,,,"14.429,57",,,,,,,,
IRANDUBA,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
ITACOATIARA,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
ITAPIRANGA,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
MANACAPURU,,,AM,,,,-,,,,,"1.948,21",,,,,,,"1.948,21",,,,,,,,"14.429,57",,,,,,,,
MANAQUIRI,,,AM,,,,-,,,,,"1.948,21",,,,,,,"1.948,21",,,,,,,,"14.429,57",,,,,,,,
MANAUS,,,AM,,,,"49.884,14",,,,,"45.410,25",,,,,,,"95.294,39",,,,,,,,"4.414.146,54",,,,,,,,
PARINTINS,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
SILVES,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
URUCARA,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
URUCURITUBA,,,AM,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
LARANJAL DO JARI,,,AP,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
MACAPA,,,AP,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
MAZAGAO,,,AP,,,,-,,,,,"4.196,24",,,,,,,"4.196,24",,,,,,,,"33.832,53",,,,,,,,
ACAJUTIBA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
ADUSTINA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
AGUA FRIA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
AIQUARA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ALAGOINHAS,,,BA,,,,"182.624,67",,,,,"95.547,50",,,,,,,"278.172,17",,,,,,,,"2.096.431,54",,,,,,,,
AMARGOSA,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
AMELIA RODRIGUES,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
ANAGE,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
ANGUERA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ANTAS,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
ANTONIO CARDOSO,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
APORA,,,BA,,,,"83,39",,,,,-,,,,,,,"83,39",,,,,,,,"509,93",,,,,,,,
APUAREMA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ARACAS,,,BA,,,,"158.722,49",,,,,"71.351,16",,,,,,,"230.073,65",,,,,,,,"1.722.570,56",,,,,,,,
ARACI,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
ARAMARI,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ARATUIPE,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
BAIXA GRANDE,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
BANZAE,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
BARRA DO CHOCA,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
BARROCAS,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
BELO CAMPO,,,BA,,,,"83,39",,,,,-,,,,,,,"83,39",,,,,,,,"509,93",,,,,,,,
BIRITINGA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA NOVA,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
BOA VISTA DO TUPIM,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
BOM JESUS DA SERRA,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
BREJOES,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
CAATIBA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
CABACEIRAS DO PARAGUACU,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
CACHOEIRA,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
CAEM,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
CAETANOS,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
CAMACARI,,,BA,,,,"1.053,09",,,,,"383,92",,,,,,,"1.437,01",,,,,,,,"6.021,93",,,,,,,,
CANDEAL,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
CANDEIAS,,,BA,,,,"153.390,04",,,,,"203.708,39",,,,,,,"357.098,43",,,,,,,,"2.337.077,68",,,,,,,,
CANDIDO SALES,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
CANSANCAO,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
CANUDOS,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
CAPELA DO ALTO ALEGRE,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
CAPIM GROSSO,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
CARDEAL DA SILVA,,,BA,,,,"76.853,74",,,,,"17.417,85",,,,,,,"94.271,59",,,,,,,,"704.144,94",,,,,,,,
CASTRO ALVES,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
CATU,,,BA,,,,"155.792,76",,,,,"74.978,16",,,,,,,"230.770,92",,,,,,,,"1.594.646,65",,,,,,,,
CICERO DANTAS,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
CIPO,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
CONCEICAO DA FEIRA,,,BA,,,,"83,39",,,,,-,,,,,,,"83,39",,,,,,,,"509,93",,,,,,,,
CONCEICAO DO ALMEIDA,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
CONCEICAO DO COITE,,,BA,,,,"114,66",,,,,-,,,,,,,"114,66",,,,,,,,"701,14",,,,,,,,
CONCEICAO DO JACUIPE,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
CONDE,,,BA,,,,"742,84",,,,,"420,86",,,,,,,"1.163,70",,,,,,,,"29.586,84",,,,,,,,
CORACAO DE MARIA,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
CORONEL JOAO SA,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
CRAVOLANDIA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
CRISOPOLIS,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
CRUZ DAS ALMAS,,,BA,,,,"111,19",,,,,-,,,,,,,"111,19",,,,,,,,"679,90",,,,,,,,
DARIO MEIRA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
DIAS D'AVILA,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
DOM MACEDO COSTA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ELISIO MEDRADO,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ENCRUZILHADA,,,BA,,,,"100,76",,,,,-,,,,,,,"100,76",,,,,,,,"616,17",,,,,,,,
ENTRE RIOS,,,BA,,,,"151.072,85",,,,,"84.755,34",,,,,,,"235.828,19",,,,,,,,"1.782.645,43",,,,,,,,
ESPLANADA,,,BA,,,,"238.982,16",,,,,"144.539,52",,,,,,,"383.521,68",,,,,,,,"2.999.018,18",,,,,,,,
EUCLIDES DA CUNHA,,,BA,,,,"111,19",,,,,-,,,,,,,"111,19",,,,,,,,"679,90",,,,,,,,
FATIMA,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
FEIRA DE SANTANA,,,BA,,,,"138,99",,,,,-,,,,,,,"138,99",,,,,,,,"849,89",,,,,,,,
GAVIAO,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
GLORIA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
GOVERNADOR MANGABEIRA,,,BA,,,,"83,39",,,,,-,,,,,,,"83,39",,,,,,,,"509,93",,,,,,,,
HELIOPOLIS,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
IACU,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
IBIQUERA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ICHU,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
INHAMBUPE,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPECAETA,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
IPIRA,,,BA,,,,"114,66",,,,,-,,,,,,,"114,66",,,,,,,,"701,14",,,,,,,,
IRAJUBA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
IRARA,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
ITABERABA,,,BA,,,,"114,66",,,,,-,,,,,,,"114,66",,,,,,,,"701,14",,,,,,,,
ITAGI,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
ITAMBE,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
ITANAGRA,,,BA,,,,"63.362,80",,,,,"10.611,70",,,,,,,"73.974,50",,,,,,,,"544.763,42",,,,,,,,
ITAPARICA,,,BA,,,,"2.406,02",,,,,"132.930,01",,,,,,,"135.336,03",,,,,,,,"745.516,07",,,,,,,,
ITAPETINGA,,,BA,,,,"114,66",,,,,-,,,,,,,"114,66",,,,,,,,"701,14",,,,,,,,
ITAPICURU,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
ITAQUARA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
ITARANTIM,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
ITATIM,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
ITIRUCU,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
ITIUBA,,,BA,,,,"100,76",,,,,-,,,,,,,"100,76",,,,,,,,"616,17",,,,,,,,
JACOBINA,,,BA,,,,"121,61",,,,,-,,,,,,,"121,61",,,,,,,,"743,64",,,,,,,,
JAGUAQUARA,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
JAGUARIPE,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
JANDAIRA,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
JEQUIE,,,BA,,,,"138,99",,,,,-,,,,,,,"138,99",,,,,,,,"849,89",,,,,,,,
JEREMOABO,,,BA,,,,"100,76",,,,,-,,,,,,,"100,76",,,,,,,,"616,17",,,,,,,,
JIQUIRICA,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
JITAUNA,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
LAFAIETE COUTINHO,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
LAJE,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
LAJEDINHO,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
LAJEDO DO TABOCAL,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
LAMARAO,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
LAURO DE FREITAS,,,BA,,,,"132,04",,,,,-,,,,,,,"132,04",,,,,,,,"807,40",,,,,,,,
MACAJUBA,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
MACARANI,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
MADRE DE DEUS,,,BA,,,,"788.269,59",,,,,"609.920,76",,,,,,,"1.398.190,35",,,,,,,,"9.030.998,28",,,,,,,,
MAIQUINIQUE,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
MAIRI,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
MANOEL VITORINO,,,BA,,,,"83,39",,,,,-,,,,,,,"83,39",,,,,,,,"509,93",,,,,,,,
MARACAS,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
MARAGOGIPE,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
MARCIONILIO SOUZA,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
MATA DE SAO JOAO,,,BA,,,,"142.890,93",,,,,"60.109,91",,,,,,,"203.000,84",,,,,,,,"1.302.637,87",,,,,,,,
MIGUEL CALMON,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
MILAGRES,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
MIRANTE,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
MONTE SANTO,,,BA,,,,"111,19",,,,,-,,,,,,,"111,19",,,,,,,,"679,90",,,,,,,,
MUNDO NOVO,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
MUNIZ FERREIRA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
MURITIBA,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
MUTUIPE,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
NAZARE,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
NORDESTINA,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA CANAA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
NOVA FATIMA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
NOVA ITARANA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
NOVA SOURE,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
NOVO TRIUNFO,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
OLINDINA,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
OURICANGAS,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
OUROLANDIA,,,BA,,,,"79,92",,,,,-,,,,,,,"79,92",,,,,,,,"488,68",,,,,,,,
PARIPIRANGA,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
PAULO AFONSO,,,BA,,,,"128,56",,,,,-,,,,,,,"128,56",,,,,,,,"786,14",,,,,,,,
PE DE SERRA,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
PEDRAO,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
PEDRO ALEXANDRE,,,BA,,,,"83,39",,,,,-,,,,,,,"83,39",,,,,,,,"509,93",,,,,,,,
PINTADAS,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
PIRITIBA,,,BA,,,,"86,87",,,,,-,,,,,,,"86,87",,,,,,,,"531,18",,,,,,,,
PLANALTINO,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
PLANALTO,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
POCOES,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
POJUCA,,,BA,,,,"554.837,31",,,,,"462.914,64",,,,,,,"1.017.751,95",,,,,,,,"5.778.523,18",,,,,,,,
QUEIMADAS,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
QUIJINGUE,,,BA,,,,"93,81",,,,,-,,,,,,,"93,81",,,,,,,,"573,66",,,,,,,,
QUIXABEIRA,,,BA,,,,"69,49",,,,,-,,,,,,,"69,49",,,,,,,,"424,92",,,,,,,,
RAFAEL JAMBEIRO,,,BA,,,,"90,34",,,,,-,,,,,,,"90,34",,,,,,,,"552,42",,,,,,,,
RETIROLANDIA,,,BA,,,,"72,97",,,,,-,,,,,,,"72,97",,,,,,,,"446,18",,,,,,,,
RIACHAO DO JACUIPE,,,BA,,,,"97,29",,,,,-,,,,,,,"97,29",,,,,,,,"594,92",,,,,,,,
RIBEIRA DO AMPARO,,,BA,,,,"76,44",,,,,-,,,,,,,"76,44",,,,,,,,"467,42",,,,,,,,
RIBEIRA DO POMBAL,,,BA,,,,"107,71",,,,,-,,,,,,,"107,71",,,,,,,,"658,66",,,,,,,,
