MURICI,,AL,,,"599,32",,,,,-,,,,,,"599,32",,,,,"599,32",,,,,,,,,,,,,
NOVO LINO,,AL,,,"466,14",,,,,-,,,,,,"466,14",,,,,"466,14",,,,,,,,,,,,,
PARIPUEIRA,,AL,,,"443,94",,,,,-,,,,,,"443,94",,,,,"443,94",,,,,,,,,,,,,
PASSO DE CAMARAGIBE,,AL,,,"488,33",,,,,-,,,,,,"488,33",,,,,"488,33",,,,,,,,,,,,,
PENEDO,,AL,,,"732,50",,,,,-,,,,,,"732,50",,,,,"732,50",,,,,,,,,,,,,
PIACABUCU,,AL,,,"532,73",,,,,-,,,,,,"532,73",,,,,"532,73",,,,,,,,,,,,,
PILAR,,AL,,,"123.323,63",,,,,"79.142,86",,,,,,"202.466,49",,,,,"202.466,49",,,,,,,,,,,,,
PINDOBA,,AL,,,"443,94",,,,,-,,,,,,"443,94",,,,,"443,94",,,,,,,,,,,,,
PORTO CALVO,,AL,,,"577,12",,,,,-,,,,,,"577,12",,,,,"577,12",,,,,,,,,,,,,
PORTO DE PEDRAS,,AL,,,"466,14",,,,,-,,,,,,"466,14",,,,,"466,14",,,,,,,,,,,,,
PORTO REAL DO COLEGIO,,AL,,,"554,93",,,,,-,,,,,,"554,93",,,,,"554,93",,,,,,,,,,,,,
RIO LARGO,,AL,,,"1.886,86",,,,,"744,56",,,,,,"2.631,42",,,,,"2.631,42",,,,,,,,,,,,,
ROTEIRO,,AL,,,"839,84",,,,,"255,36",,,,,,"1.095,20",,,,,"1.095,20",,,,,,,,,,,,,
SANTA LUZIA DO NORTE,,AL,,,"443,94",,,,,-,,,,,,"443,94",,,,,"443,94",,,,,,,,,,,,,
SANTANA DO MUNDAU,,AL,,,"466,14",,,,,-,,,,,,"466,14",,,,,"466,14",,,,,,,,,,,,,
SAO JOSE DA LAJE,,AL,,,"577,12",,,,,-,,,,,,"577,12",,,,,"577,12",,,,,,,,,,,,,
SAO LUIS DO QUITUNDE,,AL,,,"621,52",,,,,-,,,,,,"621,52",,,,,"621,52",,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS,,AL,,,"106.486,05",,,,,"32.477,97",,,,,,"138.964,01",,,,,"138.964,01",,,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES,,AL,,,"443,94",,,,,-,,,,,,"443,94",,,,,"443,94",,,,,,,,,,,,,
SATUBA,,AL,,,"25.516,88",,,,,"16.143,42",,,,,,"41.660,30",,,,,"41.660,30",,,,,,,,,,,,,
TEOTONIO VILELA,,AL,,,"665,91",,,,,-,,,,,,"665,91",,,,,"665,91",,,,,,,,,,,,,
UNIAO DOS PALMARES,,AL,,,"732,50",,,,,-,,,,,,"732,50",,,,,"732,50",,,,,,,,,,,,,
VICOSA,,AL,,,"599,32",,,,,-,,,,,,"599,32",,,,,"599,32",,,,,,,,,,,,,
ANAMA,,AM,,,-,,,,,"2.553,75",,,,,,"2.553,75",,,,,"2.553,75",,,,,,,,,,,,,
ANORI,,AM,,,-,,,,,"2.553,75",,,,,,"2.553,75",,,,,"2.553,75",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTAZES,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
BERURI,,AM,,,-,,,,,"2.553,75",,,,,,"2.553,75",,,,,"2.553,75",,,,,,,,,,,,,
CAREIRO DA VARZEA,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
CAREIRO,,AM,,,-,,,,,"2.553,75",,,,,,"2.553,75",,,,,"2.553,75",,,,,,,,,,,,,
COARI,,AM,,,"1.192.945,40",,,,,"1.028.793,53",,,,,,"2.221.738,93",,,,,"2.221.738,93",,,,,,,,,,,,,
CODAJAS,,AM,,,-,,,,,"2.553,75",,,,,,"2.553,75",,,,,"2.553,75",,,,,,,,,,,,,
IRANDUBA,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
ITACOATIARA,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
ITAPIRANGA,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
MANACAPURU,,AM,,,-,,,,,"2.553,75",,,,,,"2.553,75",,,,,"2.553,75",,,,,,,,,,,,,
MANAQUIRI,,AM,,,-,,,,,"2.553,75",,,,,,"2.553,75",,,,,"2.553,75",,,,,,,,,,,,,
MANAUS,,AM,,,"799.001,00",,,,,"63.068,24",,,,,,"862.069,24",,,,,"862.069,24",,,,,,,,,,,,,
PARINTINS,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
SILVES,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
URUCARA,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
URUCURITUBA,,AM,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
LARANJAL DO JARI,,AP,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
MACAPA,,AP,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
MAZAGAO,,AP,,,-,,,,,"5.683,80",,,,,,"5.683,80",,,,,"5.683,80",,,,,,,,,,,,,
ACAJUTIBA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
ADUSTINA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
AGUA FRIA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
AIQUARA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ALAGOINHAS,,BA,,,"198.616,14",,,,,"106.717,96",,,,,,"305.334,10",,,,,"305.334,10",,,,,,,,,,,,,
AMARGOSA,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
AMELIA RODRIGUES,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
ANAGE,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
ANGUERA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ANTAS,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
ANTONIO CARDOSO,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
APORA,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
APUAREMA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ARACAS,,BA,,,"174.762,22",,,,,"80.829,59",,,,,,"255.591,81",,,,,"255.591,81",,,,,,,,,,,,,
ARACI,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
ARAMARI,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ARATUIPE,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
BAIXA GRANDE,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
BANZAE,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
BARRA DO CHOCA,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
BARROCAS,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
BELO CAMPO,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
BIRITINGA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
BOA NOVA,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
BOA VISTA DO TUPIM,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
BOM JESUS DA SERRA,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
BREJOES,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
CAATIBA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
CABACEIRAS DO PARAGUACU,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
CACHOEIRA,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
CAEM,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
CAETANOS,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
CAMACARI,,BA,,,"528,62",,,,,"168,29",,,,,,"696,91",,,,,"696,91",,,,,,,,,,,,,
CANDEAL,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
CANDEIAS,,BA,,,"152.260,33",,,,,"128.732,87",,,,,,"280.993,20",,,,,"280.993,20",,,,,,,,,,,,,
CANDIDO SALES,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
CANSANCAO,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
CANUDOS,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
CAPELA DO ALTO ALEGRE,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
CAPIM GROSSO,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARDEAL DA SILVA,,BA,,,"90.979,93",,,,,"23.268,50",,,,,,"114.248,44",,,,,"114.248,44",,,,,,,,,,,,,
CASTRO ALVES,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
CATU,,BA,,,"147.998,86",,,,,"68.562,15",,,,,,"216.561,01",,,,,"216.561,01",,,,,,,,,,,,,
CICERO DANTAS,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
CIPO,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
CONCEICAO DA FEIRA,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
CONCEICAO DO ALMEIDA,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
CONCEICAO DO COITE,,BA,,,"105,54",,,,,-,,,,,,"105,54",,,,,"105,54",,,,,,,,,,,,,
CONCEICAO DO JACUIPE,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
CONDE,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
CORACAO DE MARIA,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
CORONEL JOAO SA,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
CRAVOLANDIA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
CRISOPOLIS,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
CRUZ DAS ALMAS,,BA,,,"102,35",,,,,-,,,,,,"102,35",,,,,"102,35",,,,,,,,,,,,,
DARIO MEIRA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
DIAS D'AVILA,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
DOM MACEDO COSTA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ELISIO MEDRADO,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ENCRUZILHADA,,BA,,,"92,75",,,,,-,,,,,,"92,75",,,,,"92,75",,,,,,,,,,,,,
ENTRE RIOS,,BA,,,"167.649,39",,,,,"98.357,60",,,,,,"266.006,99",,,,,"266.006,99",,,,,,,,,,,,,
ESPLANADA,,BA,,,"277.173,90",,,,,"171.984,68",,,,,,"449.158,59",,,,,"449.158,59",,,,,,,,,,,,,
EUCLIDES DA CUNHA,,BA,,,"102,35",,,,,-,,,,,,"102,35",,,,,"102,35",,,,,,,,,,,,,
FATIMA,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
FEIRA DE SANTANA,,BA,,,"127,93",,,,,-,,,,,,"127,93",,,,,"127,93",,,,,,,,,,,,,
GAVIAO,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
GLORIA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
GOVERNADOR MANGABEIRA,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
HELIOPOLIS,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
IACU,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
IBIQUERA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ICHU,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
INHAMBUPE,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
IPECAETA,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
IPIRA,,BA,,,"105,54",,,,,-,,,,,,"105,54",,,,,"105,54",,,,,,,,,,,,,
IRAJUBA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
IRARA,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
ITABERABA,,BA,,,"105,54",,,,,-,,,,,,"105,54",,,,,"105,54",,,,,,,,,,,,,
ITAGI,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
ITAMBE,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
ITANAGRA,,BA,,,"69.996,49",,,,,"12.251,73",,,,,,"82.248,22",,,,,"82.248,22",,,,,,,,,,,,,
ITAPARICA,,BA,,,"2.214,69",,,,,"60.018,41",,,,,,"62.233,10",,,,,"62.233,10",,,,,,,,,,,,,
ITAPETINGA,,BA,,,"105,54",,,,,-,,,,,,"105,54",,,,,"105,54",,,,,,,,,,,,,
ITAPICURU,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
ITAQUARA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
ITARANTIM,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
ITATIM,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
ITIRUCU,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
ITIUBA,,BA,,,"92,75",,,,,-,,,,,,"92,75",,,,,"92,75",,,,,,,,,,,,,
JACOBINA,,BA,,,"111,94",,,,,-,,,,,,"111,94",,,,,"111,94",,,,,,,,,,,,,
JAGUAQUARA,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
JAGUARIPE,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
JANDAIRA,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
JEQUIE,,BA,,,"127,93",,,,,-,,,,,,"127,93",,,,,"127,93",,,,,,,,,,,,,
JEREMOABO,,BA,,,"92,75",,,,,-,,,,,,"92,75",,,,,"92,75",,,,,,,,,,,,,
JIQUIRICA,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
JITAUNA,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
LAFAIETE COUTINHO,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
LAJE,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDINHO,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
LAJEDO DO TABOCAL,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
LAMARAO,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
LAURO DE FREITAS,,BA,,,"121,54",,,,,-,,,,,,"121,54",,,,,"121,54",,,,,,,,,,,,,
MACAJUBA,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
MACARANI,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
MADRE DE DEUS,,BA,,,"823.198,99",,,,,"270.273,21",,,,,,"1.093.472,20",,,,,"1.093.472,20",,,,,,,,,,,,,
MAIQUINIQUE,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
MAIRI,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
MANOEL VITORINO,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
MARACAS,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
MARAGOGIPE,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
MARCIONILIO SOUZA,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
MATA DE SAO JOAO,,BA,,,"135.578,02",,,,,"54.512,60",,,,,,"190.090,62",,,,,"190.090,62",,,,,,,,,,,,,
MIGUEL CALMON,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
MILAGRES,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
MIRANTE,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
MONTE SANTO,,BA,,,"102,35",,,,,-,,,,,,"102,35",,,,,"102,35",,,,,,,,,,,,,
MUNDO NOVO,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
MUNIZ FERREIRA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
MURITIBA,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
MUTUIPE,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
NAZARE,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
NORDESTINA,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
NOVA CANAA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
NOVA FATIMA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
NOVA ITARANA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
NOVA SOURE,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
NOVO TRIUNFO,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
OLINDINA,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
OURICANGAS,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
OUROLANDIA,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
PARIPIRANGA,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
PAULO AFONSO,,BA,,,"118,34",,,,,-,,,,,,"118,34",,,,,"118,34",,,,,,,,,,,,,
PE DE SERRA,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
PEDRAO,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
PEDRO ALEXANDRE,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
PINTADAS,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
PIRITIBA,,BA,,,"79,96",,,,,-,,,,,,"79,96",,,,,"79,96",,,,,,,,,,,,,
PLANALTINO,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
PLANALTO,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
POCOES,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
POJUCA,,BA,,,"372.388,52",,,,,"350.480,65",,,,,,"722.869,17",,,,,"722.869,17",,,,,,,,,,,,,
QUEIMADAS,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
QUIJINGUE,,BA,,,"86,35",,,,,-,,,,,,"86,35",,,,,"86,35",,,,,,,,,,,,,
QUIXABEIRA,,BA,,,"63,96",,,,,-,,,,,,"63,96",,,,,"63,96",,,,,,,,,,,,,
RAFAEL JAMBEIRO,,BA,,,"83,15",,,,,-,,,,,,"83,15",,,,,"83,15",,,,,,,,,,,,,
RETIROLANDIA,,BA,,,"67,16",,,,,-,,,,,,"67,16",,,,,"67,16",,,,,,,,,,,,,
RIACHAO DO JACUIPE,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
RIBEIRA DO AMPARO,,BA,,,"70,36",,,,,-,,,,,,"70,36",,,,,"70,36",,,,,,,,,,,,,
RIBEIRA DO POMBAL,,BA,,,"99,15",,,,,-,,,,,,"99,15",,,,,"99,15",,,,,,,,,,,,,
RIBEIRAO DO LARGO,,BA,,,"73,56",,,,,-,,,,,,"73,56",,,,,"73,56",,,,,,,,,,,,,
RIO REAL,,BA,,,"92,75",,,,,-,,,,,,"92,75",,,,,"92,75",,,,,,,,,,,,,
RUY BARBOSA,,BA,,,"89,55",,,,,-,,,,,,"89,55",,,,,"89,55",,,,,,,,,,,,,
SALINAS DA MARGARIDA,,BA,,,"1.860,32",,,,,"60.018,41",,,,,,"61.878,73",,,,,"61.878,73",,,,,,,,,,,,,
SALVADOR,,BA,,,"3.543,47",,,,,"60.018,41",,,,,,"63.561,88",,,,,"63.561,88",,,,,,,,,,,,,
SANTA BARBARA,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
SANTA BRIGIDA,,BA,,,"76,76",,,,,-,,,,,,"76,76",,,,,"76,76",,,,,,,,,,,,,
