ARATUIPE-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
BAIXA GRANDE-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
BANZAE-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
BARRA DO CHOCA-BA,,,BA,,,"63,02",,,,,,-,,,,,,,"63,02",,,,,,"804,20",,,,,,,,,,,
BARROCAS-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
BELO CAMPO-BA,,,BA,,,"48,79",,,,,,-,,,,,,,"48,79",,,,,,"623,19",,,,,,,,,,,
BIRITINGA-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
BOA NOVA-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,69",,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
BREJOES-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
CAATIBA-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
CACHOEIRA-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
CAEM-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
CAETANOS-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
CAMACARI-BA,,,BA,,,"764,35",,,,,,"286,88",,,,,,,"1.051,22",,,,,,"44.870,52",,,,,,,,,,,
CANDEAL-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
CANDEIAS-BA,,,BA,,,"133.182,86",,,,,,"128.371,51",,,,,,,"261.554,37",,,,,,"2.838.553,88",,,,,,,,,,,
CANDIDO SALES-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
CANSANCAO-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANUDOS-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
CAPIM GROSSO-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
CARAVELAS-BA,,,BA,,,-,,,,,,-,,,,,,,-,,,,,,"69.605,28",,,,,,,,,,,
CARDEAL DA SILVA-BA,,,BA,,,"99.093,97",,,,,,"24.692,02",,,,,,,"123.785,99",,,,,,"853.069,16",,,,,,,,,,,
CASTRO ALVES-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,49",,,,,,,,,,,
CATU-BA,,,BA,,,"154.531,11",,,,,,"67.926,58",,,,,,,"222.457,69",,,,,,"1.943.619,29",,,,,,,,,,,
CICERO DANTAS-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
CIPO-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,BA,,,"48,79",,,,,,-,,,,,,,"48,79",,,,,,"623,19",,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,69",,,,,,,,,,,
CONCEICAO DO COITE-BA,,,BA,,,"67,08",,,,,,-,,,,,,,"67,08",,,,,,"857,14",,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,49",,,,,,,,,,,
CONDE-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
CORACAO DE MARIA-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
CORONEL JOAO SA-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,69",,,,,,,,,,,
CRAVOLANDIA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
CRISOPOLIS-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,69",,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,BA,,,"65,05",,,,,,-,,,,,,,"65,05",,,,,,"830,54",,,,,,,,,,,
DARIO MEIRA-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
DIAS D'AVILA-BA,,,BA,,,"63,02",,,,,,-,,,,,,,"63,02",,,,,,"804,20",,,,,,,,,,,
DOM MACEDO COSTA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
ELISIO MEDRADO-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
ENCRUZILHADA-BA,,,BA,,,"58,95",,,,,,-,,,,,,,"58,95",,,,,,"752,35",,,,,,,,,,,
ENTRE RIOS-BA,,,BA,,,"183.090,96",,,,,,"103.418,19",,,,,,,"286.509,15",,,,,,"2.010.481,68",,,,,,,,,,,
ESPLANADA-BA,,,BA,,,"324.169,29",,,,,,"200.116,77",,,,,,,"524.286,06",,,,,,"3.579.491,28",,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,BA,,,"65,05",,,,,,-,,,,,,,"65,05",,,,,,"830,54",,,,,,,,,,,
FATIMA-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,69",,,,,,,,,,,
FEIRA DE SANTANA-BA,,,BA,,,"81,31",,,,,,-,,,,,,,"81,31",,,,,,"1.038,16",,,,,,,,,,,
GAVIAO-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
GLORIA-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,BA,,,"48,79",,,,,,-,,,,,,,"48,79",,,,,,"623,19",,,,,,,,,,,
HELIOPOLIS-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
IACU-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
IBIQUERA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
ICHU-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
INHAMBUPE-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
IPECAETA-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,69",,,,,,,,,,,
IPIRA-BA,,,BA,,,"67,08",,,,,,-,,,,,,,"67,08",,,,,,"857,14",,,,,,,,,,,
IRAJUBA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
IRARA-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,49",,,,,,,,,,,
ITABERABA-BA,,,BA,,,"67,08",,,,,,-,,,,,,,"67,08",,,,,,"857,14",,,,,,,,,,,
ITAGI-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
ITAMBE-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
ITANAGRA-BA,,,BA,,,"78.992,66",,,,,,"14.132,23",,,,,,,"93.124,89",,,,,,"677.577,22",,,,,,,,,,,
ITAPARICA-BA,,,BA,,,"1.407,53",,,,,,"77.544,16",,,,,,,"78.951,69",,,,,,"476.527,37",,,,,,,,,,,
ITAPETINGA-BA,,,BA,,,"67,08",,,,,,-,,,,,,,"67,08",,,,,,"857,14",,,,,,,,,,,
ITAPICURU-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,49",,,,,,,,,,,
ITAQUARA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITARANTIM-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
ITATIM-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
ITIRUCU-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
ITIUBA-BA,,,BA,,,"58,95",,,,,,-,,,,,,,"58,95",,,,,,"752,35",,,,,,,,,,,
JACOBINA-BA,,,BA,,,"71,15",,,,,,-,,,,,,,"71,15",,,,,,"907,88",,,,,,,,,,,
JAGUAQUARA-BA,,,BA,,,"63,02",,,,,,-,,,,,,,"63,02",,,,,,"804,20",,,,,,,,,,,
JAGUARIPE-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
JANDAIRA-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
JEQUIE-BA,,,BA,,,"81,31",,,,,,-,,,,,,,"81,31",,,,,,"1.038,16",,,,,,,,,,,
JEREMOABO-BA,,,BA,,,"58,95",,,,,,-,,,,,,,"58,95",,,,,,"752,35",,,,,,,,,,,
JIQUIRICA-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
JITAUNA-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
LAJE-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,69",,,,,,,,,,,
LAJEDINHO-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
LAMARAO-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
LAURO DE FREITAS-BA,,,BA,,,"77,24",,,,,,-,,,,,,,"77,24",,,,,,"986,31",,,,,,,,,,,
MACAJUBA-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
MACARANI-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
MADRE DE DEUS-BA,,,BA,,,"975.829,19",,,,,,"355.723,41",,,,,,,"1.331.552,60",,,,,,"9.576.763,51",,,,,,,,,,,
MAIQUINIQUE-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
MAIRI-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
MANOEL VITORINO-BA,,,BA,,,"48,79",,,,,,-,,,,,,,"48,79",,,,,,"623,19",,,,,,,,,,,
MARACAS-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
MARAGOGIPE-BA,,,BA,,,"63,02",,,,,,-,,,,,,,"63,02",,,,,,"804,20",,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
MATA DE SAO JOAO-BA,,,BA,,,"142.361,16",,,,,,"54.966,18",,,,,,,"197.327,34",,,,,,"1.708.673,03",,,,,,,,,,,
MIGUEL CALMON-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
MILAGRES-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
MIRANTE-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
MONTE SANTO-BA,,,BA,,,"65,05",,,,,,-,,,,,,,"65,05",,,,,,"830,54",,,,,,,,,,,
MUNDO NOVO-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
MUNIZ FERREIRA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
MURITIBA-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"726,86",,,,,,,,,,,
MUTUIPE-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
NAZARE-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,49",,,,,,,,,,,
NORDESTINA-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"544,98",,,,,,,,,,,
NOVA CANAA-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
NOVA FATIMA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
NOVA ITARANA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
NOVA SOURE-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,49",,,,,,,,,,,
NOVO TRIUNFO-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,35",,,,,,,,,,,
OLINDINA-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,02",,,,,,,,,,,
OURICANGAS-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,38",,,,,,,,,,,
OUROLANDIA-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
PARIPIRANGA-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,49",,,,,,,,,,,
PAULO AFONSO-BA,,,BA,,,"75,21",,,,,,-,,,,,,,"75,21",,,,,,"960,84",,,,,,,,,,,
PE DE SERRA-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,51",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRAO-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,49",,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,BA,,,"48,79",,,,,,-,,,,,,,"48,79",,,,,,"623,40",,,,,,,,,,,
PINTADAS-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"545,03",,,,,,,,,,,
PIRITIBA-BA,,,BA,,,"50,82",,,,,,-,,,,,,,"50,82",,,,,,"648,75",,,,,,,,,,,
PLANALTINO-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,49",,,,,,,,,,,
PLANALTO-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,18",,,,,,,,,,,
POCOES-BA,,,BA,,,"63,02",,,,,,-,,,,,,,"63,02",,,,,,"804,31",,,,,,,,,,,
POJUCA-BA,,,BA,,,"442.284,06",,,,,,"400.462,26",,,,,,,"842.746,32",,,,,,"6.612.871,60",,,,,,,,,,,
QUEIMADAS-BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,60",,,,,,,,,,,
QUIJINGUE -BA,,,BA,,,"54,88",,,,,,-,,,,,,,"54,88",,,,,,"700,60",,,,,,,,,,,
QUIXABEIRA-BA,,,BA,,,"40,66",,,,,,-,,,,,,,"40,66",,,,,,"518,49",,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,BA,,,"52,85",,,,,,-,,,,,,,"52,85",,,,,,"675,18",,,,,,,,,,,
RETIROLANDIA-BA,,,BA,,,"42,69",,,,,,-,,,,,,,"42,69",,,,,,"545,03",,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"727,07",,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,BA,,,"44,72",,,,,,-,,,,,,,"44,72",,,,,,"571,51",,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,BA,,,"63,02",,,,,,-,,,,,,,"63,02",,,,,,"804,31",,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,BA,,,"46,75",,,,,,-,,,,,,,"46,75",,,,,,"596,84",,,,,,,,,,,
RIO REAL-BA,,,BA,,,"58,95",,,,,,-,,,,,,,"58,95",,,,,,"752,41",,,,,,,,,,,
RUY BARBOSA-BA,,,BA,,,"56,92",,,,,,-,,,,,,,"56,92",,,,,,"727,07",,,,,,,,,,,
