CAATIBA-BA,,,,,,BA,,,"1.326,16",,,,,,-,,,,,"1.326,16",,,,,,"1.326,16",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,BA,,,"1.515,61",,,,,,-,,,,,"1.515,61",,,,,,"1.515,61",,,,,,,,
CACHOEIRA-BA,,,,,,BA,,,"1.831,37",,,,,,-,,,,,"1.831,37",,,,,,"1.831,37",,,,,,,,
CAEM-BA,,,,,,BA,,,"1.326,16",,,,,,-,,,,,"1.326,16",,,,,,"1.326,16",,,,,,,,
CAETANOS-BA,,,,,,BA,,,"1.389,31",,,,,,-,,,,,"1.389,31",,,,,,"1.389,31",,,,,,,,
CAIRU-BA,,,,,,BA,,,"43.631,38",,,,,,"479.340,92",,,,,"522.972,30",,,,,,"522.972,30",,,,,,,,
CAMACAN-BA,,,,,,BA,,,"1.768,22",,,,,,-,,,,,"1.768,22",,,,,,"1.768,22",,,,,,,,
CAMACARI-BA,,,,,,BA,,,"413.338,98",,,,,,"270.528,01",,,,,"683.866,99",,,,,,"683.866,99",,,,,,,,
CAMAMU-BA,,,,,,BA,,,"1.831,37",,,,,,-,,,,,"1.831,37",,,,,,"1.831,37",,,,,,,,
CANAVIEIRAS-BA,,,,,,BA,,,"1.831,37",,,,,,-,,,,,"1.831,37",,,,,,"1.831,37",,,,,,,,
CANDEAL-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
CANDEIAS-BA,,,,,,BA,,,"631.079,40",,,,,,"490.761,63",,,,,"1.121.841,03",,,,,,"1.121.841,03",,,,,,,,
CANDIDO SALES-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
CANSANCAO-BA,,,,,,BA,,,"1.831,37",,,,,,-,,,,,"1.831,37",,,,,,"1.831,37",,,,,,,,
CANUDOS-BA,,,,,,BA,,,"1.452,46",,,,,,-,,,,,"1.452,46",,,,,,"1.452,46",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,BA,,,"1.326,16",,,,,,-,,,,,"1.326,16",,,,,,"1.326,16",,,,,,,,
CAPIM GROSSO-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
CARAVELAS-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,BA,,,"114.610,92",,,,,,"35.367,97",,,,,"149.978,89",,,,,,"149.978,89",,,,,,,,
CASTRO ALVES-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
CATU-BA,,,,,,BA,,,"315.175,56",,,,,,"162.416,24",,,,,"477.591,80",,,,,,"477.591,80",,,,,,,,
CICERO DANTAS-BA,,,,,,BA,,,"1.831,37",,,,,,-,,,,,"1.831,37",,,,,,"1.831,37",,,,,,,,
CIPO-BA,,,,,,BA,,,"1.452,46",,,,,,-,,,,,"1.452,46",,,,,,"1.452,46",,,,,,,,
COARACI-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,BA,,,"1.515,61",,,,,,-,,,,,"1.515,61",,,,,,"1.515,61",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,BA,,,"2.083,97",,,,,,-,,,,,"2.083,97",,,,,,"2.083,97",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,BA,,,"1.768,22",,,,,,-,,,,,"1.768,22",,,,,,"1.768,22",,,,,,,,
CONDE-BA,,,,,,BA,,,"5.411,48",,,,,,"2.431,37",,,,,"7.842,85",,,,,,"7.842,85",,,,,,,,
CORACAO DE MARIA-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
CORONEL JOAO SA-BA,,,,,,BA,,,"1.515,61",,,,,,-,,,,,"1.515,61",,,,,,"1.515,61",,,,,,,,
CRAVOLANDIA-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
CRISOPOLIS-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,BA,,,"2.083,97",,,,,,-,,,,,"2.083,97",,,,,,"2.083,97",,,,,,,,
DARIO MEIRA-BA,,,,,,BA,,,"1.389,31",,,,,,-,,,,,"1.389,31",,,,,,"1.389,31",,,,,,,,
DIAS D'AVILA-BA,,,,,,BA,,,"2.147,12",,,,,,-,,,,,"2.147,12",,,,,,"2.147,12",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
ELISIO MEDRADO-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
ENCRUZILHADA-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
ENTRE RIOS-BA,,,,,,BA,,,"406.496,68",,,,,,"282.997,65",,,,,"689.494,33",,,,,,"689.494,33",,,,,,,,
ESPLANADA-BA,,,,,,BA,,,"693.185,21",,,,,,"540.358,64",,,,,"1.233.543,85",,,,,,"1.233.543,85",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,BA,,,"2.083,97",,,,,,-,,,,,"2.083,97",,,,,,"2.083,97",,,,,,,,
EUNAPOLIS-BA,,,,,,BA,,,"413.149,52",,,,,,"11.983,33",,,,,"425.132,85",,,,,,"425.132,85",,,,,,,,
FATIMA-BA,,,,,,BA,,,"1.515,61",,,,,,-,,,,,"1.515,61",,,,,,"1.515,61",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,BA,,,"2.526,03",,,,,,-,,,,,"2.526,03",,,,,,"2.526,03",,,,,,,,
FIRMINO ALVES-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
FLORESTA AZUL-BA,,,,,,BA,,,"1.326,16",,,,,,-,,,,,"1.326,16",,,,,,"1.326,16",,,,,,,,
GANDU-BA,,,,,,BA,,,"1.768,22",,,,,,-,,,,,"1.768,22",,,,,,"1.768,22",,,,,,,,
GAVIAO-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
GLORIA-BA,,,,,,BA,,,"1.452,46",,,,,,-,,,,,"1.452,46",,,,,,"1.452,46",,,,,,,,
GONGOGI-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,BA,,,"1.578,76",,,,,,-,,,,,"1.578,76",,,,,,"1.578,76",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARATINGA-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
HELIOPOLIS-BA,,,,,,BA,,,"1.389,31",,,,,,-,,,,,"1.389,31",,,,,,"1.389,31",,,,,,,,
IACU-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
IBICARAI-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
IBICUI-BA,,,,,,BA,,,"1.452,46",,,,,,-,,,,,"1.452,46",,,,,,"1.452,46",,,,,,,,
IBIQUERA-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
IBIRAPITANGA-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
IBIRAPUA-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
IBIRATAIA-BA,,,,,,BA,,,"1.578,76",,,,,,-,,,,,"1.578,76",,,,,,"1.578,76",,,,,,,,
ICHU-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
IGRAPIUNA-BA,,,,,,BA,,,"1.389,31",,,,,,-,,,,,"1.389,31",,,,,,"1.389,31",,,,,,,,
IGUAI-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
ILHEUS-BA,,,,,,BA,,,"2.526,03",,,,,,-,,,,,"2.526,03",,,,,,"2.526,03",,,,,,,,
INHAMBUPE-BA,,,,,,BA,,,"3.353,79",,,,,,"744,22",,,,,"4.098,01",,,,,,"4.098,01",,,,,,,,
IPECAETA-BA,,,,,,BA,,,"1.452,46",,,,,,-,,,,,"1.452,46",,,,,,"1.452,46",,,,,,,,
IPIAU-BA,,,,,,BA,,,"1.957,67",,,,,,-,,,,,"1.957,67",,,,,,"1.957,67",,,,,,,,
IPIRA-BA,,,,,,BA,,,"2.083,97",,,,,,-,,,,,"2.083,97",,,,,,"2.083,97",,,,,,,,
IRAJUBA-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
IRARA-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
ITABELA-BA,,,,,,BA,,,"1.768,22",,,,,,-,,,,,"1.768,22",,,,,,"1.768,22",,,,,,,,
ITABERABA-BA,,,,,,BA,,,"2.083,97",,,,,,-,,,,,"2.083,97",,,,,,"2.083,97",,,,,,,,
ITABUNA-BA,,,,,,BA,,,"413.338,98",,,,,,"3.573,57",,,,,"416.912,55",,,,,,"416.912,55",,,,,,,,
ITACARE-BA,,,,,,BA,,,"1.705,07",,,,,,-,,,,,"1.705,07",,,,,,"1.705,07",,,,,,,,
ITAGI-BA,,,,,,BA,,,"1.389,31",,,,,,-,,,,,"1.389,31",,,,,,"1.389,31",,,,,,,,
ITAGIBA-BA,,,,,,BA,,,"1.452,46",,,,,,-,,,,,"1.452,46",,,,,,"1.452,46",,,,,,,,
ITAGIMIRIM-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
ITAJUIPE-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
ITAMARAJU-BA,,,,,,BA,,,"2.083,97",,,,,,-,,,,,"2.083,97",,,,,,"2.083,97",,,,,,,,
ITAMARI-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
ITAMBE-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
ITANAGRA-BA,,,,,,BA,,,"89.989,77",,,,,,"23.209,23",,,,,"113.199,00",,,,,,"113.199,00",,,,,,,,
ITANHEM-BA,,,,,,BA,,,"1.641,92",,,,,,-,,,,,"1.641,92",,,,,,"1.641,92",,,,,,,,
ITAPARICA-BA,,,,,,BA,,,"108.969,14",,,,,,"350.175,57",,,,,"459.144,71",,,,,,"459.144,71",,,,,,,,
ITAPE-BA,,,,,,BA,,,"1.326,16",,,,,,-,,,,,"1.326,16",,,,,,"1.326,16",,,,,,,,
ITAPEBI-BA,,,,,,BA,,,"1.326,16",,,,,,-,,,,,"1.326,16",,,,,,"1.326,16",,,,,,,,
ITAPETINGA-BA,,,,,,BA,,,"2.147,12",,,,,,-,,,,,"2.147,12",,,,,,"2.147,12",,,,,,,,
ITAPICURU-BA,,,,,,BA,,,"1.831,37",,,,,,-,,,,,"1.831,37",,,,,,"1.831,37",,,,,,,,
ITAPITANGA-BA,,,,,,BA,,,"1.326,16",,,,,,-,,,,,"1.326,16",,,,,,"1.326,16",,,,,,,,
ITAQUARA-BA,,,,,,BA,,,"1.263,01",,,,,,-,,,,,"1.263,01",,,,,,"1.263,01",,,,,,,,
ITARANTIM-BA,,,,,,BA,,,"1.578,76",,,,,,-,,,,,"1.578,76",,,,,,"1.578,76",,,,,,,,
