ANADIA-AL,,,,,,,,AL,,,"849,29",,,,,,-,,,,,,,"849,29",,,,,,"6.381,75",,,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,,"1.132,38",,,,,,-,,,,,,,"1.132,38",,,,,,"8.509,00",,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,,"778,51",,,,,,-,,,,,,,"778,51",,,,,,"5.849,92",,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,,"707,74",,,,,,-,,,,,,,"707,74",,,,,,"5.318,12",,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,,"955,45",,,,,,-,,,,,,,"955,45",,,,,,"7.179,49",,,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,,"743,12",,,,,,-,,,,,,,"743,12",,,,,,"5.584,02",,,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,,"920,06",,,,,,-,,,,,,,"920,06",,,,,,"6.913,56",,,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,,"707,74",,,,,,-,,,,,,,"707,74",,,,,,"5.318,12",,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,,"1.097,00",,,,,,-,,,,,,,"1.097,00",,,,,,"8.243,11",,,,,,,,,,
CAPELA-AL,,,,,,,,AL,,,"849,29",,,,,,-,,,,,,,"849,29",,,,,,"6.381,75",,,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,,"707,74",,,,,,-,,,,,,,"707,74",,,,,,"5.318,12",,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,,"884,67",,,,,,-,,,,,,,"884,67",,,,,,"6.647,66",,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,,"1.429,46",,,,,,"260,63",,,,,,,"1.690,09",,,,,,"12.402,87",,,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,,"1.097.081,80",,,,,,"70.120,50",,,,,,,"1.167.202,30",,,,,,"8.364.082,40",,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,,"25.437,90",,,,,,"35.549,46",,,,,,,"60.987,36",,,,,,"458.274,48",,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,,"743,12",,,,,,-,,,,,,,"743,12",,,,,,"5.584,02",,,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,,"813,90",,,,,,-,,,,,,,"813,90",,,,,,"6.115,84",,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,,"920,06",,,,,,-,,,,,,,"920,06",,,,,,"6.913,56",,,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,,"707,74",,,,,,-,,,,,,,"707,74",,,,,,"5.318,12",,,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,,"707,74",,,,,,-,,,,,,,"707,74",,,,,,"5.318,12",,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,,"19.741,62",,,,,,"7.979,37",,,,,,,"27.720,99",,,,,,"84.813,96",,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,,"920,06",,,,,,-,,,,,,,"920,06",,,,,,"6.913,56",,,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,"52.309,99",,,,,,-,,,,,,,"52.309,99",,,,,,"239.038,57",,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,"955,45",,,,,,-,,,,,,,"955,45",,,,,,"7.179,49",,,,,,,,,,
MACEIO-AL,,,,,,,,AL,,,"104.980,52",,,,,,"34.207,87",,,,,,,"139.188,39",,,,,,"837.859,20",,,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,"955,45",,,,,,-,,,,,,,"955,45",,,,,,"7.179,49",,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,"116.344,32",,,,,,"122.419,39",,,,,,,"238.763,71",,,,,,"1.786.750,37",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,"955,45",,,,,,-,,,,,,,"955,45",,,,,,"7.179,49",,,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,,"813,90",,,,,,-,,,,,,,"813,90",,,,,,"6.115,84",,,,,,,,,,
MURICI-AL,,,,,,,,AL,,,"955,45",,,,,,-,,,,,,,"955,45",,,,,,"7.179,49",,,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,,"743,12",,,,,,-,,,,,,,"743,12",,,,,,"5.584,02",,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,,"707,74",,,,,,"11.164,39",,,,,,,"11.872,13",,,,,,"91.359,79",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,,"778,51",,,,,,-,,,,,,,"778,51",,,,,,"5.849,92",,,,,,,,,,
PENEDO-AL,,,,,,,,AL,,,"709.044,58",,,,,,-,,,,,,,"709.044,58",,,,,,"1.387.039,26",,,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,,"849,29",,,,,,-,,,,,,,"849,29",,,,,,"6.381,75",,,,,,,,,,
PILAR-AL,,,,,,,,AL,,,"166.159,24",,,,,,"106.533,63",,,,,,,"272.692,87",,,,,,"2.553.010,48",,,,,,,,,,
PINDOBA-AL,,,,,,,,AL,,,"707,74",,,,,,-,,,,,,,"707,74",,,,,,"5.318,12",,,,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,,"955,45",,,,,,-,,,,,,,"955,45",,,,,,"7.179,49",,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,,"743,12",,,,,,-,,,,,,,"743,12",,,,,,"5.584,02",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,,"849,29",,,,,,-,,,,,,,"849,29",,,,,,"6.381,75",,,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,,"70.791,42",,,,,,"11.708,92",,,,,,,"82.500,34",,,,,,"263.683,99",,,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,,"894,69",,,,,,"120,59",,,,,,,"1.015,28",,,,,,"10.552,99",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,,"54.486,86",,,,,,"1.400,52",,,,,,,"55.887,38",,,,,,"352.811,96",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,,"743,12",,,,,,-,,,,,,,"743,12",,,,,,"5.584,02",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,,"920,06",,,,,,-,,,,,,,"920,06",,,,,,"6.913,56",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,,"990,83",,,,,,-,,,,,,,"990,83",,,,,,"7.445,38",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,,"380.827,92",,,,,,"293.627,36",,,,,,,"674.455,28",,,,,,"4.805.947,91",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,,"707,74",,,,,,-,,,,,,,"707,74",,,,,,"5.318,12",,,,,,,,,,
SATUBA-AL,,,,,,,,AL,,,"740.500,54",,,,,,"20.399,80",,,,,,,"760.900,34",,,,,,"5.107.741,18",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,,"1.097,00",,,,,,-,,,,,,,"1.097,00",,,,,,"8.243,11",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"1.167,77",,,,,,-,,,,,,,"1.167,77",,,,,,"8.774,91",,,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"955,45",,,,,,-,,,,,,,"955,45",,,,,,"7.179,49",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"3.572.728,40",,,,,,"715.492,43",,,,,,,"4.288.220,83",,,,,,"26.595.748,71",,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,"3.306,16",,,,,,,"3.306,16",,,,,,"22.435,46",,,,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,"3.306,16",,,,,,,"3.306,16",,,,,,"22.435,46",,,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,"3.306,16",,,,,,,"3.306,16",,,,,,"22.435,46",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,"3.306,16",,,,,,,"3.306,16",,,,,,"22.435,46",,,,,,,,,,
COARI-AM,,,,,,,,AM,,,"2.492.798,64",,,,,,"2.430.801,48",,,,,,,"4.923.600,12",,,,,,"33.920.236,07",,,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,-,,,,,,"3.306,16",,,,,,,"3.306,16",,,,,,"22.435,46",,,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,"3.306,16",,,,,,,"3.306,16",,,,,,"22.435,46",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,"3.306,16",,,,,,,"3.306,16",,,,,,"22.435,46",,,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"73.608,41",,,,,,"84.614,05",,,,,,,"158.222,46",,,,,,"7.901.377,58",,,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,"7.511,74",,,,,,,"7.511,74",,,,,,"61.369,65",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"2.566.407,05",,,,,,"2.606.164,31",,,,,,,"5.172.571,36",,,,,,"42.530.988,72",,,,,,,,,,
