NOVA SOURE-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
OLINDINA-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
OURICANGAS-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
OUROLANDIA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
PARIPIRANGA-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
PAULO AFONSO-BA,,,,BA,,,,"101,42",,,,,,-,,,,,,,"101,42",,,,,,,"705,44",,,,,,,,,,
PE DE SERRA-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
PEDRAO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
PINTADAS-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
PIRITIBA-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
PLANALTINO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
PLANALTO-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
POCOES-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
POJUCA-BA,,,,BA,,,,"717.842,16",,,,,,"693.606,61",,,,,,,"1.411.448,77",,,,,,,"8.111.148,98",,,,,,,,,,
QUEIMADAS-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
QUIJINGUE-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
QUIXABEIRA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
RETIROLANDIA-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
RIO REAL-BA,,,,BA,,,,"79,49",,,,,,-,,,,,,,"79,49",,,,,,,"552,90",,,,,,,,,,
RUY BARBOSA-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,BA,,,,"1.593,03",,,,,,"189.682,14",,,,,,,"191.275,17",,,,,,,"947.966,66",,,,,,,,,,
SALVADOR-BA,,,,BA,,,,"3.034,35",,,,,,"189.682,14",,,,,,,"192.716,49",,,,,,,"957.991,80",,,,,,,,,,
SANTA BARBARA-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
SANTA BRIGIDA-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
SANTA INES-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
SANTA TERESINHA-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
SANTALUZ-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
SANTANOPOLIS-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
SANTO AMARO-BA,,,,BA,,,,"2.503,34",,,,,,"189.682,14",,,,,,,"192.185,48",,,,,,,"954.298,34",,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,BA,,,,"95,94",,,,,,-,,,,,,,"95,94",,,,,,,"667,30",,,,,,,,,,
SANTO ESTEVAO-BA,,,,BA,,,,"84,97",,,,,,-,,,,,,,"84,97",,,,,,,"591,03",,,,,,,,,,
SAO DOMINGOS-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
SAO FELIPE-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
SAO FELIX-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,BA,,,,"1.305.702,46",,,,,,"229.304,47",,,,,,,"1.535.006,93",,,,,,,"7.630.815,67",,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,BA,,,,"57,56",,,,,,-,,,,,,,"57,56",,,,,,,"400,37",,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,BA,,,,"296.600,45",,,,,,"210.324,31",,,,,,,"506.924,76",,,,,,,"2.916.659,31",,,,,,,,,,
SAPEACU-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
SATIRO DIAS-BA,,,,BA,,,,"62.042,52",,,,,,"31.608,13",,,,,,,"93.650,65",,,,,,,"446.243,71",,,,,,,,,,
SAUBARA-BA,,,,BA,,,,"1.593,03",,,,,,"189.682,14",,,,,,,"191.275,17",,,,,,,"947.966,66",,,,,,,,,,
SERRA PRETA-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
SERRINHA-BA,,,,BA,,,,"93,20",,,,,,-,,,,,,,"93,20",,,,,,,"648,24",,,,,,,,,,
SERROLANDIA-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
SIMOES FILHO-BA,,,,BA,,,,"87.240,63",,,,,,"4.113,23",,,,,,,"91.353,86",,,,,,,"529.582,62",,,,,,,,,,
SITIO DO QUINTO-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
TANQUINHO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
TAPIRAMUTA-BA,,,,BA,,,,"65,78",,,,,,-,,,,,,,"65,78",,,,,,,"457,57",,,,,,,,,,
TEODORO SAMPAIO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
TEOFILANDIA-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
TERRA NOVA-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"1.147,05",,,,,,,,,,
TUCANO-BA,,,,BA,,,,"87,71",,,,,,-,,,,,,,"87,71",,,,,,,"610,10",,,,,,,,,,
UAUA-BA,,,,BA,,,,"74,01",,,,,,-,,,,,,,"74,01",,,,,,,"514,78",,,,,,,,,,
UBAIRA-BA,,,,BA,,,,"71,27",,,,,,-,,,,,,,"71,27",,,,,,,"495,70",,,,,,,,,,
VALENTE-BA,,,,BA,,,,"68,53",,,,,,-,,,,,,,"68,53",,,,,,,"476,65",,,,,,,,,,
VARZEA DA ROCA-BA,,,,BA,,,,"60,30",,,,,,-,,,,,,,"60,30",,,,,,,"419,44",,,,,,,,,,
VARZEA DO POCO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
VARZEA NOVA-BA,,,,BA,,,,"63,04",,,,,,-,,,,,,,"63,04",,,,,,,"438,50",,,,,,,,,,
VARZEDO-BA,,,,BA,,,,"54,82",,,,,,-,,,,,,,"54,82",,,,,,,"381,31",,,,,,,,,,
VERA CRUZ-BA,,,,BA,,,,"76,75",,,,,,-,,,,,,,"76,75",,,,,,,"533,85",,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,BA,,,,"109,64",,,,,,-,,,,,,,"109,64",,,,,,,"762,63",,,,,,,,,,
BAHIA TOTAL,,,,,,,,"5.888.245,42",,,,,,"4.267.341,40",,,,,,,"10.155.586,82",,,,,,,"54.197.155,40",,,,,,,,,,
ACARAU-CE,,,,CE,,,,"3.267,03",,,,,,-,,,,,,,"3.267,03",,,,,,,"17.868,54",,,,,,,,,,
ALCANTARAS-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
AMONTADA-CE,,,,CE,,,,"68.195,28",,,,,,"71.795,92",,,,,,,"139.991,20",,,,,,,"834.231,33",,,,,,,,,,
APUIARES-CE,,,,CE,,,,"2.246,08",,,,,,-,,,,,,,"2.246,08",,,,,,,"12.284,61",,,,,,,,,,
AQUIRAZ-CE,,,,CE,,,,-,,,,,,"5.137,44",,,,,,,"5.137,44",,,,,,,"43.791,45",,,,,,,,,,
ARACATI-CE,,,,CE,,,,"704.616,46",,,,,,"14.340,33",,,,,,,"718.956,79",,,,,,,"3.854.941,73",,,,,,,,,,
ARARENDA-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
BARROQUINHA-CE,,,,CE,,,,"2.246,08",,,,,,-,,,,,,,"2.246,08",,,,,,,"12.284,61",,,,,,,,,,
BELA CRUZ-CE,,,,CE,,,,"2.858,65",,,,,,-,,,,,,,"2.858,65",,,,,,,"15.634,97",,,,,,,,,,
CAMOCIM-CE,,,,CE,,,,"3.267,03",,,,,,-,,,,,,,"3.267,03",,,,,,,"17.868,54",,,,,,,,,,
CANINDE-CE,,,,CE,,,,"3.471,22",,,,,,-,,,,,,,"3.471,22",,,,,,,"18.985,33",,,,,,,,,,
CARIDADE-CE,,,,CE,,,,"2.348,18",,,,,,-,,,,,,,"2.348,18",,,,,,,"12.843,02",,,,,,,,,,
CARIRE-CE,,,,CE,,,,"2.552,37",,,,,,-,,,,,,,"2.552,37",,,,,,,"13.959,80",,,,,,,,,,
CARNAUBAL-CE,,,,CE,,,,"2.348,18",,,,,,-,,,,,,,"2.348,18",,,,,,,"12.843,02",,,,,,,,,,
CATUNDA-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
CAUCAIA-CE,,,,CE,,,,-,,,,,,"5.137,44",,,,,,,"5.137,44",,,,,,,"43.791,45",,,,,,,,,,
CHAVAL-CE,,,,CE,,,,"2.246,08",,,,,,-,,,,,,,"2.246,08",,,,,,,"12.284,61",,,,,,,,,,
COREAU-CE,,,,CE,,,,"2.552,37",,,,,,-,,,,,,,"2.552,37",,,,,,,"13.959,80",,,,,,,,,,
CRATEUS-CE,,,,CE,,,,"3.471,22",,,,,,-,,,,,,,"3.471,22",,,,,,,"18.985,33",,,,,,,,,,
CROATA-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
CRUZ-CE,,,,CE,,,,"2.552,37",,,,,,-,,,,,,,"2.552,37",,,,,,,"13.959,80",,,,,,,,,,
FORQUILHA-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
FORTALEZA-CE,,,,CE,,,,"139.837,62",,,,,,"6.849,92",,,,,,,"146.687,54",,,,,,,"1.831.770,19",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRECHEIRINHA-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
GENERAL SAMPAIO-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
GRACA-CE,,,,CE,,,,"2.348,18",,,,,,-,,,,,,,"2.348,18",,,,,,,"12.843,02",,,,,,,,,,
GRANJA-CE,,,,CE,,,,"3.267,03",,,,,,-,,,,,,,"3.267,03",,,,,,,"17.868,54",,,,,,,,,,
GROAIRAS-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,CE,,,,"2.960,74",,,,,,-,,,,,,,"2.960,74",,,,,,,"16.193,35",,,,,,,,,,
HIDROLANDIA-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
IBIAPINA-CE,,,,CE,,,,"2.654,46",,,,,,-,,,,,,,"2.654,46",,,,,,,"14.518,18",,,,,,,,,,
ICAPUI-CE,,,,CE,,,,"92.319,95",,,,,,"12.410,67",,,,,,,"104.730,62",,,,,,,"613.958,39",,,,,,,,,,
INDEPENDENCIA-CE,,,,CE,,,,"2.756,56",,,,,,-,,,,,,,"2.756,56",,,,,,,"15.076,59",,,,,,,,,,
IPAPORANGA-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
IPU-CE,,,,CE,,,,"3.062,84",,,,,,-,,,,,,,"3.062,84",,,,,,,"16.751,76",,,,,,,,,,
IPUEIRAS-CE,,,,CE,,,,"3.062,84",,,,,,-,,,,,,,"3.062,84",,,,,,,"16.751,76",,,,,,,,,,
IRAUCUBA-CE,,,,CE,,,,"2.552,37",,,,,,-,,,,,,,"2.552,37",,,,,,,"13.959,80",,,,,,,,,,
ITAPAGE-CE,,,,CE,,,,"3.164,93",,,,,,-,,,,,,,"3.164,93",,,,,,,"17.310,15",,,,,,,,,,
ITAPIPOCA-CE,,,,CE,,,,"84.656,21",,,,,,"82.206,65",,,,,,,"166.862,86",,,,,,,"868.114,35",,,,,,,,,,
ITAREMA-CE,,,,CE,,,,"65.843,72",,,,,,"67.926,04",,,,,,,"133.769,76",,,,,,,"707.582,42",,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,CE,,,,"2.246,08",,,,,,-,,,,,,,"2.246,08",,,,,,,"12.284,61",,,,,,,,,,
MARCO-CE,,,,CE,,,,"2.654,46",,,,,,-,,,,,,,"2.654,46",,,,,,,"14.518,18",,,,,,,,,,
MARTINOPOLE-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
MASSAPE-CE,,,,CE,,,,"2.858,65",,,,,,-,,,,,,,"2.858,65",,,,,,,"15.634,97",,,,,,,,,,
MERUOCA-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
MIRAIMA-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
MONSENHOR TABOSA-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
MORAUJO-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
MORRINHOS-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
MUCAMBO-CE,,,,CE,,,,"2.246,08",,,,,,-,,,,,,,"2.246,08",,,,,,,"12.284,61",,,,,,,,,,
NOVA RUSSAS-CE,,,,CE,,,,"2.858,65",,,,,,-,,,,,,,"2.858,65",,,,,,,"15.634,97",,,,,,,,,,
NOVO ORIENTE-CE,,,,CE,,,,"2.756,56",,,,,,-,,,,,,,"2.756,56",,,,,,,"15.076,59",,,,,,,,,,
PACUJA-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
PARACURU-CE,,,,CE,,,,"63.492,16",,,,,,"94.332,60",,,,,,,"157.824,76",,,,,,,"925.572,41",,,,,,,,,,
PARAIPABA-CE,,,,CE,,,,"2.756,56",,,,,,"5.006,70",,,,,,,"7.763,26",,,,,,,"40.644,77",,,,,,,,,,
PARAMOTI-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
PENTECOSTE-CE,,,,CE,,,,"2.960,74",,,,,,-,,,,,,,"2.960,74",,,,,,,"16.193,35",,,,,,,,,,
PIRES FERREIRA-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
PORANGA-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
QUITERIANOPOLIS-CE,,,,CE,,,,"2.552,37",,,,,,-,,,,,,,"2.552,37",,,,,,,"13.959,80",,,,,,,,,,
RERIUTABA-CE,,,,CE,,,,"2.654,46",,,,,,-,,,,,,,"2.654,46",,,,,,,"14.518,18",,,,,,,,,,
SANTA QUITERIA-CE,,,,CE,,,,"3.164,93",,,,,,-,,,,,,,"3.164,93",,,,,,,"17.310,15",,,,,,,,,,
SANTANA DO ACARAU-CE,,,,CE,,,,"2.756,56",,,,,,-,,,,,,,"2.756,56",,,,,,,"15.076,59",,,,,,,,,,
SAO BENEDITO-CE,,,,CE,,,,"3.062,84",,,,,,-,,,,,,,"3.062,84",,,,,,,"16.751,76",,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,CE,,,,"2.960,74",,,,,,-,,,,,,,"2.960,74",,,,,,,"16.193,35",,,,,,,,,,
SAO LUIS DO CURU-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
SENADOR SA-CE,,,,CE,,,,"2.041,89",,,,,,-,,,,,,,"2.041,89",,,,,,,"11.167,82",,,,,,,,,,
SOBRAL-CE,,,,CE,,,,"4.083,79",,,,,,-,,,,,,,"4.083,79",,,,,,,"22.335,69",,,,,,,,,,
TAMBORIL-CE,,,,CE,,,,"2.756,56",,,,,,-,,,,,,,"2.756,56",,,,,,,"15.076,59",,,,,,,,,,
TEJUCUOCA-CE,,,,CE,,,,"2.246,08",,,,,,-,,,,,,,"2.246,08",,,,,,,"12.284,61",,,,,,,,,,
TIANGUA-CE,,,,CE,,,,"3.369,12",,,,,,-,,,,,,,"3.369,12",,,,,,,"18.426,93",,,,,,,,,,
TRAIRI-CE,,,,CE,,,,"72.898,40",,,,,,"122.589,31",,,,,,,"195.487,71",,,,,,,"1.008.634,13",,,,,,,,,,
TURURU-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBAJARA-CE,,,,CE,,,,"2.756,56",,,,,,-,,,,,,,"2.756,56",,,,,,,"15.076,59",,,,,,,,,,
UMIRIM-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
URUBURETAMA-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
URUOCA-CE,,,,CE,,,,"2.143,99",,,,,,-,,,,,,,"2.143,99",,,,,,,"11.726,22",,,,,,,,,,
VARJOTA-CE,,,,CE,,,,"2.450,27",,,,,,-,,,,,,,"2.450,27",,,,,,,"13.401,40",,,,,,,,,,
VICOSA DO CEARA-CE,,,,CE,,,,"3.164,93",,,,,,-,,,,,,,"3.164,93",,,,,,,"17.310,15",,,,,,,,,,
CEARA TOTAL,,,,,,,,"1.469.402,40",,,,,,"487.733,02",,,,,,,"1.957.135,42",,,,,,,"11.728.999,20",,,,,,,,,,
AFONSO CLAUDIO-ES,,,,ES,,,,"9.464,40",,,,,,-,,,,,,,"9.464,40",,,,,,,"35.345,98",,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,ES,,,,"7.179,89",,,,,,-,,,,,,,"7.179,89",,,,,,,"26.814,19",,,,,,,,,,
AGUIA BRANCA-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
ALEGRE-ES,,,,ES,,,,"9.138,05",,,,,,-,,,,,,,"9.138,05",,,,,,,"34.127,17",,,,,,,,,,
ALFREDO CHAVES-ES,,,,ES,,,,"7.179,89",,,,,,-,,,,,,,"7.179,89",,,,,,,"26.814,19",,,,,,,,,,
ALTO RIO NOVO-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
ANCHIETA-ES,,,,ES,,,,"71.476,00",,,,,,-,,,,,,,"71.476,00",,,,,,,"293.968,87",,,,,,,,,,
APIACA-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
ARACRUZ-ES,,,,ES,,,,"71.476,00",,,,,,"1.363.812,40",,,,,,,"1.435.288,40",,,,,,,"2.141.800,88",,,,,,,,,,
ATILIO VIVACQUA-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
BAIXO GUANDU-ES,,,,ES,,,,"8.811,69",,,,,,-,,,,,,,"8.811,69",,,,,,,"32.908,34",,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,ES,,,,"9.790,76",,,,,,-,,,,,,,"9.790,76",,,,,,,"36.564,81",,,,,,,,,,
BOA ESPERANCA-ES,,,,ES,,,,"7.179,89",,,,,,-,,,,,,,"7.179,89",,,,,,,"26.814,19",,,,,,,,,,
BOM JESUS DO NORTE-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
BREJETUBA-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,ES,,,,"13.054,35",,,,,,-,,,,,,,"13.054,35",,,,,,,"48.753,09",,,,,,,,,,
CARIACICA-ES,,,,ES,,,,"13.054,35",,,,,,-,,,,,,,"13.054,35",,,,,,,"48.753,09",,,,,,,,,,
CASTELO-ES,,,,ES,,,,"9.464,40",,,,,,-,,,,,,,"9.464,40",,,,,,,"35.345,98",,,,,,,,,,
COLATINA-ES,,,,ES,,,,"12.075,28",,,,,,-,,,,,,,"12.075,28",,,,,,,"45.096,61",,,,,,,,,,
CONCEICAO DA BARRA-ES,,,,ES,,,,"97.505,18",,,,,,"17.432,70",,,,,,,"114.937,88",,,,,,,"585.287,02",,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
DOMINGOS MARTINS-ES,,,,ES,,,,"9.138,05",,,,,,-,,,,,,,"9.138,05",,,,,,,"34.127,17",,,,,,,,,,
DORES DO RIO PRETO-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
ECOPORANGA-ES,,,,ES,,,,"8.485,33",,,,,,-,,,,,,,"8.485,33",,,,,,,"31.689,49",,,,,,,,,,
FUNDAO-ES,,,,ES,,,,"7.179,89",,,,,,"377.508,84",,,,,,,"384.688,73",,,,,,,"404.323,03",,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
GUACUI-ES,,,,ES,,,,"8.811,69",,,,,,-,,,,,,,"8.811,69",,,,,,,"32.908,34",,,,,,,,,,
GUARAPARI-ES,,,,ES,,,,"11.748,92",,,,,,-,,,,,,,"11.748,92",,,,,,,"43.877,78",,,,,,,,,,
IBATIBA-ES,,,,ES,,,,"8.158,97",,,,,,-,,,,,,,"8.158,97",,,,,,,"30.470,67",,,,,,,,,,
IBIRACU-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
IBITIRAMA-ES,,,,ES,,,,"6.527,17",,,,,,-,,,,,,,"6.527,17",,,,,,,"24.376,53",,,,,,,,,,
ICONHA-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
IRUPI-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
ITAGUACU-ES,,,,ES,,,,"7.506,25",,,,,,-,,,,,,,"7.506,25",,,,,,,"28.033,03",,,,,,,,,,
ITAPEMIRIM-ES,,,,ES,,,,"80.053,12",,,,,,-,,,,,,,"80.053,12",,,,,,,"866.138,61",,,,,,,,,,
ITARANA-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
IUNA-ES,,,,ES,,,,"8.811,69",,,,,,-,,,,,,,"8.811,69",,,,,,,"32.908,34",,,,,,,,,,
JAGUARE-ES,,,,ES,,,,"414.648,71",,,,,,"173.508,71",,,,,,,"588.157,42",,,,,,,"3.458.719,76",,,,,,,,,,
JERONIMO MONTEIRO-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
JOAO NEIVA-ES,,,,ES,,,,"7.506,25",,,,,,-,,,,,,,"7.506,25",,,,,,,"28.033,03",,,,,,,,,,
LARANJA DA TERRA-ES,,,,ES,,,,"6.853,53",,,,,,-,,,,,,,"6.853,53",,,,,,,"25.595,36",,,,,,,,,,
LINHARES-ES,,,,ES,,,,"1.533.224,56",,,,,,"359.666,27",,,,,,,"1.892.890,83",,,,,,,"8.726.869,86",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTENOPOLIS-ES,,,,ES,,,,"7.179,89",,,,,,-,,,,,,,"7.179,89",,,,,,,"26.814,19",,,,,,,,,,
MARATAIZES-ES,,,,ES,,,,"9.138,05",,,,,,-,,,,,,,"9.138,05",,,,,,,"110.768,81",,,,,,,,,,
