JITAUNA-BA,,,,BA,,,"726,04",,,,,,,-,,,,,,"726,04",,,,,"726,04",,,,,,,,,
JUCURUCU-BA,,,,BA,,,"640,02",,,,,,,-,,,,,,"640,02",,,,,"640,02",,,,,,,,,
JUSSARI-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
LAJE-BA,,,,BA,,,"806,52",,,,,,,-,,,,,,"806,52",,,,,"806,52",,,,,,,,,
LAJEDAO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
LAJEDINHO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
LAMARAO-BA,,,,BA,,,"652,63",,,,,,,-,,,,,,"652,63",,,,,"652,63",,,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,"1.243,71",,,,,,,-,,,,,,"1.243,71",,,,,"1.243,71",,,,,,,,,
MACAJUBA-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
MACARANI-BA,,,,BA,,,"744,96",,,,,,,-,,,,,,"744,96",,,,,"744,96",,,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,"991.693,21",,,,,,,"890.287,82",,,,,,"1.881.981,03",,,,,"1.881.981,03",,,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
MAIRI-BA,,,,BA,,,"763,13",,,,,,,-,,,,,,"763,13",,,,,"763,13",,,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,"701,58",,,,,,,-,,,,,,"701,58",,,,,"701,58",,,,,,,,,
MARACAS-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
MARAGOGIPE-BA,,,,BA,,,"40.096,51",,,,,,,-,,,,,,"40.096,51",,,,,"40.096,51",,,,,,,,,
MARAU-BA,,,,BA,,,"732,35",,,,,,,-,,,,,,"732,35",,,,,"732,35",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
MASCOTE-BA,,,,BA,,,"738,66",,,,,,,-,,,,,,"738,66",,,,,"738,66",,,,,,,,,
MATA DE SAO JOAO-BA,,,,BA,,,"170.597,72",,,,,,,"73.774,91",,,,,,"244.372,63",,,,,"244.372,63",,,,,,,,,
MEDEIROS NETO-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,"824,69",,,,,,,-,,,,,,"824,69",,,,,"824,69",,,,,,,,,
MILAGRES-BA,,,,BA,,,"640,02",,,,,,,-,,,,,,"640,02",,,,,"640,02",,,,,,,,,
MIRANTE-BA,,,,BA,,,"602,94",,,,,,,-,,,,,,"602,94",,,,,"602,94",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTE SANTO-BA,,,,BA,,,"984,88",,,,,,,-,,,,,,"984,88",,,,,"984,88",,,,,,,,,
MUCURI-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
MUNDO NOVO-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
MURITIBA-BA,,,,BA,,,"824,69",,,,,,,-,,,,,,"824,69",,,,,"824,69",,,,,,,,,
MUTUIPE-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
NAZARE-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
NILO PECANHA-BA,,,,BA,,,"683,42",,,,,,,-,,,,,,"683,42",,,,,"683,42",,,,,,,,,
NORDESTINA-BA,,,,BA,,,"683,42",,,,,,,-,,,,,,"683,42",,,,,"683,42",,,,,,,,,
NOVA CANAA-BA,,,,BA,,,"782,05",,,,,,,-,,,,,,"782,05",,,,,"782,05",,,,,,,,,
NOVA FATIMA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
NOVA IBIA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
NOVA ITARANA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
NOVA SOURE-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
NOVA VICOSA-BA,,,,BA,,,"892,55",,,,,,,-,,,,,,"892,55",,,,,"892,55",,,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
OLINDINA-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
OURICANGAS-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
OUROLANDIA-BA,,,,BA,,,"744,96",,,,,,,-,,,,,,"744,96",,,,,"744,96",,,,,,,,,
PARIPIRANGA-BA,,,,BA,,,"868,08",,,,,,,-,,,,,,"868,08",,,,,"868,08",,,,,,,,,
PAU BRASIL-BA,,,,BA,,,"677,11",,,,,,,-,,,,,,"677,11",,,,,"677,11",,,,,,,,,
PAULO AFONSO-BA,,,,BA,,,"1.138,77",,,,,,,-,,,,,,"1.138,77",,,,,"1.138,77",,,,,,,,,
PE DE SERRA-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
PEDRAO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,BA,,,"738,66",,,,,,,-,,,,,,"738,66",,,,,"738,66",,,,,,,,,
PINTADAS-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
PIRAI DO NORTE-BA,,,,BA,,,"609,25",,,,,,,-,,,,,,"609,25",,,,,"609,25",,,,,,,,,
PIRITIBA-BA,,,,BA,,,"843,61",,,,,,,-,,,,,,"843,61",,,,,"843,61",,,,,,,,,
PLANALTINO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
PLANALTO-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
POCOES-BA,,,,BA,,,"954,10",,,,,,,-,,,,,,"954,10",,,,,"954,10",,,,,,,,,
POJUCA-BA,,,,BA,,,"569.599,05",,,,,,,"478.257,27",,,,,,"1.047.856,32",,,,,"1.047.856,32",,,,,,,,,
PORTO SEGURO-BA,,,,BA,,,"1.182,15",,,,,,,-,,,,,,"1.182,15",,,,,"1.182,15",,,,,,,,,
POTIRAGUA-BA,,,,BA,,,"633,71",,,,,,,-,,,,,,"633,71",,,,,"633,71",,,,,,,,,
PRADO-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,BA,,,"806,52",,,,,,,-,,,,,,"806,52",,,,,"806,52",,,,,,,,,
QUEIMADAS-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
QUIJINGUE-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
QUIXABEIRA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
RETIROLANDIA-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,BA,,,"954,10",,,,,,,-,,,,,,"954,10",,,,,"954,10",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,BA,,,"707,88",,,,,,,-,,,,,,"707,88",,,,,"707,88",,,,,,,,,
RIO REAL-BA,,,,BA,,,"929,63",,,,,,,-,,,,,,"929,63",,,,,"929,63",,,,,,,,,
RUY BARBOSA-BA,,,,BA,,,"861,77",,,,,,,-,,,,,,"861,77",,,,,"861,77",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,BA,,,"27.864,12",,,,,,,"192.374,82",,,,,,"220.238,94",,,,,"220.238,94",,,,,,,,,
SALVADOR-BA,,,,BA,,,"50.662,04",,,,,,,"192.374,82",,,,,,"243.036,86",,,,,"243.036,86",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA BARBARA-BA,,,,BA,,,"775,75",,,,,,,-,,,,,,"775,75",,,,,"775,75",,,,,,,,,
SANTA BRIGIDA-BA,,,,BA,,,"701,58",,,,,,,-,,,,,,"701,58",,,,,"701,58",,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,BA,,,"837,30",,,,,,,-,,,,,,"837,30",,,,,"837,30",,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
SANTA INES-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
SANTA LUZIA-BA,,,,BA,,,"707,88",,,,,,,-,,,,,,"707,88",,,,,"707,88",,,,,,,,,
SANTA TERESINHA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
SANTALUZ-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
SANTANOPOLIS-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
SANTO AMARO-BA,,,,BA,,,"41.796,18",,,,,,,"192.374,82",,,,,,"234.171,00",,,,,"234.171,00",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,BA,,,"1.114,29",,,,,,,-,,,,,,"1.114,29",,,,,"1.114,29",,,,,,,,,
SANTO ESTEVAO-BA,,,,BA,,,"954,10",,,,,,,-,,,,,,"954,10",,,,,"954,10",,,,,,,,,
SAO DOMINGOS-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
SAO FELIPE-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
SAO FELIX-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,BA,,,"1.147.400,27",,,,,,,"569.649,01",,,,,,"1.717.049,28",,,,,"1.717.049,28",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,BA,,,"868,08",,,,,,,-,,,,,,"868,08",,,,,"868,08",,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,BA,,,"652,63",,,,,,,-,,,,,,"652,63",,,,,"652,63",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,BA,,,"646,33",,,,,,,-,,,,,,"646,33",,,,,"646,33",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,BA,,,"323.124,53",,,,,,,"175.375,12",,,,,,"498.499,65",,,,,"498.499,65",,,,,,,,,
SAPEACU-BA,,,,BA,,,"738,66",,,,,,,-,,,,,,"738,66",,,,,"738,66",,,,,,,,,
SATIRO DIAS-BA,,,,BA,,,"20.139,90",,,,,,,"9.875,71",,,,,,"30.015,61",,,,,"30.015,61",,,,,,,,,
SAUBARA-BA,,,,BA,,,"26.597,57",,,,,,,"192.374,82",,,,,,"218.972,39",,,,,"218.972,39",,,,,,,,,
SERRA PRETA-BA,,,,BA,,,"701,58",,,,,,,-,,,,,,"701,58",,,,,"701,58",,,,,,,,,
SERRINHA-BA,,,,BA,,,"1.046,44",,,,,,,-,,,,,,"1.046,44",,,,,"1.046,44",,,,,,,,,
SERROLANDIA-BA,,,,BA,,,"677,11",,,,,,,-,,,,,,"677,11",,,,,"677,11",,,,,,,,,
SIMOES FILHO-BA,,,,BA,,,"1.145,07",,,,,,,-,,,,,,"1.145,07",,,,,"1.145,07",,,,,,,,,
SITIO DO QUINTO-BA,,,,BA,,,"701,58",,,,,,,-,,,,,,"701,58",,,,,"701,58",,,,,,,,,
TANQUINHO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
TAPEROA-BA,,,,BA,,,"782,05",,,,,,,-,,,,,,"782,05",,,,,"782,05",,,,,,,,,
TAPIRAMUTA-BA,,,,BA,,,"738,66",,,,,,,-,,,,,,"738,66",,,,,"738,66",,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,BA,,,"1.175,85",,,,,,,-,,,,,,"1.175,85",,,,,"1.175,85",,,,,,,,,
TEODORO SAMPAIO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
TEOFILANDIA-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
TEOLANDIA-BA,,,,BA,,,"677,11",,,,,,,-,,,,,,"677,11",,,,,"677,11",,,,,,,,,
TERRA NOVA-BA,,,,BA,,,"677,11",,,,,,,-,,,,,,"677,11",,,,,"677,11",,,,,,,,,
TUCANO-BA,,,,BA,,,"984,88",,,,,,,-,,,,,,"984,88",,,,,"984,88",,,,,,,,,
UAUA-BA,,,,BA,,,"831,00",,,,,,,-,,,,,,"831,00",,,,,"831,00",,,,,,,,,
UBAIRA-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
UBAITABA-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
UBATA-BA,,,,BA,,,"837,30",,,,,,,-,,,,,,"837,30",,,,,"837,30",,,,,,,,,
UNA-BA,,,,BA,,,"824,69",,,,,,,-,,,,,,"824,69",,,,,"824,69",,,,,,,,,
URUCUCA-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
VALENCA-BA,,,,BA,,,"39.991,29",,,,,,,-,,,,,,"39.991,29",,,,,"39.991,29",,,,,,,,,
VALENTE-BA,,,,BA,,,"806,52",,,,,,,-,,,,,,"806,52",,,,,"806,52",,,,,,,,,
VARZEA DA ROCA-BA,,,,BA,,,"714,19",,,,,,,-,,,,,,"714,19",,,,,"714,19",,,,,,,,,
VARZEA DO POCO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
VARZEA NOVA-BA,,,,BA,,,"670,80",,,,,,,-,,,,,,"670,80",,,,,"670,80",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEDO-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
VERA CRUZ-BA,,,,BA,,,"898,86",,,,,,,-,,,,,,"898,86",,,,,"898,86",,,,,,,,,
VEREDA-BA,,,,BA,,,"615,55",,,,,,,-,,,,,,"615,55",,,,,"615,55",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,BA,,,"1.231,10",,,,,,,-,,,,,,"1.231,10",,,,,"1.231,10",,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,BA,,,"800,21",,,,,,,-,,,,,,"800,21",,,,,"800,21",,,,,,,,,
BAHIA  TOTAL,,,,,,,"6.027.113,63",,,,,,,"4.906.836,68",,,,,,"10.933.950,31",,,,,"10.933.950,31",,,,,,,,,
ACARAU-CE,,,,CE,,,"3.167,96",,,,,,,-,,,,,,"3.167,96",,,,,"3.167,96",,,,,,,,,
ALCANTARAS-CE,,,,CE,,,"2.078,97",,,,,,,-,,,,,,"2.078,97",,,,,"2.078,97",,,,,,,,,
AMONTADA-CE,,,,CE,,,"67.661,96",,,,,,,"76.000,08",,,,,,"143.662,04",,,,,"143.662,04",,,,,,,,,
APUIARES-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
AQUIRAZ-CE,,,,CE,,,-,,,,,,,"5.568,50",,,,,,"5.568,50",,,,,"5.568,50",,,,,,,,,
ARACATI-CE,,,,CE,,,"587.198,07",,,,,,,"19.752,29",,,,,,"606.950,36",,,,,"606.950,36",,,,,,,,,
ARARENDA-CE,,,,CE,,,"2.078,97",,,,,,,-,,,,,,"2.078,97",,,,,"2.078,97",,,,,,,,,
BARROQUINHA-CE,,,,CE,,,"2.276,97",,,,,,,-,,,,,,"2.276,97",,,,,"2.276,97",,,,,,,,,
BELA CRUZ-CE,,,,CE,,,"2.771,97",,,,,,,-,,,,,,"2.771,97",,,,,"2.771,97",,,,,,,,,
CAMOCIM-CE,,,,CE,,,"3.266,96",,,,,,,-,,,,,,"3.266,96",,,,,"3.266,96",,,,,,,,,
CANINDE-CE,,,,CE,,,"3.464,96",,,,,,,-,,,,,,"3.464,96",,,,,"3.464,96",,,,,,,,,
CARIDADE-CE,,,,CE,,,"2.375,97",,,,,,,-,,,,,,"2.375,97",,,,,"2.375,97",,,,,,,,,
CARIRE-CE,,,,CE,,,"2.474,97",,,,,,,-,,,,,,"2.474,97",,,,,"2.474,97",,,,,,,,,
CARNAUBAL-CE,,,,CE,,,"2.375,97",,,,,,,-,,,,,,"2.375,97",,,,,"2.375,97",,,,,,,,,
CATUNDA-CE,,,,CE,,,"2.078,97",,,,,,,-,,,,,,"2.078,97",,,,,"2.078,97",,,,,,,,,
CAUCAIA-CE,,,,CE,,,-,,,,,,,"5.568,50",,,,,,"5.568,50",,,,,"5.568,50",,,,,,,,,
CHAVAL-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
COREAU-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
CRATEUS-CE,,,,CE,,,"3.464,96",,,,,,,-,,,,,,"3.464,96",,,,,"3.464,96",,,,,,,,,
CROATA-CE,,,,CE,,,"2.375,97",,,,,,,-,,,,,,"2.375,97",,,,,"2.375,97",,,,,,,,,
CRUZ-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
FORQUILHA-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
FORTALEZA-CE,,,,CE,,,"133.101,98",,,,,,,"7.424,66",,,,,,"140.526,64",,,,,"140.526,64",,,,,,,,,
FRECHEIRINHA-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
GENERAL SAMPAIO-CE,,,,CE,,,"1.979,97",,,,,,,-,,,,,,"1.979,97",,,,,"1.979,97",,,,,,,,,
GRACA-CE,,,,CE,,,"2.276,97",,,,,,,-,,,,,,"2.276,97",,,,,"2.276,97",,,,,,,,,
GRANJA-CE,,,,CE,,,"3.167,96",,,,,,,-,,,,,,"3.167,96",,,,,"3.167,96",,,,,,,,,
GROAIRAS-CE,,,,CE,,,"1.979,97",,,,,,,-,,,,,,"1.979,97",,,,,"1.979,97",,,,,,,,,
GUARACIABA DO NORTE-CE,,,,CE,,,"2.969,96",,,,,,,-,,,,,,"2.969,96",,,,,"2.969,96",,,,,,,,,
HIDROLANDIA-CE,,,,CE,,,"2.474,97",,,,,,,-,,,,,,"2.474,97",,,,,"2.474,97",,,,,,,,,
HORIZONTE-CE,,,,CE,,,"518.985,74",,,,,,,-,,,,,,"518.985,74",,,,,"518.985,74",,,,,,,,,
IBIAPINA-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
ICAPUI-CE,,,,CE,,,"89.822,97",,,,,,,"15.804,53",,,,,,"105.627,50",,,,,"105.627,50",,,,,,,,,
INDEPENDENCIA-CE,,,,CE,,,"2.672,97",,,,,,,-,,,,,,"2.672,97",,,,,"2.672,97",,,,,,,,,
IPAPORANGA-CE,,,,CE,,,"2.078,97",,,,,,,-,,,,,,"2.078,97",,,,,"2.078,97",,,,,,,,,
IPU-CE,,,,CE,,,"2.969,96",,,,,,,-,,,,,,"2.969,96",,,,,"2.969,96",,,,,,,,,
IPUEIRAS-CE,,,,CE,,,"2.969,96",,,,,,,-,,,,,,"2.969,96",,,,,"2.969,96",,,,,,,,,
IRAUCUBA-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
ITAPAGE-CE,,,,CE,,,"3.068,96",,,,,,,-,,,,,,"3.068,96",,,,,"3.068,96",,,,,,,,,
ITAPIPOCA-CE,,,,CE,,,"83.449,75",,,,,,,"72.793,78",,,,,,"156.243,53",,,,,"156.243,53",,,,,,,,,
ITAREMA-CE,,,,CE,,,"65.406,56",,,,,,,"71.107,52",,,,,,"136.514,08",,,,,"136.514,08",,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,CE,,,"2.276,97",,,,,,,-,,,,,,"2.276,97",,,,,"2.276,97",,,,,,,,,
MARACANAU-CE,,,,CE,,,"510.926,97",,,,,,,-,,,,,,"510.926,97",,,,,"510.926,97",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
MARTINOPOLE-CE,,,,CE,,,"2.078,97",,,,,,,-,,,,,,"2.078,97",,,,,"2.078,97",,,,,,,,,
MASSAPE-CE,,,,CE,,,"2.870,96",,,,,,,-,,,,,,"2.870,96",,,,,"2.870,96",,,,,,,,,
MERUOCA-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
MIRAIMA-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
MONSENHOR TABOSA-CE,,,,CE,,,"2.375,97",,,,,,,-,,,,,,"2.375,97",,,,,"2.375,97",,,,,,,,,
MORAUJO-CE,,,,CE,,,"1.979,97",,,,,,,-,,,,,,"1.979,97",,,,,"1.979,97",,,,,,,,,
MORRINHOS-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
MUCAMBO-CE,,,,CE,,,"2.276,97",,,,,,,-,,,,,,"2.276,97",,,,,"2.276,97",,,,,,,,,
NOVA RUSSAS-CE,,,,CE,,,"2.771,97",,,,,,,-,,,,,,"2.771,97",,,,,"2.771,97",,,,,,,,,
NOVO ORIENTE-CE,,,,CE,,,"2.672,97",,,,,,,-,,,,,,"2.672,97",,,,,"2.672,97",,,,,,,,,
PACUJA-CE,,,,CE,,,"1.979,97",,,,,,,-,,,,,,"1.979,97",,,,,"1.979,97",,,,,,,,,
PARACURU-CE,,,,CE,,,"63.151,16",,,,,,,"87.947,59",,,,,,"151.098,75",,,,,"151.098,75",,,,,,,,,
PARAIPABA-CE,,,,CE,,,"2.771,97",,,,,,,"5.237,21",,,,,,"8.009,18",,,,,"8.009,18",,,,,,,,,
PARAMOTI-CE,,,,CE,,,"2.078,97",,,,,,,-,,,,,,"2.078,97",,,,,"2.078,97",,,,,,,,,
PENTECOSTE-CE,,,,CE,,,"2.870,96",,,,,,,-,,,,,,"2.870,96",,,,,"2.870,96",,,,,,,,,
PIRES FERREIRA-CE,,,,CE,,,"1.979,97",,,,,,,-,,,,,,"1.979,97",,,,,"1.979,97",,,,,,,,,
PORANGA-CE,,,,CE,,,"2.078,97",,,,,,,-,,,,,,"2.078,97",,,,,"2.078,97",,,,,,,,,
QUITERIANOPOLIS-CE,,,,CE,,,"2.573,97",,,,,,,-,,,,,,"2.573,97",,,,,"2.573,97",,,,,,,,,
RERIUTABA-CE,,,,CE,,,"2.474,97",,,,,,,-,,,,,,"2.474,97",,,,,"2.474,97",,,,,,,,,
SANTA QUITERIA-CE,,,,CE,,,"3.068,96",,,,,,,-,,,,,,"3.068,96",,,,,"3.068,96",,,,,,,,,
SANTANA DO ACARAU-CE,,,,CE,,,"2.771,97",,,,,,,-,,,,,,"2.771,97",,,,,"2.771,97",,,,,,,,,
SAO BENEDITO-CE,,,,CE,,,"3.068,96",,,,,,,-,,,,,,"3.068,96",,,,,"3.068,96",,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,CE,,,"510.042,18",,,,,,,-,,,,,,"510.042,18",,,,,"510.042,18",,,,,,,,,
SAO LUIS DO CURU-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
SENADOR SA-CE,,,,CE,,,"1.979,97",,,,,,,-,,,,,,"1.979,97",,,,,"1.979,97",,,,,,,,,
SOBRAL-CE,,,,CE,,,"3.959,95",,,,,,,-,,,,,,"3.959,95",,,,,"3.959,95",,,,,,,,,
TAMBORIL-CE,,,,CE,,,"2.672,97",,,,,,,-,,,,,,"2.672,97",,,,,"2.672,97",,,,,,,,,
TEJUCUOCA-CE,,,,CE,,,"2.276,97",,,,,,,-,,,,,,"2.276,97",,,,,"2.276,97",,,,,,,,,
TIANGUA-CE,,,,CE,,,"3.365,96",,,,,,,-,,,,,,"3.365,96",,,,,"3.365,96",,,,,,,,,
TRAIRI-CE,,,,CE,,,"72.172,76",,,,,,,"126.716,58",,,,,,"198.889,34",,,,,"198.889,34",,,,,,,,,
TURURU-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
UBAJARA-CE,,,,CE,,,"2.771,97",,,,,,,-,,,,,,"2.771,97",,,,,"2.771,97",,,,,,,,,
UMIRIM-CE,,,,CE,,,"2.474,97",,,,,,,-,,,,,,"2.474,97",,,,,"2.474,97",,,,,,,,,
URUBURETAMA-CE,,,,CE,,,"2.474,97",,,,,,,-,,,,,,"2.474,97",,,,,"2.474,97",,,,,,,,,
URUOCA-CE,,,,CE,,,"2.177,97",,,,,,,-,,,,,,"2.177,97",,,,,"2.177,97",,,,,,,,,
VARJOTA-CE,,,,CE,,,"2.375,97",,,,,,,-,,,,,,"2.375,97",,,,,"2.375,97",,,,,,,,,
VICOSA DO CEARA-CE,,,,CE,,,"3.167,96",,,,,,,-,,,,,,"3.167,96",,,,,"3.167,96",,,,,,,,,
CEARA  TOTAL,,,,,,,"2.874.771,89",,,,,,,"493.921,24",,,,,,"3.368.693,13",,,,,"3.368.693,13",,,,,,,,,
