GRANJA-CE,,,CE,,,"2.307,47",,,,,,,-,,,,,,,"2.307,47",,,,,,"17.825,59",,,,,,,,,,,,,,
GROAIRAS-CE,,,CE,,,"1.514,27",,,,,,,-,,,,,,,"1.514,27",,,,,,"11.698,03",,,,,,,,,,,,,,
GUARACIABA DO NORTE-CE,,,CE,,,"2.163,25",,,,,,,-,,,,,,,"2.163,25",,,,,,"16.711,49",,,,,,,,,,,,,,
HIDROLANDIA-CE,,,CE,,,"1.802,71",,,,,,,-,,,,,,,"1.802,71",,,,,,"13.926,23",,,,,,,,,,,,,,
HORIZONTE-CE,,,CE,,,"336.709,04",,,,,,,"631,36",,,,,,,"337.340,40",,,,,,"2.366.603,16",,,,,,,,,,,,,,
IBIAPINA-CE,,,CE,,,"1.874,82",,,,,,,-,,,,,,,"1.874,82",,,,,,"14.483,29",,,,,,,,,,,,,,
ICAPUI-CE,,,CE,,,"72.241,38",,,,,,,"10.576,69",,,,,,,"82.818,07",,,,,,"681.718,28",,,,,,,,,,,,,,
INDEPENDENCIA-CE,,,CE,,,"1.946,92",,,,,,,-,,,,,,,"1.946,92",,,,,,"15.040,33",,,,,,,,,,,,,,
IPAPORANGA-CE,,,CE,,,"1.514,27",,,,,,,-,,,,,,,"1.514,27",,,,,,"11.698,03",,,,,,,,,,,,,,
IPU-CE,,,CE,,,"2.235,36",,,,,,,-,,,,,,,"2.235,36",,,,,,"17.268,53",,,,,,,,,,,,,,
IPUEIRAS-CE,,,CE,,,"2.163,25",,,,,,,-,,,,,,,"2.163,25",,,,,,"16.711,49",,,,,,,,,,,,,,
IRAUCUBA-CE,,,CE,,,"1.874,82",,,,,,,-,,,,,,,"1.874,82",,,,,,"14.483,29",,,,,,,,,,,,,,
ITAPAGE-CE,,,CE,,,"2.307,47",,,,,,,-,,,,,,,"2.307,47",,,,,,"17.825,59",,,,,,,,,,,,,,
ITAPIPOCA-CE,,,CE,,,"311.853,96",,,,,,,"108.903,06",,,,,,,"420.757,02",,,,,,"3.169.229,45",,,,,,,,,,,,,,
ITAREMA-CE,,,CE,,,"48.933,37",,,,,,,"40.152,99",,,,,,,"89.086,36",,,,,,"710.380,89",,,,,,,,,,,,,,
JAGUARUANA-CE,,,CE,,,"6.591,66",,,,,,,"3.848,22",,,,,,,"10.439,88",,,,,,"328.438,90",,,,,,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,CE,,,"1.730,60",,,,,,,-,,,,,,,"1.730,60",,,,,,"13.369,18",,,,,,,,,,,,,,
MARACANAU-CE,,,CE,,,"313.690,11",,,,,,,"2.292,69",,,,,,,"315.982,80",,,,,,"2.060.444,86",,,,,,,,,,,,,,
MARCO-CE,,,CE,,,"1.946,92",,,,,,,-,,,,,,,"1.946,92",,,,,,"15.040,33",,,,,,,,,,,,,,
MARTINOPOLE-CE,,,CE,,,"1.514,27",,,,,,,-,,,,,,,"1.514,27",,,,,,"11.698,03",,,,,,,,,,,,,,
MASSAPE-CE,,,CE,,,"2.091,14",,,,,,,-,,,,,,,"2.091,14",,,,,,"16.154,43",,,,,,,,,,,,,,
MERUOCA-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
MIRAIMA-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
MONSENHOR TABOSA-CE,,,CE,,,"1.730,60",,,,,,,-,,,,,,,"1.730,60",,,,,,"13.369,18",,,,,,,,,,,,,,
MORAUJO-CE,,,CE,,,"1.442,17",,,,,,,-,,,,,,,"1.442,17",,,,,,"11.140,98",,,,,,,,,,,,,,
MORRINHOS-CE,,,CE,,,"1.874,82",,,,,,,-,,,,,,,"1.874,82",,,,,,"14.483,29",,,,,,,,,,,,,,
MUCAMBO-CE,,,CE,,,"1.658,49",,,,,,,-,,,,,,,"1.658,49",,,,,,"12.812,12",,,,,,,,,,,,,,
NOVA RUSSAS-CE,,,CE,,,"2.019,03",,,,,,,-,,,,,,,"2.019,03",,,,,,"15.597,38",,,,,,,,,,,,,,
NOVO ORIENTE-CE,,,CE,,,"1.946,92",,,,,,,-,,,,,,,"1.946,92",,,,,,"15.040,33",,,,,,,,,,,,,,
PACUJA-CE,,,CE,,,"1.442,17",,,,,,,-,,,,,,,"1.442,17",,,,,,"11.140,98",,,,,,,,,,,,,,
PARACURU-CE,,,CE,,,"45.671,15",,,,,,,"68.232,90",,,,,,,"113.904,05",,,,,,"897.139,87",,,,,,,,,,,,,,
PARAIPABA-CE,,,CE,,,"2.019,03",,,,,,,"2.029,58",,,,,,,"4.048,61",,,,,,"32.382,87",,,,,,,,,,,,,,
PARAMOTI-CE,,,CE,,,"1.514,27",,,,,,,-,,,,,,,"1.514,27",,,,,,"11.698,03",,,,,,,,,,,,,,
PENTECOSTE-CE,,,CE,,,"2.091,14",,,,,,,-,,,,,,,"2.091,14",,,,,,"16.154,43",,,,,,,,,,,,,,
PIRES FERREIRA-CE,,,CE,,,"1.514,27",,,,,,,-,,,,,,,"1.514,27",,,,,,"11.698,03",,,,,,,,,,,,,,
PORANGA-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUITERIANOPOLIS-CE,,,CE,,,"1.802,71",,,,,,,-,,,,,,,"1.802,71",,,,,,"13.926,23",,,,,,,,,,,,,,
RERIUTABA-CE,,,CE,,,"1.802,71",,,,,,,-,,,,,,,"1.802,71",,,,,,"13.926,23",,,,,,,,,,,,,,
SANTA QUITERIA-CE,,,CE,,,"2.235,36",,,,,,,-,,,,,,,"2.235,36",,,,,,"17.268,53",,,,,,,,,,,,,,
SANTANA DO ACARAU-CE,,,CE,,,"2.019,03",,,,,,,-,,,,,,,"2.019,03",,,,,,"15.597,38",,,,,,,,,,,,,,
SAO BENEDITO-CE,,,CE,,,"2.235,36",,,,,,,-,,,,,,,"2.235,36",,,,,,"17.268,53",,,,,,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,CE,,,"312.950,70",,,,,,,"1,33",,,,,,,"312.952,03",,,,,,"1.204.257,19",,,,,,,,,,,,,,
SAO LUIS DO CURU-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
SENADOR SA-CE,,,CE,,,"1.442,17",,,,,,,-,,,,,,,"1.442,17",,,,,,"11.140,98",,,,,,,,,,,,,,
SOBRAL-CE,,,CE,,,"2.884,34",,,,,,,-,,,,,,,"2.884,34",,,,,,"22.281,99",,,,,,,,,,,,,,
TAMBORIL-CE,,,CE,,,"1.946,92",,,,,,,-,,,,,,,"1.946,92",,,,,,"15.040,33",,,,,,,,,,,,,,
TEJUCUOCA-CE,,,CE,,,"1.730,60",,,,,,,-,,,,,,,"1.730,60",,,,,,"13.369,18",,,,,,,,,,,,,,
TIANGUA-CE,,,CE,,,"2.451,68",,,,,,,-,,,,,,,"2.451,68",,,,,,"18.939,69",,,,,,,,,,,,,,
TRAIRI-CE,,,CE,,,"52.195,60",,,,,,,"90.809,86",,,,,,,"143.005,46",,,,,,"1.086.424,44",,,,,,,,,,,,,,
TURURU-CE,,,CE,,,"1.658,49",,,,,,,-,,,,,,,"1.658,49",,,,,,"12.812,12",,,,,,,,,,,,,,
UBAJARA-CE,,,CE,,,"2.019,03",,,,,,,-,,,,,,,"2.019,03",,,,,,"15.597,38",,,,,,,,,,,,,,
UMIRIM-CE,,,CE,,,"1.802,71",,,,,,,-,,,,,,,"1.802,71",,,,,,"13.926,23",,,,,,,,,,,,,,
URUBURETAMA-CE,,,CE,,,"1.802,71",,,,,,,-,,,,,,,"1.802,71",,,,,,"13.926,23",,,,,,,,,,,,,,
URUOCA-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
VARJOTA-CE,,,CE,,,"1.730,60",,,,,,,-,,,,,,,"1.730,60",,,,,,"13.369,18",,,,,,,,,,,,,,
VICOSA DO CEARA-CE,,,CE,,,"2.307,47",,,,,,,-,,,,,,,"2.307,47",,,,,,"17.825,59",,,,,,,,,,,,,,
CEARA  TOTAL,,,,,,"2.998.503,65",,,,,,,"524.187,58",,,,,,,"3.522.691,23",,,,,,"23.874.939,36",,,,,,,,,,,,,,
AFONSO CLAUDIO-ES,,,ES,,,"186.877,43",,,,,,,-,,,,,,,"186.877,43",,,,,,"1.464.856,99",,,,,,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
AGUIA BRANCA-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
ALEGRE-ES,,,ES,,,"186.877,43",,,,,,,-,,,,,,,"186.877,43",,,,,,"1.464.856,99",,,,,,,,,,,,,,
ALFREDO CHAVES-ES,,,ES,,,"146.832,26",,,,,,,-,,,,,,,"146.832,26",,,,,,"1.150.959,03",,,,,,,,,,,,,,
ALTO RIO NOVO-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
ANCHIETA-ES,,,ES,,,"1.124.811,65",,,,,,,"991.133,96",,,,,,,"2.115.945,61",,,,,,"16.810.389,43",,,,,,,,,,,,,,
APIACA-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
ARACRUZ-ES,,,ES,,,"1.436.145,54",,,,,,,"1.049.485,27",,,,,,,"2.485.630,81",,,,,,"18.382.999,91",,,,,,,,,,,,,,
ATILIO VIVACQUA-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
BAIXO GUANDU-ES,,,ES,,,"186.877,43",,,,,,,-,,,,,,,"186.877,43",,,,,,"1.464.856,99",,,,,,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,ES,,,"206.900,02",,,,,,,-,,,,,,,"206.900,02",,,,,,"1.621.805,97",,,,,,,,,,,,,,
BOA ESPERANCA-ES,,,ES,,,"153.506,46",,,,,,,-,,,,,,,"153.506,46",,,,,,"1.203.275,37",,,,,,,,,,,,,,
BOM JESUS DO NORTE-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
BREJETUBA-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,ES,,,"266.967,77",,,,,,,-,,,,,,,"266.967,77",,,,,,"2.092.652,90",,,,,,,,,,,,,,
CARIACICA-ES,,,ES,,,"266.967,77",,,,,,,-,,,,,,,"266.967,77",,,,,,"2.092.652,90",,,,,,,,,,,,,,
CASTELO-ES,,,ES,,,"193.551,63",,,,,,,-,,,,,,,"193.551,63",,,,,,"1.517.173,34",,,,,,,,,,,,,,
COLATINA-ES,,,ES,,,"246.945,19",,,,,,,-,,,,,,,"246.945,19",,,,,,"1.935.703,92",,,,,,,,,,,,,,
CONCEICAO DA BARRA-ES,,,ES,,,"232.870,14",,,,,,,"19.277,69",,,,,,,"252.147,83",,,,,,"2.028.894,29",,,,,,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
DOMINGOS MARTINS-ES,,,ES,,,"186.877,43",,,,,,,-,,,,,,,"186.877,43",,,,,,"1.464.856,99",,,,,,,,,,,,,,
DORES DO RIO PRETO-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
ECOPORANGA-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
FUNDAO-ES,,,ES,,,"753.682,43",,,,,,,"168.423,09",,,,,,,"922.105,52",,,,,,"6.834.636,97",,,,,,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
GUACUI-ES,,,ES,,,"180.203,23",,,,,,,-,,,,,,,"180.203,23",,,,,,"1.412.540,69",,,,,,,,,,,,,,
GUARAPARI-ES,,,ES,,,"246.945,19",,,,,,,-,,,,,,,"246.945,19",,,,,,"1.935.703,92",,,,,,,,,,,,,,
IBATIBA-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
IBIRACU-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
IBITIRAMA-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
ICONHA-ES,,,ES,,,"146.832,26",,,,,,,-,,,,,,,"146.832,26",,,,,,"1.150.959,03",,,,,,,,,,,,,,
IRUPI-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
ITAGUACU-ES,,,ES,,,"153.506,46",,,,,,,-,,,,,,,"153.506,46",,,,,,"1.203.275,37",,,,,,,,,,,,,,
ITAPEMIRIM-ES,,,ES,,,"1.184.918,05",,,,,,,"6.560.057,73",,,,,,,"7.744.975,78",,,,,,"60.897.551,59",,,,,,,,,,,,,,
ITARANA-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
IUNA-ES,,,ES,,,"180.203,23",,,,,,,-,,,,,,,"180.203,23",,,,,,"1.412.540,69",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARE-ES,,,ES,,,"364.776,57",,,,,,,"103.155,95",,,,,,,"467.932,52",,,,,,"3.706.377,16",,,,,,,,,,,,,,
JERONIMO MONTEIRO-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
JOAO NEIVA-ES,,,ES,,,"153.506,46",,,,,,,-,,,,,,,"153.506,46",,,,,,"1.203.275,37",,,,,,,,,,,,,,
LARANJA DA TERRA-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
LINHARES-ES,,,ES,,,"6.051.606,44",,,,,,,"1.066.014,20",,,,,,,"7.117.620,64",,,,,,"56.632.257,51",,,,,,,,,,,,,,
MANTENOPOLIS-ES,,,ES,,,"146.832,26",,,,,,,-,,,,,,,"146.832,26",,,,,,"1.150.959,03",,,,,,,,,,,,,,
MARATAIZES-ES,,,ES,,,"910.699,60",,,,,,,"3.591.225,85",,,,,,,"4.501.925,45",,,,,,"36.516.294,97",,,,,,,,,,,,,,
MARECHAL FLORIANO-ES,,,ES,,,"153.506,46",,,,,,,-,,,,,,,"153.506,46",,,,,,"1.203.275,37",,,,,,,,,,,,,,
MARILANDIA-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
MIMOSO DO SUL-ES,,,ES,,,"180.203,23",,,,,,,-,,,,,,,"180.203,23",,,,,,"1.412.540,69",,,,,,,,,,,,,,
MONTANHA-ES,,,ES,,,"160.180,66",,,,,,,-,,,,,,,"160.180,66",,,,,,"1.255.591,71",,,,,,,,,,,,,,
MUCURICI-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
MUNIZ FREIRE-ES,,,ES,,,"166.854,85",,,,,,,-,,,,,,,"166.854,85",,,,,,"1.307.908,02",,,,,,,,,,,,,,
MUQUI-ES,,,ES,,,"153.506,46",,,,,,,-,,,,,,,"153.506,46",,,,,,"1.203.275,37",,,,,,,,,,,,,,
NOVA VENECIA-ES,,,ES,,,"206.900,02",,,,,,,-,,,,,,,"206.900,02",,,,,,"1.621.805,97",,,,,,,,,,,,,,
PANCAS-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
PEDRO CANARIO-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
PINHEIROS-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
PIUMA-ES,,,ES,,,"785.085,86",,,,,,,"412.064,94",,,,,,,"1.197.150,80",,,,,,"9.641.455,98",,,,,,,,,,,,,,
PONTO BELO-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
PRESIDENTE KENNEDY-ES,,,ES,,,"659.472,12",,,,,,,"9.813.864,16",,,,,,,"10.473.336,28",,,,,,"78.938.209,83",,,,,,,,,,,,,,
RIO BANANAL-ES,,,ES,,,"160.180,66",,,,,,,-,,,,,,,"160.180,66",,,,,,"1.255.591,71",,,,,,,,,,,,,,
RIO NOVO DO SUL-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
SANTA LEOPOLDINA-ES,,,ES,,,"146.832,26",,,,,,,-,,,,,,,"146.832,26",,,,,,"1.150.959,03",,,,,,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,ES,,,"193.551,63",,,,,,,-,,,,,,,"193.551,63",,,,,,"1.517.173,34",,,,,,,,,,,,,,
SANTA TERESA-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,ES,,,"186.877,43",,,,,,,-,,,,,,,"186.877,43",,,,,,"1.464.856,99",,,,,,,,,,,,,,
SAO JOSE DO CALCADO-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
SAO MATEUS-ES,,,ES,,,"2.293.892,99",,,,,,,"166.231,13",,,,,,,"2.460.124,12",,,,,,"22.078.810,41",,,,,,,,,,,,,,
SAO ROQUE DO CANAA-ES,,,ES,,,"140.158,08",,,,,,,-,,,,,,,"140.158,08",,,,,,"1.098.642,73",,,,,,,,,,,,,,
SERRA-ES,,,ES,,,"1.561.759,27",,,,,,,"471.546,61",,,,,,,"2.033.305,88",,,,,,"14.551.781,54",,,,,,,,,,,,,,
SOORETAMA-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
VARGEM ALTA-ES,,,ES,,,"166.854,85",,,,,,,-,,,,,,,"166.854,85",,,,,,"1.307.908,02",,,,,,,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,ES,,,"173.529,05",,,,,,,-,,,,,,,"173.529,05",,,,,,"1.360.224,38",,,,,,,,,,,,,,
VIANA-ES,,,ES,,,"532.544,49",,,,,,,"5.280,73",,,,,,,"537.825,22",,,,,,"3.874.239,20",,,,,,,,,,,,,,
VILA PAVAO-ES,,,ES,,,"133.483,88",,,,,,,-,,,,,,,"133.483,88",,,,,,"1.046.326,40",,,,,,,,,,,,,,
VILA VALERIO-ES,,,ES,,,"146.832,26",,,,,,,-,,,,,,,"146.832,26",,,,,,"1.150.959,03",,,,,,,,,,,,,,
VILA VELHA-ES,,,ES,,,"1.256.137,38",,,,,,,-,,,,,,,"1.256.137,38",,,,,,"9.846.355,51",,,,,,,,,,,,,,
VITORIA-ES,,,ES,,,"1.561.759,27",,,,,,,"76.722,96",,,,,,,"1.638.482,23",,,,,,"12.534.117,13",,,,,,,,,,,,,,
ESPIRITO SANTO  TOTAL,,,,,,"30.981.746,48",,,,,,,"24.494.484,27",,,,,,,"55.476.230,75",,,,,,"433.789.189,50",,,,,,,,,,,,,,
SANTO ANTONIO DOS LOPES-MA,,,MA,,,"475.456,47",,,,,,,"589.359,37",,,,,,,"1.064.815,84",,,,,,"8.335.004,33",,,,,,,,,,,,,,
MARANHAO TOTAL,,,,,,"475.456,47",,,,,,,"589.359,37",,,,,,,"1.064.815,84",,,,,,"8.366.510,89",,,,,,,,,,,,,,
BARBACENA-MG,,,MG,,,"305.621,89",,,,,,,"195,38",,,,,,,"305.817,27",,,,,,"2.049.951,99",,,,,,,,,,,,,,
BETIM-MG,,,MG,,,"305.622,89",,,,,,,"75.378,82",,,,,,,"381.001,71",,,,,,"2.637.749,79",,,,,,,,,,,,,,
BRUMADINHO-MG,,,MG,,,"305.621,89",,,,,,,"10.493,91",,,,,,,"316.115,80",,,,,,"2.128.487,26",,,,,,,,,,,,,,
JUIZ DE FORA-MG,,,MG,,,"305.621,89",,,,,,,"25.262,88",,,,,,,"330.884,77",,,,,,"2.242.782,22",,,,,,,,,,,,,,
SAO BRAS DO SUACUI-MG,,,MG,,,"305.621,89",,,,,,,"53.455,21",,,,,,,"359.077,10",,,,,,"2.497.542,24",,,,,,,,,,,,,,
MINAS GERAIS  TOTAL,,,,,,"1.528.110,45",,,,,,,"164.786,20",,,,,,,"1.692.896,65",,,,,,"11.556.513,50",,,,,,,,,,,,,,
AFUA-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
ALENQUER-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
ALMEIRIM-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
ANAJAS-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
BREVES-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
CHAVES-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
CURUA-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
FARO-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
GURUPA-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
JURUTI-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELGACO-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
MONTE ALEGRE-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
OBIDOS-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
PORTO DE MOZ-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
PRAINHA-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
SANTAREM-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
TERRA SANTA-PA,,,PA,,,-,,,,,,,"6.911,80",,,,,,,"6.911,80",,,,,,"49.137,61",,,,,,,,,,,,,,
PARA  TOTAL,,,,,,-,,,,,,,"117.500,60",,,,,,,"117.500,60",,,,,,"835.339,37",,,,,,,,,,,,,,
ALHANDRA-PB,,,PB,,,"815.539,22",,,,,,,-,,,,,,,"815.539,22",,,,,,"7.478.543,45",,,,,,,,,,,,,,
BAYEUX-PB,,,PB,,,"273.616,45",,,,,,,-,,,,,,,"273.616,45",,,,,,"2.704.521,16",,,,,,,,,,,,,,
MAMANGUAPE-PB,,,PB,,,"344.246,79",,,,,,,"91,06",,,,,,,"344.337,85",,,,,,"2.124.096,35",,,,,,,,,,,,,,
PEDRAS DE FOGO-PB,,,PB,,,"344.246,79",,,,,,,"1.481,28",,,,,,,"345.728,07",,,,,,"2.131.414,42",,,,,,,,,,,,,,
SANTA RITA-PB,,,PB,,,"344.246,79",,,,,,,"1.866,84",,,,,,,"346.113,63",,,,,,"2.135.467,79",,,,,,,,,,,,,,
PARAIBA  TOTAL,,,,,,"2.121.896,04",,,,,,,"3.439,18",,,,,,,"2.125.335,22",,,,,,"16.574.043,17",,,,,,,,,,,,,,
ABREU E LIMA-PE,,,PE,,,"56.218,77",,,,,,,-,,,,,,,"56.218,77",,,,,,"2.606.437,97",,,,,,,,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,PE,,,"815.539,22",,,,,,,"235.623,67",,,,,,,"1.051.162,89",,,,,,"8.478.635,34",,,,,,,,,,,,,,
GOIANA-PE,,,PE,,,"344.246,79",,,,,,,"2.459,20",,,,,,,"346.705,99",,,,,,"2.131.124,47",,,,,,,,,,,,,,
IGARASSU-PE,,,PE,,,"344.246,79",,,,,,,"1.258,20",,,,,,,"345.504,99",,,,,,"2.133.058,36",,,,,,,,,,,,,,
IPOJUCA-PE,,,PE,,,"344.247,00",,,,,,,"339.377,36",,,,,,,"683.624,36",,,,,,"3.801.863,20",,,,,,,,,,,,,,
ITAQUITINGA-PE,,,PE,,,"14,24",,,,,,,-,,,,,,,"14,24",,,,,,"214,47",,,,,,,,,,,,,,
JABOATAO DOS GUARARAPES-PE,,,PE,,,"344.246,79",,,,,,,"1.984,41",,,,,,,"346.231,20",,,,,,"2.133.205,56",,,,,,,,,,,,,,
PAULISTA-PE,,,PE,,,"1.016.551,38",,,,,,,-,,,,,,,"1.016.551,38",,,,,,"8.408.343,12",,,,,,,,,,,,,,
SAO LOURENCO DA MATA-PE,,,PE,,,"344.246,79",,,,,,,"3.437,40",,,,,,,"347.684,19",,,,,,"2.137.762,73",,,,,,,,,,,,,,
SIRINHAEM-PE,,,PE,,,-,,,,,,,"235.623,67",,,,,,,"235.623,67",,,,,,"979.819,47",,,,,,,,,,,,,,
PERNAMBUCO  TOTAL,,,,,,"3.609.557,77",,,,,,,"819.763,91",,,,,,,"4.429.321,68",,,,,,"32.810.464,69",,,,,,,,,,,,,,
SAO MATEUS DO SUL-PR,,,PR,,,"132.413,43",,,,,,,-,,,,,,,"132.413,43",,,,,,"1.073.977,26",,,,,,,,,,,,,,
PARANA  TOTAL,,,,,,"132.413,43",,,,,,,-,,,,,,,"132.413,43",,,,,,"1.073.977,26",,,,,,,,,,,,,,
