INDEPENDENCIA-CE,,,,,CE,,,,"2.887,11",,,,,,,,,-,,,,,,,"2.887,11",,,,,,"5.560,08",,,,,,,,,,
IPAPORANGA-CE,,,,,CE,,,,"2.245,53",,,,,,,,,-,,,,,,,"2.245,53",,,,,,"4.324,50",,,,,,,,,,
IPU-CE,,,,,CE,,,,"3.207,90",,,,,,,,,-,,,,,,,"3.207,90",,,,,,"6.177,86",,,,,,,,,,
IPUEIRAS-CE,,,,,CE,,,,"3.207,90",,,,,,,,,-,,,,,,,"3.207,90",,,,,,"6.177,86",,,,,,,,,,
IRAUCUBA-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
ITAPAGE-CE,,,,,CE,,,,"3.314,83",,,,,,,,,-,,,,,,,"3.314,83",,,,,,"6.383,79",,,,,,,,,,
ITAPIPOCA-CE,,,,,CE,,,,"90.135,30",,,,,,,,,"80.150,15",,,,,,,"170.285,45",,,,,,"326.528,98",,,,,,,,,,
ITAREMA-CE,,,,,CE,,,,"70.646,58",,,,,,,,,"75.606,51",,,,,,,"146.253,09",,,,,,"282.767,17",,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,CE,,,,"2.459,39",,,,,,,,,-,,,,,,,"2.459,39",,,,,,"4.736,36",,,,,,,,,,
MARACANAU-CE,,,,,CE,,,,"570.460,86",,,,,,,,,-,,,,,,,"570.460,86",,,,,,"1.081.387,83",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
MARTINOPOLE-CE,,,,,CE,,,,"2.245,53",,,,,,,,,-,,,,,,,"2.245,53",,,,,,"4.324,50",,,,,,,,,,
MASSAPE-CE,,,,,CE,,,,"3.100,97",,,,,,,,,-,,,,,,,"3.100,97",,,,,,"5.971,93",,,,,,,,,,
MERUOCA-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
MIRAIMA-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
MONSENHOR TABOSA-CE,,,,,CE,,,,"2.566,32",,,,,,,,,-,,,,,,,"2.566,32",,,,,,"4.942,29",,,,,,,,,,
MORAUJO-CE,,,,,CE,,,,"2.138,60",,,,,,,,,-,,,,,,,"2.138,60",,,,,,"4.118,57",,,,,,,,,,
MORRINHOS-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
MUCAMBO-CE,,,,,CE,,,,"2.459,39",,,,,,,,,-,,,,,,,"2.459,39",,,,,,"4.736,36",,,,,,,,,,
NOVA RUSSAS-CE,,,,,CE,,,,"2.994,04",,,,,,,,,-,,,,,,,"2.994,04",,,,,,"5.766,01",,,,,,,,,,
NOVO ORIENTE-CE,,,,,CE,,,,"2.887,11",,,,,,,,,-,,,,,,,"2.887,11",,,,,,"5.560,08",,,,,,,,,,
PACUJA-CE,,,,,CE,,,,"2.138,60",,,,,,,,,-,,,,,,,"2.138,60",,,,,,"4.118,57",,,,,,,,,,
PARACURU-CE,,,,,CE,,,,"68.210,50",,,,,,,,,"99.003,55",,,,,,,"167.214,05",,,,,,"318.312,80",,,,,,,,,,
PARAIPABA-CE,,,,,CE,,,,"2.994,04",,,,,,,,,"5.564,16",,,,,,,"8.558,20",,,,,,"16.567,38",,,,,,,,,,
PARAMOTI-CE,,,,,CE,,,,"2.245,53",,,,,,,,,-,,,,,,,"2.245,53",,,,,,"4.324,50",,,,,,,,,,
PENTECOSTE-CE,,,,,CE,,,,"3.100,97",,,,,,,,,-,,,,,,,"3.100,97",,,,,,"5.971,93",,,,,,,,,,
PIRES FERREIRA-CE,,,,,CE,,,,"2.138,60",,,,,,,,,-,,,,,,,"2.138,60",,,,,,"4.118,57",,,,,,,,,,
PORANGA-CE,,,,,CE,,,,"2.245,53",,,,,,,,,-,,,,,,,"2.245,53",,,,,,"4.324,50",,,,,,,,,,
QUITERIANOPOLIS-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
RERIUTABA-CE,,,,,CE,,,,"2.673,25",,,,,,,,,-,,,,,,,"2.673,25",,,,,,"5.148,22",,,,,,,,,,
SANTA QUITERIA-CE,,,,,CE,,,,"3.314,83",,,,,,,,,-,,,,,,,"3.314,83",,,,,,"6.383,79",,,,,,,,,,
SANTANA DO ACARAU-CE,,,,,CE,,,,"2.994,04",,,,,,,,,-,,,,,,,"2.994,04",,,,,,"5.766,01",,,,,,,,,,
SAO BENEDITO-CE,,,,,CE,,,,"3.314,83",,,,,,,,,-,,,,,,,"3.314,83",,,,,,"6.383,79",,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,CE,,,,"573.775,69",,,,,,,,,-,,,,,,,"573.775,69",,,,,,"1.083.817,87",,,,,,,,,,
SAO LUIS DO CURU-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
SENADOR SA-CE,,,,,CE,,,,"2.138,60",,,,,,,,,-,,,,,,,"2.138,60",,,,,,"4.118,57",,,,,,,,,,
SOBRAL-CE,,,,,CE,,,,"4.277,20",,,,,,,,,-,,,,,,,"4.277,20",,,,,,"8.237,15",,,,,,,,,,
TAMBORIL-CE,,,,,CE,,,,"2.887,11",,,,,,,,,-,,,,,,,"2.887,11",,,,,,"5.560,08",,,,,,,,,,
TEJUCUOCA-CE,,,,,CE,,,,"2.459,39",,,,,,,,,-,,,,,,,"2.459,39",,,,,,"4.736,36",,,,,,,,,,
TIANGUA-CE,,,,,CE,,,,"3.635,62",,,,,,,,,-,,,,,,,"3.635,62",,,,,,"7.001,58",,,,,,,,,,
TRAIRI-CE,,,,,CE,,,,"77.954,85",,,,,,,,,"132.950,98",,,,,,,"210.905,83",,,,,,"409.795,17",,,,,,,,,,
TURURU-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
UBAJARA-CE,,,,,CE,,,,"2.994,04",,,,,,,,,-,,,,,,,"2.994,04",,,,,,"5.766,01",,,,,,,,,,
UMIRIM-CE,,,,,CE,,,,"2.673,25",,,,,,,,,-,,,,,,,"2.673,25",,,,,,"5.148,22",,,,,,,,,,
URUBURETAMA-CE,,,,,CE,,,,"2.673,25",,,,,,,,,-,,,,,,,"2.673,25",,,,,,"5.148,22",,,,,,,,,,
URUOCA-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
VARJOTA-CE,,,,,CE,,,,"2.566,32",,,,,,,,,-,,,,,,,"2.566,32",,,,,,"4.942,29",,,,,,,,,,
VICOSA DO CEARA-CE,,,,,CE,,,,"3.421,76",,,,,,,,,-,,,,,,,"3.421,76",,,,,,"6.589,72",,,,,,,,,,
CEARA  TOTAL,,,,,,,,,"3.149.414,72",,,,,,,,,"549.339,07",,,,,,,"3.698.753,79",,,,,,"7.067.446,92",,,,,,,,,,
AFONSO CLAUDIO-ES,,,,,ES,,,,"64.589,16",,,,,,,,,-,,,,,,,"64.589,16",,,,,,"124.272,43",,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,ES,,,,"48.444,13",,,,,,,,,-,,,,,,,"48.444,13",,,,,,"93.298,20",,,,,,,,,,
AGUIA BRANCA-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
ALEGRE-ES,,,,,ES,,,,"64.580,13",,,,,,,,,-,,,,,,,"64.580,13",,,,,,"123.896,95",,,,,,,,,,
ALFREDO CHAVES-ES,,,,,ES,,,,"50.741,53",,,,,,,,,-,,,,,,,"50.741,53",,,,,,"97.347,60",,,,,,,,,,
ALTO RIO NOVO-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
ANCHIETA-ES,,,,,ES,,,,"314.048,10",,,,,,,,,-,,,,,,,"314.048,10",,,,,,"616.170,16",,,,,,,,,,
APIACA-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
ARACRUZ-ES,,,,,ES,,,,"500.545,70",,,,,,,,,"2.781.852,40",,,,,,,"3.282.398,10",,,,,,"6.445.410,00",,,,,,,,,,
ATILIO VIVACQUA-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAIXO GUANDU-ES,,,,,ES,,,,"64.571,10",,,,,,,,,-,,,,,,,"64.571,10",,,,,,"123.521,46",,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,ES,,,,"69.193,00",,,,,,,,,-,,,,,,,"69.193,00",,,,,,"132.746,73",,,,,,,,,,
BOA ESPERANCA-ES,,,,,ES,,,,"50.741,53",,,,,,,,,-,,,,,,,"50.741,53",,,,,,"97.347,60",,,,,,,,,,
BOM JESUS DO NORTE-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
BREJETUBA-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,ES,,,,"92.257,33",,,,,,,,,-,,,,,,,"92.257,33",,,,,,"176.995,65",,,,,,,,,,
CARIACICA-ES,,,,,ES,,,,"92.257,33",,,,,,,,,-,,,,,,,"92.257,33",,,,,,"176.995,65",,,,,,,,,,
CASTELO-ES,,,,,ES,,,,"66.886,56",,,,,,,,,-,,,,,,,"66.886,56",,,,,,"128.321,83",,,,,,,,,,
COLATINA-ES,,,,,ES,,,,"85.338,03",,,,,,,,,-,,,,,,,"85.338,03",,,,,,"163.720,97",,,,,,,,,,
CONCEICAO DA BARRA-ES,,,,,ES,,,,"143.007,70",,,,,,,,,"28.609,88",,,,,,,"171.617,58",,,,,,"340.181,16",,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
DOMINGOS MARTINS-ES,,,,,ES,,,,"64.580,13",,,,,,,,,-,,,,,,,"64.580,13",,,,,,"123.896,95",,,,,,,,,,
DORES DO RIO PRETO-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
ECOPORANGA-ES,,,,,ES,,,,"59.967,26",,,,,,,,,-,,,,,,,"59.967,26",,,,,,"115.047,16",,,,,,,,,,
FUNDAO-ES,,,,,ES,,,,"398.619,55",,,,,,,,,"404.883,84",,,,,,,"803.503,39",,,,,,"1.575.729,46",,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
GUACUI-ES,,,,,ES,,,,"62.273,70",,,,,,,,,-,,,,,,,"62.273,70",,,,,,"119.472,06",,,,,,,,,,
GUARAPARI-ES,,,,,ES,,,,"85.328,99",,,,,,,,,-,,,,,,,"85.328,99",,,,,,"163.345,47",,,,,,,,,,
IBATIBA-ES,,,,,ES,,,,"57.660,83",,,,,,,,,-,,,,,,,"57.660,83",,,,,,"110.622,28",,,,,,,,,,
IBIRACU-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
IBITIRAMA-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
ICONHA-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
IRUPI-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
ITAGUACU-ES,,,,,ES,,,,"50.750,56",,,,,,,,,-,,,,,,,"50.750,56",,,,,,"97.723,09",,,,,,,,,,
ITAPEMIRIM-ES,,,,,ES,,,,"351.733,88",,,,,,,,,"1.062.862,35",,,,,,,"1.414.596,23",,,,,,"2.675.971,53",,,,,,,,,,
ITARANA-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
IUNA-ES,,,,,ES,,,,"62.273,70",,,,,,,,,-,,,,,,,"62.273,70",,,,,,"119.472,06",,,,,,,,,,
JAGUARE-ES,,,,,ES,,,,"525.478,18",,,,,,,,,"211.876,98",,,,,,,"737.355,16",,,,,,"1.425.040,31",,,,,,,,,,
JERONIMO MONTEIRO-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
JOAO NEIVA-ES,,,,,ES,,,,"53.047,96",,,,,,,,,-,,,,,,,"53.047,96",,,,,,"101.772,49",,,,,,,,,,
LARANJA DA TERRA-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
LINHARES-ES,,,,,ES,,,,"3.094.032,68",,,,,,,,,"537.106,29",,,,,,,"3.631.138,97",,,,,,"6.696.664,17",,,,,,,,,,
MANTENOPOLIS-ES,,,,,ES,,,,"48.444,13",,,,,,,,,-,,,,,,,"48.444,13",,,,,,"93.298,20",,,,,,,,,,
MARATAIZES-ES,,,,,ES,,,,"64.580,13",,,,,,,,,"151.723,83",,,,,,,"216.303,96",,,,,,"407.379,02",,,,,,,,,,
MARECHAL FLORIANO-ES,,,,,ES,,,,"50.741,53",,,,,,,,,-,,,,,,,"50.741,53",,,,,,"97.347,60",,,,,,,,,,
MARILANDIA-ES,,,,,ES,,,,"48.426,06",,,,,,,,,-,,,,,,,"48.426,06",,,,,,"92.547,21",,,,,,,,,,
MIMOSO DO SUL-ES,,,,,ES,,,,"62.273,70",,,,,,,,,-,,,,,,,"62.273,70",,,,,,"119.472,06",,,,,,,,,,
MONTANHA-ES,,,,,ES,,,,"55.354,40",,,,,,,,,-,,,,,,,"55.354,40",,,,,,"106.197,39",,,,,,,,,,
MUCURICI-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
MUNIZ FREIRE-ES,,,,,ES,,,,"57.660,83",,,,,,,,,-,,,,,,,"57.660,83",,,,,,"110.622,28",,,,,,,,,,
MUQUI-ES,,,,,ES,,,,"50.741,53",,,,,,,,,-,,,,,,,"50.741,53",,,,,,"97.347,60",,,,,,,,,,
NOVA VENECIA-ES,,,,,ES,,,,"71.499,43",,,,,,,,,-,,,,,,,"71.499,43",,,,,,"137.171,62",,,,,,,,,,
PANCAS-ES,,,,,ES,,,,"57.669,86",,,,,,,,,-,,,,,,,"57.669,86",,,,,,"110.997,77",,,,,,,,,,
PEDRO CANARIO-ES,,,,,ES,,,,"59.967,26",,,,,,,,,-,,,,,,,"59.967,26",,,,,,"115.047,16",,,,,,,,,,
PINHEIROS-ES,,,,,ES,,,,"59.967,26",,,,,,,,,-,,,,,,,"59.967,26",,,,,,"115.047,16",,,,,,,,,,
PIUMA-ES,,,,,ES,,,,"55.345,36",,,,,,,,,-,,,,,,,"55.345,36",,,,,,"105.821,89",,,,,,,,,,
PONTO BELO-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,,ES,,,,"264.466,42",,,,,,,,,"2.171.986,23",,,,,,,"2.436.452,65",,,,,,"4.247.492,63",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO BANANAL-ES,,,,,ES,,,,"55.354,40",,,,,,,,,-,,,,,,,"55.354,40",,,,,,"106.197,39",,,,,,,,,,
RIO NOVO DO SUL-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
SANTA LEOPOLDINA-ES,,,,,ES,,,,"50.741,53",,,,,,,,,-,,,,,,,"50.741,53",,,,,,"97.347,60",,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,,ES,,,,"64.580,13",,,,,,,,,-,,,,,,,"64.580,13",,,,,,"123.896,95",,,,,,,,,,
SANTA TERESA-ES,,,,,ES,,,,"59.967,26",,,,,,,,,-,,,,,,,"59.967,26",,,,,,"115.047,16",,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,,ES,,,,"64.571,10",,,,,,,,,-,,,,,,,"64.571,10",,,,,,"123.521,46",,,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
SAO MATEUS-ES,,,,,ES,,,,"1.617.329,95",,,,,,,,,"113.225,31",,,,,,,"1.730.555,26",,,,,,"3.327.978,27",,,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,,ES,,,,"48.435,10",,,,,,,,,-,,,,,,,"48.435,10",,,,,,"92.922,71",,,,,,,,,,
SERRA-ES,,,,,ES,,,,"533.361,82",,,,,,,,,"1.157.119,54",,,,,,,"1.690.481,36",,,,,,"3.319.693,50",,,,,,,,,,
SOORETAMA-ES,,,,,ES,,,,"59.958,23",,,,,,,,,-,,,,,,,"59.958,23",,,,,,"114.671,67",,,,,,,,,,
VARGEM ALTA-ES,,,,,ES,,,,"55.354,40",,,,,,,,,-,,,,,,,"55.354,40",,,,,,"106.197,39",,,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,ES,,,,"57.651,80",,,,,,,,,-,,,,,,,"57.651,80",,,,,,"110.246,79",,,,,,,,,,
VIANA-ES,,,,,ES,,,,"76.103,26",,,,,,,,,-,,,,,,,"76.103,26",,,,,,"145.645,91",,,,,,,,,,
VILA PAVAO-ES,,,,,ES,,,,"46.128,66",,,,,,,,,-,,,,,,,"46.128,66",,,,,,"88.497,81",,,,,,,,,,
VILA VALERIO-ES,,,,,ES,,,,"50.741,53",,,,,,,,,-,,,,,,,"50.741,53",,,,,,"97.347,60",,,,,,,,,,
VILA VELHA-ES,,,,,ES,,,,"502.476,96",,,,,,,,,-,,,,,,,"502.476,96",,,,,,"985.872,26",,,,,,,,,,
VITORIA-ES,,,,,ES,,,,"502.476,96",,,,,,,,,"119.498,84",,,,,,,"621.975,80",,,,,,"1.221.225,06",,,,,,,,,,
ESPIRITO SANTO  TOTAL,,,,,,,,,"12.463.214,66",,,,,,,,,"8.740.745,49",,,,,,,"21.203.960,15",,,,,,"40.288.283,36",,,,,,,,,,
JUIZ DE FORA-MG,,,,,MG,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"992.826,04",,,,,,,,,,
MINAS GERAIS  TOTAL,,,,,,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"992.826,04",,,,,,,,,,
AFUA-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
ALENQUER-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
ALMEIRIM-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
ANAJAS-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
BREVES-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
CHAVES-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
CURUA-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
FARO-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
GURUPA-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
JURUTI-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
MELGACO-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
MONTE ALEGRE-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
OBIDOS-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
PORTO DE MOZ-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
PRAINHA-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
SANTAREM-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
TERRA SANTA-PA,,,,,PA,,,,-,,,,,,,,,"7.259,67",,,,,,,"7.259,67",,,,,,"13.817,02",,,,,,,,,,
PARA  TOTAL,,,,,,,,,-,,,,,,,,,"123.414,39",,,,,,,"123.414,39",,,,,,"234.889,34",,,,,,,,,,
BAYEUX-PB,,,,,PB,,,,-,,,,,,,,,-,,,,,,,-,,,,,,"1.389,28",,,,,,,,,,
PEDRAS DE FOGO-PB,,,,,PB,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"988.466,98",,,,,,,,,,
SANTA RITA-PB,,,,,PB,,,,-,,,,,,,,,-,,,,,,,-,,,,,,"8.475,46",,,,,,,,,,
PARAIBA  TOTAL,,,,,,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"998.331,72",,,,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,,PE,,,,"570.460,86",,,,,,,,,-,,,,,,,"570.460,86",,,,,,"1.085.372,64",,,,,,,,,,
CAMARAGIBE-PE,,,,,PE,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"991.311,44",,,,,,,,,,
GOIANA-PE,,,,,PE,,,,"570.460,86",,,,,,,,,-,,,,,,,"570.460,86",,,,,,"1.080.117,53",,,,,,,,,,
ITAMBE-PE,,,,,PE,,,,"570.460,86",,,,,,,,,-,,,,,,,"570.460,86",,,,,,"1.079.244,86",,,,,,,,,,
ITAQUITINGA-PE,,,,,PE,,,,"570.460,86",,,,,,,,,-,,,,,,,"570.460,86",,,,,,"1.077.402,90",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JABOATAO DOS GUARARAPES-PE,,,,,PE,,,,"46.877,83",,,,,,,,,-,,,,,,,"46.877,83",,,,,,"93.667,59",,,,,,,,,,
MORENO-PE,,,,,PE,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"983.766,49",,,,,,,,,,
PAULISTA-PE,,,,,PE,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"991.450,73",,,,,,,,,,
RECIFE-PE,,,,,PE,,,,"46.877,83",,,,,,,,,-,,,,,,,"46.877,83",,,,,,"93.667,59",,,,,,,,,,
SAO LOURENCO DA MATA-PE,,,,,PE,,,,-,,,,,,,,,-,,,,,,,-,,,,,,"508.063,03",,,,,,,,,,
VITORIA DE SANTO ANTAO-PE,,,,,PE,,,,"523.583,03",,,,,,,,,-,,,,,,,"523.583,03",,,,,,"993.605,05",,,,,,,,,,
PERNAMBUCO  TOTAL,,,,,,,,,"4.469.931,22",,,,,,,,,-,,,,,,,"4.469.931,22",,,,,,"8.977.669,85",,,,,,,,,,
ADRIANOPOLIS-PR,,,,,PR,,,,"1.434,26",,,,,,,,,-,,,,,,,"1.434,26",,,,,,"4.111,14",,,,,,,,,,
AGUDOS DO SUL-PR,,,,,PR,,,,"1.434,26",,,,,,,,,-,,,,,,,"1.434,26",,,,,,"4.111,14",,,,,,,,,,
ALMIRANTE TAMANDARE-PR,,,,,PR,,,,"2.581,68",,,,,,,,,-,,,,,,,"2.581,68",,,,,,"7.400,06",,,,,,,,,,
ANTONINA-PR,,,,,PR,,,,"1.721,12",,,,,,,,,-,,,,,,,"1.721,12",,,,,,"4.933,37",,,,,,,,,,
ARAUCARIA-PR,,,,,PR,,,,"2.653,39",,,,,,,,,-,,,,,,,"2.653,39",,,,,,"7.605,62",,,,,,,,,,
BALSA NOVA-PR,,,,,PR,,,,"1.505,98",,,,,,,,,-,,,,,,,"1.505,98",,,,,,"4.316,70",,,,,,,,,,
BOCAIUVA DO SUL-PR,,,,,PR,,,,"1.434,26",,,,,,,,,-,,,,,,,"1.434,26",,,,,,"4.111,14",,,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,,,PR,,,,"2.079,69",,,,,,,,,-,,,,,,,"2.079,69",,,,,,"5.961,16",,,,,,,,,,
CAMPO DO TENENTE-PR,,,,,PR,,,,"1.434,26",,,,,,,,,-,,,,,,,"1.434,26",,,,,,"4.111,14",,,,,,,,,,
CAMPO LARGO-PR,,,,,PR,,,,"2.653,39",,,,,,,,,-,,,,,,,"2.653,39",,,,,,"7.605,62",,,,,,,,,,
CAMPO MAGRO-PR,,,,,PR,,,,"1.864,55",,,,,,,,,-,,,,,,,"1.864,55",,,,,,"5.344,49",,,,,,,,,,
CERRO AZUL-PR,,,,,PR,,,,"1.721,12",,,,,,,,,-,,,,,,,"1.721,12",,,,,,"4.933,37",,,,,,,,,,
COLOMBO-PR,,,,,PR,,,,"2.868,53",,,,,,,,,-,,,,,,,"2.868,53",,,,,,"8.222,29",,,,,,,,,,
CONTENDA-PR,,,,,PR,,,,"1.649,41",,,,,,,,,-,,,,,,,"1.649,41",,,,,,"4.727,82",,,,,,,,,,
CURITIBA-PR,,,,,PR,,,,"2.868,53",,,,,,,,,-,,,,,,,"2.868,53",,,,,,"8.222,29",,,,,,,,,,
DOUTOR ULYSSES-PR,,,,,PR,,,,"1.434,26",,,,,,,,,-,,,,,,,"1.434,26",,,,,,"4.111,14",,,,,,,,,,
FAZENDA RIO GRANDE-PR,,,,,PR,,,,"2.509,97",,,,,,,,,-,,,,,,,"2.509,97",,,,,,"7.194,51",,,,,,,,,,
GUARAQUECABA-PR,,,,,PR,,,,"1.434,26",,,,,,,,,-,,,,,,,"1.434,26",,,,,,"4.111,14",,,,,,,,,,
