ITAJUIPE-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
ITAMARAJU-BA,,,,,BA,,,,"1.188,85",,,,,,,,,-,,,,,,,"1.188,85",,,,,,"2.235,29",,,,,,,,,,
ITAMARI-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,"1.020,32",,,,,,,,,-,,,,,,,"1.020,32",,,,,,"1.919,18",,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"91.177,89",,,,,,,,,"15.191,42",,,,,,,"106.369,31",,,,,,"217.937,42",,,,,,,,,,
ITANHEM-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"36.224,69",,,,,,,,,"227.310,74",,,,,,,"263.535,43",,,,,,"488.725,42",,,,,,,,,,
ITAPE-BA,,,,,BA,,,,"721,67",,,,,,,,,-,,,,,,,"721,67",,,,,,"1.355,38",,,,,,,,,,
ITAPEBI-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"1.153,88",,,,,,,,,-,,,,,,,"1.153,88",,,,,,"2.169,54",,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"985,36",,,,,,,,,-,,,,,,,"985,36",,,,,,"1.853,44",,,,,,,,,,
ITAPITANGA-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"839,19",,,,,,,,,-,,,,,,,"839,19",,,,,,"1.577,85",,,,,,,,,,
ITATIM-BA,,,,,BA,,,,"810,53",,,,,,,,,-,,,,,,,"810,53",,,,,,"1.524,72",,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"810,53",,,,,,,,,-,,,,,,,"810,53",,,,,,"1.524,72",,,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"1.014,01",,,,,,,,,-,,,,,,,"1.014,01",,,,,,"1.906,56",,,,,,,,,,
ITORORO-BA,,,,,BA,,,,"915,42",,,,,,,,,-,,,,,,,"915,42",,,,,,"1.721,94",,,,,,,,,,
ITUBERA-BA,,,,,BA,,,,"902,81",,,,,,,,,-,,,,,,,"902,81",,,,,,"1.696,72",,,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"1.223,81",,,,,,,,,-,,,,,,,"1.223,81",,,,,,"2.301,02",,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"1.083,95",,,,,,,,,-,,,,,,,"1.083,95",,,,,,"2.038,05",,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"43.336,11",,,,,,,,,-,,,,,,,"43.336,11",,,,,,"83.668,11",,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"693,02",,,,,,,,,-,,,,,,,"693,02",,,,,,"1.302,27",,,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"1.398,64",,,,,,,,,-,,,,,,,"1.398,64",,,,,,"2.629,74",,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"1.055,29",,,,,,,,,-,,,,,,,"1.055,29",,,,,,"1.984,92",,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"769,25",,,,,,,,,-,,,,,,,"769,25",,,,,,"1.446,36",,,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"826,57",,,,,,,,,-,,,,,,,"826,57",,,,,,"1.552,61",,,,,,,,,,
JUCURUCU-BA,,,,,BA,,,,"727,98",,,,,,,,,-,,,,,,,"727,98",,,,,,"1.368,00",,,,,,,,,,
JUSSARI-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
LAJE-BA,,,,,BA,,,,"915,42",,,,,,,,,-,,,,,,,"915,42",,,,,,"1.721,94",,,,,,,,,,
LAJEDAO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"740,59",,,,,,,,,-,,,,,,,"740,59",,,,,,"1.393,22",,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"1.411,25",,,,,,,,,-,,,,,,,"1.411,25",,,,,,"2.654,96",,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
MACARANI-BA,,,,,BA,,,,"845,49",,,,,,,,,-,,,,,,,"845,49",,,,,,"1.590,45",,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"1.094.797,58",,,,,,,,,"1.051.784,87",,,,,,,"2.146.582,45",,,,,,"4.028.563,48",,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
MAIRI-BA,,,,,BA,,,,"867,84",,,,,,,,,-,,,,,,,"867,84",,,,,,"1.630,97",,,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"797,92",,,,,,,,,-,,,,,,,"797,92",,,,,,"1.499,50",,,,,,,,,,
MARACAS-BA,,,,,BA,,,,"1.020,32",,,,,,,,,-,,,,,,,"1.020,32",,,,,,"1.919,18",,,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"43.100,62",,,,,,,,,-,,,,,,,"43.100,62",,,,,,"83.197,13",,,,,,,,,,
MARAU-BA,,,,,BA,,,,"832,88",,,,,,,,,-,,,,,,,"832,88",,,,,,"1.565,23",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
MASCOTE-BA,,,,,BA,,,,"839,19",,,,,,,,,-,,,,,,,"839,19",,,,,,"1.577,85",,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,"166.777,22",,,,,,,,,"72.952,77",,,,,,,"239.729,99",,,,,,"484.102,62",,,,,,,,,,
MEDEIROS NETO-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"937,78",,,,,,,,,-,,,,,,,"937,78",,,,,,"1.762,47",,,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"727,98",,,,,,,,,-,,,,,,,"727,98",,,,,,"1.368,00",,,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"686,71",,,,,,,,,-,,,,,,,"686,71",,,,,,"1.289,65",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"1.118,91",,,,,,,,,-,,,,,,,"1.118,91",,,,,,"2.103,79",,,,,,,,,,
MUCURI-BA,,,,,BA,,,,"1.020,32",,,,,,,,,-,,,,,,,"1.020,32",,,,,,"1.919,18",,,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"937,78",,,,,,,,,-,,,,,,,"937,78",,,,,,"1.762,47",,,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
NAZARE-BA,,,,,BA,,,,"944,09",,,,,,,,,-,,,,,,,"944,09",,,,,,"1.775,09",,,,,,,,,,
NILO PECANHA-BA,,,,,BA,,,,"775,56",,,,,,,,,-,,,,,,,"775,56",,,,,,"1.458,98",,,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"775,56",,,,,,,,,-,,,,,,,"775,56",,,,,,"1.458,98",,,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"886,76",,,,,,,,,-,,,,,,,"886,76",,,,,,"1.668,81",,,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
NOVA IBIA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"944,09",,,,,,,,,-,,,,,,,"944,09",,,,,,"1.775,09",,,,,,,,,,
NOVA VICOSA-BA,,,,,BA,,,,"1.014,01",,,,,,,,,-,,,,,,,"1.014,01",,,,,,"1.906,56",,,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"810,53",,,,,,,,,-,,,,,,,"810,53",,,,,,"1.524,72",,,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,"845,49",,,,,,,,,-,,,,,,,"845,49",,,,,,"1.590,45",,,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,"985,36",,,,,,,,,-,,,,,,,"985,36",,,,,,"1.853,44",,,,,,,,,,
PAU BRASIL-BA,,,,,BA,,,,"769,25",,,,,,,,,-,,,,,,,"769,25",,,,,,"1.446,36",,,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,"1.293,74",,,,,,,,,-,,,,,,,"1.293,74",,,,,,"2.432,51",,,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,,"810,53",,,,,,,,,-,,,,,,,"810,53",,,,,,"1.524,72",,,,,,,,,,
PEDRAO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,"839,19",,,,,,,,,-,,,,,,,"839,19",,,,,,"1.577,85",,,,,,,,,,
PINTADAS-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
PIRAI DO NORTE-BA,,,,,BA,,,,"693,02",,,,,,,,,-,,,,,,,"693,02",,,,,,"1.302,27",,,,,,,,,,
PIRITIBA-BA,,,,,BA,,,,"956,70",,,,,,,,,-,,,,,,,"956,70",,,,,,"1.800,31",,,,,,,,,,
PLANALTINO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
PLANALTO-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
POCOES-BA,,,,,BA,,,,"1.083,95",,,,,,,,,-,,,,,,,"1.083,95",,,,,,"2.038,05",,,,,,,,,,
POJUCA-BA,,,,,BA,,,,"588.977,54",,,,,,,,,"498.158,92",,,,,,,"1.087.136,46",,,,,,"2.134.992,78",,,,,,,,,,
PORTO SEGURO-BA,,,,,BA,,,,"1.341,32",,,,,,,,,-,,,,,,,"1.341,32",,,,,,"2.523,47",,,,,,,,,,
POTIRAGUA-BA,,,,,BA,,,,"721,67",,,,,,,,,-,,,,,,,"721,67",,,,,,"1.355,38",,,,,,,,,,
PRADO-BA,,,,,BA,,,,"944,09",,,,,,,,,-,,,,,,,"944,09",,,,,,"1.775,09",,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,BA,,,,"915,42",,,,,,,,,-,,,,,,,"915,42",,,,,,"1.721,94",,,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,,"944,09",,,,,,,,,-,,,,,,,"944,09",,,,,,"1.775,09",,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,"944,09",,,,,,,,,-,,,,,,,"944,09",,,,,,"1.775,09",,,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,"1.020,32",,,,,,,,,-,,,,,,,"1.020,32",,,,,,"1.919,18",,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,"810,53",,,,,,,,,-,,,,,,,"810,53",,,,,,"1.524,72",,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,"1.083,95",,,,,,,,,-,,,,,,,"1.083,95",,,,,,"2.038,05",,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,,"804,22",,,,,,,,,-,,,,,,,"804,22",,,,,,"1.512,10",,,,,,,,,,
RIO REAL-BA,,,,,BA,,,,"1.055,29",,,,,,,,,-,,,,,,,"1.055,29",,,,,,"1.984,92",,,,,,,,,,
RUY BARBOSA-BA,,,,,BA,,,,"979,05",,,,,,,,,-,,,,,,,"979,05",,,,,,"1.840,82",,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,,"31.011,29",,,,,,,,,"227.044,90",,,,,,,"258.056,19",,,,,,"478.295,13",,,,,,,,,,
SALVADOR-BA,,,,,BA,,,,"56.384,16",,,,,,,,,"227.044,90",,,,,,,"283.429,06",,,,,,"526.465,92",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA BARBARA-BA,,,,,BA,,,,"880,46",,,,,,,,,-,,,,,,,"880,46",,,,,,"1.656,21",,,,,,,,,,
SANTA BRIGIDA-BA,,,,,BA,,,,"797,92",,,,,,,,,-,,,,,,,"797,92",,,,,,"1.499,50",,,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,BA,,,,"950,39",,,,,,,,,-,,,,,,,"950,39",,,,,,"1.787,69",,,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
SANTA INES-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
SANTA LUZIA-BA,,,,,BA,,,,"804,22",,,,,,,,,-,,,,,,,"804,22",,,,,,"1.512,10",,,,,,,,,,
SANTA TERESINHA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
SANTALUZ-BA,,,,,BA,,,,"1.020,32",,,,,,,,,-,,,,,,,"1.020,32",,,,,,"1.919,18",,,,,,,,,,
SANTANOPOLIS-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
SANTO AMARO-BA,,,,,BA,,,,"46.516,93",,,,,,,,,"227.044,90",,,,,,,"273.561,83",,,,,,"507.732,83",,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,BA,,,,"1.265,08",,,,,,,,,-,,,,,,,"1.265,08",,,,,,"2.379,37",,,,,,,,,,
SANTO ESTEVAO-BA,,,,,BA,,,,"1.083,95",,,,,,,,,-,,,,,,,"1.083,95",,,,,,"2.038,05",,,,,,,,,,
SAO DOMINGOS-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
SAO FELIPE-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
SAO FELIX-BA,,,,,BA,,,,"810,53",,,,,,,,,-,,,,,,,"810,53",,,,,,"1.524,72",,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,,"1.266.365,70",,,,,,,,,"673.381,76",,,,,,,"1.939.747,46",,,,,,"3.656.796,74",,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,,"985,36",,,,,,,,,-,,,,,,,"985,36",,,,,,"1.853,44",,,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,BA,,,,"740,59",,,,,,,,,-,,,,,,,"740,59",,,,,,"1.393,22",,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,,"734,29",,,,,,,,,-,,,,,,,"734,29",,,,,,"1.380,62",,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,,"335.168,15",,,,,,,,,"181.992,94",,,,,,,"517.161,09",,,,,,"1.015.660,74",,,,,,,,,,
SAPEACU-BA,,,,,BA,,,,"839,19",,,,,,,,,-,,,,,,,"839,19",,,,,,"1.577,85",,,,,,,,,,
SATIRO DIAS-BA,,,,,BA,,,,"21.615,98",,,,,,,,,"10.575,11",,,,,,,"32.191,09",,,,,,"62.206,70",,,,,,,,,,
SAUBARA-BA,,,,,BA,,,,"29.601,68",,,,,,,,,"227.044,90",,,,,,,"256.646,58",,,,,,"475.618,97",,,,,,,,,,
SERRA PRETA-BA,,,,,BA,,,,"797,92",,,,,,,,,-,,,,,,,"797,92",,,,,,"1.499,50",,,,,,,,,,
SERRINHA-BA,,,,,BA,,,,"1.188,85",,,,,,,,,-,,,,,,,"1.188,85",,,,,,"2.235,29",,,,,,,,,,
SERROLANDIA-BA,,,,,BA,,,,"769,25",,,,,,,,,-,,,,,,,"769,25",,,,,,"1.446,36",,,,,,,,,,
SIMOES FILHO-BA,,,,,BA,,,,"1.300,04",,,,,,,,,-,,,,,,,"1.300,04",,,,,,"2.445,11",,,,,,,,,,
SITIO DO QUINTO-BA,,,,,BA,,,,"797,92",,,,,,,,,-,,,,,,,"797,92",,,,,,"1.499,50",,,,,,,,,,
TANQUINHO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
TAPEROA-BA,,,,,BA,,,,"886,76",,,,,,,,,-,,,,,,,"886,76",,,,,,"1.668,81",,,,,,,,,,
TAPIRAMUTA-BA,,,,,BA,,,,"839,19",,,,,,,,,-,,,,,,,"839,19",,,,,,"1.577,85",,,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,BA,,,,"1.335,02",,,,,,,,,-,,,,,,,"1.335,02",,,,,,"2.510,87",,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
TEOFILANDIA-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
TEOLANDIA-BA,,,,,BA,,,,"769,25",,,,,,,,,-,,,,,,,"769,25",,,,,,"1.446,36",,,,,,,,,,
TERRA NOVA-BA,,,,,BA,,,,"769,25",,,,,,,,,-,,,,,,,"769,25",,,,,,"1.446,36",,,,,,,,,,
TUCANO-BA,,,,,BA,,,,"1.118,91",,,,,,,,,-,,,,,,,"1.118,91",,,,,,"2.103,79",,,,,,,,,,
UAUA-BA,,,,,BA,,,,"944,09",,,,,,,,,-,,,,,,,"944,09",,,,,,"1.775,09",,,,,,,,,,
UBAIRA-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
UBAITABA-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
UBATA-BA,,,,,BA,,,,"950,39",,,,,,,,,-,,,,,,,"950,39",,,,,,"1.787,69",,,,,,,,,,
UNA-BA,,,,,BA,,,,"937,78",,,,,,,,,-,,,,,,,"937,78",,,,,,"1.762,47",,,,,,,,,,
URUCUCA-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
VALENCA-BA,,,,,BA,,,,"42.995,40",,,,,,,,,-,,,,,,,"42.995,40",,,,,,"82.986,69",,,,,,,,,,
VALENTE-BA,,,,,BA,,,,"915,42",,,,,,,,,-,,,,,,,"915,42",,,,,,"1.721,94",,,,,,,,,,
VARZEA DA ROCA-BA,,,,,BA,,,,"810,53",,,,,,,,,-,,,,,,,"810,53",,,,,,"1.524,72",,,,,,,,,,
VARZEA DO POCO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
VARZEA NOVA-BA,,,,,BA,,,,"762,94",,,,,,,,,-,,,,,,,"762,94",,,,,,"1.433,74",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEDO-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
VERA CRUZ-BA,,,,,BA,,,,"1.020,32",,,,,,,,,-,,,,,,,"1.020,32",,,,,,"1.919,18",,,,,,,,,,
VEREDA-BA,,,,,BA,,,,"699,32",,,,,,,,,-,,,,,,,"699,32",,,,,,"1.314,87",,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,,"1.398,64",,,,,,,,,-,,,,,,,"1.398,64",,,,,,"2.629,74",,,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,BA,,,,"909,11",,,,,,,,,-,,,,,,,"909,11",,,,,,"1.709,32",,,,,,,,,,
BAHIA  TOTAL,,,,,,,,,"6.304.463,27",,,,,,,,,"5.427.999,62",,,,,,,"11.732.462,89",,,,,,"22.666.413,20",,,,,,,,,,
ACARAU-CE,,,,,CE,,,,"3.421,76",,,,,,,,,-,,,,,,,"3.421,76",,,,,,"6.589,72",,,,,,,,,,
ALCANTARAS-CE,,,,,CE,,,,"2.245,53",,,,,,,,,-,,,,,,,"2.245,53",,,,,,"4.324,50",,,,,,,,,,
AMONTADA-CE,,,,,CE,,,,"73.082,67",,,,,,,,,"81.762,03",,,,,,,"154.844,70",,,,,,"298.506,74",,,,,,,,,,
APUIARES-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
AQUIRAZ-CE,,,,,CE,,,,-,,,,,,,,,"9.626,71",,,,,,,"9.626,71",,,,,,"15.195,21",,,,,,,,,,
ARACATI-CE,,,,,CE,,,,"647.128,42",,,,,,,,,"24.300,54",,,,,,,"671.428,96",,,,,,"1.278.379,32",,,,,,,,,,
ARARENDA-CE,,,,,CE,,,,"2.245,53",,,,,,,,,-,,,,,,,"2.245,53",,,,,,"4.324,50",,,,,,,,,,
BARROQUINHA-CE,,,,,CE,,,,"2.459,39",,,,,,,,,-,,,,,,,"2.459,39",,,,,,"4.736,36",,,,,,,,,,
BELA CRUZ-CE,,,,,CE,,,,"2.994,04",,,,,,,,,-,,,,,,,"2.994,04",,,,,,"5.766,01",,,,,,,,,,
CAMOCIM-CE,,,,,CE,,,,"3.528,69",,,,,,,,,-,,,,,,,"3.528,69",,,,,,"6.795,65",,,,,,,,,,
CANINDE-CE,,,,,CE,,,,"3.742,55",,,,,,,,,-,,,,,,,"3.742,55",,,,,,"7.207,51",,,,,,,,,,
CARIDADE-CE,,,,,CE,,,,"2.566,32",,,,,,,,,-,,,,,,,"2.566,32",,,,,,"4.942,29",,,,,,,,,,
CARIRE-CE,,,,,CE,,,,"2.673,25",,,,,,,,,-,,,,,,,"2.673,25",,,,,,"5.148,22",,,,,,,,,,
CARNAUBAL-CE,,,,,CE,,,,"2.566,32",,,,,,,,,-,,,,,,,"2.566,32",,,,,,"4.942,29",,,,,,,,,,
CATUNDA-CE,,,,,CE,,,,"2.245,53",,,,,,,,,-,,,,,,,"2.245,53",,,,,,"4.324,50",,,,,,,,,,
CAUCAIA-CE,,,,,CE,,,,-,,,,,,,,,"9.626,71",,,,,,,"9.626,71",,,,,,"15.195,21",,,,,,,,,,
CHAVAL-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
COREAU-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
CRATEUS-CE,,,,,CE,,,,"3.742,55",,,,,,,,,-,,,,,,,"3.742,55",,,,,,"7.207,51",,,,,,,,,,
CROATA-CE,,,,,CE,,,,"2.566,32",,,,,,,,,-,,,,,,,"2.566,32",,,,,,"4.942,29",,,,,,,,,,
CRUZ-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
FORQUILHA-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
FORTALEZA-CE,,,,,CE,,,,"133.662,94",,,,,,,,,"12.835,62",,,,,,,"146.498,56",,,,,,"287.025,20",,,,,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,,"2.352,46",,,,,,,,,-,,,,,,,"2.352,46",,,,,,"4.530,43",,,,,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,,"2.138,60",,,,,,,,,-,,,,,,,"2.138,60",,,,,,"4.118,57",,,,,,,,,,
GRACA-CE,,,,,CE,,,,"2.459,39",,,,,,,,,-,,,,,,,"2.459,39",,,,,,"4.736,36",,,,,,,,,,
GRANJA-CE,,,,,CE,,,,"3.421,76",,,,,,,,,-,,,,,,,"3.421,76",,,,,,"6.589,72",,,,,,,,,,
GROAIRAS-CE,,,,,CE,,,,"2.138,60",,,,,,,,,-,,,,,,,"2.138,60",,,,,,"4.118,57",,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,CE,,,,"3.207,90",,,,,,,,,-,,,,,,,"3.207,90",,,,,,"6.177,86",,,,,,,,,,
HIDROLANDIA-CE,,,,,CE,,,,"2.673,25",,,,,,,,,-,,,,,,,"2.673,25",,,,,,"5.148,22",,,,,,,,,,
HORIZONTE-CE,,,,,CE,,,,"570.460,86",,,,,,,,,-,,,,,,,"570.460,86",,,,,,"1.089.446,60",,,,,,,,,,
IBIAPINA-CE,,,,,CE,,,,"2.780,18",,,,,,,,,-,,,,,,,"2.780,18",,,,,,"5.354,15",,,,,,,,,,
ICAPUI-CE,,,,,CE,,,,"87.196,27",,,,,,,,,"17.912,11",,,,,,,"105.108,38",,,,,,"210.735,88",,,,,,,,,,
