RETIROLANDIA,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
RIACHAO DO JACUIPE,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
RIBEIRA DO AMPARO,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
RIBEIRA DO POMBAL,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
RIBEIRAO DO LARGO,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
RIO REAL,,,,,BA,,,"83,78",,,,,-,,,,,,,"83,78",,,,,,,"1.011,32",,,,,,,,
RUY BARBOSA,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
SALINAS DA MARGARIDA,,,,,BA,,,"1.680,42",,,,,"51.130,68",,,,,,,"52.811,10",,,,,,,"1.062.825,67",,,,,,,,
SALVADOR,,,,,BA,,,"3.200,81",,,,,"51.130,68",,,,,,,"54.331,49",,,,,,,"1.081.178,28",,,,,,,,
SANTA BARBARA,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
SANTA BRIGIDA,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
SANTA INES,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
SANTA TERESINHA,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
SANTALUZ,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
SANTANOPOLIS,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
SANTO AMARO,,,,,BA,,,"2.640,67",,,,,"51.130,68",,,,,,,"53.771,35",,,,,,,"1.074.416,79",,,,,,,,
SANTO ANTONIO DE JESUS,,,,,BA,,,"101,12",,,,,-,,,,,,,"101,12",,,,,,,"1.220,56",,,,,,,,
SANTO ESTEVAO,,,,,BA,,,"89,56",,,,,-,,,,,,,"89,56",,,,,,,"1.081,07",,,,,,,,
SAO DOMINGOS,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
SAO FELIPE,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
SAO FELIX,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
SAO FRANCISCO DO CONDE,,,,,BA,,,"921.345,27",,,,,"78.655,43",,,,,,,"1.000.000,70",,,,,,,"10.386.693,25",,,,,,,,
SAO GONCALO DOS CAMPOS,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
SAO JOSE DO JACUIPE,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
SAO MIGUEL DAS MATAS,,,,,BA,,,"60,67",,,,,-,,,,,,,"60,67",,,,,,,"732,33",,,,,,,,
SAO SEBASTIAO DO PASSE,,,,,BA,,,"183.219,85",,,,,"117.648,00",,,,,,,"300.867,85",,,,,,,"3.022.146,27",,,,,,,,
SAPEACU,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
SATIRO DIAS,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
SAUBARA,,,,,BA,,,"1.680,42",,,,,"51.130,68",,,,,,,"52.811,10",,,,,,,"1.062.825,67",,,,,,,,
SERRA PRETA,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
SERRINHA,,,,,BA,,,"104,00",,,,,-,,,,,,,"104,00",,,,,,,"1.255,45",,,,,,,,
SERROLANDIA,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
SIMOES FILHO,,,,,BA,,,"73.038,58",,,,,"5.234,17",,,,,,,"78.272,75",,,,,,,"737.437,48",,,,,,,,
SITIO DO QUINTO,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
TANQUINHO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
TAPIRAMUTA,,,,,BA,,,"69,33",,,,,-,,,,,,,"69,33",,,,,,,"836,96",,,,,,,,
TEODORO SAMPAIO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
TEOFILANDIA,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
TERRA NOVA,,,,,BA,,,"192,72",,,,,"83,31",,,,,,,"276,03",,,,,,,"2.103,23",,,,,,,,
TUCANO,,,,,BA,,,"92,45",,,,,-,,,,,,,"92,45",,,,,,,"1.115,94",,,,,,,,
UAUA,,,,,BA,,,"78,00",,,,,-,,,,,,,"78,00",,,,,,,"941,58",,,,,,,,
UBAIRA,,,,,BA,,,"75,11",,,,,-,,,,,,,"75,11",,,,,,,"906,69",,,,,,,,
VALENTE,,,,,BA,,,"72,22",,,,,-,,,,,,,"72,22",,,,,,,"871,83",,,,,,,,
VARZEA DA ROCA,,,,,BA,,,"63,56",,,,,-,,,,,,,"63,56",,,,,,,"767,19",,,,,,,,
VARZEA DO POCO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
VARZEA NOVA,,,,,BA,,,"66,45",,,,,-,,,,,,,"66,45",,,,,,,"802,09",,,,,,,,
VARZEDO,,,,,BA,,,"57,78",,,,,-,,,,,,,"57,78",,,,,,,"697,44",,,,,,,,
VERA CRUZ,,,,,BA,,,"80,89",,,,,-,,,,,,,"80,89",,,,,,,"976,45",,,,,,,,
VITORIA DA CONQUISTA,,,,,BA,,,"115,56",,,,,-,,,,,,,"115,56",,,,,,,"1.394,94",,,,,,,,
TOTAL BAHIA,,,,,,,,"4.280.590,41",,,,,"2.007.922,99",,,,,,,"6.288.513,40",,,,,,,"67.266.517,42",,,,,,,,
ACARAU,,,,,CE,,,"2.481,43",,,,,-,,,,,,,"2.481,43",,,,,,,"27.321,46",,,,,,,,
ALCANTARAS,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
AMONTADA,,,,,CE,,,"51.796,94",,,,,"74.262,22",,,,,,,"126.059,16",,,,,,,"1.377.153,42",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APUIARES,,,,,CE,,,"1.705,98",,,,,-,,,,,,,"1.705,98",,,,,,,"18.783,48",,,,,,,,
AQUIRAZ,,,,,CE,,,-,,,,,"1.384,25",,,,,,,"1.384,25",,,,,,,"24.783,70",,,,,,,,
ARACATI,,,,,CE,,,"436.333,40",,,,,"19.564,32",,,,,,,"455.897,72",,,,,,,"4.247.000,22",,,,,,,,
ARARENDA,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
BARROQUINHA,,,,,CE,,,"1.705,98",,,,,-,,,,,,,"1.705,98",,,,,,,"18.783,48",,,,,,,,
BELA CRUZ,,,,,CE,,,"2.171,25",,,,,-,,,,,,,"2.171,25",,,,,,,"23.906,25",,,,,,,,
CAMOCIM,,,,,CE,,,"2.481,43",,,,,-,,,,,,,"2.481,43",,,,,,,"27.321,46",,,,,,,,
CANINDE,,,,,CE,,,"2.636,52",,,,,-,,,,,,,"2.636,52",,,,,,,"29.029,06",,,,,,,,
CARIDADE,,,,,CE,,,"1.783,53",,,,,-,,,,,,,"1.783,53",,,,,,,"19.637,29",,,,,,,,
CARIRE,,,,,CE,,,"1.938,62",,,,,-,,,,,,,"1.938,62",,,,,,,"21.344,87",,,,,,,,
CARNAUBAL,,,,,CE,,,"1.783,53",,,,,-,,,,,,,"1.783,53",,,,,,,"19.637,29",,,,,,,,
CATUNDA,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
CAUCAIA,,,,,CE,,,-,,,,,"1.384,25",,,,,,,"1.384,25",,,,,,,"24.783,70",,,,,,,,
CHAVAL,,,,,CE,,,"1.705,98",,,,,-,,,,,,,"1.705,98",,,,,,,"18.783,48",,,,,,,,
COREAU,,,,,CE,,,"1.938,62",,,,,-,,,,,,,"1.938,62",,,,,,,"21.344,87",,,,,,,,
CRATEUS,,,,,CE,,,"2.636,52",,,,,-,,,,,,,"2.636,52",,,,,,,"29.029,06",,,,,,,,
CROATA,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
CRUZ,,,,,CE,,,"1.938,62",,,,,-,,,,,,,"1.938,62",,,,,,,"21.344,87",,,,,,,,
FORQUILHA,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
FORTALEZA,,,,,CE,,,"105.428,84",,,,,"1.845,67",,,,,,,"107.274,51",,,,,,,"2.391.588,76",,,,,,,,
FRECHEIRINHA,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
GENERAL SAMPAIO,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
GRACA,,,,,CE,,,"1.783,53",,,,,-,,,,,,,"1.783,53",,,,,,,"19.637,29",,,,,,,,
GRANJA,,,,,CE,,,"2.481,43",,,,,-,,,,,,,"2.481,43",,,,,,,"27.321,46",,,,,,,,
GROAIRAS,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
GUARACIABA DO NORTE,,,,,CE,,,"2.248,80",,,,,-,,,,,,,"2.248,80",,,,,,,"24.760,08",,,,,,,,
HIDROLANDIA,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
IBIAPINA,,,,,CE,,,"2.016,16",,,,,-,,,,,,,"2.016,16",,,,,,,"22.198,67",,,,,,,,
ICAPUI,,,,,CE,,,"95.200,60",,,,,"31.003,14",,,,,,,"126.203,74",,,,,,,"1.148.159,38",,,,,,,,
INDEPENDENCIA,,,,,CE,,,"2.093,71",,,,,-,,,,,,,"2.093,71",,,,,,,"23.052,48",,,,,,,,
IPAPORANGA,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
IPU,,,,,CE,,,"2.326,34",,,,,-,,,,,,,"2.326,34",,,,,,,"25.613,87",,,,,,,,
IPUEIRAS,,,,,CE,,,"2.326,34",,,,,-,,,,,,,"2.326,34",,,,,,,"25.613,87",,,,,,,,
IRAUCUBA,,,,,CE,,,"1.938,62",,,,,-,,,,,,,"1.938,62",,,,,,,"21.344,87",,,,,,,,
ITAPAGE,,,,,CE,,,"2.403,89",,,,,-,,,,,,,"2.403,89",,,,,,,"26.467,65",,,,,,,,
ITAPIPOCA,,,,,CE,,,"64.299,65",,,,,"51.903,13",,,,,,,"116.202,78",,,,,,,"1.359.005,79",,,,,,,,
ITAREMA,,,,,CE,,,"50.010,84",,,,,"42.397,95",,,,,,,"92.408,79",,,,,,,"948.683,87",,,,,,,,
JIJOCA DE JERICOACOARA,,,,,CE,,,"1.705,98",,,,,-,,,,,,,"1.705,98",,,,,,,"18.783,48",,,,,,,,
MARCO,,,,,CE,,,"2.016,16",,,,,-,,,,,,,"2.016,16",,,,,,,"22.198,67",,,,,,,,
MARTINOPOLE,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
MASSAPE,,,,,CE,,,"2.171,25",,,,,-,,,,,,,"2.171,25",,,,,,,"23.906,25",,,,,,,,
MERUOCA,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
MIRAIMA,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
MONSENHOR TABOSA,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
MORAUJO,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
MORRINHOS,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
MUCAMBO,,,,,CE,,,"1.705,98",,,,,-,,,,,,,"1.705,98",,,,,,,"18.783,48",,,,,,,,
NOVA RUSSAS,,,,,CE,,,"2.171,25",,,,,-,,,,,,,"2.171,25",,,,,,,"23.906,25",,,,,,,,
NOVO ORIENTE,,,,,CE,,,"2.093,71",,,,,-,,,,,,,"2.093,71",,,,,,,"23.052,48",,,,,,,,
PACUJA,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
PARACURU,,,,,CE,,,"48.224,74",,,,,"103.186,80",,,,,,,"151.411,54",,,,,,,"1.668.922,79",,,,,,,,
PARAIPABA,,,,,CE,,,"2.093,71",,,,,"3.089,89",,,,,,,"5.183,60",,,,,,,"52.318,43",,,,,,,,
PARAMOTI,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
PENTECOSTE,,,,,CE,,,"2.248,80",,,,,-,,,,,,,"2.248,80",,,,,,,"24.760,08",,,,,,,,
PIRES FERREIRA,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
PORANGA,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUITERIANOPOLIS,,,,,CE,,,"1.938,62",,,,,-,,,,,,,"1.938,62",,,,,,,"21.344,87",,,,,,,,
RERIUTABA,,,,,CE,,,"2.016,16",,,,,-,,,,,,,"2.016,16",,,,,,,"22.198,67",,,,,,,,
SANTA QUITERIA,,,,,CE,,,"2.403,89",,,,,-,,,,,,,"2.403,89",,,,,,,"26.467,65",,,,,,,,
SANTANA DO ACARAU,,,,,CE,,,"2.093,71",,,,,-,,,,,,,"2.093,71",,,,,,,"23.052,48",,,,,,,,
SAO BENEDITO,,,,,CE,,,"2.326,34",,,,,-,,,,,,,"2.326,34",,,,,,,"25.613,87",,,,,,,,
SAO GONCALO DO AMARANTE,,,,,CE,,,"2.248,80",,,,,-,,,,,,,"2.248,80",,,,,,,"24.760,08",,,,,,,,
SAO LUIS DO CURU,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
SENADOR SA,,,,,CE,,,"1.550,89",,,,,-,,,,,,,"1.550,89",,,,,,,"17.075,90",,,,,,,,
SOBRAL,,,,,CE,,,"3.101,79",,,,,-,,,,,,,"3.101,79",,,,,,,"34.151,85",,,,,,,,
TAMBORIL,,,,,CE,,,"2.093,71",,,,,-,,,,,,,"2.093,71",,,,,,,"23.052,48",,,,,,,,
TEJUCUOCA,,,,,CE,,,"1.705,98",,,,,-,,,,,,,"1.705,98",,,,,,,"18.783,48",,,,,,,,
TIANGUA,,,,,CE,,,"2.558,98",,,,,-,,,,,,,"2.558,98",,,,,,,"28.175,26",,,,,,,,
TRAIRI,,,,,CE,,,"55.369,14",,,,,"62.286,63",,,,,,,"117.655,77",,,,,,,"1.298.358,15",,,,,,,,
TURURU,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
UBAJARA,,,,,CE,,,"2.093,71",,,,,-,,,,,,,"2.093,71",,,,,,,"23.052,48",,,,,,,,
UMIRIM,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
URUBURETAMA,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
URUOCA,,,,,CE,,,"1.628,44",,,,,-,,,,,,,"1.628,44",,,,,,,"17.929,70",,,,,,,,
VARJOTA,,,,,CE,,,"1.861,07",,,,,-,,,,,,,"1.861,07",,,,,,,"20.491,07",,,,,,,,
VICOSA DO CEARA,,,,,CE,,,"2.403,89",,,,,-,,,,,,,"2.403,89",,,,,,,"26.467,65",,,,,,,,
TOTAL CEARA,,,,,,,,"1.041.514,37",,,,,"392.308,25",,,,,,,"1.433.822,62",,,,,,,"16.002.455,54",,,,,,,,
AFONSO CLAUDIO,,,,,ES,,,"5.273,06",,,,,-,,,,,,,"5.273,06",,,,,,,"38.294,38",,,,,,,,
AGUA DOCE DO NORTE,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
AGUIA BRANCA,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
ALEGRE,,,,,ES,,,"5.091,23",,,,,-,,,,,,,"5.091,23",,,,,,,"36.973,90",,,,,,,,
ALFREDO CHAVES,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
ALTO RIO NOVO,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
ANCHIETA,,,,,ES,,,"76.257,26",,,,,-,,,,,,,"76.257,26",,,,,,,"161.799,44",,,,,,,,
APIACA,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
ARACRUZ,,,,,ES,,,"380.624,64",,,,,"109.587,29",,,,,,,"490.211,93",,,,,,,"3.003.956,58",,,,,,,,
ATILIO VIVACQUA,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
BAIXO GUANDU,,,,,ES,,,"4.909,40",,,,,-,,,,,,,"4.909,40",,,,,,,"35.653,39",,,,,,,,
BARRA DE SAO FRANCISCO,,,,,ES,,,"5.454,89",,,,,-,,,,,,,"5.454,89",,,,,,,"39.614,88",,,,,,,,
BOA ESPERANCA,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
BOM JESUS DO NORTE,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
BREJETUBA,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
CACHOEIRO DE ITAPEMIRIM,,,,,ES,,,"7.273,19",,,,,-,,,,,,,"7.273,19",,,,,,,"52.819,86",,,,,,,,
CASTELO,,,,,ES,,,"5.273,06",,,,,-,,,,,,,"5.273,06",,,,,,,"38.294,38",,,,,,,,
COLATINA,,,,,ES,,,"6.909,53",,,,,-,,,,,,,"6.909,53",,,,,,,"50.178,86",,,,,,,,
CONCEICAO DA BARRA,,,,,ES,,,"73.685,24",,,,,"4.603,85",,,,,,,"78.289,09",,,,,,,"745.098,63",,,,,,,,
CONCEICAO DO CASTELO,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
DIVINO DE SAO LOURENCO,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
DOMINGOS MARTINS,,,,,ES,,,"5.091,23",,,,,-,,,,,,,"5.091,23",,,,,,,"36.973,90",,,,,,,,
DORES DO RIO PRETO,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
ECOPORANGA,,,,,ES,,,"4.727,57",,,,,-,,,,,,,"4.727,57",,,,,,,"34.332,89",,,,,,,,
FUNDAO,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
GOVERNADOR LINDENBERG,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
GUACUI,,,,,ES,,,"4.909,40",,,,,-,,,,,,,"4.909,40",,,,,,,"35.653,39",,,,,,,,
GUARAPARI,,,,,ES,,,"6.545,87",,,,,-,,,,,,,"6.545,87",,,,,,,"47.537,88",,,,,,,,
IBATIBA,,,,,ES,,,"4.545,74",,,,,-,,,,,,,"4.545,74",,,,,,,"33.012,40",,,,,,,,
IBIRACU,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
IBITIRAMA,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
ICONHA,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
IRUPI,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
ITAGUACU,,,,,ES,,,"4.182,08",,,,,-,,,,,,,"4.182,08",,,,,,,"30.371,40",,,,,,,,
ITAPEMIRIM,,,,,ES,,,"85.408,14",,,,,-,,,,,,,"85.408,14",,,,,,,"724.481,68",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITARANA,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
IUNA,,,,,ES,,,"4.909,40",,,,,-,,,,,,,"4.909,40",,,,,,,"35.653,39",,,,,,,,
JAGUARE,,,,,ES,,,"448.786,43",,,,,"212.761,38",,,,,,,"661.547,81",,,,,,,"7.270.906,87",,,,,,,,
JERONIMO MONTEIRO,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
JOAO NEIVA,,,,,ES,,,"4.182,08",,,,,-,,,,,,,"4.182,08",,,,,,,"30.371,40",,,,,,,,
LARANJA DA TERRA,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
LINHARES,,,,,ES,,,"1.202.987,96",,,,,"289.434,63",,,,,,,"1.492.422,59",,,,,,,"14.533.913,89",,,,,,,,
MANTENOPOLIS,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
MARATAIZES,,,,,ES,,,"5.091,23",,,,,-,,,,,,,"5.091,23",,,,,,,"36.973,90",,,,,,,,
MARECHAL FLORIANO,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
MARILANDIA,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
MIMOSO DO SUL,,,,,ES,,,"4.909,40",,,,,-,,,,,,,"4.909,40",,,,,,,"35.653,39",,,,,,,,
MONTANHA,,,,,ES,,,"4.363,91",,,,,-,,,,,,,"4.363,91",,,,,,,"31.691,89",,,,,,,,
MUCURICI,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
MUNIZ FREIRE,,,,,ES,,,"4.545,74",,,,,-,,,,,,,"4.545,74",,,,,,,"33.012,40",,,,,,,,
MUQUI,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
NOVA VENECIA,,,,,ES,,,"5.636,72",,,,,-,,,,,,,"5.636,72",,,,,,,"40.935,36",,,,,,,,
PANCAS,,,,,ES,,,"4.727,57",,,,,-,,,,,,,"4.727,57",,,,,,,"34.332,89",,,,,,,,
PEDRO CANARIO,,,,,ES,,,"4.727,57",,,,,-,,,,,,,"4.727,57",,,,,,,"34.332,89",,,,,,,,
PINHEIROS,,,,,ES,,,"4.727,57",,,,,-,,,,,,,"4.727,57",,,,,,,"34.332,89",,,,,,,,
PIUMA,,,,,ES,,,"4.182,08",,,,,-,,,,,,,"4.182,08",,,,,,,"30.371,40",,,,,,,,
PONTO BELO,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
PRESIDENTE KENNEDY,,,,,ES,,,"61.005,81",,,,,"324.450,65",,,,,,,"385.456,46",,,,,,,"2.591.145,41",,,,,,,,
RIO BANANAL,,,,,ES,,,"4.363,91",,,,,-,,,,,,,"4.363,91",,,,,,,"31.691,89",,,,,,,,
RIO NOVO DO SUL,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
SANTA LEOPOLDINA,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
SANTA MARIA DE JETIBA,,,,,ES,,,"5.091,23",,,,,-,,,,,,,"5.091,23",,,,,,,"36.973,90",,,,,,,,
SANTA TERESA,,,,,ES,,,"4.727,57",,,,,-,,,,,,,"4.727,57",,,,,,,"34.332,89",,,,,,,,
SAO DOMINGOS DO NORTE,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
SAO GABRIEL DA PALHA,,,,,ES,,,"4.909,40",,,,,-,,,,,,,"4.909,40",,,,,,,"35.653,39",,,,,,,,
SAO JOSE DO CALCADO,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
SAO MATEUS,,,,,ES,,,"1.119.480,26",,,,,"183.523,11",,,,,,,"1.303.003,37",,,,,,,"12.485.893,27",,,,,,,,
SAO ROQUE DO CANAA,,,,,ES,,,"3.818,42",,,,,-,,,,,,,"3.818,42",,,,,,,"27.730,41",,,,,,,,
SOORETAMA,,,,,ES,,,"4.545,74",,,,,-,,,,,,,"4.545,74",,,,,,,"33.012,40",,,,,,,,
VARGEM ALTA,,,,,ES,,,"4.363,91",,,,,-,,,,,,,"4.363,91",,,,,,,"31.691,89",,,,,,,,
VENDA NOVA DO IMIGRANTE,,,,,ES,,,"4.363,91",,,,,-,,,,,,,"4.363,91",,,,,,,"31.691,89",,,,,,,,
VILA PAVAO,,,,,ES,,,"3.636,59",,,,,-,,,,,,,"3.636,59",,,,,,,"26.409,92",,,,,,,,
VILA VALERIO,,,,,ES,,,"4.000,25",,,,,-,,,,,,,"4.000,25",,,,,,,"29.050,90",,,,,,,,
TOTAL ESPIRITO SANTO,,,,,,,,"3.731.526,23",,,,,"1.124.360,91",,,,,,,"4.855.887,14",,,,,,,"43.574.528,33",,,,,,,,
JUIZ DE FORA,,,,,MG,,,"336.283,30",,,,,-,,,,,,,"336.283,30",,,,,,,"1.176.750,36",,,,,,,,
TOTAL MINAS GERAIS,,,,,,,,"336.283,30",,,,,-,,,,,,,"336.283,30",,,,,,,"1.176.750,36",,,,,,,,
AFUA,,,,,PA,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
ALENQUER,,,,,PA,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
ALMEIRIM,,,,,PA,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
ANAJAS,,,,,PA,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
BREVES,,,,,PA,,,-,,,,,"6.464,42",,,,,,,"6.464,42",,,,,,,"54.453,25",,,,,,,,
