VICOSA-AL,,,,,,,,,,AL,,"725,74",,,,,,,-,,,,,,,,"725,74",,,,,,,"9.981,10",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"6.889.671,34",,,,,,,"424.640,95",,,,,,,,"7.314.312,29",,,,,,,"81.309.054,54",,,,,,,,
ANAMA-AM,,,,,,,,,,AM,,"56.687,25",,,,,,,"2.621,57",,,,,,,,"59.308,82",,,,,,,"683.464,10",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,,,AM,,"56.687,25",,,,,,,"2.803,06",,,,,,,,"59.490,31",,,,,,,"685.328,85",,,,,,,,
AUTAZES-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
BERURI-AM,,,,,,,,,,AM,,-,,,,,,,"2.399,40",,,,,,,,"2.399,40",,,,,,,"33.613,24",,,,,,,,
CAAPIRANGA-AM,,,,,,,,,,AM,,"56.687,25",,,,,,,"227,16",,,,,,,,"56.914,41",,,,,,,"709.216,57",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
CAREIRO-AM,,,,,,,,,,AM,,-,,,,,,,"2.399,40",,,,,,,,"2.399,40",,,,,,,"33.613,24",,,,,,,,
COARI-AM,,,,,,,,,,AM,,"2.659.040,24",,,,,,,"2.501.281,34",,,,,,,,"5.160.321,58",,,,,,,"72.381.548,31",,,,,,,,
CODAJAS-AM,,,,,,,,,,AM,,"56.488,80",,,,,,,"2.992,14",,,,,,,,"59.480,94",,,,,,,"745.398,59",,,,,,,,
IRANDUBA-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
ITACOATIARA-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
ITAPIRANGA-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
MANACAPURU-AM,,,,,,,,,,AM,,-,,,,,,,"2.399,40",,,,,,,,"2.399,40",,,,,,,"33.613,24",,,,,,,,
MANAQUIRI-AM,,,,,,,,,,AM,,-,,,,,,,"2.399,40",,,,,,,,"2.399,40",,,,,,,"33.613,24",,,,,,,,
MANAUS-AM,,,,,,,,,,AM,,"442.873,37",,,,,,,"244.029,39",,,,,,,,"686.902,76",,,,,,,"8.247.740,85",,,,,,,,
PARINTINS-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
SILVES-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
TEFE-AM,,,,,,,,,,AM,,"225.455,05",,,,,,,"99.182,87",,,,,,,,"324.637,92",,,,,,,"1.545.699,23",,,,,,,,
URUCARA-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
URUCURITUBA-AM,,,,,,,,,,AM,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"3.553.919,21",,,,,,,"2.937.151,54",,,,,,,,"6.491.070,75",,,,,,,"86.180.687,51",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,,AP,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
MACAPA-AP,,,,,,,,,,AP,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
MAZAGAO-AP,,,,,,,,,,AP,,-,,,,,,,"8.268,49",,,,,,,,"8.268,49",,,,,,,"116.426,45",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,,"24.805,47",,,,,,,,"24.805,47",,,,,,,"349.279,35",,,,,,,,
ACAJUTIBA-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
ADUSTINA-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
AGUA FRIA-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
AIQUARA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
ALAGOINHAS-BA,,,,,,,,,,BA,,"383.595,32",,,,,,,"246.316,72",,,,,,,,"629.912,04",,,,,,,"8.360.907,13",,,,,,,,
ALCOBACA-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
ALMADINA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
AMARGOSA-BA,,,,,,,,,,BA,,"1.782,97",,,,,,,-,,,,,,,,"1.782,97",,,,,,,"22.867,52",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
ANAGE-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
ANGUERA-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
ANTAS-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
APORA-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
APUAREMA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
ARACAS-BA,,,,,,,,,,BA,,"483.947,43",,,,,,,"285.013,22",,,,,,,,"768.960,65",,,,,,,"9.356.372,05",,,,,,,,
ARACI-BA,,,,,,,,,,BA,,"1.967,41",,,,,,,-,,,,,,,,"1.967,41",,,,,,,"25.233,13",,,,,,,,
ARAMARI-BA,,,,,,,,,,BA,,"2.638,35",,,,,,,"565,84",,,,,,,,"3.204,19",,,,,,,"39.912,62",,,,,,,,
ARATACA-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
ARATUIPE-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
AURELINO LEAL-BA,,,,,,,,,,BA,,"1.352,59",,,,,,,-,,,,,,,,"1.352,59",,,,,,,"17.347,75",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
BANZAE-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,,BA,,"1.782,97",,,,,,,-,,,,,,,,"1.782,97",,,,,,,"22.867,52",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
BARRO PRETO-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
BARROCAS-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
BELMONTE-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
BELO CAMPO-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
BIRITINGA-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
BOA NOVA-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
BUERAREMA-BA,,,,,,,,,,BA,,"1.537,04",,,,,,,-,,,,,,,,"1.537,04",,,,,,,"19.713,36",,,,,,,,
CAATIBA-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
CACHOEIRA-BA,,,,,,,,,,BA,,"1.782,97",,,,,,,-,,,,,,,,"1.782,97",,,,,,,"22.867,52",,,,,,,,
CAEM-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
CAETANOS-BA,,,,,,,,,,BA,,"1.352,59",,,,,,,-,,,,,,,,"1.352,59",,,,,,,"17.347,75",,,,,,,,
CAIRU-BA,,,,,,,,,,BA,,"42.478,23",,,,,,,"488.483,10",,,,,,,,"530.961,33",,,,,,,"6.576.078,36",,,,,,,,
CAMACAN-BA,,,,,,,,,,BA,,"1.721,48",,,,,,,-,,,,,,,,"1.721,48",,,,,,,"22.078,99",,,,,,,,
CAMACARI-BA,,,,,,,,,,BA,,"418.935,10",,,,,,,"159.902,91",,,,,,,,"578.838,01",,,,,,,"7.877.255,20",,,,,,,,
CAMAMU-BA,,,,,,,,,,BA,,"1.782,97",,,,,,,-,,,,,,,,"1.782,97",,,,,,,"22.867,52",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,,BA,,"1.782,97",,,,,,,-,,,,,,,,"1.782,97",,,,,,,"22.867,52",,,,,,,,
CANDEAL-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
CANDEIAS-BA,,,,,,,,,,BA,,"603.091,64",,,,,,,"494.666,85",,,,,,,,"1.097.758,49",,,,,,,"13.686.871,47",,,,,,,,
CANDIDO SALES-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
CANSANCAO-BA,,,,,,,,,,BA,,"1.782,97",,,,,,,-,,,,,,,,"1.782,97",,,,,,,"22.867,52",,,,,,,,
CANUDOS-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
CARAVELAS-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,,BA,,"102.543,51",,,,,,,"29.140,38",,,,,,,,"131.683,89",,,,,,,"1.927.519,16",,,,,,,,
CASTRO ALVES-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
CATU-BA,,,,,,,,,,BA,,"264.643,16",,,,,,,"122.954,14",,,,,,,,"387.597,30",,,,,,,"5.750.634,07",,,,,,,,
CICERO DANTAS-BA,,,,,,,,,,BA,,"1.782,97",,,,,,,-,,,,,,,,"1.782,97",,,,,,,"22.867,52",,,,,,,,
CIPO-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
COARACI-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,,BA,,"2.028,89",,,,,,,-,,,,,,,,"2.028,89",,,,,,,"26.021,65",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,,BA,,"1.721,48",,,,,,,-,,,,,,,,"1.721,48",,,,,,,"22.078,99",,,,,,,,
CONDE-BA,,,,,,,,,,BA,,"3.355,44",,,,,,,"1.133,21",,,,,,,,"4.488,65",,,,,,,"60.447,96",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
CRISOPOLIS-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,,BA,,"2.028,89",,,,,,,-,,,,,,,,"2.028,89",,,,,,,"26.021,65",,,,,,,,
DARIO MEIRA-BA,,,,,,,,,,BA,,"1.352,59",,,,,,,-,,,,,,,,"1.352,59",,,,,,,"17.347,75",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,,BA,,"2.090,37",,,,,,,-,,,,,,,,"2.090,37",,,,,,,"26.810,19",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
ENTRE RIOS-BA,,,,,,,,,,BA,,"345.254,07",,,,,,,"243.143,72",,,,,,,,"588.397,79",,,,,,,"7.703.967,63",,,,,,,,
ESPLANADA-BA,,,,,,,,,,BA,,"527.558,38",,,,,,,"400.925,27",,,,,,,,"928.483,65",,,,,,,"13.930.671,07",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,,BA,,"2.028,89",,,,,,,-,,,,,,,,"2.028,89",,,,,,,"26.021,65",,,,,,,,
EUNAPOLIS-BA,,,,,,,,,,BA,,"360.477,40",,,,,,,"6.290,67",,,,,,,,"366.768,07",,,,,,,"4.661.578,75",,,,,,,,
FATIMA-BA,,,,,,,,,,BA,,"1.475,56",,,,,,,-,,,,,,,,"1.475,56",,,,,,,"18.924,84",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,,BA,,"2.459,26",,,,,,,-,,,,,,,,"2.459,26",,,,,,,"31.541,44",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,,BA,,"1.291,11",,,,,,,-,,,,,,,,"1.291,11",,,,,,,"16.559,23",,,,,,,,
GANDU-BA,,,,,,,,,,BA,,"1.721,48",,,,,,,-,,,,,,,,"1.721,48",,,,,,,"22.078,99",,,,,,,,
GAVIAO-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
GLORIA-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
GONGOGI-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,,BA,,"1.537,04",,,,,,,-,,,,,,,,"1.537,04",,,,,,,"19.713,36",,,,,,,,
GUARATINGA-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
HELIOPOLIS-BA,,,,,,,,,,BA,,"1.352,59",,,,,,,-,,,,,,,,"1.352,59",,,,,,,"17.347,75",,,,,,,,
IACU-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
IBICUI-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
IBIQUERA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,,BA,,"1.598,52",,,,,,,-,,,,,,,,"1.598,52",,,,,,,"20.501,91",,,,,,,,
IBIRAPUA-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
IBIRATAIA-BA,,,,,,,,,,BA,,"1.537,04",,,,,,,-,,,,,,,,"1.537,04",,,,,,,"19.713,36",,,,,,,,
ICHU-BA,,,,,,,,,,BA,,"1.229,63",,,,,,,-,,,,,,,,"1.229,63",,,,,,,"15.770,69",,,,,,,,
IGRAPIUNA-BA,,,,,,,,,,BA,,"1.352,59",,,,,,,-,,,,,,,,"1.352,59",,,,,,,"17.347,75",,,,,,,,
IGUAI-BA,,,,,,,,,,BA,,"1.660,00",,,,,,,-,,,,,,,,"1.660,00",,,,,,,"21.290,44",,,,,,,,
ILHEUS-BA,,,,,,,,,,BA,,"2.459,26",,,,,,,-,,,,,,,,"2.459,26",,,,,,,"31.541,44",,,,,,,,
INHAMBUPE-BA,,,,,,,,,,BA,,"3.328,50",,,,,,,"756,87",,,,,,,,"4.085,37",,,,,,,"36.825,45",,,,,,,,
IPECAETA-BA,,,,,,,,,,BA,,"1.414,07",,,,,,,-,,,,,,,,"1.414,07",,,,,,,"18.136,29",,,,,,,,
IPIAU-BA,,,,,,,,,,BA,,"1.905,93",,,,,,,-,,,,,,,,"1.905,93",,,,,,,"24.444,57",,,,,,,,
IPIRA-BA,,,,,,,,,,BA,,"2.028,89",,,,,,,-,,,,,,,,"2.028,89",,,,,,,"26.021,65",,,,,,,,
