ITAJUIPE-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
ITAMARAJU-BA,,,,,,,,BA,,"1.800,46",,,,,,,,-,,,,,,"1.800,46",,,,,,,"16.808,46",,,,,,,,
ITAMARI-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ITAMBE-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
ITANAGRA-BA,,,,,,,,BA,,"98.714,29",,,,,,,,"17.364,98",,,,,,"116.079,27",,,,,,,"1.217.016,55",,,,,,,,
ITANHEM-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
ITAPARICA-BA,,,,,,,,BA,,"46.340,24",,,,,,,,"172.416,26",,,,,,"218.756,50",,,,,,,"2.723.181,21",,,,,,,,
ITAPE-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.299,71",,,,,,,,
ITAPEBI-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
ITAPETINGA-BA,,,,,,,,BA,,"1.747,51",,,,,,,,-,,,,,,"1.747,51",,,,,,,"16.314,10",,,,,,,,
ITAPICURU-BA,,,,,,,,BA,,"1.482,73",,,,,,,,-,,,,,,"1.482,73",,,,,,,"13.883,25",,,,,,,,
ITAPITANGA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
ITAQUARA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
ITARANTIM-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.864,80",,,,,,,,
ITATIM-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
ITIRUCU-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
ITIUBA-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.336,60",,,,,,,,
ITORORO-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.894,49",,,,,,,,
ITUBERA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.812,57",,,,,,,,
JACOBINA-BA,,,,,,,,BA,,"1.853,42",,,,,,,,-,,,,,,"1.853,42",,,,,,,"17.302,79",,,,,,,,
JAGUAQUARA-BA,,,,,,,,BA,,"1.641,60",,,,,,,,-,,,,,,"1.641,60",,,,,,,"15.325,35",,,,,,,,
JAGUARIPE-BA,,,,,,,,BA,,"37.980,43",,,,,,,,-,,,,,,"37.980,43",,,,,,,"480.249,78",,,,,,,,
JANDAIRA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.846,37",,,,,,,,
JEQUIE-BA,,,,,,,,BA,,"2.118,19",,,,,,,,-,,,,,,"2.118,19",,,,,,,"19.774,66",,,,,,,,
JEREMOABO-BA,,,,,,,,BA,,"1.588,64",,,,,,,,-,,,,,,"1.588,64",,,,,,,"14.871,92",,,,,,,,
JIQUIRICA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.876,04",,,,,,,,
JITAUNA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.782,80",,,,,,,,
JUCURUCU-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.340,72",,,,,,,,
JUSSARI-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJE-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.894,49",,,,,,,,
LAJEDAO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
LAJEDINHO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
LAMARAO-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.422,64",,,,,,,,
LAURO DE FREITAS-BA,,,,,,,,BA,,"2.118,19",,,,,,,,-,,,,,,"2.118,19",,,,,,,"19.856,58",,,,,,,,
MACAJUBA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
MACARANI-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.905,73",,,,,,,,
MADRE DE DEUS-BA,,,,,,,,BA,,"1.311.705,42",,,,,,,,"795.193,28",,,,,,"2.106.898,70",,,,,,,"22.455.055,33",,,,,,,,
MAIQUINIQUE-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
MAIRI-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.318,14",,,,,,,,
MANOEL VITORINO-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.329,47",,,,,,,,
MARACAS-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
MARAGOGIPE-BA,,,,,,,,BA,,"37.980,43",,,,,,,,-,,,,,,"37.980,43",,,,,,,"478.628,85",,,,,,,,
MARAU-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.823,79",,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
MASCOTE-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.864,80",,,,,,,,
MATA DE SAO JOAO-BA,,,,,,,,BA,,"172.385,52",,,,,,,,"72.721,73",,,,,,"245.107,25",,,,,,,"2.720.875,71",,,,,,,,
MEDEIROS NETO-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
MIGUEL CALMON-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.306,91",,,,,,,,
MILAGRES-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.340,72",,,,,,,,
MIRANTE-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.805,38",,,,,,,,
MONTE SANTO-BA,,,,,,,,BA,,"1.694,55",,,,,,,,-,,,,,,"1.694,55",,,,,,,"15.819,69",,,,,,,,
MUCURI-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
MUNDO NOVO-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
MUNIZ FERREIRA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
MURITIBA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.306,91",,,,,,,,
MUTUIPE-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
NAZARE-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
NILO PECANHA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.917,04",,,,,,,,
NORDESTINA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.917,04",,,,,,,,
NOVA CANAA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.441,07",,,,,,,,
NOVA FATIMA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
NOVA IBIA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
NOVA ITARANA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
NOVA SOURE-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
NOVA VICOSA-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.336,60",,,,,,,,
NOVO TRIUNFO-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
OLINDINA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
OURICANGAS-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
OUROLANDIA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.905,73",,,,,,,,
PARIPIRANGA-BA,,,,,,,,BA,,"1.482,73",,,,,,,,-,,,,,,"1.482,73",,,,,,,"13.883,25",,,,,,,,
PAU BRASIL-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.876,04",,,,,,,,
PAULO AFONSO-BA,,,,,,,,BA,,"1.959,33",,,,,,,,-,,,,,,"1.959,33",,,,,,,"18.291,56",,,,,,,,
PE DE SERRA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
PEDRAO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.864,80",,,,,,,,
PINTADAS-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
PIRAI DO NORTE-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.846,37",,,,,,,,
PIRITIBA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.429,84",,,,,,,,
PLANALTINO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
PLANALTO-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
POCOES-BA,,,,,,,,BA,,"1.641,60",,,,,,,,-,,,,,,"1.641,60",,,,,,,"15.325,35",,,,,,,,
POJUCA-BA,,,,,,,,BA,,"578.851,87",,,,,,,,"485.838,04",,,,,,"1.064.689,91",,,,,,,"12.159.515,69",,,,,,,,
PORTO SEGURO-BA,,,,,,,,BA,,"2.012,28",,,,,,,,-,,,,,,"2.012,28",,,,,,,"18.867,82",,,,,,,,
POTIRAGUA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.299,71",,,,,,,,
PRADO-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.894,49",,,,,,,,
QUEIMADAS-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
QUIJINGUE-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
QUIXABEIRA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
RETIROLANDIA-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,,BA,,"1.641,60",,,,,,,,-,,,,,,"1.641,60",,,,,,,"15.325,35",,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.370,39",,,,,,,,
RIO REAL-BA,,,,,,,,BA,,"1.588,64",,,,,,,,-,,,,,,"1.588,64",,,,,,,"14.871,92",,,,,,,,
RUY BARBOSA-BA,,,,,,,,BA,,"1.482,73",,,,,,,,-,,,,,,"1.482,73",,,,,,,"13.842,24",,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,,BA,,"39.789,02",,,,,,,,"172.112,39",,,,,,"211.901,41",,,,,,,"2.654.012,09",,,,,,,,
SALVADOR-BA,,,,,,,,BA,,"72.343,67",,,,,,,,"172.112,39",,,,,,"244.456,06",,,,,,,"2.985.264,00",,,,,,,,
SANTA BARBARA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.400,14",,,,,,,,
SANTA BRIGIDA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.329,47",,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.388,84",,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
SANTA INES-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
SANTA LUZIA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.370,39",,,,,,,,
SANTA TERESINHA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
SANTALUZ-BA,,,,,,,,BA,,"1.535,69",,,,,,,,-,,,,,,"1.535,69",,,,,,,"14.377,60",,,,,,,,
SANTANOPOLIS-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
SANTO AMARO-BA,,,,,,,,BA,,"59.683,53",,,,,,,,"172.112,39",,,,,,"231.795,92",,,,,,,"2.856.487,67",,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,,BA,,"1.906,37",,,,,,,,-,,,,,,"1.906,37",,,,,,,"17.838,13",,,,,,,,
SANTO ESTEVAO-BA,,,,,,,,BA,,"1.641,60",,,,,,,,-,,,,,,"1.641,60",,,,,,,"15.325,35",,,,,,,,
SAO DOMINGOS-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
SAO FELIPE-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
SAO FELIX-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,,BA,,"1.532.526,69",,,,,,,,"685.922,62",,,,,,"2.218.449,31",,,,,,,"22.027.377,11",,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,,BA,,"1.482,73",,,,,,,,-,,,,,,"1.482,73",,,,,,,"13.883,25",,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.422,64",,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,,BA,,"1.112,05",,,,,,,,-,,,,,,"1.112,05",,,,,,,"10.381,72",,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,,BA,,"372.048,66",,,,,,,,"204.214,84",,,,,,"576.263,50",,,,,,,"6.356.446,59",,,,,,,,
SAPEACU-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.864,80",,,,,,,,
SATIRO DIAS-BA,,,,,,,,BA,,"24.143,26",,,,,,,,"11.375,32",,,,,,"35.518,58",,,,,,,"327.036,48",,,,,,,,
SAUBARA-BA,,,,,,,,BA,,"37.980,43",,,,,,,,"172.112,39",,,,,,"210.092,82",,,,,,,"2.635.728,29",,,,,,,,
SERRA PRETA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.329,47",,,,,,,,
SERRINHA-BA,,,,,,,,BA,,"1.800,46",,,,,,,,-,,,,,,"1.800,46",,,,,,,"16.808,46",,,,,,,,
SERROLANDIA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.876,04",,,,,,,,
SIMOES FILHO-BA,,,,,,,,BA,,"1.959,33",,,,,,,,-,,,,,,"1.959,33",,,,,,,"18.338,79",,,,,,,,
SITIO DO QUINTO-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.329,47",,,,,,,,
TANQUINHO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
TAPEROA-BA,,,,,,,,BA,,"1.323,87",,,,,,,,-,,,,,,"1.323,87",,,,,,,"12.441,07",,,,,,,,
TAPIRAMUTA-BA,,,,,,,,BA,,"1.270,91",,,,,,,,-,,,,,,"1.270,91",,,,,,,"11.864,80",,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,,BA,,"2.012,28",,,,,,,,-,,,,,,"2.012,28",,,,,,,"18.826,89",,,,,,,,
TEODORO SAMPAIO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
TEOFILANDIA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
TEOLANDIA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.876,04",,,,,,,,
TERRA NOVA-BA,,,,,,,,BA,,"1.506,23",,,,,,,,"220,09",,,,,,"1.726,32",,,,,,,"11.437,36",,,,,,,,
TUCANO-BA,,,,,,,,BA,,"1.694,55",,,,,,,,-,,,,,,"1.694,55",,,,,,,"15.819,69",,,,,,,,
UAUA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.347,91",,,,,,,,
UBAIRA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
UBAITABA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
UBATA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.388,84",,,,,,,,
UNA-BA,,,,,,,,BA,,"1.429,78",,,,,,,,-,,,,,,"1.429,78",,,,,,,"13.306,91",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URUCUCA-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
VALENCA-BA,,,,,,,,BA,,"37.980,43",,,,,,,,-,,,,,,"37.980,43",,,,,,,"477.904,53",,,,,,,,
VALENTE-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.894,49",,,,,,,,
VARZEA DA ROCA-BA,,,,,,,,BA,,"1.217,96",,,,,,,,-,,,,,,"1.217,96",,,,,,,"11.411,40",,,,,,,,
VARZEA DO POCO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
VARZEA NOVA-BA,,,,,,,,BA,,"1.165,00",,,,,,,,-,,,,,,"1.165,00",,,,,,,"10.835,04",,,,,,,,
VARZEDO-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
VERA CRUZ-BA,,,,,,,,BA,,"1.604,45",,,,,,,,-,,,,,,"1.604,45",,,,,,,"14.916,83",,,,,,,,
VEREDA-BA,,,,,,,,BA,,"1.059,09",,,,,,,,-,,,,,,"1.059,09",,,,,,,"9.887,30",,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,,BA,,"2.118,19",,,,,,,,-,,,,,,"2.118,19",,,,,,,"19.774,66",,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,,BA,,"1.376,82",,,,,,,,-,,,,,,"1.376,82",,,,,,,"12.853,50",,,,,,,,
BAHIA  TOTAL,,,,,,,,,,"7.762.031,53",,,,,,,,"5.014.597,64",,,,,,"12.776.629,17",,,,,,,"136.670.755,02",,,,,,,,
ACARAU-CE,,,,,,,,CE,,"3.261,44",,,,,,,,-,,,,,,"3.261,44",,,,,,,"35.946,64",,,,,,,,
ALCANTARAS-CE,,,,,,,,CE,,"2.140,32",,,,,,,,-,,,,,,"2.140,32",,,,,,,"23.589,96",,,,,,,,
AMONTADA-CE,,,,,,,,CE,,"69.658,58",,,,,,,,"81.819,91",,,,,,"151.478,49",,,,,,,"1.708.485,56",,,,,,,,
APUIARES-CE,,,,,,,,CE,,"2.242,24",,,,,,,,-,,,,,,"2.242,24",,,,,,,"24.713,30",,,,,,,,
AQUIRAZ-CE,,,,,,,,CE,,-,,,,,,,,"11.335,47",,,,,,"11.335,47",,,,,,,"72.407,71",,,,,,,,
ARACATI-CE,,,,,,,,CE,,"795.655,69",,,,,,,,"24.432,43",,,,,,"820.088,12",,,,,,,"7.909.530,86",,,,,,,,
ARARENDA-CE,,,,,,,,CE,,"2.140,32",,,,,,,,-,,,,,,"2.140,32",,,,,,,"23.589,96",,,,,,,,
BARROQUINHA-CE,,,,,,,,CE,,"2.344,16",,,,,,,,-,,,,,,"2.344,16",,,,,,,"25.836,64",,,,,,,,
BELA CRUZ-CE,,,,,,,,CE,,"2.853,76",,,,,,,,-,,,,,,"2.853,76",,,,,,,"31.453,31",,,,,,,,
CAMOCIM-CE,,,,,,,,CE,,"3.363,36",,,,,,,,-,,,,,,"3.363,36",,,,,,,"37.069,96",,,,,,,,
CANINDE-CE,,,,,,,,CE,,"3.567,20",,,,,,,,-,,,,,,"3.567,20",,,,,,,"39.316,65",,,,,,,,
CARIDADE-CE,,,,,,,,CE,,"2.446,08",,,,,,,,-,,,,,,"2.446,08",,,,,,,"26.959,96",,,,,,,,
CARIRE-CE,,,,,,,,CE,,"2.548,00",,,,,,,,-,,,,,,"2.548,00",,,,,,,"28.083,30",,,,,,,,
CARNAUBAL-CE,,,,,,,,CE,,"2.446,08",,,,,,,,-,,,,,,"2.446,08",,,,,,,"26.959,96",,,,,,,,
CATUNDA-CE,,,,,,,,CE,,"2.140,32",,,,,,,,-,,,,,,"2.140,32",,,,,,,"23.589,96",,,,,,,,
CAUCAIA-CE,,,,,,,,CE,,"0,59",,,,,,,,"11.335,47",,,,,,"11.336,06",,,,,,,"3.494.732,92",,,,,,,,
CHAVAL-CE,,,,,,,,CE,,"2.242,24",,,,,,,,-,,,,,,"2.242,24",,,,,,,"24.713,30",,,,,,,,
COREAU-CE,,,,,,,,CE,,"2.649,92",,,,,,,,-,,,,,,"2.649,92",,,,,,,"29.206,63",,,,,,,,
CRATEUS-CE,,,,,,,,CE,,"3.567,20",,,,,,,,-,,,,,,"3.567,20",,,,,,,"39.316,65",,,,,,,,
CROATA-CE,,,,,,,,CE,,"2.446,08",,,,,,,,-,,,,,,"2.446,08",,,,,,,"26.959,96",,,,,,,,
CRUZ-CE,,,,,,,,CE,,"2.649,92",,,,,,,,-,,,,,,"2.649,92",,,,,,,"29.206,63",,,,,,,,
FORQUILHA-CE,,,,,,,,CE,,"2.649,92",,,,,,,,-,,,,,,"2.649,92",,,,,,,"29.206,63",,,,,,,,
FORTALEZA-CE,,,,,,,,CE,,"135.051,09",,,,,,,,"15.113,96",,,,,,"150.165,05",,,,,,,"1.508.829,27",,,,,,,,
FRECHEIRINHA-CE,,,,,,,,CE,,"2.242,24",,,,,,,,-,,,,,,"2.242,24",,,,,,,"24.713,30",,,,,,,,
GENERAL SAMPAIO-CE,,,,,,,,CE,,"2.038,40",,,,,,,,-,,,,,,"2.038,40",,,,,,,"22.466,64",,,,,,,,
GRACA-CE,,,,,,,,CE,,"2.344,16",,,,,,,,-,,,,,,"2.344,16",,,,,,,"25.836,64",,,,,,,,
GRANJA-CE,,,,,,,,CE,,"3.261,44",,,,,,,,-,,,,,,"3.261,44",,,,,,,"35.946,64",,,,,,,,
GROAIRAS-CE,,,,,,,,CE,,"2.038,40",,,,,,,,-,,,,,,"2.038,40",,,,,,,"22.466,64",,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,,,CE,,"3.057,60",,,,,,,,-,,,,,,"3.057,60",,,,,,,"33.699,96",,,,,,,,
HIDROLANDIA-CE,,,,,,,,CE,,"2.548,00",,,,,,,,-,,,,,,"2.548,00",,,,,,,"28.083,30",,,,,,,,
HORIZONTE-CE,,,,,,,,CE,,"717.819,82",,,,,,,,-,,,,,,"717.819,82",,,,,,,"6.874.364,09",,,,,,,,
IBIAPINA-CE,,,,,,,,CE,,"2.649,92",,,,,,,,-,,,,,,"2.649,92",,,,,,,"29.206,63",,,,,,,,
ICAPUI-CE,,,,,,,,CE,,"106.801,17",,,,,,,,"26.361,07",,,,,,"133.162,24",,,,,,,"1.209.901,75",,,,,,,,
