URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,,"7.046,03",,,,,,,,"7.046,03",,,,,,,"95.180,07",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.069.185,27",,,,,,,,"2.047.762,39",,,,,,,,"5.116.947,66",,,,,,,"65.548.730,40",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,,"7.046,03",,,,,,,,"7.046,03",,,,,,,"95.180,07",,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,,"7.046,03",,,,,,,,"7.046,03",,,,,,,"95.180,07",,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,,"7.046,03",,,,,,,,"7.046,03",,,,,,,"95.180,07",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,,"21.138,09",,,,,,,,"21.138,09",,,,,,,"285.540,21",,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.822,96",,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.822,96",,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.822,96",,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"305.976,97",,,,,,,,"165.025,16",,,,,,,,"471.002,13",,,,,,,"6.265.723,05",,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.578,88",,,,,,,,-,,,,,,,,"1.578,88",,,,,,,"13.897,02",,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.831,50",,,,,,,,-,,,,,,,,"1.831,50",,,,,,,"16.209,10",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.454,61",,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.012,10",,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.515,73",,,,,,,,-,,,,,,,,"1.515,73",,,,,,,"13.421,46",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.306,46",,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.515,73",,,,,,,,-,,,,,,,,"1.515,73",,,,,,,"13.380,53",,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"291.172,07",,,,,,,,"150.074,59",,,,,,,,"441.246,66",,,,,,,"5.553.063,31",,,,,,,,
ARACI-BA,,,,,,,,BA,,,"2.020,97",,,,,,,,-,,,,,,,,"2.020,97",,,,,,,"17.881,66",,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"2.998,23",,,,,,,,"728,75",,,,,,,,"3.726,98",,,,,,,"42.392,61",,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"1.326,26",,,,,,,,-,,,,,,,,"1.326,26",,,,,,,"11.707,98",,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.782,04",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.495,54",,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"1.326,26",,,,,,,,-,,,,,,,,"1.326,26",,,,,,,"11.707,98",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"1.831,50",,,,,,,,-,,,,,,,,"1.831,50",,,,,,,"16.086,17",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.265,46",,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.495,54",,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.782,04",,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.224,46",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.515,73",,,,,,,,-,,,,,,,,"1.515,73",,,,,,,"13.298,53",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.515,73",,,,,,,,-,,,,,,,,"1.515,73",,,,,,,"13.339,52",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"1.326,26",,,,,,,,-,,,,,,,,"1.326,26",,,,,,,"11.707,98",,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.224,46",,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.578,88",,,,,,,,-,,,,,,,,"1.578,88",,,,,,,"13.938,02",,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"1.326,26",,,,,,,,-,,,,,,,,"1.326,26",,,,,,,"11.625,97",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.515,73",,,,,,,,-,,,,,,,,"1.515,73",,,,,,,"13.421,46",,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"1.831,50",,,,,,,,-,,,,,,,,"1.831,50",,,,,,,"16.209,10",,,,,,,,
CAEM-BA,,,,,,,,BA,,,"1.326,26",,,,,,,,-,,,,,,,,"1.326,26",,,,,,,"11.666,98",,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.265,46",,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"47.453,48",,,,,,,,"499.386,69",,,,,,,,"546.840,17",,,,,,,"5.159.982,72",,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.768,35",,,,,,,,-,,,,,,,,"1.768,35",,,,,,,"15.610,59",,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"3.311,22",,,,,,,,"351,87",,,,,,,,"3.663,09",,,,,,,"34.220,38",,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"1.831,50",,,,,,,,-,,,,,,,,"1.831,50",,,,,,,"16.168,10",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"1.831,50",,,,,,,,-,,,,,,,,"1.831,50",,,,,,,"16.168,10",,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.109,47",,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"267.730,37",,,,,,,,"280.849,05",,,,,,,,"548.579,42",,,,,,,"6.596.882,89",,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.012,10",,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"1.831,50",,,,,,,,-,,,,,,,,"1.831,50",,,,,,,"16.209,10",,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.863,97",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.306,46",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.094,03",,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.495,54",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"131.570,11",,,,,,,,"40.315,79",,,,,,,,"171.885,90",,,,,,,"2.095.848,37",,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.053,10",,,,,,,,
CATU-BA,,,,,,,,BA,,,"208.730,85",,,,,,,,"116.884,82",,,,,,,,"325.615,67",,,,,,,"4.298.599,77",,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"1.768,35",,,,,,,,-,,,,,,,,"1.768,35",,,,,,,"15.610,59",,,,,,,,
CIPO-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.822,96",,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.454,61",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.578,88",,,,,,,,-,,,,,,,,"1.578,88",,,,,,,"13.979,02",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.515,73",,,,,,,,-,,,,,,,,"1.515,73",,,,,,,"13.339,52",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"2.084,13",,,,,,,,-,,,,,,,,"2.084,13",,,,,,,"18.398,23",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.053,10",,,,,,,,
CONDE-BA,,,,,,,,BA,,,"2.900,70",,,,,,,,"811,83",,,,,,,,"3.712,53",,,,,,,"58.619,25",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.495,54",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.578,88",,,,,,,,-,,,,,,,,"1.578,88",,,,,,,"13.938,02",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.578,88",,,,,,,,-,,,,,,,,"1.578,88",,,,,,,"13.938,02",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"2.020,97",,,,,,,,-,,,,,,,,"2.020,97",,,,,,,"17.840,66",,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.224,46",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"2.020,97",,,,,,,,-,,,,,,,,"2.020,97",,,,,,,"17.881,66",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.372,61",,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"239.822,48",,,,,,,,"166.653,78",,,,,,,,"406.476,26",,,,,,,"5.083.348,37",,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"1.283.304,83",,,,,,,,"468.629,53",,,,,,,,"1.751.934,36",,,,,,,"20.563.476,77",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"2.084,13",,,,,,,,-,,,,,,,,"2.084,13",,,,,,,"18.439,17",,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"2.273,59",,,,,,,,-,,,,,,,,"2.273,59",,,,,,,"20.070,72",,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.578,88",,,,,,,,-,,,,,,,,"1.578,88",,,,,,,"13.938,02",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"2.526,21",,,,,,,,-,,,,,,,,"2.526,21",,,,,,,"22.300,87",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"1.326,26",,,,,,,,-,,,,,,,,"1.326,26",,,,,,,"11.707,98",,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.768,35",,,,,,,,-,,,,,,,,"1.768,35",,,,,,,"15.651,60",,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.224,46",,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.109,47",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.578,88",,,,,,,,-,,,,,,,,"1.578,88",,,,,,,"13.979,02",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.454,61",,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.863,97",,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.012,10",,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.012,10",,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"1.452,57",,,,,,,,-,,,,,,,,"1.452,57",,,,,,,"12.822,96",,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.495,54",,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.642,04",,,,,,,,-,,,,,,,,"1.642,04",,,,,,,"14.454,61",,,,,,,,
ICHU-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,,"1.389,42",,,,,,,,-,,,,,,,,"1.389,42",,,,,,,"12.224,46",,,,,,,,
IGUAI-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.053,10",,,,,,,,
ILHEUS-BA,,,,,,,,BA,,,"2.526,21",,,,,,,,-,,,,,,,,"2.526,21",,,,,,,"22.300,87",,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,,"3.651,57",,,,,,,,"928,23",,,,,,,,"4.579,80",,,,,,,"42.369,21",,,,,,,,
IPECAETA-BA,,,,,,,,BA,,,"1.515,73",,,,,,,,-,,,,,,,,"1.515,73",,,,,,,"13.339,52",,,,,,,,
IPIAU-BA,,,,,,,,BA,,,"1.957,81",,,,,,,,-,,,,,,,,"1.957,81",,,,,,,"17.283,16",,,,,,,,
IPIRA-BA,,,,,,,,BA,,,"2.084,13",,,,,,,,-,,,,,,,,"2.084,13",,,,,,,"18.398,23",,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,,"1.263,10",,,,,,,,-,,,,,,,,"1.263,10",,,,,,,"11.150,40",,,,,,,,
IRARA-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.053,10",,,,,,,,
ITABELA-BA,,,,,,,,BA,,,"1.705,19",,,,,,,,-,,,,,,,,"1.705,19",,,,,,,"15.053,10",,,,,,,,
