FLEXEIRAS-AL,,,,,,,,,AL,,,"596,98",,,,,,-,,,,,,,"596,98",,,,,,,"4.662,64",,,,,,,,,,,
IBATEGUARA-AL,,,,,,,,,AL,,,"624,12",,,,,,-,,,,,,,"624,12",,,,,,,"4.874,56",,,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,,AL,,,"705,53",,,,,,-,,,,,,,"705,53",,,,,,,"5.510,38",,,,,,,,,,,
JACUIPE-AL,,,,,,,,,AL,,,"542,71",,,,,,-,,,,,,,"542,71",,,,,,,"4.238,75",,,,,,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,,"542,71",,,,,,-,,,,,,,"542,71",,,,,,,"4.238,75",,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,,"1.812,52",,,,,,"510,53",,,,,,,"2.323,05",,,,,,,"26.850,89",,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,,"705,53",,,,,,-,,,,,,,"705,53",,,,,,,"5.510,38",,,,,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,,"542,71",,,,,,-,,,,,,,"542,71",,,,,,,"4.238,75",,,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,,"705,53",,,,,,-,,,,,,,"705,53",,,,,,,"5.510,38",,,,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,,"84.270,77",,,,,,"17.387,23",,,,,,,"101.658,00",,,,,,,"904.542,42",,,,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,,"759,80",,,,,,-,,,,,,,"759,80",,,,,,,"5.934,26",,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,,"34.047,23",,,,,,"26.294,52",,,,,,,"60.341,75",,,,,,,"487.606,28",,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,,"705,53",,,,,,-,,,,,,,"705,53",,,,,,,"5.510,38",,,,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,,"624,12",,,,,,-,,,,,,,"624,12",,,,,,,"4.874,56",,,,,,,,,,,
MURICI-AL,,,,,,,,,AL,,,"732,66",,,,,,-,,,,,,,"732,66",,,,,,,"21.911,28",,,,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,,"596,98",,,,,,-,,,,,,,"596,98",,,,,,,"4.662,64",,,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,,"569,85",,,,,,"4.877,48",,,,,,,"5.447,33",,,,,,,"53.604,81",,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,,"624,12",,,,,,-,,,,,,,"624,12",,,,,,,"4.874,56",,,,,,,,,,,
PENEDO-AL,,,,,,,,,AL,,,"611.506,61",,,,,,"66,42",,,,,,,"611.573,03",,,,,,,"1.059.876,60",,,,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,,"651,25",,,,,,-,,,,,,,"651,25",,,,,,,"5.086,51",,,,,,,,,,,
PILAR-AL,,,,,,,,,AL,,,"220.480,86",,,,,,"115.450,45",,,,,,,"335.931,31",,,,,,,"2.026.062,28",,,,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,,"542,71",,,,,,-,,,,,,,"542,71",,,,,,,"4.238,75",,,,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,,"732,66",,,,,,-,,,,,,,"732,66",,,,,,,"5.722,33",,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,,"542,71",,,,,,-,,,,,,,"542,71",,,,,,,"4.238,75",,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,,"678,39",,,,,,-,,,,,,,"678,39",,,,,,,"5.298,44",,,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,,"616.102,84",,,,,,"7.044,51",,,,,,,"623.147,35",,,,,,,"1.338.419,55",,,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,,"612.295,54",,,,,,"1.037,32",,,,,,,"613.332,86",,,,,,,"10.482.460,60",,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,,"542,71",,,,,,-,,,,,,,"542,71",,,,,,,"487.550,78",,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,,"569,85",,,,,,-,,,,,,,"569,85",,,,,,,"4.450,71",,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,,"705,53",,,,,,-,,,,,,,"705,53",,,,,,,"5.510,38",,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,,"786,93",,,,,,-,,,,,,,"786,93",,,,,,,"6.146,21",,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,"242.341,56",,,,,,"135.715,14",,,,,,,"378.056,70",,,,,,,"2.922.064,49",,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,"542,71",,,,,,-,,,,,,,"542,71",,,,,,,"4.238,75",,,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,,"18.102,75",,,,,,"11.676,27",,,,,,,"29.779,02",,,,,,,"248.924,73",,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,"841,21",,,,,,-,,,,,,,"841,21",,,,,,,"6.570,08",,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,"895,48",,,,,,-,,,,,,,"895,48",,,,,,,"6.993,96",,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,"732,66",,,,,,-,,,,,,,"732,66",,,,,,,"5.722,33",,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"3.201.399,91",,,,,,"406.071,66",,,,,,,"3.607.471,57",,,,,,,"32.537.676,93",,,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,-,,,,,,"2.829,76",,,,,,,"2.829,76",,,,,,,"24.045,94",,,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,,-,,,,,,"2.829,76",,,,,,,"2.829,76",,,,,,,"24.045,94",,,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,,-,,,,,,"2.829,76",,,,,,,"2.829,76",,,,,,,"24.045,94",,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,-,,,,,,"2.829,76",,,,,,,"2.829,76",,,,,,,"24.045,94",,,,,,,,,,,
COARI-AM,,,,,,,,,AM,,,"2.987.927,93",,,,,,"2.698.532,09",,,,,,,"5.686.460,02",,,,,,,"41.257.470,72",,,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,-,,,,,,"2.829,76",,,,,,,"2.829,76",,,,,,,"24.045,94",,,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,-,,,,,,"2.829,76",,,,,,,"2.829,76",,,,,,,"24.045,94",,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,-,,,,,,"2.829,76",,,,,,,"2.829,76",,,,,,,"24.045,94",,,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,,"610.611,13",,,,,,"201.655,67",,,,,,,"812.266,80",,,,,,,"11.600.254,62",,,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,,"537,41",,,,,,"476,29",,,,,,,"1.013,70",,,,,,,"808.324,48",,,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"3.599.076,47",,,,,,"2.981.608,29",,,,,,,"6.580.684,76",,,,,,,"54.411.938,93",,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,-,,,,,,"6.792,88",,,,,,,"6.792,88",,,,,,,"64.174,17",,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,"20.378,64",,,,,,,"20.378,64",,,,,,,"192.522,51",,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,"396.904,03",,,,,,"259.759,68",,,,,,,"656.663,71",,,,,,,"4.771.053,23",,,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,"1.894,04",,,,,,-,,,,,,,"1.894,04",,,,,,,"11.167,46",,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
APORA-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,,"374.187,66",,,,,,"208.895,57",,,,,,,"583.083,23",,,,,,,"4.465.185,63",,,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,,"2.089,97",,,,,,-,,,,,,,"2.089,97",,,,,,,"12.322,70",,,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.166,05",,,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,"1.436,85",,,,,,-,,,,,,,"1.436,85",,,,,,,"8.471,85",,,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,"1.894,04",,,,,,-,,,,,,,"1.894,04",,,,,,,"11.167,46",,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,"1.632,79",,,,,,-,,,,,,,"1.632,79",,,,,,,"9.627,11",,,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,"1.894,04",,,,,,-,,,,,,,"1.894,04",,,,,,,"11.167,46",,,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,"1.436,85",,,,,,-,,,,,,,"1.436,85",,,,,,,"8.471,85",,,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,,"45.124,46",,,,,,"502.361,76",,,,,,,"547.486,22",,,,,,,"3.256.969,56",,,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,"1.828,73",,,,,,-,,,,,,,"1.828,73",,,,,,,"10.782,37",,,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,"613.318,19",,,,,,"403.728,92",,,,,,,"1.017.047,11",,,,,,,"2.112.347,82",,,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,"1.894,04",,,,,,-,,,,,,,"1.894,04",,,,,,,"11.167,46",,,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,"1.894,04",,,,,,-,,,,,,,"1.894,04",,,,,,,"11.167,46",,,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,"806.565,32",,,,,,"407.490,64",,,,,,,"1.214.055,96",,,,,,,"5.953.909,19",,,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,"1.894,04",,,,,,-,,,,,,,"1.894,04",,,,,,,"11.167,46",,,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,"117.750,40",,,,,,"31.331,68",,,,,,,"149.082,08",,,,,,,"1.274.608,45",,,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
CATU-BA,,,,,,,,,BA,,,"278.630,95",,,,,,"154.261,99",,,,,,,"432.892,94",,,,,,,"3.500.732,32",,,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,"1.894,04",,,,,,-,,,,,,,"1.894,04",,,,,,,"11.167,46",,,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,"2.155,28",,,,,,-,,,,,,,"2.155,28",,,,,,,"12.707,79",,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,"1.828,73",,,,,,-,,,,,,,"1.828,73",,,,,,,"10.782,37",,,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,,"2.497,18",,,,,,"515,41",,,,,,,"3.012,59",,,,,,,"25.883,14",,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,"2.155,28",,,,,,-,,,,,,,"2.155,28",,,,,,,"12.707,79",,,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,"1.436,85",,,,,,-,,,,,,,"1.436,85",,,,,,,"8.471,85",,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,"2.220,60",,,,,,-,,,,,,,"2.220,60",,,,,,,"13.092,89",,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,"358.765,47",,,,,,"237.129,59",,,,,,,"595.895,06",,,,,,,"4.561.450,92",,,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,"651.154,19",,,,,,"505.201,11",,,,,,,"1.156.355,30",,,,,,,"8.753.325,59",,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,"2.155,28",,,,,,-,,,,,,,"2.155,28",,,,,,,"12.707,79",,,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,"613.027,66",,,,,,"10.726,12",,,,,,,"623.753,78",,,,,,,"1.282.511,18",,,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,,"1.567,48",,,,,,-,,,,,,,"1.567,48",,,,,,,"9.242,02",,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,"2.612,47",,,,,,-,,,,,,,"2.612,47",,,,,,,"15.403,41",,,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,"1.371,54",,,,,,-,,,,,,,"1.371,54",,,,,,,"8.086,76",,,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,,"1.828,73",,,,,,-,,,,,,,"1.828,73",,,,,,,"10.782,37",,,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,"1.632,79",,,,,,-,,,,,,,"1.632,79",,,,,,,"9.627,11",,,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,"1.436,85",,,,,,-,,,,,,,"1.436,85",,,,,,,"8.471,85",,,,,,,,,,,
IACU-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,"1.698,10",,,,,,-,,,,,,,"1.698,10",,,,,,,"10.012,20",,,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,,"1.632,79",,,,,,-,,,,,,,"1.632,79",,,,,,,"9.627,11",,,,,,,,,,,
ICHU-BA,,,,,,,,,BA,,,"1.306,23",,,,,,-,,,,,,,"1.306,23",,,,,,,"7.701,69",,,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,,"1.436,85",,,,,,-,,,,,,,"1.436,85",,,,,,,"8.471,85",,,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,,"1.763,41",,,,,,-,,,,,,,"1.763,41",,,,,,,"10.397,29",,,,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,,"2.612,47",,,,,,-,,,,,,,"2.612,47",,,,,,,"15.403,41",,,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,"2.504,22",,,,,,"277,88",,,,,,,"2.782,10",,,,,,,"16.723,25",,,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,"1.502,17",,,,,,-,,,,,,,"1.502,17",,,,,,,"8.856,94",,,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,,"2.024,66",,,,,,-,,,,,,,"2.024,66",,,,,,,"11.937,62",,,,,,,,,,,
