SAO MIGUEL DOS MILAGRES-AL,,,AL,,,,"389,08",,,,,,,,-,,,,,,,,"389,08",,,,,,,"1.806,81",,,,,,,,,,,
SATUBA-AL,,,AL,,,,"13.460,64",,,,,,,,"8.406,37",,,,,,,,"21.867,01",,,,,,,"97.439,15",,,,,,,,,,,
TEOTONIO VILELA-AL,,,AL,,,,"583,62",,,,,,,,-,,,,,,,,"583,62",,,,,,,"2.710,22",,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,AL,,,,"641,86",,,,,,,,-,,,,,,,,"641,86",,,,,,,"2.980,91",,,,,,,,,,,
VICOSA-AL,,,AL,,,,"524,78",,,,,,,,-,,,,,,,,"524,78",,,,,,,"2.437,85",,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,AM,,,,-,,,,,,,,"3.604,35",,,,,,,,"3.604,35",,,,,,,"41.722,61",,,,,,,,,,,
COARI-AM,,,AM,,,,"871.846,55",,,,,,,,"753.746,38",,,,,,,,"1.625.592,93",,,,,,,"7.058.282,76",,,,,,,,,,,
IRANDUBA-AM,,,AM,,,,-,,,,,,,,"3.604,35",,,,,,,,"3.604,35",,,,,,,"41.722,61",,,,,,,,,,,
MANAUS-AM,,,AM,,,,"37.642,76",,,,,,,,"26.001,10",,,,,,,,"63.643,86",,,,,,,"320.674,80",,,,,,,,,,,
ACAJUTIBA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
ADUSTINA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
AGUA FRIA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
AIQUARA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
ALAGOINHAS-BA,,,BA,,,,"132.337,17",,,,,,,,"67.711,03",,,,,,,,"200.048,20",,,,,,,"818.859,33",,,,,,,,,,,
AMARGOSA-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
AMELIA RODRIGUES-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
ANAGE-BA,,,BA,,,,"82,26",,,,,,,,-,,,,,,,,"82,26",,,,,,,"362,62",,,,,,,,,,,
ANGUERA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
ANTAS-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
ANTONIO CARDOSO-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
APORA-BA,,,BA,,,,"63,87",,,,,,,,-,,,,,,,,"63,87",,,,,,,"281,24",,,,,,,,,,,
APUAREMA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
ARACAS-BA,,,BA,,,,"111.835,74",,,,,,,,"49.286,60",,,,,,,,"161.122,34",,,,,,,"744.674,14",,,,,,,,,,,
ARACI-BA,,,BA,,,,"82,26",,,,,,,,-,,,,,,,,"82,26",,,,,,,"362,62",,,,,,,,,,,
ARAMARI-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
ARATUIPE-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
BAIXA GRANDE-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
BANZAE-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
BARRA DO CHOCA-BA,,,BA,,,,"82,26",,,,,,,,-,,,,,,,,"82,26",,,,,,,"362,62",,,,,,,,,,,
BARROCAS-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
BELO CAMPO-BA,,,BA,,,,"63,87",,,,,,,,-,,,,,,,,"63,87",,,,,,,"281,24",,,,,,,,,,,
BIRITINGA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
BOA NOVA-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
BREJOES-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
CAATIBA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
CACHOEIRA-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
CAEM-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
CAETANOS-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
CAMACARI-BA,,,BA,,,,"443,56",,,,,,,,"141,67",,,,,,,,"585,23",,,,,,,"39.300,70",,,,,,,,,,,
CANDEAL-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
CANDEIAS-BA,,,BA,,,,"125.052,94",,,,,,,,"105.117,26",,,,,,,,"230.170,20",,,,,,,"1.342.536,37",,,,,,,,,,,
CANDIDO SALES-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
CANSANCAO-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANUDOS-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
CAPIM GROSSO-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
CARAVELAS-BA,,,BA,,,,-,,,,,,,,-,,,,,,,,-,,,,,,,"69.605,28",,,,,,,,,,,
CARDEAL DA SILVA-BA,,,BA,,,,"59.336,27",,,,,,,,"14.005,51",,,,,,,,"73.341,78",,,,,,,"300.491,41",,,,,,,,,,,
CASTRO ALVES-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
CATU-BA,,,BA,,,,"107.581,65",,,,,,,,"50.033,85",,,,,,,,"157.615,50",,,,,,,"838.238,03",,,,,,,,,,,
CICERO DANTAS-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
CIPO-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,BA,,,,"63,87",,,,,,,,-,,,,,,,,"63,87",,,,,,,"281,24",,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
CONCEICAO DO COITE-BA,,,BA,,,,"87,87",,,,,,,,-,,,,,,,,"87,87",,,,,,,"386,81",,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
CONDE-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
CORACAO DE MARIA-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
CORONEL JOAO SA-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
CRAVOLANDIA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
CRISOPOLIS-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,BA,,,,"85,06",,,,,,,,-,,,,,,,,"85,06",,,,,,,"374,71",,,,,,,,,,,
DARIO MEIRA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
DIAS D'AVILA-BA,,,BA,,,,"82,26",,,,,,,,-,,,,,,,,"82,26",,,,,,,"362,62",,,,,,,,,,,
DOM MACEDO COSTA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
ELISIO MEDRADO-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
ENCRUZILHADA-BA,,,BA,,,,"76,96",,,,,,,,-,,,,,,,,"76,96",,,,,,,"339,24",,,,,,,,,,,
ENTRE RIOS-BA,,,BA,,,,"101.987,03",,,,,,,,"53.505,29",,,,,,,,"155.492,32",,,,,,,"659.987,29",,,,,,,,,,,
ESPLANADA-BA,,,BA,,,,"177.398,07",,,,,,,,"105.560,65",,,,,,,,"282.958,72",,,,,,,"1.213.839,12",,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,BA,,,,"85,06",,,,,,,,-,,,,,,,,"85,06",,,,,,,"374,71",,,,,,,,,,,
FATIMA-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
FEIRA DE SANTANA-BA,,,BA,,,,"106,25",,,,,,,,-,,,,,,,,"106,25",,,,,,,"468,19",,,,,,,,,,,
GAVIAO-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
GLORIA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,BA,,,,"63,87",,,,,,,,-,,,,,,,,"63,87",,,,,,,"281,24",,,,,,,,,,,
HELIOPOLIS-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
IACU-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
IBIQUERA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
ICHU-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
INHAMBUPE-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
IPECAETA-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
IPIRA-BA,,,BA,,,,"87,87",,,,,,,,-,,,,,,,,"87,87",,,,,,,"386,81",,,,,,,,,,,
IRAJUBA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
IRARA-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
ITABERABA-BA,,,BA,,,,"87,87",,,,,,,,-,,,,,,,,"87,87",,,,,,,"386,81",,,,,,,,,,,
ITAGI-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
ITAMBE-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
ITANAGRA-BA,,,BA,,,,"48.728,62",,,,,,,,"8.391,43",,,,,,,,"57.120,05",,,,,,,"220.448,51",,,,,,,,,,,
ITAPARICA-BA,,,BA,,,,"1.838,35",,,,,,,,"45.178,80",,,,,,,,"47.017,15",,,,,,,"130.355,82",,,,,,,,,,,
ITAPETINGA-BA,,,BA,,,,"87,87",,,,,,,,-,,,,,,,,"87,87",,,,,,,"386,81",,,,,,,,,,,
ITAPICURU-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
ITAQUARA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITARANTIM-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
ITATIM-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
ITIRUCU-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
ITIUBA-BA,,,BA,,,,"76,96",,,,,,,,-,,,,,,,,"76,96",,,,,,,"339,24",,,,,,,,,,,
JACOBINA-BA,,,BA,,,,"92,85",,,,,,,,-,,,,,,,,"92,85",,,,,,,"409,35",,,,,,,,,,,
JAGUAQUARA-BA,,,BA,,,,"82,26",,,,,,,,-,,,,,,,,"82,26",,,,,,,"362,62",,,,,,,,,,,
JAGUARIPE-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
JANDAIRA-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
JEQUIE-BA,,,BA,,,,"106,25",,,,,,,,-,,,,,,,,"106,25",,,,,,,"468,19",,,,,,,,,,,
JEREMOABO-BA,,,BA,,,,"76,96",,,,,,,,-,,,,,,,,"76,96",,,,,,,"339,24",,,,,,,,,,,
JIQUIRICA-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
JITAUNA-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
LAJE-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
LAJEDINHO-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
LAMARAO-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
LAURO DE FREITAS-BA,,,BA,,,,"100,95",,,,,,,,-,,,,,,,,"100,95",,,,,,,"444,81",,,,,,,,,,,
MACAJUBA-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
MACARANI-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
MADRE DE DEUS-BA,,,BA,,,,"670.669,74",,,,,,,,"202.627,87",,,,,,,,"873.297,61",,,,,,,"3.268.234,25",,,,,,,,,,,
MAIQUINIQUE-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
MAIRI-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
MANOEL VITORINO-BA,,,BA,,,,"63,87",,,,,,,,-,,,,,,,,"63,87",,,,,,,"281,24",,,,,,,,,,,
MARACAS-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
MARAGOGIPE-BA,,,BA,,,,"82,26",,,,,,,,-,,,,,,,,"82,26",,,,,,,"362,62",,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
MATA DE SAO JOAO-BA,,,BA,,,,"110.826,47",,,,,,,,"46.415,08",,,,,,,,"157.241,55",,,,,,,"655.602,07",,,,,,,,,,,
MIGUEL CALMON-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
MILAGRES-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
MIRANTE-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
MONTE SANTO-BA,,,BA,,,,"85,06",,,,,,,,-,,,,,,,,"85,06",,,,,,,"374,71",,,,,,,,,,,
MUNDO NOVO-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
MUNIZ FERREIRA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
MURITIBA-BA,,,BA,,,,"74,47",,,,,,,,-,,,,,,,,"74,47",,,,,,,"327,98",,,,,,,,,,,
MUTUIPE-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
NAZARE-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
NORDESTINA-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
NOVA CANAA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
NOVA FATIMA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
NOVA ITARANA-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
NOVA SOURE-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
NOVO TRIUNFO-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
OLINDINA-BA,,,BA,,,,"69,17",,,,,,,,-,,,,,,,,"69,17",,,,,,,"304,61",,,,,,,,,,,
OURICANGAS-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
OUROLANDIA-BA,,,BA,,,,"61,07",,,,,,,,-,,,,,,,,"61,07",,,,,,,"269,14",,,,,,,,,,,
PARIPIRANGA-BA,,,BA,,,,"71,66",,,,,,,,-,,,,,,,,"71,66",,,,,,,"315,86",,,,,,,,,,,
PAULO AFONSO-BA,,,BA,,,,"98,46",,,,,,,,-,,,,,,,,"98,46",,,,,,,"433,55",,,,,,,,,,,
PE DE SERRA-BA,,,BA,,,,"58,58",,,,,,,,-,,,,,,,,"58,58",,,,,,,"257,87",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRAO-BA,,,BA,,,,"52,97",,,,,,,,-,,,,,,,,"52,97",,,,,,,"233,67",,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,BA,,,,"63,87",,,,,,,,-,,,,,,,,"63,87",,,,,,,"281,24",,,,,,,,,,,
PINTADAS-BA,,,BA,,,,"55,77",,,,,,,,-,,,,,,,,"55,77",,,,,,,"245,76",,,,,,,,,,,
PIRITIBA-BA,,,BA,,,,"66,37",,,,,,,,-,,,,,,,,"66,37",,,,,,,"292,52",,,,,,,,,,,
